productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack2,extAttack3
148340,Aegislash EX - 65a/119,Aegislash EX 65a 119,https://tcgplayer-cdn.tcgplayer.com/product/148340_200w.jpg,3,1938,https://cpt.tcgcsv.com/Qlc2,2022-11-01T16:35:23.177,1,065a/119,Promo,Metal,170,Basic,"<strong>Ability — Mighty Shield</strong>
<br>
Prevent all damage done to this Pokémon by attacks from each of your opponent's Pokémon that has Special Energy attached to it.","[3] Slash Blast (40+)
<br>
This attack does 20 more damage for each Metal Energy attached to this Pokemon.",Rx2,3,7.99,13.69,47.0,11.52,,Holofoil,P-20,,
148341,Delinquent - 98b/122 (Full Art),Delinquent 98b 122 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/148341_200w.jpg,3,1938,https://cpt.tcgcsv.com/Rlc2,2026-01-07T20:53:50.793,1,098b/122,Promo,Supporter,,,"Discard any Stadium card in play. If you do, your opponent discards 3 cards from his or her hand.
<br><br>
You may play only 1 Supporter card during your turn <em>(before your attack)</em>",,,,33.35,46.77,9999.0,46.77,53.79,Holofoil,,,
148342,Hex Maniac - 75a/98,Hex Maniac 75a 98,https://tcgplayer-cdn.tcgplayer.com/product/148342_200w.jpg,3,1938,https://cpt.tcgcsv.com/Slc2,2022-11-23T15:30:41.53,1,075a/098,Promo,Supporter,,,"Until the end of your opponent's next turn, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities. (This includes cards that come into play on that turn.)
<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,102.73,112.26,399.96,109.44,129.98,Holofoil,,,
148343,Jirachi - XY67a,Jirachi XY67a,https://tcgplayer-cdn.tcgplayer.com/product/148343_200w.jpg,3,1938,https://cpt.tcgcsv.com/Tlc2,2025-11-20T16:17:25.093,1,XY67a,Promo,Metal,60,Basic,,"[1] Stardust (10)
<br>Discard a Special Energy attached to your opponent's Active Pokémon. If you do, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Rx2,1,116.0,138.65,299.99,171.53,299.99,Holofoil,P-20,"[1M] Dream Dance (20)
<br>Both Active Pokémon are now Asleep.",
148344,Karen - XY177a,Karen XY177a,https://tcgplayer-cdn.tcgplayer.com/product/148344_200w.jpg,3,1938,https://cpt.tcgcsv.com/Vlc2,2022-09-16T20:19:47.71,1,XY177a,Promo,Supporter,,,"Each player shuffles all Pokémon in his or her discard pile into his or her deck.
<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,50.0,58.0,129.95,57.13,129.95,Holofoil,,,
148345,M Camerupt EX - XY198a,M Camerupt EX XY198a,https://tcgplayer-cdn.tcgplayer.com/product/148345_200w.jpg,3,1938,https://cpt.tcgcsv.com/Wlc2,2026-01-07T20:54:28.98,1,XY198a,Promo,Fire,230,Mega Evolution,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2RR] Magma Eruption (120+)
<br>You may discard the top 3 cards of each player's deck. If you do, this attack does 40 more damage for each Energy card you discarded this way.",Wx2,4,20.55,29.37,9999.0,28.81,29.88,Holofoil,,,
148346,M Sharpedo EX - XY200a,M Sharpedo EX XY200a,https://tcgplayer-cdn.tcgplayer.com/product/148346_200w.jpg,3,1938,https://cpt.tcgcsv.com/Xlc2,2025-11-21T14:54:33.203,1,XY200a,Promo,Darkness,210,Mega Evolution,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1DD] Torpedo Strike (120)
<br>This attack does 10 damage to each of your opponent's Benched Pokémon for each Colorless in that Pokémon's Retreat Cost. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Lx2,,43.75,56.66,9999.0,56.31,63.48,Holofoil,,,
148347,N (Supporter) - 105a/124,N Supporter 105a 124,https://tcgplayer-cdn.tcgplayer.com/product/148347_200w.jpg,3,1938,https://cpt.tcgcsv.com/Zlc2,2022-09-16T15:26:43.937,1,105a/124,Promo,Supporter,,,"Each player shuffles his or her hand into his or her deck. Then, each player draws a card for each of his or her remaining Prize cards.
<br><br>
You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,103.05,147.53,195.99,147.9,,Holofoil,,,
148348,Regirock EX - 43a/124,Regirock EX 43a 124,https://tcgplayer-cdn.tcgplayer.com/product/148348_200w.jpg,3,1938,https://cpt.tcgcsv.com/-lc2,2023-10-27T14:10:08.42,1,043a/124,Promo,Fighting,180,Basic,"<strong>Ability — Regi Power</strong>
<br>
The attacks of your Fighting Pokémon (excluding Regirock-EX) do 10 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[FFF] Bedrock Press (100)
<br>During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 <em>(after applying Weakness and Resistance.)</em>.",Gx2,3,11.98,18.94,4321.0,17.49,14.23,Holofoil,,,
148349,Shauna - 111a/124,Shauna 111a 124,https://tcgplayer-cdn.tcgplayer.com/product/148349_200w.jpg,3,1938,https://cpt.tcgcsv.com/_lc2,2026-02-16T11:54:45.173,1,111a/124,Promo,Supporter,,,"Shuffle your hand into your deck. Then, draw 5 cards.
<br><br> You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,32.8,46.91,9999.0,46.91,48.95,Holofoil,,,
148350,Shaymin EX - 77a/108,Shaymin EX 77a 108,https://tcgplayer-cdn.tcgplayer.com/product/148350_200w.jpg,3,1938,https://cpt.tcgcsv.com/0mc2,2026-02-17T12:33:15.59,1,077a/108,Promo,Colorless,110,Basic,"<strong>Ability — Set Up</strong>
When you play this Pokémon from your hand onto your Bench, you may draw cards until you have 6 cards in your hand.
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Sky Return (30)
<br>Return this Pokémon and all cards attached to it to your hand.",Lx2,1,161.0,213.66,949.99,209.66,165.0,Holofoil,F-20,,
148351,Team Flare Grunt - 73a/83,Team Flare Grunt 73a 83,https://tcgplayer-cdn.tcgplayer.com/product/148351_200w.jpg,3,1938,https://cpt.tcgcsv.com/2mc2,2025-12-02T16:27:19.413,1,073a/083,Promo,Supporter,,,"Discard an Energy attached to your opponent's Active Pokémon.
<br><br>
You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,14.14,17.2,331.19,19.28,20.94,Holofoil,,,
148352,Yveltal EX - XY150a,Yveltal EX XY150a,https://tcgplayer-cdn.tcgplayer.com/product/148352_200w.jpg,3,1938,https://cpt.tcgcsv.com/3mc2,2026-02-20T00:49:30.787,1,XY150a,Promo,Darkness,170,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1D] Evil Ball (20+)
<br>This attack does 20 more damage times the amount of Energy attached to both Active Pokémon.",Lx2,2,139.18,161.99,9999.0,173.42,,Holofoil,F-20,"[2D] Y Cyclone (90)
<br>Move an Energy from this Pokémon to 1 of your Benched Pokémon.",
148388,Slowking - 21/122 (Cosmos Holo),Slowking 21 122 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/148388_200w.jpg,3,1938,https://cpt.tcgcsv.com/Nmc2,2023-09-01T08:16:10.813,1,021/122,Promo,Water,100,Stage 1,"<strong>Ability — Royal Flash</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, move an Energy from your opponent's Active Pokémon to 1 of his or her Benched Pokémon.","[1W] Psych Up (40)
<br>During your next turn, this Pokémon's Psych Up attack does 40 more damage <em>(before applying Weakness and Resistance)</em>.",Gx2,2,2.17,8.0,22.28,3.79,18.7,Holofoil,,,
155599,Guzzlord GX - 63a/111,Guzzlord GX 63a 111,https://tcgplayer-cdn.tcgplayer.com/product/155599_200w.jpg,3,1938,https://cpt.tcgcsv.com/_fg2,2025-11-20T16:13:00.293,1,063a/111,Promo,Darkness,210,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[D] Eat Sloppily
<br>Discard the top 5 cards of your deck. If any of those cards are Energy cards, attach them to this Pokémon.",Fx2,4,7.08,19.99,33.26,20.34,,Holofoil,P-20,[2DDD] Tyrannical Hole (180),"<span style=""color:DarkRed""><strong>[DDDDD] Glutton GX (100)</strong>
<br>If your opponent's Pokémon is Knocked Out by damage from this attack, take 2 more Prize cards.
<em> (You can't use more than 1 GX attack in a game.)</em></span>"
161362,Porygon-Z - 105a/147,Porygon Z 105a 147,https://tcgplayer-cdn.tcgplayer.com/product/161362_200w.jpg,3,1938,https://cpt.tcgcsv.com/gzj2,2022-09-16T16:15:40.76,1,105a/147,Promo,Colorless,130,Stage 2,"<strong>Ability — Initialize</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may devolve each of your opponent's evolved Pokémon by putting the highest Stage Evolution card on it into your opponent's hand.","[3] Zap Cannon (80)
<br>This Pokémon can't use Zap Cannon during your next turn.",Fx2,2,0.44,1.09,25.0,1.19,,Holofoil,None,,
162041,Darkrai GX - 88a/147,Darkrai GX 88a 147,https://tcgplayer-cdn.tcgplayer.com/product/162041_200w.jpg,3,1938,https://cpt.tcgcsv.com/RQj2,2025-10-23T22:46:42.75,1,088a/147,Promo,Darkness,180,Basic,"<strong>Ability — Restoration</strong>
<br> Once during your turn <em>(before your attack)</em>, if this Pokémon is in your discard pile, you may put it onto your Bench. Then, attach a Darkness Energy card from your discard pile to this Pokémon.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1DD] Dark Cleave (130)
<br>This attack's damage isn't affected by Resistance.",Fx2,2,5.81,11.99,59.0,11.15,15.0,Holofoil,P-20,"<span style=""color:Teal""><strong>[1DD] Dead End GX</strong>
<br>If your opponent's Active Pokémon is affected by a Special Condition, that Pokémon is Knocked Out. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
164234,Entei GX - 10a/73,Entei GX 10a 73,https://tcgplayer-cdn.tcgplayer.com/product/164234_200w.jpg,3,1938,https://cpt.tcgcsv.com/JJk2,2024-01-16T16:08:17.83,1,010a/073,Promo,Fire,180,Basic,,[1R] Combustion (50),Wx2,1,2.99,4.99,9.99,4.99,4.75,Holofoil,,"[1RR] Fire Fang (100)
<br>Your opponent's Active Pokémon is now Burned.","<span style=""color:Teal""><strong>[1RR] Brave Burn GX</strong>
<br>This attack does 150 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)</em></span>"
171033,Kirlia - 92a/147,Kirlia 92a 147,https://tcgplayer-cdn.tcgplayer.com/product/171033_200w.jpg,3,1938,https://cpt.tcgcsv.com/Hqn2,2022-09-16T20:21:12.58,1,092a/147,Promo,Fairy,80,Stage 1,,[1] Smack (20),Mx2,1,1.66,3.58,10.0,4.77,,Holofoil,D-20,[1Y] Magical Shot (30),
173381,Tapu Koko - SM30a,Tapu Koko SM30a,https://tcgplayer-cdn.tcgplayer.com/product/173381_200w.jpg,3,1938,https://cpt.tcgcsv.com/Fmp2,2022-10-15T11:00:09.977,1,SM30a,Promo,Lightning,110,Basic,,"[2] Flying Flip
<br>This attack does 20 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Fx2,,3.37,7.63,13.39,7.49,8.96,Holofoil,M-20,[1LL] Electric Ball (100),
174488,Alolan Vulpix - 21a/145,Alolan Vulpix 21a 145,https://tcgplayer-cdn.tcgplayer.com/product/174488_200w.jpg,3,1938,https://cpt.tcgcsv.com/NPp2,2026-03-10T16:46:08.86,1,021a/145,Promo,Water,60,Basic,,"[0] Beacon
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",Mx2,1,4.78,6.48,96.95,7.92,5.89,Holofoil,,[2] Icy Snow (20),
177113,Sylveon GX - 92a/145,Sylveon GX 92a 145,https://tcgplayer-cdn.tcgplayer.com/product/177113_200w.jpg,3,1938,https://cpt.tcgcsv.com/hSq2,2026-02-16T14:34:52.657,1,092a/145,Promo,Fairy,200,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[Y] Magical Ribbon
<br>Search your deck for up to 3 cards and put them into your hand. Then shuffle your deck.",Mx2,2,12.99,17.79,250.0,16.97,17.0,Holofoil,D-20,[2Y] Fairy Wind (110),"<span style=""color:Teal""><strong>[2Y] Plea GX</strong>
<br>Put 2 of your opponent's Benched Pokémon and all cards attached to them into your opponent's hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
177166,Professor's Letter - 146a/162,Professors Letter 146a 162,https://tcgplayer-cdn.tcgplayer.com/product/177166_200w.jpg,3,1938,https://cpt.tcgcsv.com/lTq2,2022-09-16T16:33:16.833,1,146a/162,Promo,Item,,,"Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.
<br><br>
You may play as many Item cards as you like during your turn <em>(before your attack)</em>.",,,,8.23,9.85,14.99,8.51,,Normal,,,
177166,Professor's Letter - 146a/162,Professors Letter 146a 162,https://tcgplayer-cdn.tcgplayer.com/product/177166_200w.jpg,3,1938,https://cpt.tcgcsv.com/lTq2,2022-09-16T16:33:16.833,1,146a/162,Promo,Item,,,"Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.
<br><br>
You may play as many Item cards as you like during your turn <em>(before your attack)</em>.",,,,11.48,19.0,30.0,14.64,,Holofoil,,,
177167,Delinquent - 98a/122,Delinquent 98a 122,https://tcgplayer-cdn.tcgplayer.com/product/177167_200w.jpg,3,1938,https://cpt.tcgcsv.com/mTq2,2022-09-16T19:58:15.187,1,098a/122,Promo,Supporter,,,"Discard any Stadium card in play. If you do, your opponent discards 3 cards from his or her hand.
<br><br>
You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,6.5,13.99,14.52,12.69,,Holofoil,,,
177167,Delinquent - 98a/122,Delinquent 98a 122,https://tcgplayer-cdn.tcgplayer.com/product/177167_200w.jpg,3,1938,https://cpt.tcgcsv.com/mTq2,2022-09-16T19:58:15.187,1,098a/122,Promo,Supporter,,,"Discard any Stadium card in play. If you do, your opponent discards 3 cards from his or her hand.
<br><br>
You may play only 1 Supporter card during your turn <em>(before your attack)</em>.",,,,13.99,14.99,22.49,11.37,,Normal,,,
179367,Tapu Lele GX - 60a/145,Tapu Lele GX 60a 145,https://tcgplayer-cdn.tcgplayer.com/product/179367_200w.jpg,3,1938,https://cpt.tcgcsv.com/mMr2,2026-02-16T14:35:04.223,1,060a/145,Promo,Psychic,170,Basic,"<strong>Ability — Wonder Tag</strong>
<br>
When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Energy Drive (20x)
<br>This attack does 20 damage times the amount of Energy attached to both Active Pokémon. This damage isn't affect by Weakness or Resistance.",,1,4.07,5.73,114.6,5.01,7.2,Holofoil,,"<span style=""color:Teal""><strong>[P] Tapu Cure GX</strong>
<br>Heal all damage from 2 of your Benched Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
179371,Tapu Fini GX - 39a/147,Tapu Fini GX 39a 147,https://tcgplayer-cdn.tcgplayer.com/product/179371_200w.jpg,3,1938,https://cpt.tcgcsv.com/rMr2,2026-02-16T14:34:58.257,1,039a/147,Promo,Water,170,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Aqua Ring (20)
<br>You may switch this Pokémon with 1 of your Benched Pokémon.",,1,2.33,4.24,75.0,4.44,4.44,Holofoil,,"[1WW] Hydro Shot
<br>Discard 2 Water Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","<span style=""color:Teal""><strong>[W] Tapu Storm GX</strong>
<br>Shuffle your opponent's Active Pokémon and all cards attached to it into their deck. If your opponent has no Benched Pokémon, this attack does nothing. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
179380,Eevee - 101a/149,Eevee 101a 149,https://tcgplayer-cdn.tcgplayer.com/product/179380_200w.jpg,3,1938,https://cpt.tcgcsv.com/DMr2,2025-11-21T00:42:40.363,1,101a/149,Promo,Colorless,60,Basic,"<strong>Ability — Energy Evolution</strong>
<br>When you attach a basic Energy card from your hand to this Pokémon during your turn, you may search your deck for a card that evolves from this Pokémon that is the same type as that Energy card and put it onto this Pokémon to evolve it. Then, shuffle your deck.","[1] Quick Draw
<br>Flip a coin. If heads, draw a card.",Fx2,2,12.83,18.36,199.99,18.17,96.95,Holofoil,,,
180514,Alolan Exeggutor - 2a/131,Alolan Exeggutor 2a 131,https://tcgplayer-cdn.tcgplayer.com/product/180514_200w.jpg,3,1938,https://cpt.tcgcsv.com/jds2,2025-11-20T15:56:38.287,1,002a/131,Promo,Grass,160,Stage 1,,"[G] Tropical Shake (20+)
<br>This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way.",Rx2,3,0.95,1.36,5.0,1.35,,Holofoil,,,
184219,Altaria - 40a/70,Altaria 40a 70,https://tcgplayer-cdn.tcgplayer.com/product/184219_200w.jpg,3,1938,https://cpt.tcgcsv.com/pJt2,2023-11-10T16:11:17.453,1,040a/070,Promo,Dragon,80,Stage 1,"<strong>Ability — Fight Song</strong>
<br>Your Dragon Pokémon's attacks do 20 more damage to your opponent’s Active Pokémon </em>(before applying Weakness and Resistance)</em>.",[2] Pierce (20),Yx2,1,0.68,0.99,5.99,1.3,,Holofoil,,,
184331,Regigigas - 84a/111,Regigigas 84a 111,https://tcgplayer-cdn.tcgplayer.com/product/184331_200w.jpg,3,1938,https://cpt.tcgcsv.com/FLt2,2025-11-20T18:45:47.143,1,084a/111,Promo,Colorless,180,Basic,"<strong>Ability — Seal of Antiquity</strong>
<br>This Pokémon can't attack unless Regirock, Regice, and Registeel are on your Bench.","[5] Giant Stomp (160)
<br>Discard any Stadium card in play.",Fx2,4,3.0,4.25,5.39,4.73,,Holofoil,,,
186106,Charmander - 18a/147,Charmander 18a 147,https://tcgplayer-cdn.tcgplayer.com/product/186106_200w.jpg,3,1938,https://cpt.tcgcsv.com/8sv2,2025-12-10T00:05:13.603,1,018a/147,Promo,Fire,70,Basic,,[1] Scratch (10),Wx2,1,2.94,11.99,99.99,8.96,3.84,Holofoil,,[1R] Flame Tail (20),
189786,Sceptile - 10a/168,Sceptile 10a 168,https://tcgplayer-cdn.tcgplayer.com/product/189786_200w.jpg,3,1938,https://cpt.tcgcsv.com/LWw2,2025-11-21T19:20:35.187,1,010a/168,Promo,Grass,140,Stage 2,"<strong>Ability — Power of Nature</strong>
<br>Prevent all damage done to your Pokémon that have any Grass Energy attached to them by attacks from your opponent's Ultra Beasts.","[G] Powerful Storm (20x)
<br>This attack does 20 damage times the amount of Energy attached to all of your Pokémon.",Rx2,1,1.15,3.13,96.95,3.14,2.87,Holofoil,,,
191907,Garbodor - 51a/145 (Cosmos Holo),Garbodor 51a 145 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/191907_200w.jpg,3,1938,https://cpt.tcgcsv.com/9Nx2,2025-11-20T16:11:19.067,1,051a/145,Promo,Psychic,120,Stage 1,,"[P] Trashalance (20x)
<br>This attack does 20 damage for each Item card in your opponent's discard pile.",Px2,3,3.99,9.99,15.0,2.63,3.99,Holofoil,,"[2P] Acid Spray (70)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",
197853,Alolan Sandshrew - 19a/145,Alolan Sandshrew 19a 145,https://tcgplayer-cdn.tcgplayer.com/product/197853_200w.jpg,3,1938,https://cpt.tcgcsv.com/59C2,2025-11-20T16:06:52.85,1,019a/145,Promo,Water,60,Basic,,"[0] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to this Pokémon by attacks during your opponent's next turn.",Mx2,1,0.67,1.12,10.0,2.21,2.97,Holofoil,,[2W] Ice Ball (30),
198529,Zoroark GX - 77a/73,Zoroark GX 77a 73,https://tcgplayer-cdn.tcgplayer.com/product/198529_200w.jpg,3,1938,https://cpt.tcgcsv.com/CqC2,2025-12-04T17:08:42.957,1,077a/073,Promo,Darkness,210,Stage 1,"<strong>Ability — Trade</strong>
<br>Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, draw 2 cards.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Riotous Beating (20x)
<br>This attack does 20 damage for each of your Pokémon in play.",Fx2,2,14.2,16.24,44.93,16.24,15.66,Holofoil,P-20,"<span style=""color:Teal""><strong>[DD] Trickster GX</strong>
<br>Choose 1 of your opponent's Pokémon's attacks and use it as this attack. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
