productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extCardText,extAttack3,extUPC
149032,Gogoat,Gogoat,https://tcgplayer-cdn.tcgplayer.com/product/149032_200w.jpg,3,2071,https://cpt.tcgcsv.com/GDc2,2026-01-14T13:03:06.92,1,0.15,0.4,2.49,0.29,0.3,Reverse Holofoil,11/111,Holo Rare,Grass,120,Stage 1,"[2G] Horn Leech (80)
<br>Heal 20 damage from this Pokemon.",Rx2,None,2,,"<strong>Ability — Sap Sipper</strong>
<br>This Pokemon's attacks do 80 more damage to your opponent's Grass Pokemon <em>(before applying Weakness and Resistance)</em>.",,
149033,Alolan Marowak,Alolan Marowak,https://tcgplayer-cdn.tcgplayer.com/product/149033_200w.jpg,3,2071,https://cpt.tcgcsv.com/HDc2,2026-02-11T15:13:15.273,1,0.3,0.75,2.45,0.79,0.97,Holofoil,12/111,Holo Rare,Fire,100,Stage 1,"[0] Dance of Flames
<br>For each Energy attached to your opponent's Pokemon, attach a Fire Energy card from your discard pile to your Pokemon in any way you like.",Wx2,None,2,"[1RR] Burning Bonemerang (70x)
<br>Flip 2 coins. This attack does 70 damage for each heads. If either of them is heads, your opponent's Active Pokemon is now Burned.",,,
149033,Alolan Marowak,Alolan Marowak,https://tcgplayer-cdn.tcgplayer.com/product/149033_200w.jpg,3,2071,https://cpt.tcgcsv.com/HDc2,2026-02-11T15:13:15.273,1,0.48,0.96,5.0,0.89,1.12,Reverse Holofoil,12/111,Holo Rare,Fire,100,Stage 1,"[0] Dance of Flames
<br>For each Energy attached to your opponent's Pokemon, attach a Fire Energy card from your discard pile to your Pokemon in any way you like.",Wx2,None,2,"[1RR] Burning Bonemerang (70x)
<br>Flip 2 coins. This attack does 70 damage for each heads. If either of them is heads, your opponent's Active Pokemon is now Burned.",,,
149034,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/149034_200w.jpg,3,2071,https://cpt.tcgcsv.com/JDc2,2026-02-11T16:51:10.977,1,0.01,0.18,3.0,0.18,0.1,Normal,13/111,Common,Fire,80,Basic,"[1R] Continuous Headbutt (30x)
<br>Flip a coin until you get tails. This attack does 30 damage for each heads.",Wx2,None,3,,,,
149034,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/149034_200w.jpg,3,2071,https://cpt.tcgcsv.com/JDc2,2026-02-11T16:51:10.977,1,0.05,0.35,1.49,0.37,0.19,Reverse Holofoil,13/111,Common,Fire,80,Basic,"[1R] Continuous Headbutt (30x)
<br>Flip a coin until you get tails. This attack does 30 damage for each heads.",Wx2,None,3,,,,
149035,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/149035_200w.jpg,3,2071,https://cpt.tcgcsv.com/KDc2,2025-02-05T21:26:07.193,1,0.05,0.25,3.0,0.24,0.1,Normal,14/111,Rare,Fire,140,Stage 1,"[2R] Continuous Headbutt (80x)
<br>Flip a coin until you get tails. This attack does 80 damage for each heads.",Wx2,None,4,"[2RR] Searing Flame (120)
<br>Your opponent's Active Pokemon is now Burned.",,,
149035,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/149035_200w.jpg,3,2071,https://cpt.tcgcsv.com/KDc2,2025-02-05T21:26:07.193,1,0.15,0.34,2.95,0.31,,Reverse Holofoil,14/111,Rare,Fire,140,Stage 1,"[2R] Continuous Headbutt (80x)
<br>Flip a coin until you get tails. This attack does 80 damage for each heads.",Wx2,None,4,"[2RR] Searing Flame (120)
<br>Your opponent's Active Pokemon is now Burned.",,,
149036,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/149036_200w.jpg,3,2071,https://cpt.tcgcsv.com/LDc2,2026-02-02T21:36:55.22,1,0.01,0.16,19.5,0.16,0.07,Normal,15/111,Common,Water,60,Basic,[1] Spinning Attack (10),Gx2,None,1,,,,
149036,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/149036_200w.jpg,3,2071,https://cpt.tcgcsv.com/LDc2,2026-02-02T21:36:55.22,1,0.1,0.29,2.22,0.29,,Reverse Holofoil,15/111,Common,Water,60,Basic,[1] Spinning Attack (10),Gx2,None,1,,,,
149037,Starmie,Starmie,https://tcgplayer-cdn.tcgplayer.com/product/149037_200w.jpg,3,2071,https://cpt.tcgcsv.com/MDc2,2026-02-11T16:41:59.41,1,0.2,0.45,3.0,0.46,0.33,Normal,16/111,Rare,Water,90,Stage 1,[1] Spinning Attack (10),Gx2,None,1,,"<strong>Ability — Escape</strong>
<br>Once during your turn <em>(before your attack)</em>, you may shuffle this Pokemon and all cards attached to it in your deck.",,
149037,Starmie,Starmie,https://tcgplayer-cdn.tcgplayer.com/product/149037_200w.jpg,3,2071,https://cpt.tcgcsv.com/MDc2,2026-02-11T16:41:59.41,1,0.15,0.79,2.0,0.8,1.48,Reverse Holofoil,16/111,Rare,Water,90,Stage 1,[1] Spinning Attack (10),Gx2,None,1,,"<strong>Ability — Escape</strong>
<br>Once during your turn <em>(before your attack)</em>, you may shuffle this Pokemon and all cards attached to it in your deck.",,
149038,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/149038_200w.jpg,3,2071,https://cpt.tcgcsv.com/NDc2,2025-12-10T23:36:31.937,1,0.05,0.3,3.0,0.35,0.25,Normal,17/111,Common,Water,30,Basic,"[2W] Waterfall Evolution
<br>Search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.",Lx2,None,1,,"<strong>Ability — Submerge</strong>
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both yours and your opponent's)</em>.",,
149038,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/149038_200w.jpg,3,2071,https://cpt.tcgcsv.com/NDc2,2025-12-10T23:36:31.937,1,0.22,0.67,3.25,0.72,0.79,Reverse Holofoil,17/111,Common,Water,30,Basic,"[2W] Waterfall Evolution
<br>Search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.",Lx2,None,1,,"<strong>Ability — Submerge</strong>
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both yours and your opponent's)</em>.",,
149039,Gyarados GX,Gyarados GX,https://tcgplayer-cdn.tcgplayer.com/product/149039_200w.jpg,3,2071,https://cpt.tcgcsv.com/PDc2,2026-01-23T18:58:18.32,1,8.27,13.25,300.0,13.08,8.27,Holofoil,18/111,Ultra Rare,Water,240,Stage 1,[2W] Waterfall (70),Lx2,None,4,"[4W] Draconic Disaster (100+)
<br>If there is any Stadium card in play, this attack does 100 more damage. Then, discard that Stadium card.",,"<span style=""color:Teal""><strong>[W] Dread Storm GX</strong>
<br>Discard an Energy from each of your opponent's Pokemon.<em> (You can't use more than 1 GX attack in a game.)</em></span>",
149040,Swinub,Swinub,https://tcgplayer-cdn.tcgplayer.com/product/149040_200w.jpg,3,2071,https://cpt.tcgcsv.com/QDc2,2026-02-02T21:37:31.913,1,0.01,0.2,3.0,0.22,0.1,Normal,19/111,Common,Water,60,Basic,[2] Gnaw (30),Mx2,None,3,,,,
149040,Swinub,Swinub,https://tcgplayer-cdn.tcgplayer.com/product/149040_200w.jpg,3,2071,https://cpt.tcgcsv.com/QDc2,2026-02-02T21:37:31.913,1,0.15,0.38,1.5,0.38,0.75,Reverse Holofoil,19/111,Common,Water,60,Basic,[2] Gnaw (30),Mx2,None,3,,,,
149041,Piloswine,Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/149041_200w.jpg,3,2071,https://cpt.tcgcsv.com/RDc2,2022-12-05T19:07:41.323,1,0.02,0.15,19.5,0.13,0.07,Normal,20/111,Uncommon,Water,100,Stage 1,[W] Stampede (20),Mx2,None,4,"[4] Rest 
<br>This Pokemon is now Asleep. Heal 90 damages from it.",,,
149041,Piloswine,Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/149041_200w.jpg,3,2071,https://cpt.tcgcsv.com/RDc2,2022-12-05T19:07:41.323,1,0.01,0.32,1.54,0.32,0.29,Reverse Holofoil,20/111,Uncommon,Water,100,Stage 1,[W] Stampede (20),Mx2,None,4,"[4] Rest 
<br>This Pokemon is now Asleep. Heal 90 damages from it.",,,
149042,Mamoswine,Mamoswine,https://tcgplayer-cdn.tcgplayer.com/product/149042_200w.jpg,3,2071,https://cpt.tcgcsv.com/SDc2,2026-02-02T21:33:32.727,1,0.05,0.25,19.5,0.22,0.22,Normal,21/111,Rare,Water,180,Stage 2,"[2W] Double Stomp (60+)
<br>Flip 2 coins. This attack does 30 more damage for each heads.",Mx2,None,4,"[2WW] Forceful Tackle (90+)
<br>You may put up to 9 damage counters on this Pokemon. This attack does 10 more damage for each damage counter you placed in this way.",,,
149042,Mamoswine,Mamoswine,https://tcgplayer-cdn.tcgplayer.com/product/149042_200w.jpg,3,2071,https://cpt.tcgcsv.com/SDc2,2026-02-02T21:33:32.727,1,0.15,0.4,1.99,0.41,0.33,Reverse Holofoil,21/111,Rare,Water,180,Stage 2,"[2W] Double Stomp (60+)
<br>Flip 2 coins. This attack does 30 more damage for each heads.",Mx2,None,4,"[2WW] Forceful Tackle (90+)
<br>You may put up to 9 damage counters on this Pokemon. This attack does 10 more damage for each damage counter you placed in this way.",,,
149043,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/149043_200w.jpg,3,2071,https://cpt.tcgcsv.com/TDc2,2026-02-11T16:46:54.763,1,0.01,0.15,4.0,0.13,0.1,Normal,22/111,Common,Water,60,Basic,[1W] Water Gun (30),Gx2,None,1,,,,
149043,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/149043_200w.jpg,3,2071,https://cpt.tcgcsv.com/TDc2,2026-02-11T16:46:54.763,1,0.01,0.28,2.23,0.29,0.2,Reverse Holofoil,22/111,Common,Water,60,Basic,[1W] Water Gun (30),Gx2,None,1,,,,
149044,Octillery,Octillery,https://tcgplayer-cdn.tcgplayer.com/product/149044_200w.jpg,3,2071,https://cpt.tcgcsv.com/VDc2,2026-02-02T21:34:52.89,1,0.07,0.27,3.0,0.26,0.23,Normal,23/111,Rare,Water,100,Stage 1,"[1] Ink Spit
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",Gx2,None,2,"[1W] Special Artillery (40+)
<br>You may discard a Special Energy from this Pokemon. If you do, this attack does 80 more damage.",,,
149044,Octillery,Octillery,https://tcgplayer-cdn.tcgplayer.com/product/149044_200w.jpg,3,2071,https://cpt.tcgcsv.com/VDc2,2026-02-02T21:34:52.89,1,0.14,0.38,2.99,0.38,0.26,Reverse Holofoil,23/111,Rare,Water,100,Stage 1,"[1] Ink Spit
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",Gx2,None,2,"[1W] Special Artillery (40+)
<br>You may discard a Special Energy from this Pokemon. If you do, this attack does 80 more damage.",,,
149045,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/149045_200w.jpg,3,2071,https://cpt.tcgcsv.com/WDc2,2026-02-11T16:49:25.993,1,0.01,0.15,4.0,0.09,0.05,Normal,24/111,Common,Water,70,Basic,[WW] Crabhammer (30),Gx2,None,2,,,,
149045,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/149045_200w.jpg,3,2071,https://cpt.tcgcsv.com/WDc2,2026-02-11T16:49:25.993,1,0.05,0.28,2.26,0.28,0.22,Reverse Holofoil,24/111,Common,Water,70,Basic,[WW] Crabhammer (30),Gx2,None,2,,,,
149046,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/149046_200w.jpg,3,2071,https://cpt.tcgcsv.com/XDc2,2026-02-11T16:36:43.707,1,0.05,0.25,3.0,0.28,0.17,Normal,25/111,Rare,Water,110,Stage 1,"[1WWW] Double Claws (80)
<br>Discard 2 Energy from your opponent's Active Pokemon.",Gx2,None,2,,,,
149046,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/149046_200w.jpg,3,2071,https://cpt.tcgcsv.com/XDc2,2026-02-11T16:36:43.707,1,0.1,0.41,2.47,0.41,0.25,Reverse Holofoil,25/111,Rare,Water,110,Stage 1,"[1WWW] Double Claws (80)
<br>Discard 2 Energy from your opponent's Active Pokemon.",Gx2,None,2,,,,
149047,Feebas,Feebas,https://tcgplayer-cdn.tcgplayer.com/product/149047_200w.jpg,3,2071,https://cpt.tcgcsv.com/ZDc2,2026-02-11T16:41:05.1,1,0.01,0.2,19.5,0.21,0.2,Normal,26/111,Common,Water,30,Basic,"[W] Splashing Dodge (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Gx2,None,1,,,,
149047,Feebas,Feebas,https://tcgplayer-cdn.tcgplayer.com/product/149047_200w.jpg,3,2071,https://cpt.tcgcsv.com/ZDc2,2026-02-11T16:41:05.1,1,0.09,0.31,2.0,0.33,0.22,Reverse Holofoil,26/111,Common,Water,30,Basic,"[W] Splashing Dodge (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Gx2,None,1,,,,
149049,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/149049_200w.jpg,3,2071,https://cpt.tcgcsv.com/_Dc2,2026-01-14T14:18:32.7,1,0.25,0.66,5.03,0.66,0.6,Holofoil,27/111,Holo Rare,Water,120,Stage 1,"[W] TLC
<br>Shuffle 1 of your opponent's Benched Pokemon that has any damage counters on it and all cards attached to it into their deck.",Gx2,None,2,"[2WW] Ocean Cyclone (80)
<br>This attack does 10 damage to each of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,,
149049,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/149049_200w.jpg,3,2071,https://cpt.tcgcsv.com/_Dc2,2026-01-14T14:18:32.7,1,0.35,0.66,3.99,0.66,0.66,Reverse Holofoil,27/111,Holo Rare,Water,120,Stage 1,"[W] TLC
<br>Shuffle 1 of your opponent's Benched Pokemon that has any damage counters on it and all cards attached to it into their deck.",Gx2,None,2,"[2WW] Ocean Cyclone (80)
<br>This attack does 10 damage to each of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,,
149050,Regice,Regice,https://tcgplayer-cdn.tcgplayer.com/product/149050_200w.jpg,3,2071,https://cpt.tcgcsv.com/0Fc2,2026-01-23T19:35:58.683,1,0.25,0.57,3.99,0.73,0.49,Holofoil,28/111,Holo Rare,Water,130,Basic,[2W] Frost Smash (70),Mx2,None,3,,"<strong>Ability — Iceberg Shield</strong>
<br>If you have Regirock in play, prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Stage 2 Pokemon.",,
149050,Regice,Regice,https://tcgplayer-cdn.tcgplayer.com/product/149050_200w.jpg,3,2071,https://cpt.tcgcsv.com/0Fc2,2026-01-23T19:35:58.683,1,0.36,0.62,4.95,0.61,,Reverse Holofoil,28/111,Holo Rare,Water,130,Basic,[2W] Frost Smash (70),Mx2,None,3,,"<strong>Ability — Iceberg Shield</strong>
<br>If you have Regirock in play, prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Stage 2 Pokemon.",,
149051,Shellos,Shellos,https://tcgplayer-cdn.tcgplayer.com/product/149051_200w.jpg,3,2071,https://cpt.tcgcsv.com/2Fc2,2026-02-02T21:36:04.843,1,0.01,0.2,19.5,0.23,0.15,Normal,29/111,Common,Water,60,Basic,"[1] Regeneration
<br>Heal 30 damage from this Pokemon.",Gx2,None,1,[1] Mud-Slap (10),,,
149051,Shellos,Shellos,https://tcgplayer-cdn.tcgplayer.com/product/149051_200w.jpg,3,2071,https://cpt.tcgcsv.com/2Fc2,2026-02-02T21:36:04.843,1,0.05,0.26,2.95,0.27,0.25,Reverse Holofoil,29/111,Common,Water,60,Basic,"[1] Regeneration
<br>Heal 30 damage from this Pokemon.",Gx2,None,1,[1] Mud-Slap (10),,,
149053,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/149053_200w.jpg,3,2071,https://cpt.tcgcsv.com/5Fc2,2025-11-21T03:29:33.47,1,0.32,1.39,96.95,1.76,2.99,Normal,30/111,Common,Lightning,60,Basic,"[1] Pika Draw
<br>Draw a card.",Fx2,M-20,1,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 more damage.",,,
149053,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/149053_200w.jpg,3,2071,https://cpt.tcgcsv.com/5Fc2,2025-11-21T03:29:33.47,1,3.15,9.54,96.94,7.69,9.54,Reverse Holofoil,30/111,Common,Lightning,60,Basic,"[1] Pika Draw
<br>Draw a card.",Fx2,M-20,1,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 more damage.",,,
149054,Alolan Raichu,Alolan Raichu,https://tcgplayer-cdn.tcgplayer.com/product/149054_200w.jpg,3,2071,https://cpt.tcgcsv.com/6Fc2,2026-02-11T16:34:35.643,1,0.61,1.0,5.99,1.01,,Holofoil,31/111,Holo Rare,Lightning,110,Stage 1,"[3] Psychic (70+)
<br>This attack does 20 more damage times the amount of Energy attached to your opponent's Active Pokemon.",Fx2,M-20,2,,"<strong>Ability — Surge Surfer</strong>
<br>If there is any Stadium card in play, this Pokemon has no Retreat Cost.",,
149054,Alolan Raichu,Alolan Raichu,https://tcgplayer-cdn.tcgplayer.com/product/149054_200w.jpg,3,2071,https://cpt.tcgcsv.com/6Fc2,2026-02-11T16:34:35.643,1,0.79,1.72,9.99,1.72,1.0,Reverse Holofoil,31/111,Holo Rare,Lightning,110,Stage 1,"[3] Psychic (70+)
<br>This attack does 20 more damage times the amount of Energy attached to your opponent's Active Pokemon.",Fx2,M-20,2,,"<strong>Ability — Surge Surfer</strong>
<br>If there is any Stadium card in play, this Pokemon has no Retreat Cost.",,
