productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extWeakness,extRetreatCost,extAttack2,extResistance
86909,Lugia - HGSS02,Lugia HGSS02,https://tcgplayer-cdn.tcgplayer.com/product/86909_200w.jpg,3,1453,https://cpt.tcgcsv.com/cNJ,2022-08-13T19:00:29.53,1,HGSS02,Promo,Water,90,Basic,,[W] Wave Splash (20),73.3,82.42,100.3,65.0,,Holofoil,Lx2,2,"[2WW] Aeroblast (50+) 
<br>Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.",F-20
87295,Meganium (Prime) - HGSS08,Meganium Prime HGSS08,https://tcgplayer-cdn.tcgplayer.com/product/87295_200w.jpg,3,1453,https://cpt.tcgcsv.com/WWJ,2025-11-20T15:00:02.323,1,HGSS08,Promo,Grass,150,Stage 2,"<strong>Poké-POWER — Leaf Trans</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may move a Grass Energy attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Meganium is affected by a Special Condition.",[2GG] Solarbeam (80),20.0,30.3,50.0,29.17,48.63,Holofoil,Rx2,2,,W-20
87492,Minun - HGSS17,Minun HGSS17,https://tcgplayer-cdn.tcgplayer.com/product/87492_200w.jpg,3,1453,https://cpt.tcgcsv.com/S_J,2025-11-20T15:02:01.69,1,HGSS17,Promo,Lightning,60,Basic,,"[1] Call for Family 
<br>Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",20.0,36.5,149.99,13.87,18.99,Holofoil,Fx2,1,"[L] Tag Team Boost (10+) 
<br>If Plusle is on your Bench, this attack does 10 damage plus 20 more damage.",M-20
87795,Noctowl - HGSS06,Noctowl HGSS06,https://tcgplayer-cdn.tcgplayer.com/product/87795_200w.jpg,3,1453,https://cpt.tcgcsv.com/W7K,2025-11-20T15:03:31.47,1,HGSS06,Promo,Colorless,90,Stage 1,"<strong>Poké-POWER — Night Scope</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may look at your opponent's hand. This power can't be used if Noctowl is affected by a Special Condition.","[3] Hypnoblast (30)
<br>
The Defending Pokemon is now Asleep.",3.0,6.37,15.0,7.79,,Holofoil,Lx2,1,,F-20
88098,Pikachu - HGSS03,Pikachu HGSS03,https://tcgplayer-cdn.tcgplayer.com/product/88098_200w.jpg,3,1453,https://cpt.tcgcsv.com/-fK,2023-04-02T19:18:51.457,1,HGSS03,Promo,Lightning,70,Basic,,"[1] Recharge 
<br>Flip a coin. If heads, search your deck for a Lightning Energy card and attach it to Pikachu. Shuffle your deck afterward.",12.55,21.44,85.0,20.27,,Holofoil,F+10,1,"[2LL] Thunderbolt (100) 
<br>Discard all Energy attached to Pikachu.",M-20
88172,Plusle - HGSS16,Plusle HGSS16,https://tcgplayer-cdn.tcgplayer.com/product/88172_200w.jpg,3,1453,https://cpt.tcgcsv.com/shK,2022-08-13T19:08:39.46,1,HGSS16,Promo,Lightning,60,Basic,,"[1] Collect 
<br>Draw 2 cards.",8.0,11.96,21.53,13.84,,Holofoil,Fx2,1,"[L] Thunder Jolt (20) 
<br>Flip a coin. If tails, Plusle does 10 damage to itself.",M-20
88313,Porygon - HGSS22,Porygon HGSS22,https://tcgplayer-cdn.tcgplayer.com/product/88313_200w.jpg,3,1453,https://cpt.tcgcsv.com/hlK,2022-08-13T19:10:30.48,1,HGSS22,Promo,Colorless,50,Basic,,"[1] Stiffen 
<br>During your opponent's next turn, any damage done to Porygon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",13.75,15.0,29.99,13.61,,Holofoil,Fx2,1,"[2] Version Update 
<br>Search your deck for Porygon2, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
88328,Porygon2 - HGSS23,Porygon2 HGSS23,https://tcgplayer-cdn.tcgplayer.com/product/88328_200w.jpg,3,1453,https://cpt.tcgcsv.com/BlK,2022-08-13T19:13:31.99,1,HGSS23,Promo,Colorless,80,Stage 1,"<strong>Poké-BODY — Shortcut</strong>
<br>
The Retreat Cost for each Porygon, Porygon2, and Porygon-Z you have in play is [1] less.","[3] Reckless Charge (50) 
<br>Porygon2 does 10 damage to itself.",7.92,15.12,22.22,10.26,,Holofoil,Fx2,2,,
88535,Raikou - HGSS19,Raikou HGSS19,https://tcgplayer-cdn.tcgplayer.com/product/88535_200w.jpg,3,1453,https://cpt.tcgcsv.com/KqK,2022-08-13T19:14:40.373,1,HGSS19,Promo,Lightning,80,Basic,,"[1LL] Zap Cannon (70) 
<br>During your next turn, Raikou can't use Zap Cannon.",37.99,55.0,149.99,37.07,,Holofoil,Fx2,1,,M-20
89193,Shuckle - HGSS15,Shuckle HGSS15,https://tcgplayer-cdn.tcgplayer.com/product/89193_200w.jpg,3,1453,https://cpt.tcgcsv.com/THK,2023-07-06T12:31:12.393,1,HGSS15,Promo,Fighting,60,Basic,"<strong>Poké-BODY — Fermenting Liquid</strong>
<br>
Whenever you attach an Energy card from your hand to Shuckle, draw a card.","[1G] Shell Stunner (20) 
<br>Flip a coin. If heads, prevent all damage done to Shuckle by attacks during your opponent's next turn.",24.95,28.0,99.99,20.04,,Holofoil,Wx2,1,,
89364,Smoochum - HGSS13,Smoochum HGSS13,https://tcgplayer-cdn.tcgplayer.com/product/89364_200w.jpg,3,1453,https://cpt.tcgcsv.com/jMK,2024-04-09T13:10:55.637,1,HGSS13,Promo,Psychic,30,Basic,"<strong>Poké-BODY — Sweet Sleeping Face</strong>
<br>
As long as Smoochum is Asleep, prevent all damage to Smoochum by attacks.</em>","[0] Energy Antics 
<br>Move an Energy card attached to 1 of your opponent's Pokémon to another of your opponent's Pokémon. Smoochum is now Asleep.",7.0,10.0,51.52,35.0,22.8,Holofoil,,,,
89605,Suicune - HGSS21,Suicune HGSS21,https://tcgplayer-cdn.tcgplayer.com/product/89605_200w.jpg,3,1453,https://cpt.tcgcsv.com/7SK,2024-04-09T13:11:14.933,1,HGSS21,Promo,Water,80,Basic,,"[1WW] Sheer Cold (50) 
<br>Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.",35.63,65.0,199.99,46.6,,Holofoil,Lx2,1,,
90052,Tropical Tidal Wave - HGSS18 (Worlds 10) [Participation],Tropical Tidal Wave HGSS18 Worlds 10 Participation,https://tcgplayer-cdn.tcgplayer.com/product/90052_200w.jpg,3,1453,https://cpt.tcgcsv.com/32L,2022-08-13T19:20:40.443,1,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,,,,,,,,,,
90108,Typhlosion (Prime) - HGSS09,Typhlosion Prime HGSS09,https://tcgplayer-cdn.tcgplayer.com/product/90108_200w.jpg,3,1453,https://cpt.tcgcsv.com/b3L,2022-08-13T19:24:01.747,1,HGSS09,Promo,Fire,140,Stage 2,"<strong>Poké-POWER — Afterburner</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may search your discard pile for a Fire Energy card and attach it to 1 of your Pokémon. If you do, put 1 damage counter on that Pokémon. This power can't be used if Typhlosion is affected by a Special Condition.","[1RR] Flare Destroy (70)
<br>
Discard an Energy card attached to Typhlosion and discard an Energy card attached to the Defending Pokémon.",39.5,45.6,49.99,46.67,27.16,Holofoil,Wx2,2,,
90622,Wobbuffet - HGSS04,Wobbuffet HGSS04,https://tcgplayer-cdn.tcgplayer.com/product/90622_200w.jpg,3,1453,https://cpt.tcgcsv.com/sgL,2022-08-13T19:26:14.797,1,HGSS04,Promo,Psychic,90,Basic,"<strong>Poké-BODY — Tenacious Bind</strong>
<br>
As long as Wobbuffet is your Active Pokémon, your opponent's Active Pokémon's Retreat Cost is [2] more.","[1P] Trip Over (20+) 
<br>Flip a coin. If heads, this attack does 20 damage plus 30 more damage.",3.0,6.18,29.99,4.42,,Holofoil,Px2,3,,
97699,Tropical Tidal Wave - HGSS18 (Worlds 10) [Top 32],Tropical Tidal Wave HGSS18 Worlds 10 Top 32,https://tcgplayer-cdn.tcgplayer.com/product/97699_200w.jpg,3,1453,https://cpt.tcgcsv.com/_5P,2022-08-13T19:22:26.29,1,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,,,,,,,,,,
97700,Tropical Tidal Wave - HGSS18 (Worlds 10) [Top 16],Tropical Tidal Wave HGSS18 Worlds 10 Top 16,https://tcgplayer-cdn.tcgplayer.com/product/97700_200w.jpg,3,1453,https://cpt.tcgcsv.com/06P,2022-08-13T19:22:04.037,1,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,,,,,,,,,,
97701,Tropical Tidal Wave - HGSS18 (Worlds 10) [Quarter-Finalist],Tropical Tidal Wave HGSS18 Worlds 10 Quarter Finalist,https://tcgplayer-cdn.tcgplayer.com/product/97701_200w.jpg,3,1453,https://cpt.tcgcsv.com/26P,2022-08-13T19:21:02.007,1,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,,,,,,,,,,
97702,Tropical Tidal Wave - HGSS18 (Worlds 10) [Semi-Finalist],Tropical Tidal Wave HGSS18 Worlds 10 Semi Finalist,https://tcgplayer-cdn.tcgplayer.com/product/97702_200w.jpg,3,1453,https://cpt.tcgcsv.com/36P,2022-08-13T19:21:20.45,1,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,,,,,,,,,,
97703,Tropical Tidal Wave - HGSS18 (Worlds 10) [Staff],Tropical Tidal Wave HGSS18 Worlds 10 Staff,https://tcgplayer-cdn.tcgplayer.com/product/97703_200w.jpg,3,1453,https://cpt.tcgcsv.com/56P,2022-08-13T19:21:41.037,1,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,1400.0,1449.0,1498.0,,,Normal,,,,
97704,Tropical Tidal Wave - HGSS18 (Worlds 10) [Finalist],Tropical Tidal Wave HGSS18 Worlds 10 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/97704_200w.jpg,3,1453,https://cpt.tcgcsv.com/66P,2022-08-13T19:20:02.817,0,HGSS18,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards you have in play.",,,,,,,,,,,
97705,Latias - HGSS10 (Cracked Ice Holo),Latias HGSS10 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/97705_200w.jpg,3,1453,https://cpt.tcgcsv.com/76P,2022-08-13T18:54:53.337,1,HGSS10,Promo,Colorless,80,Basic,,"[1] Energy Assist (10) 
<br>Search your discard pile for a basic Energy card and attach it to 1 of your Benched Pokémon.",50.0,99.9,100.0,99.93,,Holofoil,Cx2,1,"[3] Infinite Wind (40) 
<br>If Latios is on your Bench, remove 2 damage counters from each of your Benched Pokémon.",
97706,Latios - HGSS11 (Cracked Ice Holo),Latios HGSS11 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/97706_200w.jpg,3,1453,https://cpt.tcgcsv.com/86P,2022-08-13T18:57:35.21,1,HGSS11,Promo,Colorless,90,Basic,"<strong>Poké-BODY — Luster Float</strong>
<br>
If you have Latias in play, the Retreat Cost for Latios is 0.","[4] Infinite Wing (80) 
<br>Discard 2 Energy attached to Latios.",28.09,54.04,79.98,80.98,,Holofoil,Cx2,2,,
211517,Blastoise - 13/95 (Prerelease),Blastoise 13 95 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/211517_200w.jpg,3,1453,https://cpt.tcgcsv.com/mDJ2,2022-08-13T18:20:22.47,1,13/95,Promo,Water,130,Stage 2,"<strong>Poké-POWER — Wash Out</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a Water Energy attached to 1 of your Benched Pokémon to your Active Pokémon. This power can't be used if Blastoise is affected by a Special Condition.","[2WW] Hydro Launcher 
<br>Return 2 Water Energy attached to Blastoise to your hand. Choose 1 of your opponent's Pokémon. This attack does 100 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",52.0,52.0,52.0,74.58,,Holofoil,Lx2,3,,
211518,Blastoise - 13/95 (Prerelease) [Staff],Blastoise 13 95 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/211518_200w.jpg,3,1453,https://cpt.tcgcsv.com/nDJ2,2022-08-13T18:21:14.39,1,13/95,Promo,Water,130,Stage 2,"<strong>Poké-POWER — Wash Out</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a Water Energy attached to 1 of your Benched Pokémon to your Active Pokémon. This power can't be used if Blastoise is affected by a Special Condition.","[2WW] Hydro Launcher 
<br>Return 2 Water Energy attached to Blastoise to your hand. Choose 1 of your opponent's Pokémon. This attack does 100 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",500.0,500.0,500.0,,,Holofoil,Lx2,3,,
221177,Leafeon - 17/90 (Prerelease),Leafeon 17 90 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/221177_200w.jpg,3,1453,https://cpt.tcgcsv.com/ztN2,2024-10-18T12:22:34.227,1,17/90,Promo,Grass,90,Stage 1,,"[1] Miasma Wind (50x)
<br>
Does 50 damage times the number of Special Conditions affecting the Defending Pokémon.",199.99,199.99,199.99,53.89,,Holofoil,Rx2,1,"[G] Soothing Scent (30)
<br>
The Defending Pokémon is now Asleep.",W-20
224195,Electivire - 20/102 (Prerelease),Electivire 20 102 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224195_200w.jpg,3,1453,https://cpt.tcgcsv.com/WHP2,2022-08-13T18:28:39.403,1,20/102,Promo,Lightning,100,Stage 1,,"[L] Plasma (30)
<br>
Search your discard pile for a Lightning Energy card and attach it to Electivire.",21.0,21.0,21.0,28.93,,Holofoil,Fx2,3,"[LLL] Thunder Shot
<br>
This attack does 50 damage to each of your opponent's Pokémon that has any Energy cards attached to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",M-20
224196,Electivire - 20/102 (Prerelease) [Staff],Electivire 20 102 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224196_200w.jpg,3,1453,https://cpt.tcgcsv.com/XHP2,2022-08-13T18:30:16.96,1,20/102,Promo,Lightning,100,Stage 1,,"[L] Plasma (30)
<br>
Search your discard pile for a Lightning Energy card and attach it to Electivire.",100.0,137.0,173.99,110.0,,Holofoil,Fx2,3,"[LLL] Thunder Shot
<br>
This attack does 50 damage to each of your opponent's Pokémon that has any Energy cards attached to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",M-20
