productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRetreatCost,extCardText,extUPC
85075,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85075_200w.jpg,3,1434,https://cpt.tcgcsv.com/w2J,2025-05-21T10:41:06.32,1,38/75,Uncommon,Colorless,50,Basic,[1] Smash Kick (10),,F,P-30,12.97,24.25,96.95,15.75,96.95,1st Edition,1,"<strong>Pokémon Power: Energy Evolution</strong>Whenever you attach an Energy card to Eevee, flip a coin. If heads, search your deck for a card that evolves from Eevee that is the same type as the Energy card you attached to Eevee. Attach that card to Eevee. This counts as evolving Eevee. Shuffle your deck afterward. This power can't be used if Eevee is Asleep, Confused, or Paralyzed.",
85075,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85075_200w.jpg,3,1434,https://cpt.tcgcsv.com/w2J,2025-05-21T10:41:06.32,1,38/75,Uncommon,Colorless,50,Basic,[1] Smash Kick (10),,F,P-30,2.75,5.0,96.9,9.34,43.99,Unlimited,1,"<strong>Pokémon Power: Energy Evolution</strong>Whenever you attach an Energy card to Eevee, flip a coin. If heads, search your deck for a card that evolves from Eevee that is the same type as the Energy card you attached to Eevee. Attach that card to Eevee. This counts as evolving Eevee. Shuffle your deck afterward. This power can't be used if Eevee is Asleep, Confused, or Paralyzed.",
85209,Energy Ark,Energy Ark,https://tcgplayer-cdn.tcgplayer.com/product/85209_200w.jpg,3,1434,https://cpt.tcgcsv.com/c6J,2025-10-31T18:33:50.997,1,75/75,Common,Trainer,,,,,,,0.29,0.66,4.99,0.65,,1st Edition,,"Flip 2 coins. For each heads, search your deck for a Basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",
85209,Energy Ark,Energy Ark,https://tcgplayer-cdn.tcgplayer.com/product/85209_200w.jpg,3,1434,https://cpt.tcgcsv.com/c6J,2025-10-31T18:33:50.997,1,75/75,Common,Trainer,,,,,,,0.05,0.29,9999.0,0.32,,Unlimited,,"Flip 2 coins. For each heads, search your deck for a Basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",
85316,Espeon (1),Espeon 1,https://tcgplayer-cdn.tcgplayer.com/product/85316_200w.jpg,3,1434,https://cpt.tcgcsv.com/l8J,2025-12-03T14:01:51.59,1,01/75,Holo Rare,Psychic,80,Stage 1,[2] Bite (20),"[1PP] Psychic (30+)
<br>Does 30 damage plus 10 more for each Energy Card attached to the Defending Pokémon.",P,,178.25,250.0,1000.0,238.87,,Unlimited Holofoil,,,
85320,Espeon (20),Espeon 20,https://tcgplayer-cdn.tcgplayer.com/product/85320_200w.jpg,3,1434,https://cpt.tcgcsv.com/q8J,2025-11-24T12:56:50.693,1,20/75,Rare,Psychic,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[1PP] Psybeam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,,33.99,87.15,89.99,76.14,,1st Edition,1,,
85320,Espeon (20),Espeon 20,https://tcgplayer-cdn.tcgplayer.com/product/85320_200w.jpg,3,1434,https://cpt.tcgcsv.com/q8J,2025-11-24T12:56:50.693,1,20/75,Rare,Psychic,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[1PP] Psybeam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,,15.0,22.76,99.0,21.24,,Unlimited,1,,
85542,Forretress (2),Forretress 2,https://tcgplayer-cdn.tcgplayer.com/product/85542_200w.jpg,3,1434,https://cpt.tcgcsv.com/SdJ,2022-11-25T21:01:17.973,1,02/75,Holo Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,42.8,53.45,215.0,63.64,,1st Edition Holofoil,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85542,Forretress (2),Forretress 2,https://tcgplayer-cdn.tcgplayer.com/product/85542_200w.jpg,3,1434,https://cpt.tcgcsv.com/SdJ,2022-11-25T21:01:17.973,1,02/75,Holo Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,15.24,19.89,31.2,22.24,,Unlimited Holofoil,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85545,Forretress (21),Forretress 21,https://tcgplayer-cdn.tcgplayer.com/product/85545_200w.jpg,3,1434,https://cpt.tcgcsv.com/WdJ,2025-01-05T06:49:20.873,1,21/75,Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,9.95,2165.48,4321.0,8.95,,1st Edition,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85545,Forretress (21),Forretress 21,https://tcgplayer-cdn.tcgplayer.com/product/85545_200w.jpg,3,1434,https://cpt.tcgcsv.com/WdJ,2025-01-05T06:49:20.873,1,21/75,Rare,Metal,80,Stage 1,"[2M] Rapid Spin (30)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with their Active Pokémon; then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",,R,G-30,2.9,5.28,96.95,6.83,5.99,Unlimited,3,"<strong>Pokémon Power: Spikes</strong> During your opponent's turn, whenever 1 of your opponent's Benched Pokémon becomes his or her Active Pokémon, Forretress does 10 damage to it. <em>(Don't apply Weakness and Resistance.)</em> This power stops working if Forretress is Asleep, Confused, or Paralyzed.",
85555,Fossil Egg,Fossil Egg,https://tcgplayer-cdn.tcgplayer.com/product/85555_200w.jpg,3,1434,https://cpt.tcgcsv.com/7fJ,2026-02-03T15:01:07.88,1,72/75,Uncommon,Trainer,,,,,,,0.9,1.18,4.99,1.17,,1st Edition,,"Flip a coin. If heads, either search your deck for a card that evolves from Mysterious Fossil and put it onto your Bench or put a card that evolves from Mysterious Fossil from your hand onto your Bench. Either way, treat the new card as a Basic Pokémon. If you searched your deck, shuffle it. <em>(You can't play this card if your Bench is full.)</em>",
85555,Fossil Egg,Fossil Egg,https://tcgplayer-cdn.tcgplayer.com/product/85555_200w.jpg,3,1434,https://cpt.tcgcsv.com/7fJ,2026-02-03T15:01:07.88,1,72/75,Uncommon,Trainer,,,,,,,0.13,0.46,20.48,0.48,0.34,Unlimited,,"Flip a coin. If heads, either search your deck for a card that evolves from Mysterious Fossil and put it onto your Bench or put a card that evolves from Mysterious Fossil from your hand onto your Bench. Either way, treat the new card as a Basic Pokémon. If you searched your deck, shuffle it. <em>(You can't play this card if your Bench is full.)</em>",
86110,Hitmontop (3),Hitmontop 3,https://tcgplayer-cdn.tcgplayer.com/product/86110_200w.jpg,3,1434,https://cpt.tcgcsv.com/dsJ,2022-11-25T21:04:50.98,1,03/75,Holo Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,64.0,79.23,84.95,84.95,,1st Edition Holofoil,1,,
86110,Hitmontop (3),Hitmontop 3,https://tcgplayer-cdn.tcgplayer.com/product/86110_200w.jpg,3,1434,https://cpt.tcgcsv.com/dsJ,2022-11-25T21:04:50.98,1,03/75,Holo Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,8.0,13.76,350.97,15.29,,Unlimited Holofoil,1,,
86111,Hitmontop (22),Hitmontop 22,https://tcgplayer-cdn.tcgplayer.com/product/86111_200w.jpg,3,1434,https://cpt.tcgcsv.com/fsJ,2022-11-25T21:04:27.86,1,22/75,Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,8.34,10.28,19.99,9.99,,1st Edition,1,,
86111,Hitmontop (22),Hitmontop 22,https://tcgplayer-cdn.tcgplayer.com/product/86111_200w.jpg,3,1434,https://cpt.tcgcsv.com/fsJ,2022-11-25T21:04:27.86,1,22/75,Rare,Fighting,60,Basic,"[F] Detect
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop.","[FFF] Triple Kick (30x)
<br>Flip 3 coins. This attack does 30 times the number of heads.",P,,2.4,4.72,10.0,4.91,,Unlimited,1,,
86176,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86176_200w.jpg,3,1434,https://cpt.tcgcsv.com/xtJ,2025-11-22T03:54:37.843,1,55/75,Common,Grass,30,Basic,[G] Rolling Tackle (20),,R,F-30,0.75,2.0,4.99,1.48,4.99,1st Edition,,,
86176,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86176_200w.jpg,3,1434,https://cpt.tcgcsv.com/xtJ,2025-11-22T03:54:37.843,1,55/75,Common,Grass,30,Basic,[G] Rolling Tackle (20),,R,F-30,0.16,0.51,20.45,0.51,0.34,Unlimited,,,
86197,Houndoom (4),Houndoom 4,https://tcgplayer-cdn.tcgplayer.com/product/86197_200w.jpg,3,1434,https://cpt.tcgcsv.com/ZtJ,2022-11-25T21:07:55.683,1,04/75,Holo Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,119.99,120.0,120.0,165.03,,1st Edition Holofoil,1,,
86197,Houndoom (4),Houndoom 4,https://tcgplayer-cdn.tcgplayer.com/product/86197_200w.jpg,3,1434,https://cpt.tcgcsv.com/ZtJ,2022-11-25T21:07:55.683,1,04/75,Holo Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,50.0,80.09,125.0,69.72,,Unlimited Holofoil,1,,
86204,Houndoom (23),Houndoom 23,https://tcgplayer-cdn.tcgplayer.com/product/86204_200w.jpg,3,1434,https://cpt.tcgcsv.com/6vJ,2025-11-22T03:52:16.533,1,23/75,Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,22.0,32.5,134.63,23.69,,1st Edition,1,,
86204,Houndoom (23),Houndoom 23,https://tcgplayer-cdn.tcgplayer.com/product/86204_200w.jpg,3,1434,https://cpt.tcgcsv.com/6vJ,2025-11-22T03:52:16.533,1,23/75,Rare,Darkness,70,Stage 1,"[2D] Crunch (30+)
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Houndoom or this attack does nothing.",,P-30,7.98,11.26,96.95,11.26,,Unlimited,1,,
86216,Houndour (5),Houndour 5,https://tcgplayer-cdn.tcgplayer.com/product/86216_200w.jpg,3,1434,https://cpt.tcgcsv.com/lvJ,2026-02-16T19:49:42.11,1,05/75,Holo Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,235.0,315.7,396.39,139.24,,1st Edition Holofoil,1,,
86216,Houndour (5),Houndour 5,https://tcgplayer-cdn.tcgplayer.com/product/86216_200w.jpg,3,1434,https://cpt.tcgcsv.com/lvJ,2026-02-16T19:49:42.11,1,05/75,Holo Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,64.99,99.99,9999.0,85.56,99.99,Unlimited Holofoil,1,,
86217,Houndour (24),Houndour 24,https://tcgplayer-cdn.tcgplayer.com/product/86217_200w.jpg,3,1434,https://cpt.tcgcsv.com/mvJ,2022-11-25T21:21:28.533,1,24/75,Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,12.0,14.5,16.97,17.2,,1st Edition,1,,
86217,Houndour (24),Houndour 24,https://tcgplayer-cdn.tcgplayer.com/product/86217_200w.jpg,3,1434,https://cpt.tcgcsv.com/mvJ,2022-11-25T21:21:28.533,1,24/75,Rare,Fire,50,Basic,"[R] Smog (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[RR] Collect Fire (20)
<br>If there are any Fire Energy in your discard pile, choose 1 of them and attach it to Houndour.",W,,6.67,14.64,19.99,12.53,,Unlimited,1,,
86218,Houndour (39),Houndour 39,https://tcgplayer-cdn.tcgplayer.com/product/86218_200w.jpg,3,1434,https://cpt.tcgcsv.com/nvJ,2025-11-22T03:53:05.567,1,39/75,Uncommon,Darkness,40,Basic,[1] Bite (10),"[1D] Plunder (20)
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokémon <em<(before they affect the damage)</em>.",,P-30,2.49,9.0,14.99,6.91,,1st Edition,1,,
86218,Houndour (39),Houndour 39,https://tcgplayer-cdn.tcgplayer.com/product/86218_200w.jpg,3,1434,https://cpt.tcgcsv.com/nvJ,2025-11-22T03:53:05.567,1,39/75,Uncommon,Darkness,40,Basic,[1] Bite (10),"[1D] Plunder (20)
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokémon <em<(before they affect the damage)</em>.",,P-30,0.7,1.18,27007.04,1.33,1.13,Unlimited,1,,
86245,Hyper Devolution Spray,Hyper Devolution Spray,https://tcgplayer-cdn.tcgplayer.com/product/86245_200w.jpg,3,1434,https://cpt.tcgcsv.com/WvJ,2025-11-22T03:55:56.193,1,73/75,Uncommon,Trainer,,,,,,,0.65,1.47,4.99,1.51,4.99,1st Edition,,Choose 1 of your Evolved Pokémon. Take the highest stage Evolution card from that Pokémon and put it into your hand. <em>(You can't evolve a Pokémon the turn you devolve it.)</em>,
86245,Hyper Devolution Spray,Hyper Devolution Spray,https://tcgplayer-cdn.tcgplayer.com/product/86245_200w.jpg,3,1434,https://cpt.tcgcsv.com/WvJ,2025-11-22T03:55:56.193,1,73/75,Uncommon,Trainer,,,,,,,0.12,0.5,20.4,0.6,0.4,Unlimited,,Choose 1 of your Evolved Pokémon. Take the highest stage Evolution card from that Pokémon and put it into your hand. <em>(You can't evolve a Pokémon the turn you devolve it.)</em>,
86257,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86257_200w.jpg,3,1434,https://cpt.tcgcsv.com/9wJ,2022-11-25T21:29:12.36,1,40/75,Uncommon,Colorless,30,Basic,,,,,4.9,9.4,16.99,8.84,,1st Edition,,"<strong>Pokémon Power: Gaze</strong> Once during your turn <em>(before your attack)</em>, choose 1 of your opponent's Benched Pokémon that has a Pokémon Power. That power stops working until the end of this turn. This effect ends if that Pokémon leaves the Bench.
<br><br>
<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends.</em>",
86257,Igglybuff,Igglybuff,https://tcgplayer-cdn.tcgplayer.com/product/86257_200w.jpg,3,1434,https://cpt.tcgcsv.com/9wJ,2022-11-25T21:29:12.36,1,40/75,Uncommon,Colorless,30,Basic,,,,,1.99,3.15,4321.0,3.66,,Unlimited,,"<strong>Pokémon Power: Gaze</strong> Once during your turn <em>(before your attack)</em>, choose 1 of your opponent's Benched Pokémon that has a Pokémon Power. That power stops working until the end of this turn. This effect ends if that Pokémon leaves the Bench.
<br><br>
<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends.</em>",
86383,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86383_200w.jpg,3,1434,https://cpt.tcgcsv.com/HzJ,2022-11-25T21:31:41.25,1,56/75,Common,Water,50,Stage 1,"[1F] Work Together (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage for each Omanyte, Omastar, Kabuto, and Kabutops on your Bench.",,G,,3.36,12.0,49.99,7.26,,1st Edition,1,"<strong>Pokémon Power: Revive Friends</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card named Kabuto and put it on your Bench. Shuffle your deck afterward. Treat the new Kabuto as a Basic Pokémon. This power can't be used if Kabuto is Asleep, Confused, or Paralyzed <em>(or if your Bench is full)</em>.",
86383,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86383_200w.jpg,3,1434,https://cpt.tcgcsv.com/HzJ,2022-11-25T21:31:41.25,1,56/75,Common,Water,50,Stage 1,"[1F] Work Together (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage for each Omanyte, Omastar, Kabuto, and Kabutops on your Bench.",,G,,0.48,1.04,30923.99,1.09,1.34,Unlimited,1,"<strong>Pokémon Power: Revive Friends</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card named Kabuto and put it on your Bench. Shuffle your deck afterward. Treat the new Kabuto as a Basic Pokémon. This power can't be used if Kabuto is Asleep, Confused, or Paralyzed <em>(or if your Bench is full)</em>.",
86389,Kabutops (6),Kabutops 6,https://tcgplayer-cdn.tcgplayer.com/product/86389_200w.jpg,3,1434,https://cpt.tcgcsv.com/PzJ,2026-02-16T19:58:48.313,1,06/75,Holo Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,125.0,267.5,410.0,132.0,,1st Edition Holofoil,2,,
86389,Kabutops (6),Kabutops 6,https://tcgplayer-cdn.tcgplayer.com/product/86389_200w.jpg,3,1434,https://cpt.tcgcsv.com/PzJ,2026-02-16T19:58:48.313,1,06/75,Holo Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,49.0,72.57,9999.0,68.66,50.14,Unlimited Holofoil,2,,
86394,Kabutops (25),Kabutops 25,https://tcgplayer-cdn.tcgplayer.com/product/86394_200w.jpg,3,1434,https://cpt.tcgcsv.com/VzJ,2023-04-02T15:24:17.38,1,25/75,Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,11.31,17.9,51.94,23.15,,1st Edition,2,,
86394,Kabutops (25),Kabutops 25,https://tcgplayer-cdn.tcgplayer.com/product/86394_200w.jpg,3,1434,https://cpt.tcgcsv.com/VzJ,2023-04-02T15:24:17.38,1,25/75,Rare,Water,90,Stage 2,[1] Slash (20),"[F] Hydrocutter (40x)
<br>Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flips more than 3 coins in this way.",G,,6.0,6.95,10.05,8.74,,Unlimited,2,,
86408,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86408_200w.jpg,3,1434,https://cpt.tcgcsv.com/bBJ,2022-11-25T21:35:19.093,1,41/75,Uncommon,Grass,70,Stage 1,"[GG] Secrete Poison
<br>During your opponent's next turn, whenever your opponent's attack damages Kakuna <em>(even if Kakuna is knocked out)</em>, your opponent's Active Pokémon is now Poisoned and Kakuna does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,R,,1.65,2.29,34.99,2.18,19.99,1st Edition,2,,
86408,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86408_200w.jpg,3,1434,https://cpt.tcgcsv.com/bBJ,2022-11-25T21:35:19.093,1,41/75,Uncommon,Grass,70,Stage 1,"[GG] Secrete Poison
<br>During your opponent's next turn, whenever your opponent's attack damages Kakuna <em>(even if Kakuna is knocked out)</em>, your opponent's Active Pokémon is now Poisoned and Kakuna does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,R,,0.23,0.75,27831.8,0.87,,Unlimited,2,,
86632,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86632_200w.jpg,3,1434,https://cpt.tcgcsv.com/GGJ,2025-02-05T21:10:33.017,1,57/75,Common,Fighting,40,Basic,[1] Bite (10),,G,L-30,1.04,2.21,19.99,2.33,,1st Edition,1,,
