productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
197667,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/197667_200w.jpg,3,2480,https://cpt.tcgcsv.com/m5C2,2025-10-31T18:22:49.837,1,"<strong>Ability — Electromagnetic Wall</strong>
<br>As long as this Pokémon is your Active Pokémon, whenever your opponent attaches an Energy from their hand to 1 of their Pokémon, put 2 damage counters on that Pokémon.",0.44,0.9,3.05,0.92,0.77,Reverse Holofoil,,23/68,Rare,Lightning,90,Stage 1,"[1L] Thunderbolt (90)
<br>Discard all Energy from this Pokémon.",Fx2,M-20,0,,
197668,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/197668_200w.jpg,3,2480,https://cpt.tcgcsv.com/n5C2,2026-02-16T14:45:24.653,1,,0.1,0.48,2.99,0.49,0.37,Holofoil,,24/68,Holo Rare,Lightning,120,Basic,"[2] Hurricane Call
<br>Flip 4 coins. For each heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokémon-GX or Pokémon-EX. Then, shuffle your deck.",Lx2,F-20,2,[1LL] Sky-High Claws (100),
197668,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/197668_200w.jpg,3,2480,https://cpt.tcgcsv.com/n5C2,2026-02-16T14:45:24.653,1,,0.28,0.89,3.97,0.9,0.89,Reverse Holofoil,,24/68,Holo Rare,Lightning,120,Basic,"[2] Hurricane Call
<br>Flip 4 coins. For each heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokémon-GX or Pokémon-EX. Then, shuffle your deck.",Lx2,F-20,2,[1LL] Sky-High Claws (100),
197669,Ekans (25),Ekans 25,https://tcgplayer-cdn.tcgplayer.com/product/197669_200w.jpg,3,2480,https://cpt.tcgcsv.com/p5C2,2025-12-09T23:26:01.357,1,,0.01,0.17,19.5,0.16,0.1,Normal,,25/68,Common,Psychic,60,Basic,"[P] Wrap (10)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Px2,None,1,,
197669,Ekans (25),Ekans 25,https://tcgplayer-cdn.tcgplayer.com/product/197669_200w.jpg,3,2480,https://cpt.tcgcsv.com/p5C2,2025-12-09T23:26:01.357,1,,0.14,0.31,2.38,0.3,0.29,Reverse Holofoil,,25/68,Common,Psychic,60,Basic,"[P] Wrap (10)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",Px2,None,1,,
197670,Ekans (26),Ekans 26,https://tcgplayer-cdn.tcgplayer.com/product/197670_200w.jpg,3,2480,https://cpt.tcgcsv.com/q5C2,2026-02-16T14:40:42.263,1,,0.02,0.15,2.0,0.09,,Normal,,26/68,Common,Psychic,60,Basic,[2] Tail Whip (30),Px2,None,1,,
197670,Ekans (26),Ekans 26,https://tcgplayer-cdn.tcgplayer.com/product/197670_200w.jpg,3,2480,https://cpt.tcgcsv.com/q5C2,2026-02-16T14:40:42.263,1,,0.15,0.37,4.99,0.33,0.3,Reverse Holofoil,,26/68,Common,Psychic,60,Basic,[2] Tail Whip (30),Px2,None,1,,
197671,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/197671_200w.jpg,3,2480,https://cpt.tcgcsv.com/r5C2,2025-10-30T02:32:45.19,1,"<strong>Ability — Last Pattern</strong>
<br>If this Pokémon is Knocked Out by damage from an opponent's attack, discard 2 random cards from your opponent's hand.",0.25,0.7,5.9,0.62,0.69,Reverse Holofoil,,27/68,Rare,Psychic,120,Stage 1,"[2P] Rocket Tail (50+)
<br>If Jessie & James is in your discard pile, this attack does 80 more damage.",Px2,None,2,,
197671,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/197671_200w.jpg,3,2480,https://cpt.tcgcsv.com/r5C2,2025-10-30T02:32:45.19,1,"<strong>Ability — Last Pattern</strong>
<br>If this Pokémon is Knocked Out by damage from an opponent's attack, discard 2 random cards from your opponent's hand.",0.09,0.28,1.99,0.26,0.25,Normal,,27/68,Rare,Psychic,120,Stage 1,"[2P] Rocket Tail (50+)
<br>If Jessie & James is in your discard pile, this attack does 80 more damage.",Px2,None,2,,
197672,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/197672_200w.jpg,3,2480,https://cpt.tcgcsv.com/s5C2,2025-11-21T22:50:33.26,1,,0.1,0.3,2.99,0.3,0.25,Reverse Holofoil,,28/68,Common,Psychic,60,Basic,[1] Tackle (20),Px2,None,1,,
197672,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/197672_200w.jpg,3,2480,https://cpt.tcgcsv.com/s5C2,2025-11-21T22:50:33.26,1,,0.01,0.15,1.49,0.1,0.05,Normal,,28/68,Common,Psychic,60,Basic,[1] Tackle (20),Px2,None,1,,
197673,Weezing,Weezing,https://tcgplayer-cdn.tcgplayer.com/product/197673_200w.jpg,3,2480,https://cpt.tcgcsv.com/t5C2,2025-12-09T23:32:19.127,1,"<strong>Ability — Surrender Now</strong>
<br>Once during your turn, if this Pokémon is discarded with the effect of Jessie & James, you may have your opponent discard a card from their hand. <em>(They discard that card after the effect of Jessie & James.)</em>",0.07,0.28,2.26,0.27,0.24,Normal,,29/68,Rare,Psychic,120,Stage 1,[1] Tackle (40),Px2,None,3,,
197673,Weezing,Weezing,https://tcgplayer-cdn.tcgplayer.com/product/197673_200w.jpg,3,2480,https://cpt.tcgcsv.com/t5C2,2025-12-09T23:32:19.127,1,"<strong>Ability — Surrender Now</strong>
<br>Once during your turn, if this Pokémon is discarded with the effect of Jessie & James, you may have your opponent discard a card from their hand. <em>(They discard that card after the effect of Jessie & James.)</em>",0.22,0.51,6.84,0.51,0.25,Reverse Holofoil,,29/68,Rare,Psychic,120,Stage 1,[1] Tackle (40),Px2,None,3,,
197674,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/197674_200w.jpg,3,2480,https://cpt.tcgcsv.com/v5C2,2024-07-26T19:23:21.747,1,,0.1,0.31,20.0,0.34,,Reverse Holofoil,,30/68,Uncommon,Psychic,100,Basic,[P] Slap (10),Px2,None,1,[1P] Lovely Kiss (30),
197674,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/197674_200w.jpg,3,2480,https://cpt.tcgcsv.com/v5C2,2024-07-26T19:23:21.747,1,,0.01,0.15,1.49,0.12,0.03,Normal,,30/68,Uncommon,Psychic,100,Basic,[P] Slap (10),Px2,None,1,[1P] Lovely Kiss (30),
197675,Mewtwo GX,Mewtwo GX,https://tcgplayer-cdn.tcgplayer.com/product/197675_200w.jpg,3,2480,https://cpt.tcgcsv.com/w5C2,2026-02-16T20:30:55.263,1,,4.45,7.5,12.66,7.75,,Holofoil,,31/68,Ultra Rare,Psychic,180,Basic,[1PP] Super Psy Bolt (110),Px2,None,2,"<span style=""color:Teal""><strong>[1PP] Psycrush GX (120)</strong>
<br>Discard all Energy from your opponent's Active Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
197676,Mew,Mew,https://tcgplayer-cdn.tcgplayer.com/product/197676_200w.jpg,3,2480,https://cpt.tcgcsv.com/x5C2,2026-03-09T14:49:29.497,1,,1.25,1.95,5.0,1.82,,Normal,,32/68,Rare,Psychic,80,Basic,[PP] Psyshot (50),Px2,None,1,,
197676,Mew,Mew,https://tcgplayer-cdn.tcgplayer.com/product/197676_200w.jpg,3,2480,https://cpt.tcgcsv.com/x5C2,2026-03-09T14:49:29.497,1,,2.42,3.54,96.94,3.3,3.02,Reverse Holofoil,,32/68,Rare,Psychic,80,Basic,[PP] Psyshot (50),Px2,None,1,,
197677,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/197677_200w.jpg,3,2480,https://cpt.tcgcsv.com/z5C2,2024-07-26T19:23:21.793,1,,0.09,0.26,2.0,0.26,,Reverse Holofoil,,33/68,Common,Fighting,70,Basic,[1] Tackle (10),Gx2,None,2,,
197677,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/197677_200w.jpg,3,2480,https://cpt.tcgcsv.com/z5C2,2024-07-26T19:23:21.793,1,,0.01,0.15,1.49,0.13,0.05,Normal,,33/68,Common,Fighting,70,Basic,[1] Tackle (10),Gx2,None,2,,
197678,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/197678_200w.jpg,3,2480,https://cpt.tcgcsv.com/B5C2,2025-12-09T23:27:02.23,1,,0.07,0.25,2.99,0.24,,Reverse Holofoil,,34/68,Uncommon,Fighting,100,Stage 1,[2] Tackle (30),Gx2,None,3,"[2FF] Mudslide
<br>Discard 2 Fighting Energy from this Pokémon. This attack does 80 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
197678,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/197678_200w.jpg,3,2480,https://cpt.tcgcsv.com/B5C2,2025-12-09T23:27:02.23,1,,0.01,0.15,1.49,0.1,0.03,Normal,,34/68,Uncommon,Fighting,100,Stage 1,[2] Tackle (30),Gx2,None,3,"[2FF] Mudslide
<br>Discard 2 Fighting Energy from this Pokémon. This attack does 80 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
197679,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/197679_200w.jpg,3,2480,https://cpt.tcgcsv.com/C5C2,2024-07-26T19:23:21.873,1,,0.08,0.26,1.49,0.25,0.25,Normal,,35/68,Rare,Fighting,170,Stage 2,"[2F] Rock Slide (60)
<br>This attack does 20 damage to 3 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,4,[2FF] Land Crush (140),
