productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
42454,Double Colorless Energy,Double Colorless Energy,https://tcgplayer-cdn.tcgplayer.com/product/42454_200w.jpg,3,605,https://cpt.tcgcsv.com/6_l,2022-11-15T17:05:42.117,1,124/130,Uncommon,Special Energy,,,"Provides 2 Colorless Energy.
<br>Doesn't count as a basic Energy card.",,,,0.75,1.88,7.48,2.78,1.5,Normal,,
42455,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/42455_200w.jpg,3,605,https://cpt.tcgcsv.com/7_l,2026-02-24T23:31:42.683,1,125/130,Common,Basic Energy,,,,,,,0.07,0.28,1.99,0.29,0.07,Normal,,
42456,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/42456_200w.jpg,3,605,https://cpt.tcgcsv.com/8_l,2025-11-21T17:20:03.143,1,126/130,Common,Basic Energy,,,,,,,0.2,0.5,2.12,0.89,1.25,Normal,,
42457,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/42457_200w.jpg,3,605,https://cpt.tcgcsv.com/9_l,2024-03-05T12:45:01.58,1,013/130,Holo Rare,Fire,80,Stage 1,,"[2] Lure
<br>If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.",W,1,15.64,21.43,28.98,23.0,,Holofoil,"[RRRR] Fire Blast (80)
<br>Discard 1 Fire Energy card attached to Ninetales in order to use this attack.",
42458,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/42458_200w.jpg,3,605,https://cpt.tcgcsv.com/b_l,2025-12-10T06:03:41.047,1,014/130,Holo Rare,Colorless,80,Stage 2,,[2] Wing Attack (20),L,,18.95,23.05,4321.0,27.75,,Holofoil,"[3] Hurricane (30)
<br>Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.",F-30
42459,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/42459_200w.jpg,3,605,https://cpt.tcgcsv.com/c_l,2025-12-10T06:04:47.093,1,015/130,Holo Rare,Water,90,Stage 2,,"[1WW] Water Gun (30+)
<br>Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. You can't add more than 20 damage this way.",G,3,7.8,11.85,111.71,13.92,,Holofoil,"[2WW] Whirlpool (40)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
42460,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/42460_200w.jpg,3,605,https://cpt.tcgcsv.com/d_l,2025-12-10T06:05:19.937,1,016/130,Holo Rare,Lightning,80,Stage 1,,"[2L] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu.",F,1,22.49,31.24,99.99,33.56,21.99,Holofoil,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Raichu does 30 damage to itself.",
42461,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/42461_200w.jpg,3,605,https://cpt.tcgcsv.com/f_l,2025-12-10T06:05:48.567,1,017/130,Holo Rare,Grass,70,Basic,,"[G] Swords Dance
<br>During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.",R,,14.99,24.99,96.94,27.02,96.94,Holofoil,[3] Slash (30),F-30
42462,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/42462_200w.jpg,3,605,https://cpt.tcgcsv.com/g_l,2022-11-16T19:03:00.337,1,018/130,Holo Rare,Grass,100,Stage 2,"<strong>Pokémon Power: Energy Trans</strong> As often as you like during your turn <em>(before your attack)</em>, you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed.",[GGGG] Solarbeam (60),R,2,55.36,81.76,4321.0,75.52,,Holofoil,,
42463,Wigglytuff,Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/42463_200w.jpg,3,605,https://cpt.tcgcsv.com/h_l,2025-12-10T06:06:51.627,1,019/130,Holo Rare,Colorless,80,Stage 2,,"[1] Lullaby
<br>The Defending Pokémon is now Asleep.",F,2,8.0,12.82,4321.0,12.21,19.99,Holofoil,"[3] Do the Wave (10+)
<br>Does 10 damage plus 10 more damage for each of your Benched Pokémon.",P-30
42464,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/42464_200w.jpg,3,605,https://cpt.tcgcsv.com/j_l,2022-11-15T16:48:12.873,1,002/130,Holo Rare,Water,100,Stage 2,"<strong>Pokémon Power: Rain Dance</strong> As often as you like during your turn <em>(before your attack)</em>, you may attach 1 Water Energy card to 1 of your Water Pokémon. <em>(This doesn't use up your 1 Energy card attachment for the turn.)</em> This power can't be used if Blastoise is Asleep, Confused, or Paralyzed.","[WWW] Hydro Pump (40+)
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",L,3,75.0,90.0,175.0,105.33,,Holofoil,,
42465,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/42465_200w.jpg,3,605,https://cpt.tcgcsv.com/k_l,2025-12-10T06:07:24.407,1,020/130,Holo Rare,Lightning,90,Basic,,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Zapdos does 30 damage to itself.",,3,24.99,29.15,44.99,27.9,41.99,Holofoil,"[LLLL] Thunderbolt (100)
<br>Discard all Energy cards attached to Zapdos in order to use this attack.",F-30
42466,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/42466_200w.jpg,3,605,https://cpt.tcgcsv.com/l_l,2026-02-24T23:25:40.147,1,021/130,Rare,Grass,80,Stage 2,,"[3] Twineedle (30x)
<br>Flip 2 coins. this attack does 30 damage times the number of heads.",R,0,0.92,1.59,8.98,2.46,,Normal,"[GGG] Poison Sting (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",F-30
42467,Dragonair,Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/42467_200w.jpg,3,605,https://cpt.tcgcsv.com/m_l,2026-02-13T15:11:09.99,1,022/130,Rare,Colorless,80,Stage 1,,"[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",,2,3.92,7.67,19.09,8.51,,Normal,"[4] Hyper Beam (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",P-30
42468,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/42468_200w.jpg,3,605,https://cpt.tcgcsv.com/n_l,2026-02-24T23:29:16.577,1,023/130,Rare,Fighting,70,Stage 1,,[1FF] Slash (40),G,2,1.24,2.99,5.48,3.6,,Normal,"[FFFF] Earthquake (70)
<br>Does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L-30
42469,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/42469_200w.jpg,3,605,https://cpt.tcgcsv.com/p_l,2025-12-02T00:53:07.887,1,024/130,Rare,Lightning,70,Basic,,"[L] Thundershock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,2,1.5,3.0,6.24,3.04,,Normal,"[1L] Thunderpunch (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Electabuzz does 10 damage to itself.",
42470,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/42470_200w.jpg,3,605,https://cpt.tcgcsv.com/q_l,2026-01-28T20:45:12.443,1,025/130,Rare,Lightning,80,Stage 1,"<strong>Pokémon Power: Buzzap</strong> At any time during your turn <em>(before your attack)</em>, you may Knock Out Electrode and attach it to 1 of your other Pokémon. If you do, choose a type of Energy. Electrode is now an Energy card of that type (instead of a Pokémon) that provides 2 Energy. This power can't be used if Electrode is Asleep, Confused, or Paralyzed.","[LLL] Electric Shock (50)
<br>Flip a coin. If tails, Electrode does 10 damage to itself.",F,1,1.5,3.5,5.99,3.87,4.76,Normal,,
42471,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/42471_200w.jpg,3,605,https://cpt.tcgcsv.com/r_l,2026-02-27T03:54:54.317,1,003/130,Holo Rare,Colorless,120,Basic,,"[2] Scrunch
<br>Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",F,1,10.24,16.05,46.98,17.01,10.0,Holofoil,"[4] Double-edge (80)
<br>Chansey does 80 damage to itself.",P-30
42472,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/42472_200w.jpg,3,605,https://cpt.tcgcsv.com/s_l,2022-11-15T16:24:04.763,1,033/130,Uncommon,Fire,100,Stage 1,,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Arcanine in order to use this attack.",W,3,0.75,1.5,5.0,1.89,,Normal,"[2RR] Take Down (80)
<br>Arcanine does 30 damage to itself.",
42473,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/42473_200w.jpg,3,605,https://cpt.tcgcsv.com/t_l,2022-11-15T16:36:32.653,1,034/130,Uncommon,Grass,70,Stage 2,,"[2] Whirlwind (20)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",R,,0.68,1.25,6.35,1.59,,Normal,"[GGGG] Mega Drain (40)
<br>
Remove a number of damage counters from Butterfree equal to half the damage done to the Defending Pokémon <em>(after applying Weakness and Resistance)</em> (rounded up to the nearest 10). If Butterfree has fewer damage counters than that, remove all of them.",F-30
42474,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/42474_200w.jpg,3,605,https://cpt.tcgcsv.com/v_l,2026-02-24T23:26:55.28,1,035/130,Uncommon,Fire,80,Stage 1,,[3] Slash (30),W,1,0.5,1.02,8.97,1.73,0.75,Normal,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon in order to use this attack.",
42475,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/42475_200w.jpg,3,605,https://cpt.tcgcsv.com/w_l,2025-12-02T00:50:20.233,1,036/130,Uncommon,Water,80,Stage 1,,[1WW] Aurora Beam (50),L,3,0.44,0.99,5.0,1.23,,Normal,"[2WW] Ice Beam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
42476,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/42476_200w.jpg,3,605,https://cpt.tcgcsv.com/x_l,2025-12-02T00:50:48.7,1,037/130,Uncommon,Colorless,70,Stage 1,"<strong>Pokémon Power: Retreat Aid</strong> As long as Dodrio is Benched, pay 1 Colorless less to retreat your Active Pokémon.","[3] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dodrio.",L,,0.6,1.52,5.0,2.14,,Normal,,F-30
42477,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/42477_200w.jpg,3,605,https://cpt.tcgcsv.com/z_l,2023-09-11T20:52:39.487,1,038/130,Uncommon,Colorless,40,Basic,,[1] Pound (10),,1,0.24,0.79,6.53,1.0,,Normal,,P-30
42478,Exeggutor,Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/42478_200w.jpg,3,605,https://cpt.tcgcsv.com/B_l,2026-02-24T23:30:40.653,1,039/130,Uncommon,Grass,80,Stage 1,,"[P] Teleport
<br>Switch Exeggutor with 1 of your Benched Pokémon.",R,3,0.28,1.06,8.9,1.22,,Normal,"[1] Big Eggsplosion (20x)
<br>Flip a number of coins equal to the number of Energy attached to Exeggutor. This attack does 20 damage times the number of heads.",
42479,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/42479_200w.jpg,3,605,https://cpt.tcgcsv.com/C_l,2022-11-15T15:59:33.53,1,004/130,Holo Rare,Fire,120,Stage 2,"<strong>Pokémon Power: Energy Burn</strong> As often as you like during your turn <em>(before your attack)</em>, you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is Asleep, Confused, or Paralyzed.","[RRRR] Fire Spin (100)
<br>Discard 2 Energy cards attached to Charizard in order to use this attack.",W,3,300.0,359.99,499.99,354.13,,Holofoil,,F-30
42480,Farfetch'd,Farfetchd,https://tcgplayer-cdn.tcgplayer.com/product/42480_200w.jpg,3,605,https://cpt.tcgcsv.com/D_l,2026-02-24T23:30:53.85,1,040/130,Uncommon,Colorless,50,Basic,,"[1] Leek Slap (30)
<br>Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Farfetch'd stays in play (even putting Farfetch'd on the Bench won't let you use it again).",L,1,0.15,0.5,8.81,0.7,,Normal,[3] Pot Smash (30),F-30
42481,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/42481_200w.jpg,3,605,https://cpt.tcgcsv.com/F_l,2026-02-24T23:31:20.977,1,041/130,Uncommon,Colorless,70,Stage 1,,"[3] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.",L,,0.2,1.15,4.99,1.3,1.24,Normal,[4] Drill Peck (40),F-30
42482,Clefable,Clefable,https://tcgplayer-cdn.tcgplayer.com/product/42482_200w.jpg,3,605,https://cpt.tcgcsv.com/G_l,2025-12-10T05:52:44.347,1,005/130,Holo Rare,Colorless,70,Stage 1,,"[1] Metronome
<br>
Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. <em>(No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)</em>",F,2,10.04,15.4,4321.0,16.63,24.99,Holofoil,"[2] Minimize
<br>All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",P-30
42483,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/42483_200w.jpg,3,605,https://cpt.tcgcsv.com/H_l,2026-02-27T05:00:17.74,1,006/130,Holo Rare,Colorless,40,Basic,,"[1] Sing
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",F,1,9.9,15.13,249.8,13.9,24.99,Holofoil,"[3] Metronome
<br>Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required to use that attack, such as discarding Energy cards. <em>(No matter what type the Defending Pokémon is, Clefairy's type is still Colorless.)</em>",P-30
42484,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/42484_200w.jpg,3,605,https://cpt.tcgcsv.com/J_l,2025-12-29T15:14:36.19,1,065/130,Common,Psychic,30,Basic,,"[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,,0.15,0.5,50.0,0.6,0.38,Normal,,
42485,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/42485_200w.jpg,3,605,https://cpt.tcgcsv.com/K_l,2026-02-24T23:25:57.703,1,066/130,Common,Grass,40,Basic,,[G] Vine Whip (10),R,1,0.15,0.44,7.93,0.44,,Normal,"[G] Call for Family
<br>Search your deck for a Basic Pokémon named Bellsprout and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",
42486,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/42486_200w.jpg,3,605,https://cpt.tcgcsv.com/L_l,2026-02-19T12:01:44.683,1,067/130,Common,Grass,40,Basic,,"[GG] Leech Seed (20)
<br>Unless all damage from this attack is prevented, you may remove 1 damage counter from Bulbasaur.",R,1,0.1,1.14,29.99,2.76,,Normal,,
42487,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/42487_200w.jpg,3,605,https://cpt.tcgcsv.com/M_l,2023-07-09T05:19:53.933,1,068/130,Common,Grass,40,Basic,,"[G] String Shot (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",R,1,0.15,0.5,2.35,0.66,0.32,Normal,,
42488,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/42488_200w.jpg,3,605,https://cpt.tcgcsv.com/N_l,2025-12-02T00:49:10.26,1,069/130,Common,Fire,50,Basic,,[1] Scratch (10),W,1,0.33,0.99,6.5,1.25,0.5,Normal,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Charmander in order to use this attack.",
42489,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/42489_200w.jpg,3,605,https://cpt.tcgcsv.com/P_l,2025-12-10T05:55:34.317,1,007/130,Holo Rare,Water,100,Stage 1,,[WWW] Dragon Rage (50),G,3,23.0,32.01,96.95,31.38,40.0,Holofoil,"[WWWW] Bubblebeam (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F-30
42490,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/42490_200w.jpg,3,605,https://cpt.tcgcsv.com/Q_l,2023-07-20T16:55:19.693,1,070/130,Common,Fighting,40,Basic,,"[1] Snivel
<br>
If the Defending Pokémon attacks Cubone during your opponent's next turn, any damage done by the attack is reduced by 20 <em>(after applying Weakness and Resistance)</em>. <em>(Benching either Pokémon ends this effect.)</em>",G,1,0.37,0.85,3.99,1.47,2.49,Normal,"[FF] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Cubone.",L-30
42491,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/42491_200w.jpg,3,605,https://cpt.tcgcsv.com/R_l,2024-10-15T08:45:13.17,1,071/130,Common,Fighting,30,Basic,,[F] Dig (10),G,,0.15,0.4,8.81,0.54,0.35,Normal,[FF] Mud Slap (30),L-30
42492,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/42492_200w.jpg,3,605,https://cpt.tcgcsv.com/S_l,2025-12-02T00:51:17.7,1,072/130,Common,Colorless,50,Basic,,"[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",L,,0.1,0.42,50.0,0.45,0.28,Normal,,F-30
42493,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/42493_200w.jpg,3,605,https://cpt.tcgcsv.com/T_l,2025-12-02T00:51:55.23,1,073/130,Common,Psychic,50,Basic,,[1] Pound (10),P,1,0.2,0.5,9.99,0.54,,Normal,"[PP] Confuse Ray (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",
42494,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/42494_200w.jpg,3,605,https://cpt.tcgcsv.com/V_l,2024-07-26T16:11:41.53,1,074/130,Common,Grass,50,Basic,,"[P] Hypnosis
<br>The Defending Pokémon is now Asleep.",R,1,0.24,0.55,8.9,0.65,0.99,Normal,"[GG] Leech Seed (20)
<br>Unless all damage from this attack is prevented, you may remove 1 damage counter from Exeggcute.",
42495,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/42495_200w.jpg,3,605,https://cpt.tcgcsv.com/W_l,2025-12-02T00:57:12.04,1,075/130,Common,Psychic,30,Basic,,"[P] Sleeping Gas
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",,,0.2,0.49,5.0,0.51,0.31,Normal,"[1P] Destiny Bond
<br>Discard 1 Psychic Energy card attached to Gastly in order to use this attack. If a Pokémon Knocks Out Gastly during your opponent's next turn, Knock Out that Pokémon.",F-30
42496,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/42496_200w.jpg,3,605,https://cpt.tcgcsv.com/X_l,2025-12-10T05:56:01.663,1,008/130,Holo Rare,Fighting,70,Basic,,[F] Jab (20),P,2,11.2,15.54,4321.0,20.42,,Holofoil,[1FF] Special Punch (40),
42497,Magneton,Magneton,https://tcgplayer-cdn.tcgplayer.com/product/42497_200w.jpg,3,605,https://cpt.tcgcsv.com/Z_l,2025-12-10T05:56:50.99,1,009/130,Holo Rare,Lightning,60,Stage 1,,"[1LL] Thunder Wave (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,1,10.47,14.7,19.98,15.77,,Holofoil,"[2LL] Selfdestruct (80)
<br>Does 20 damage to each Pokémon on each player's Bench. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Magneton does 80 damage to itself.",
42498,Kangaskhan,Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/42498_200w.jpg,3,605,https://cpt.tcgcsv.com/-_l,2022-11-15T19:02:37.867,1,026/130,Rare,Colorless,90,Basic,,"[1] Fetch
<br>Draw a card.",F,3,1.5,3.77,7.24,3.92,,Normal,"[4] Comet Punch (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",P-30
42499,Mr. Mime,Mr Mime,https://tcgplayer-cdn.tcgplayer.com/product/42499_200w.jpg,3,605,https://cpt.tcgcsv.com/__l,2022-12-02T15:05:42.693,1,027/130,Rare,Psychic,40,Basic,"<strong>Pokémon Power: Invisible Wall</strong> Whenever an attack <em>(including your own)</em> does 30 or more damage to Mr. Mime <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em> This power stops working while Mr. Mime is Asleep, Confused, or Paralyzed.","[1P] Meditate (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on the Defending Pokémon.",P,1,2.69,4.44,8.98,5.69,,Normal,,
42500,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/42500_200w.jpg,3,605,https://cpt.tcgcsv.com/00m,2024-05-27T06:13:27.597,1,028/130,Rare,Colorless,60,Stage 1,,"[2] Whirlwind (20)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",L,1,2.49,3.74,10.0,4.49,,Normal,"[3] Mirror Move
<br>If Pidgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the Defending Pokémon.",F-30
42501,Pinsir,Pinsir,https://tcgplayer-cdn.tcgplayer.com/product/42501_200w.jpg,3,605,https://cpt.tcgcsv.com/20m,2022-12-05T17:59:30.833,1,029/130,Rare,Grass,60,Basic,,"[GG] Irongrip (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",R,1,2.25,3.65,10.0,4.03,,Normal,[2GG] Guillotine (50),
42502,Snorlax,Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/42502_200w.jpg,3,605,https://cpt.tcgcsv.com/30m,2025-12-02T01:07:01.487,1,030/130,Rare,Colorless,90,Basic,"<strong>Pokémon Power: Thick Skinned</strong>
<br>
Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power stops working while Snorlax is already Asleep, Confused, or Paralyzed.","[4] Body Slam (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,4,8.2,20.49,4321.0,23.29,9.99,Normal,,P-30
