productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
84469,Cresselia - DP51,Cresselia DP51,https://tcgplayer-cdn.tcgplayer.com/product/84469_200w.jpg,3,1421,https://cpt.tcgcsv.com/pPH,2022-08-11T20:34:09.68,1,DP51,Promo,Psychic,90,Basic,"<strong>Poké-BODY — Lunar Aura</strong>
<br>If you have Darkrai in play, remove 1 damage counter from Cresselia between turns.","[1PP] Lunar Flight (80-) 
<br>Does 80 damage minus 10 damage for each damage counter on Cresselia.",Px2,2,3.49,4.62,39.63,6.92,,Holofoil,,
84701,Darkrai - DP24,Darkrai DP24,https://tcgplayer-cdn.tcgplayer.com/product/84701_200w.jpg,3,1421,https://cpt.tcgcsv.com/2VH,2022-08-11T20:38:37.083,1,DP24,Promo,Darkness,80,Basic,"<strong>Held Item — Enigma Berry</strong> <em>If Darkrai is damaged by an attack from your opponent's Fighting Pokémon, remove 4 damage counters at the end of that turn.</em>","[W] Spacial Rend (10) 
<br>Search your deck for a Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. If there is any Stadium card in play, discard it.",F+20,1,20.0,24.5,29.0,21.9,,Holofoil,"[MMM] Roar of Time (80) 
<br>Search your discard pile for 3 Pokémon, show them to your opponent, and put them on top of your deck.  Shuffle your deck afterward. <em>(If you don't have 3 Pokémon in your discard pile, this attack does nothing.)</em>",P-20
84702,Darkrai - DP52,Darkrai DP52,https://tcgplayer-cdn.tcgplayer.com/product/84702_200w.jpg,3,1421,https://cpt.tcgcsv.com/3VH,2024-10-17T21:24:49.333,1,DP52,Promo,Darkness,90,Basic,"<strong>Poké-BODY — Darkness Aura</strong>
<br>
If you have Cresselia in play, each of Darkrai's attacks does 20 more damage to the Defending Pokémon <em>(before applying Weakness and Resistance)</em>.","[1DD] Hypnoblast (60) 
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",Fx2,2,7.51,20.99,79.99,31.17,,Holofoil,,P-20
84712,Darkrai LV.X - DP19,Darkrai LVX DP19,https://tcgplayer-cdn.tcgplayer.com/product/84712_200w.jpg,3,1421,https://cpt.tcgcsv.com/gVH,2026-03-12T10:38:41.227,1,DP19,Promo,Darkness,100,Level Up,"<strong>Poké-BODY — Dark Shadow</strong>
<br>
Each basic Darkness Energy card attached to your Darkness Pokémon now has the effect ""If the Pokémon Darkness Energy is attached to attacks, the attack does 10 more damage to the Active Pokémon <em>(before applying Weakness and Resistance)</em>."" You can't use more than 1 Dark Shadow Poké-Body each turn.
<br><br>
<em>Put this card onto your Active Darkrai. Darkrai LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[1DD] Endless Darkness (40) 
<br>The Defending Pokémon is now Asleep. Flip 2 coins instead of 1 between turns. If either of them are tails, the Defending Pokémon is still Asleep. If both of them are tails, the Defending Pokémon is Knocked Out.",Fx2,1,23.99,51.32,91.1,81.44,,Holofoil,,None
84801,Dialga - DP26,Dialga DP26,https://tcgplayer-cdn.tcgplayer.com/product/84801_200w.jpg,3,1421,https://cpt.tcgcsv.com/2XH,2022-08-11T20:46:56.897,1,DP26,Promo,Metal,90,Basic,,"[M] Time Bellow (10) 
<br>Draw a card.",R+20,2,6.0,19.5,24.99,12.1,,Holofoil,"[1MM] Flash Cannon (40) 
<br>You may return all Energy cards attached to Dialga to your hand. If you do, remove the highest Stage Evolution card from the Defending Pokémon and shuffle that card into your opponent's deck.",P-20
84805,Dialga - DP49,Dialga DP49,https://tcgplayer-cdn.tcgplayer.com/product/84805_200w.jpg,3,1421,https://cpt.tcgcsv.com/7XH,2022-08-11T20:48:58.897,1,DP49,Promo,Metal,100,Basic,,"[M] Time Call 
<br>Search your deck for a card that evolves from 1 of your Pokémon and put it onto that Pokémon. (This counts as evolving that Pokemon.) Shuffle your deck afterward.",Rx2,2,7.73,10.49,33.99,10.21,,Holofoil,"[2M] Time Wager (100) 
<br>Flip 2 coins. If either of them is tails, this attack's base damage is 50 instead of 100.",P-20
84813,Dialga LV.X - DP17,Dialga LVX DP17,https://tcgplayer-cdn.tcgplayer.com/product/84813_200w.jpg,3,1421,https://cpt.tcgcsv.com/hXH,2026-03-12T10:37:21.347,1,DP17,Promo,Metal,110,Level Up,"<strong>Poké-POWER — Time Skip</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may have your opponent flip 2 coins. If both of them are heads, your turn ends. If both of them are tails, after your opponent draws a card at the beginning of his or her next turn, his or her turn ends. This power can’t be used if Dialga is affected by a Special Condition.
<br><br>
<em>Put this card onto your Active Dialga. Dialga LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[2MM] Metal Flash (80) 
<br>During your next turn, Dialga can't use Metal Flash.",Rx2,2,57.0,76.7,9999.0,69.56,,Holofoil,,P-20
84814,Dialga LV.X - DP37,Dialga LVX DP37,https://tcgplayer-cdn.tcgplayer.com/product/84814_200w.jpg,3,1421,https://cpt.tcgcsv.com/jXH,2022-08-11T20:51:30.57,1,DP37,Promo,Metal,110,Level Up,"<strong>Poké-POWER — Time Skip</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may have your opponent flip 2 coins. If both of them are heads, your turn ends. If both of them are tails, after your opponent draws a card at the beginning of his or her next turn, his or her turn ends. This power can’t be used if Dialga is affected by a Special Condition.
<br><br>
<em>Put this card onto your Active Dialga. Dialga LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[2MM] Metal Flash (80) 
<br>During your next turn, Dialga can't use Metal Flash.",Rx2,2,14.31,34.98,96.95,43.62,35.55,Holofoil,,P-20
84946,Drifblim - DP34,Drifblim DP34,https://tcgplayer-cdn.tcgplayer.com/product/84946_200w.jpg,3,1421,https://cpt.tcgcsv.com/X-H,2022-08-11T20:53:48.547,1,DP34,Promo,Psychic,80,Stage 1,,"[1] Wind Wave 
<br>Search your discard pile for up to 5 in any combination of Pokémon and Supporter cards. Show them to your opponent and shuffle them into your deck.",D+20,,4.55,11.93,19.99,11.68,,Holofoil,"[PPP] Explosive Smoke (60) 
<br>Does 10 damage to each Benched Pokémon (both yours and your opponent's). <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",C-20
85039,Dusknoir - DP33,Dusknoir DP33,https://tcgplayer-cdn.tcgplayer.com/product/85039_200w.jpg,3,1421,https://cpt.tcgcsv.com/P0J,2026-01-23T16:22:17.763,1,DP33,Promo,Psychic,130,Stage 2,"<strong>Poké-POWER — Dark Hide</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent’s hand, choose a Pokémon you find there, and put it on the bottom of his or her deck. This power can’t be used if Dusknoir is affected by a Special Condition.","[1PP] Reaper Pulse (70) 
<br>Move up to 2 damage counters from Dusknoir to 1 of your opponent's Benched Pokémon.",D+30,2,2.5,3.9,9.99,3.9,,Holofoil,,C-20
85207,Empoleon LV.X - DP11,Empoleon LVX DP11,https://tcgplayer-cdn.tcgplayer.com/product/85207_200w.jpg,3,1421,https://cpt.tcgcsv.com/96J,2022-08-11T21:05:21.113,1,DP11,Promo,Water,140,Level Up,"<strong>Poké-POWER — Supreme Command</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may choose up to 2 cards from your opponent’s hand without looking and put them face down next to the Defending Pokémon. (These cards are not in play or in your opponent’s hand.) At the end of your opponent’s next turn, return those cards to your opponent’s hand. This power can’t be used if Empoleon is affected by a Special Condition.
<br><br>
<em>Put this card onto your Active Empoleon. Empoleon LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[WWW] Hydro Impact 
<br>Choose 1 of your opponent's Pokémon. This attack does 80 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Empoleon can't attack during your next turn.",L+30,2,42.99,56.18,149.99,56.57,,Holofoil,,
85630,Garchomp C LV.X - DP46,Garchomp C LVX DP46,https://tcgplayer-cdn.tcgplayer.com/product/85630_200w.jpg,3,1421,https://cpt.tcgcsv.com/DgJ,2025-11-20T15:51:57.09,1,DP46,Promo,Colorless,110,Level Up,"<strong>Poké-POWER — Healing Breath</strong>
<br>
Once during your turn <em>(before your attack)</em>, when you put Garchomp C LV.X from your hand onto your Active Garchomp C, you may remove all damage counters from each of your Pokémon SP.
<br><br>
<em>Put this card onto your Active Garchomp C. Garchomp C LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[3] Dragon Rush 
<br>Discard 2 Energy attached to Garchomp C. Choose 1 of your opponent's Pokémon. This attack does 80 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Garchomp C can't use Dragon Rush during your next turn.",Cx2,,65.38,79.0,83.41,49.09,,Holofoil,,
85743,Giratina LV.X - DP38,Giratina LVX DP38,https://tcgplayer-cdn.tcgplayer.com/product/85743_200w.jpg,3,1421,https://cpt.tcgcsv.com/TjJ,2022-08-11T21:13:52.063,1,DP38,Promo,Psychic,130,Level Up,"<strong>Poké-BODY — Invisible Tentacles</strong>
<br>
Whenever your opponent’s Pokémon tries to attack, your opponent discards 1 card from his or her hand. (If your opponent can’t discard 1 card, your opponent’s Pokémon can’t attack.) You can’t use more than 1 Invisible Tentacles Poké-Body each turn.
<br><br>
<em>Put this card onto your Active Giratina. Giratina LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[2PP] Darkness Lost 
<br>This attack does 30 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> If any of your opponent's Pokémon would be Knocked Out by damage from this attack, put that Pokémon and all cards attached to it in the Lost Zone instead of discarding it.",Dx2,3,47.89,110.49,180.97,97.3,,Holofoil,,C-20
85761,Glameow - DP23,Glameow DP23,https://tcgplayer-cdn.tcgplayer.com/product/85761_200w.jpg,3,1421,https://cpt.tcgcsv.com/fkJ,2025-11-20T15:52:59.61,1,DP23,Promo,Colorless,50,Basic,,"[1] Charm 
<br>During your opponent's next turn, any damage done to attacks from the Defending Pokémon is reduced by 20 <em>(before applying Weakness and Resistance).</em>",F+10,1,2.99,9.96,96.95,5.34,24.99,Holofoil,"[2] Pose (30) 
<br>Flip a coin. If tails, this attack does nothing.",
85773,Gliscor - DP36,Gliscor DP36,https://tcgplayer-cdn.tcgplayer.com/product/85773_200w.jpg,3,1421,https://cpt.tcgcsv.com/tkJ,2022-08-11T21:17:17.24,1,DP36,Promo,Fighting,90,Stage 1,"<strong>Poké-BODY — Bind Eye</strong>
<br>
As long as Gliscor is your Active Pokémon, your opponent can’t remove any Special Conditions by evolving or devolving his or her Pokémon. (This also includes putting a Pokémon Level-Up card onto that Pokémon.)","[1] Cutting Turn
<br>Flip a coin. If heads, put damage counters on the Defending Pokémon until it is 10HP away from being Knocked Out. If you do, shuffle Gliscor and all cards attached to it back into your deck.",W+20,,2.99,3.36,6.99,3.98,,Holofoil,"[F] Friction Heat (20) 
<br>The Defending Pokémon is now Burned.",F-20
86055,Heatran LV.X - DP31,Heatran LVX DP31,https://tcgplayer-cdn.tcgplayer.com/product/86055_200w.jpg,3,1421,https://cpt.tcgcsv.com/7rJ,2022-08-11T21:19:22.557,1,DP31,Promo,Fire,120,Level Up,"<strong>Poké-BODY — Heat Metal</strong>
<br>
Your opponent can’t remove the Special Condition Burned by evolving or devolving his or her Burned Pokémon. (This also includes putting a Pokémon Level-Up card onto the Burned Pokémon.) Whenever your opponent flips a coin for the Special Condition Burned between turns, treat it as tails.
<br>
<strong>Poké-POWER — Heat Wave</strong>
<br>
Once at the end of your turn, if Heatran is on your Bench, you may use this power. If you discarded basic Energy cards attached to your Fire or Metal Active Pokémon by using that Pokémon’s attack this turn, attach up to 2 of those Energy cards to that Pokémon.
<br><br>
<em>Put this card onto your Active Heatran. Heatran LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>",,Wx2,4,10.1,13.99,27.22,28.99,,Holofoil,,
86282,Infernape LV.X - DP10,Infernape LVX DP10,https://tcgplayer-cdn.tcgplayer.com/product/86282_200w.jpg,3,1421,https://cpt.tcgcsv.com/GwJ,2026-02-28T03:27:12.403,1,DP10,Promo,Fire,120,Level Up,"<strong>Poké-POWER — Burning Head</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may look at the top 3 cards of your deck, choose 1 of them, and put it into your hand. Discard the other 2 cards. This power can’t be used if Infernape is affected by a Special Condition.
<br><br>
<em>Put this card onto your Active Infernape. Infernape LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[RR] Flare Up (150) 
<br>Search your discard pile for 8 Fire Energy cards, show them to your opponent, and shuffle them into your deck. (This attack does nothing if you don't have 8 Fire Energy cards in your discard pile.)",W+30,,129.9,160.43,190.96,62.2,,Holofoil,,
86890,Lucario LV.X - DP12,Lucario LVX DP12,https://tcgplayer-cdn.tcgplayer.com/product/86890_200w.jpg,3,1421,https://cpt.tcgcsv.com/QMJ,2026-02-24T13:44:29.33,1,DP12,Promo,Fighting,110,Level Up,"<strong>Poké-POWER — Stance</strong>
<br>
Once during your turn <em>(before your attack)</em>, when you put Lucario LV.X from your hand onto your Active Lucario, you may use this power. Prevent all effects of an attack, including damage, done to Lucario during your opponent’s next turn. (If Lucario is no longer your Active Pokémon, this effect ends.)
<br><br>
<em>Put this card onto your Active Lucario. Lucario LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[1FF] Close Combat (80) 
<br>During your opponent's next turn, any damage done to Lucario by attacks is increased by 30 <em>(after applying Weakness and Resistance)</em>.",Px2,1,160.0,199.79,239.57,122.74,,Holofoil,,
87057,Magmortar - DP20,Magmortar DP20,https://tcgplayer-cdn.tcgplayer.com/product/87057_200w.jpg,3,1421,https://cpt.tcgcsv.com/9RJ,2022-08-11T21:30:53.99,1,DP20,Promo,Fire,100,Stage 1,,"[1R] Smoke Bomb (30) 
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",W+30,3,1.8,4.81,9.99,7.95,,Holofoil,"[1RR] Flame Drum (80) 
<br>If Magby isn't anywhere under Magmortar, discard 2 Energy cards from your hand. (If you can't discard 2 Energy cards from your hand, this attack does nothing.)",
87116,Magnezone - DP32,Magnezone DP32,https://tcgplayer-cdn.tcgplayer.com/product/87116_200w.jpg,3,1421,https://cpt.tcgcsv.com/lSJ,2022-08-11T21:32:29.05,1,DP32,Promo,Metal,130,Stage 2,,"[1M] Mirror Shot (40) 
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",R+30,2,0.8,2.09,9.99,2.51,,Holofoil,"[2LM] Magnet Slash (100)
<br>
Discard all Lightning Energy attached to Magnezone.",P-20
87117,Magnezone - DP44,Magnezone DP44,https://tcgplayer-cdn.tcgplayer.com/product/87117_200w.jpg,3,1421,https://cpt.tcgcsv.com/mSJ,2022-08-11T21:34:40.99,1,DP44,Promo,Lightning,130,Stage 2,,"[L] Charge Beam (30) 
<br>Search your discard pile for an Energy card and attach it to Magnezone.",F+30,2,2.25,3.0,9.99,4.44,,Holofoil,"[2LM] Metallic Bolt (60) 
<br>You may discard a Lightning Energy and a Metal Energy attached to Magnezone. If you do, this attack's base damage is 120 instead of 60.",M-20
87434,Mewtwo LV.X - DP28,Mewtwo LVX DP28,https://tcgplayer-cdn.tcgplayer.com/product/87434_200w.jpg,3,1421,https://cpt.tcgcsv.com/J-J,2024-10-01T13:27:02.827,1,DP28,Promo,Psychic,120,Level Up,"<strong>Poké-BODY — Psybarrier</strong>
<br>
Prevent all effects of attacks, including damage, done to Mewtwo by your opponent’s Pokémon that isn’t an Evolved Pokémon.
<br><br>
<em>Put this card onto your Active Mewtwo. Mewtwo LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[1PP] Giga Burn (120) 
<br>Discard all Energy attached to Mewtwo.",Px2,2,64.97,83.28,99.99,86.5,,Holofoil,,
87470,Mime Jr. - DP22,Mime Jr DP22,https://tcgplayer-cdn.tcgplayer.com/product/87470_200w.jpg,3,1421,https://cpt.tcgcsv.com/q_J,2022-08-11T21:39:13.08,1,DP22,Promo,Psychic,40,Basic,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Mr. Mime from your hand onto Mime Jr. (this counts as evolving Mime Jr.) and remove all damage counters from Mime Jr.","[P] Mime 
<br>Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.",P+10,1,5.66,8.69,19.99,9.87,,Holofoil,,
87901,Pachirisu - DP04,Pachirisu DP04,https://tcgplayer-cdn.tcgplayer.com/product/87901_200w.jpg,3,1421,https://cpt.tcgcsv.com/2bK,2022-08-11T21:42:31.1,1,DP04,Promo,Lightning,70,Basic,,"[1] Minor Errand-Running
<br>Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",F+20,1,13.0,21.84,25.0,15.29,,Holofoil,"[L] Thunder Jolt (20) 
<br>Flip a coin. If tails, Pachirisu does 10 damage to itself.",M-20
87909,Palkia - DP27,Palkia DP27,https://tcgplayer-cdn.tcgplayer.com/product/87909_200w.jpg,3,1421,https://cpt.tcgcsv.com/cbK,2026-02-24T13:45:55.407,1,DP27,Promo,Water,90,Basic,,"[W] Spacial Rend (10) 
<br>Search your deck for a Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. If there is any Stadium card in play, discard it.",L+20,2,1.99,5.3,9.99,7.82,,Holofoil,"[1WW] Transback (40) 
<br>You may flip a coin. If heads, discard all Energy attached to Palkia and put the Defending Pokémon and all cards attached to it on top of your opponent's deck. Your opponent shuffles his or her deck afterward.",
87920,Palkia LV.X - DP18,Palkia LVX DP18,https://tcgplayer-cdn.tcgplayer.com/product/87920_200w.jpg,3,1421,https://cpt.tcgcsv.com/qbK,2022-08-11T21:45:37.273,1,DP18,Promo,Water,120,Level Up,"<strong>Poké-POWER — Restructure</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may have your opponent switch 1 of your Active Pokémon with 1 of your Benched Pokémon. Then, you switch 1 of the Defending Pokémon with 1 of your opponent’s Benched Pokémon. This power can’t be used if Palkia is affected by a Special Condition.
<br><br>
<em>Put this card onto your Active Palkia. Palkia LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.</em>","[WWW] Hydro Reflect (60) 
<br>You may move all Energy cards attached to Palkia to your Benched Pokémon in any way you like. <em>(Ignore this effect if you don't have any Benched Pokémon.)</em>",Lx2,3,36.85,39.73,42.6,25.06,,Holofoil,,
88089,Pikachu - DP16,Pikachu DP16,https://tcgplayer-cdn.tcgplayer.com/product/88089_200w.jpg,3,1421,https://cpt.tcgcsv.com/PfK,2026-02-24T13:41:29.2,1,DP16,Promo,Lightning,60,Basic,"<strong>Poké-POWER — Electro Recycle</strong>
<br>
Once during your turn (before your attack), if Pichu is anywhere under Pikachu, you may search your discard pile for a {L} Energy card, show it to your opponent, and put it into your hand. This power can’t be used if Pikachu is affected by a Special Condition.","[1L] BikaBika (20+) 
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",F+10,1,159.36,899.99,9999.0,47.58,,Holofoil,,M-20
88147,Piplup - DP03,Piplup DP03,https://tcgplayer-cdn.tcgplayer.com/product/88147_200w.jpg,3,1421,https://cpt.tcgcsv.com/ZgK,2022-08-11T21:51:21.357,1,DP03,Promo,Water,60,Basic,,[0] Peck (10),L+10,1,26.95,29.95,40.0,17.3,,Holofoil,"[1W] Water Splash (20+) 
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",
88316,Porygon-Z - DP35,Porygon Z DP35,https://tcgplayer-cdn.tcgplayer.com/product/88316_200w.jpg,3,1421,https://cpt.tcgcsv.com/llK,2022-08-11T21:52:55.11,1,DP35,Promo,Colorless,120,Stage 2,"<Poké-POWER — Install</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, move a Technical Machine card attached to 1 of your Pokémon to another of your Pokémon. This power can’t be used if Porygon-Z is affected by a Special Condition.","[0] Learning 
<br>Search your deck for a Pokémon LV.X that levels up from 1 of your Pokémon and put it onto that Pokemon. (This counts as leveling up that Pokemon.) Shuffle your deck afterward.",F+30,2,2.0,4.3,9.99,6.02,,Holofoil,"[2] Overload (40+) 
<br>Does 40 damage plus 20 more damage for each Technical Machine card attached to Porygon-Z.",
88380,Probopass G - DP43,Probopass G DP43,https://tcgplayer-cdn.tcgplayer.com/product/88380_200w.jpg,3,1421,https://cpt.tcgcsv.com/DmK,2023-09-19T16:40:40.38,1,DP43,Promo,Fighting,90,Basic,,"[1M] Nose Unit 
<br>This attack does 20 damage to each of your opponent's Pokémon that has any Poke-Bodies. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Wx2,3,1.25,3.0,6.99,4.46,,Holofoil,"[3M] Loud Snort (70) 
<br>Probopass G's Retreat Cost is 0 until the end of your next turn.",
88512,Raichu - DP21,Raichu DP21,https://tcgplayer-cdn.tcgplayer.com/product/88512_200w.jpg,3,1421,https://cpt.tcgcsv.com/gqK,2022-08-11T22:00:38.61,1,DP21,Promo,Lightning,90,Stage 1,,"[0] Electromagnetic Induction 
<br>Search your deck for up to 2 Lightning Energy cards and attach them to 1 of your Pokémon. Shuffle your deck afterward.",F+20,1,9.99,18.47,49.99,18.67,,Holofoil,"[1L] Explosive Thunder (30x) 
<br>Discard all basic Lightning Energy cards attached to Raichu. This attack does 30 damage times the number of Lightning Energy cards you discarded.",M-20
