productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance
672403,Perfect Order Half Booster Boxes,Perfect Order Half Booster Boxes,https://tcgplayer-cdn.tcgplayer.com/product/672403_200w.jpg,3,24587,https://cpt.tcgcsv.com/5-n7,2026-01-13T20:54:56.69,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each half booster box contains 18 booster packs. <em>(Each pack contains 10 random cards)</em>",,,,,,,,,,,,,,,,
672404,Perfect Order Pokemon Center Elite Trainer Box,Perfect Order Pokemon Center Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/672404_200w.jpg,3,24587,https://cpt.tcgcsv.com/6-n7,2026-01-13T20:55:19.817,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! The Pokémon Center Elite Trainer Box includes:<br>
•11 Pokémon booster packs<br>
•Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",349.35,468.66,587.97,280.99,,Normal,,,,,,,,,,
672405,Perfect Order Pokemon Center Elite Trainer Box Case,Perfect Order Pokemon Center Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/672405_200w.jpg,3,24587,https://cpt.tcgcsv.com/7-n7,2026-02-10T20:48:46.017,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each sealed Pokemon Elite Trainer Box includes 4 elite trainer boxes. <br>
Individual Pokémon Elite Trainer Boxes include:<br>
• 11 Pokémon booster packs<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A collector's box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",,,,,,,,,,,,,,,,
672406,Perfect Order Premium Checklane Blister [Meganium Line],Perfect Order Premium Checklane Blister Meganium Line,https://tcgplayer-cdn.tcgplayer.com/product/672406_200w.jpg,3,24587,https://cpt.tcgcsv.com/8-n7,2026-03-17T17:24:38.997,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672407,Perfect Order Premium Checklane Blister [Cinderace Line],Perfect Order Premium Checklane Blister Cinderace Line,https://tcgplayer-cdn.tcgplayer.com/product/672407_200w.jpg,3,24587,https://cpt.tcgcsv.com/9-n7,2026-03-17T17:24:23.617,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672408,Perfect Order Premium Checklane Blister [Steelix Line],Perfect Order Premium Checklane Blister Steelix Line,https://tcgplayer-cdn.tcgplayer.com/product/672408_200w.jpg,3,24587,https://cpt.tcgcsv.com/b-n7,2026-01-13T20:58:52.603,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672409,Perfect Order Premium Checklane Blister [Clawitzer Line],Perfect Order Premium Checklane Blister Clawitzer Line,https://tcgplayer-cdn.tcgplayer.com/product/672409_200w.jpg,3,24587,https://cpt.tcgcsv.com/c-n7,2026-03-17T17:24:31.777,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672410,Perfect Order Single Pack Blister [Makuhita],Perfect Order Single Pack Blister Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/672410_200w.jpg,3,24587,https://cpt.tcgcsv.com/d-n7,2026-03-17T17:28:48.637,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each blister comes with 1 booster pack, 1 coin, and a promotional card.",15.95,15.97,17.53,17.54,,Normal,,,,,,,,,,
672411,Perfect Order Sleeved Booster Case,Perfect Order Sleeved Booster Case,https://tcgplayer-cdn.tcgplayer.com/product/672411_200w.jpg,3,24587,https://cpt.tcgcsv.com/f-n7,2026-02-10T20:29:24.297,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each Sleeved Booster Pack Case contains 144 booster packs.",1199.86,1199.88,1199.98,899.95,,Normal,,,,,,,,,,
672412,Perfect Order Sleeved Booster Pack,Perfect Order Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/672412_200w.jpg,3,24587,https://cpt.tcgcsv.com/g-n7,2026-01-13T21:00:35.227,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Packs contain 10 random cards; individual pack has a cardboard guard.",10.44,10.46,14.99,10.45,,Normal,,,,,,,,,,
672413,Perfect Order Sleeved Booster Pack Art Bundle [Set of 4],Perfect Order Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/672413_200w.jpg,3,24587,https://cpt.tcgcsv.com/h-n7,2026-02-03T18:45:23.247,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Collect 4 bundled packs.<br>
Each Sleeved Booster Pack contains 10 random cards.",49.99,77.0,77.91,77.75,,Normal,,,,,,,,,,
672414,Code Card - Perfect Order Booster Box,Code Card Perfect Order Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/672414_200w.jpg,3,24587,https://cpt.tcgcsv.com/j-n7,2026-01-14T20:19:17.36,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672415,Code Card - Perfect Order Booster Bundle,Code Card Perfect Order Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/672415_200w.jpg,3,24587,https://cpt.tcgcsv.com/k-n7,2026-01-14T20:19:43.933,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672416,Code Card - Perfect Order Booster Pack,Code Card Perfect Order Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/672416_200w.jpg,3,24587,https://cpt.tcgcsv.com/l-n7,2026-01-14T20:20:20.97,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672417,Code Card - Perfect Order Build & Battle Box,Code Card Perfect Order Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/672417_200w.jpg,3,24587,https://cpt.tcgcsv.com/m-n7,2026-01-14T20:20:39.683,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672418,Code Card - Perfect Order Elite Trainer Box,Code Card Perfect Order Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/672418_200w.jpg,3,24587,https://cpt.tcgcsv.com/n-n7,2026-01-14T20:20:54.043,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672419,Code Card - Perfect Order Half Booster Boxes,Code Card Perfect Order Half Booster Boxes,https://tcgplayer-cdn.tcgplayer.com/product/672419_200w.jpg,3,24587,https://cpt.tcgcsv.com/p-n7,2026-01-14T20:21:08.317,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672420,Code Card - Perfect Order Pokemon Center Elite Trainer Box,Code Card Perfect Order Pokemon Center Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/672420_200w.jpg,3,24587,https://cpt.tcgcsv.com/q-n7,2026-01-14T20:23:43.313,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
672421,Code Card - Perfect Order Sleeved Booster Pack,Code Card Perfect Order Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/672421_200w.jpg,3,24587,https://cpt.tcgcsv.com/r-n7,2026-01-14T20:24:42.15,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,,,Code Card,,,,,,,,,
684320,Potion,Potion,https://tcgplayer-cdn.tcgplayer.com/product/684320_200w.jpg,3,24587,https://cpt.tcgcsv.com/qLt7,2026-03-17T16:34:47.86,0,Heal 30 damage from 1 of your Pokémon.,,,,,,,Common,083/088,Trainer - Item,,,,,,,
684321,Poke Ball,Poke Ball,https://tcgplayer-cdn.tcgplayer.com/product/684321_200w.jpg,3,24587,https://cpt.tcgcsv.com/rLt7,2026-03-17T16:34:47.953,0,"Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.",,,,,,,Common,080/088,Trainer - Item,,,,,,,
684322,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/684322_200w.jpg,3,24587,https://cpt.tcgcsv.com/sLt7,2026-03-17T16:34:48,0,"Search your deck for a Basic Energy card, reveal it, and put it into your hand. Then, shuffle your deck.",,,,,,,Common,072/088,Trainer - Item,,,,,,,
684323,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/684323_200w.jpg,3,24587,https://cpt.tcgcsv.com/tLt7,2026-03-17T16:34:48.033,0,Each player shuffles their hand into their deck and draws 4 cards.,,,,,,,Uncommon,076/088,Trainer - Supporter,,,,,,,
684324,Pokemon Catcher,Pokemon Catcher,https://tcgplayer-cdn.tcgplayer.com/product/684324_200w.jpg,3,24587,https://cpt.tcgcsv.com/vLt7,2026-03-17T16:34:48.08,0,"Flip a coin. If heads, switch in 1 of your opponent's Benched Pokémon to the Active Spot.",,,,,,,Common,082/088,Trainer - Item,,,,,,,
684325,Crushing Hammer,Crushing Hammer,https://tcgplayer-cdn.tcgplayer.com/product/684325_200w.jpg,3,24587,https://cpt.tcgcsv.com/wLt7,2026-03-17T16:34:48.143,0,"Flip a coin. If heads, discard an Energy from 1 of your opponent's Pokémon.",,,,,,,Common,071/088,Trainer - Item,,,,,,,
684326,Sacred Ash,Sacred Ash,https://tcgplayer-cdn.tcgplayer.com/product/684326_200w.jpg,3,24587,https://cpt.tcgcsv.com/xLt7,2026-03-17T16:34:48.287,0,Shuffle up to 5 Pokémon from your discard pile into your deck.,,,,,,,Ultra Rare,115/088,Trainer - Item,,,,,,,
684327,Energy Recycler,Energy Recycler,https://tcgplayer-cdn.tcgplayer.com/product/684327_200w.jpg,3,24587,https://cpt.tcgcsv.com/zLt7,2026-03-17T16:34:48.33,0,Shuffle up to 5 Basic Energy cards from your discard pile into your deck.,,,,,,,Ultra Rare,108/088,Trainer - Item,,,,,,,
684328,Forest of Vitality,Forest of Vitality,https://tcgplayer-cdn.tcgplayer.com/product/684328_200w.jpg,3,24587,https://cpt.tcgcsv.com/BLt7,2026-03-17T16:34:48.393,0,"Each player's Grass Pokémon can evolve into Grass Pokémon during the turn they play those Pokémon, except during their first turn.",,,,,,,Ultra Rare,109/088,Trainer - Stadium,,,,,,,
684329,Lapras ex,Lapras ex,https://tcgplayer-cdn.tcgplayer.com/product/684329_200w.jpg,3,24587,https://cpt.tcgcsv.com/CLt7,2026-03-17T16:34:48.433,0,,,,,,,,Double Rare,022/088,Water,210,Basic,[W] Hydro Turn (30x)<br> This attack does 30 damage for each Water Energy attached to this Pokémon. Switch this Pokémon with 1 of your Benched Pokémon.,[WWW] Surf (140),Lx2,2,
684330,Hole-Digging Shovel,Hole Digging Shovel,https://tcgplayer-cdn.tcgplayer.com/product/684330_200w.jpg,3,24587,https://cpt.tcgcsv.com/DLt7,2026-03-17T16:34:48.483,0,Discard the top 2 cards of your deck.,,,,,,,Common,074/088,Trainer - Item,,,,,,,
684331,Wondrous Patch,Wondrous Patch,https://tcgplayer-cdn.tcgplayer.com/product/684331_200w.jpg,3,24587,https://cpt.tcgcsv.com/FLt7,2026-03-17T16:34:48.547,0,Attach a Basic Psychic Energy card from your discard pile to 1 of your Benched Psychic Pokémon.,,,,,,,Ultra Rare,117/088,Trainer - Item,,,,,,,
684332,Poke Pad - 081/088,Poke Pad 081 088,https://tcgplayer-cdn.tcgplayer.com/product/684332_200w.jpg,3,24587,https://cpt.tcgcsv.com/GLt7,2026-03-17T16:34:48.577,0,"Search your deck for a Pokémon that doesn't have a Rule Box, reveal it, and put it into your hand. Then, shuffle your deck. <em>(Pokémon ex, Pokémon V, etc. have Rule Boxes.)</em>",10.0,10.0,10.0,,,Normal,Uncommon,081/088,Trainer - Item,,,,,,,
