productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3,extUPC
130688,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/130688_200w.jpg,3,1919,https://cpt.tcgcsv.com/Nh32,2025-02-05T21:23:53.673,1,,0.15,0.42,2.63,0.42,,Reverse Holofoil,3/145,Rare,Grass,140,Stage 2,"[G] Pollen Hazard (20)
<br>Your opponent's Active Pokemon is now Burned, Confused, and Poisoned.",Rx2,None,2,"[2G] Stick and Absorb (80)
<br>Heal 20 damage from this Pokemon. The Defending Pokemon can't retreat during your opponent's next turn.",,
130689,Petilil,Petilil,https://tcgplayer-cdn.tcgplayer.com/product/130689_200w.jpg,3,1919,https://cpt.tcgcsv.com/Ph32,2025-02-05T21:23:53.703,1,,0.01,0.15,4.0,0.15,,Normal,4/145,Common,Grass,50,Basic,"[1] Blot (10)
<br>Heal 10 damage from this Pokemon.",Rx2,None,1,,,
130689,Petilil,Petilil,https://tcgplayer-cdn.tcgplayer.com/product/130689_200w.jpg,3,1919,https://cpt.tcgcsv.com/Ph32,2025-02-05T21:23:53.703,1,,0.12,0.3,15.0,0.24,,Reverse Holofoil,4/145,Common,Grass,50,Basic,"[1] Blot (10)
<br>Heal 10 damage from this Pokemon.",Rx2,None,1,,,
130690,Lilligant,Lilligant,https://tcgplayer-cdn.tcgplayer.com/product/130690_200w.jpg,3,1919,https://cpt.tcgcsv.com/Qh32,2025-02-05T21:23:53.767,1,,0.08,0.32,2.29,0.32,,Normal,5/145,Rare,Grass,90,Stage 1,"[1] Petal Blizzard
<br>This attack does 10 damage to each of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,None,1,"[1G] Petal Dance (40x)
<br>Flip 3 coins. This attack does 40 damage for each heads. This Pokemon is now Confused.",,
130690,Lilligant,Lilligant,https://tcgplayer-cdn.tcgplayer.com/product/130690_200w.jpg,3,1919,https://cpt.tcgcsv.com/Qh32,2025-02-05T21:23:53.767,1,,0.1,0.38,2.5,0.34,,Reverse Holofoil,5/145,Rare,Grass,90,Stage 1,"[1] Petal Blizzard
<br>This attack does 10 damage to each of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,None,1,"[1G] Petal Dance (40x)
<br>Flip 3 coins. This attack does 40 damage for each heads. This Pokemon is now Confused.",,
130691,Phantump,Phantump,https://tcgplayer-cdn.tcgplayer.com/product/130691_200w.jpg,3,1919,https://cpt.tcgcsv.com/Rh32,2022-12-04T00:34:47.267,1,,0.03,0.2,4.0,0.19,,Normal,6/145,Common,Grass,60,Basic,[G] Tackle (10),Rx2,None,2,"[2] Confuse Ray
<br>Your opponent's Active Pokemon is now Confused.",,
130691,Phantump,Phantump,https://tcgplayer-cdn.tcgplayer.com/product/130691_200w.jpg,3,1919,https://cpt.tcgcsv.com/Rh32,2022-12-04T00:34:47.267,1,,0.19,0.4,1.99,0.66,1.99,Reverse Holofoil,6/145,Common,Grass,60,Basic,[G] Tackle (10),Rx2,None,2,"[2] Confuse Ray
<br>Your opponent's Active Pokemon is now Confused.",,
130692,Trevenant,Trevenant,https://tcgplayer-cdn.tcgplayer.com/product/130692_200w.jpg,3,1919,https://cpt.tcgcsv.com/Sh32,2024-07-02T04:39:57.727,1,,0.1,0.25,19.5,0.22,0.15,Normal,7/145,Rare,Grass,120,Stage 1,"[2] Poltergeist (30x)
<br>Your opponent reveals their hand. This attack does 30 damage for each Trainer card you find there.",Rx2,None,2,"[1GG] Horn Leech (90)
<br>Heal 30 damage from this Pokemon.",,
130692,Trevenant,Trevenant,https://tcgplayer-cdn.tcgplayer.com/product/130692_200w.jpg,3,1919,https://cpt.tcgcsv.com/Sh32,2024-07-02T04:39:57.727,1,,0.15,0.36,2.45,0.36,,Reverse Holofoil,7/145,Rare,Grass,120,Stage 1,"[2] Poltergeist (30x)
<br>Your opponent reveals their hand. This attack does 30 damage for each Trainer card you find there.",Rx2,None,2,"[1GG] Horn Leech (90)
<br>Heal 30 damage from this Pokemon.",,
130693,Wimpod,Wimpod,https://tcgplayer-cdn.tcgplayer.com/product/130693_200w.jpg,3,1919,https://cpt.tcgcsv.com/Th32,2022-12-04T00:34:25.803,1,,0.01,0.15,4.0,0.14,0.1,Normal,8/145,Common,Grass,70,Basic,"[1] Scamper Away
<br>Shuffle this Pokemon and all cards attached to it into your deck.",Rx2,None,2,[G] Ram (10),,
130693,Wimpod,Wimpod,https://tcgplayer-cdn.tcgplayer.com/product/130693_200w.jpg,3,1919,https://cpt.tcgcsv.com/Th32,2022-12-04T00:34:25.803,1,,0.06,0.28,2.28,0.21,0.25,Reverse Holofoil,8/145,Common,Grass,70,Basic,"[1] Scamper Away
<br>Shuffle this Pokemon and all cards attached to it into your deck.",Rx2,None,2,[G] Ram (10),,
130694,Golisopod,Golisopod,https://tcgplayer-cdn.tcgplayer.com/product/130694_200w.jpg,3,1919,https://cpt.tcgcsv.com/Vh32,2026-02-16T15:44:27.92,1,"<b>Ability — Armor</b>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",0.14,0.41,2.47,0.4,,Holofoil,9/145,Holo Rare,Grass,130,Stage 1,"[2G] Resolute Claws (80+)
<br>If your opponent's Active Pokemon is a Pokemon GX or a Pokemon EX, this attack does 70 more damage <i>(before applying Weakness and Resistance)</i>.",Rx2,None,2,,,
130694,Golisopod,Golisopod,https://tcgplayer-cdn.tcgplayer.com/product/130694_200w.jpg,3,1919,https://cpt.tcgcsv.com/Vh32,2026-02-16T15:44:27.92,1,"<b>Ability — Armor</b>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",0.15,0.45,5.0,0.42,0.41,Reverse Holofoil,9/145,Holo Rare,Grass,130,Stage 1,"[2G] Resolute Claws (80+)
<br>If your opponent's Active Pokemon is a Pokemon GX or a Pokemon EX, this attack does 70 more damage <i>(before applying Weakness and Resistance)</i>.",Rx2,None,2,,,
130756,Victini,Victini,https://tcgplayer-cdn.tcgplayer.com/product/130756_200w.jpg,3,1919,https://cpt.tcgcsv.com/8k32,2025-11-21T04:18:16.237,1,"<b>Ability — Victory Star</b>
<br>Once during your turn, after you flip any coins for an attack, you may ignore all results of those coin flips and begin flipping those coins again. You can't use more than 1 Victory Star Ability each turn.",0.4,0.73,2.99,0.64,,Holofoil,10/145,Holo Rare,Fire,70,Basic,[1R] V-Flame (50),Wx2,None,1,,,
130756,Victini,Victini,https://tcgplayer-cdn.tcgplayer.com/product/130756_200w.jpg,3,1919,https://cpt.tcgcsv.com/8k32,2025-11-21T04:18:16.237,1,"<b>Ability — Victory Star</b>
<br>Once during your turn, after you flip any coins for an attack, you may ignore all results of those coin flips and begin flipping those coins again. You can't use more than 1 Victory Star Ability each turn.",0.4,0.81,2.99,0.81,,Reverse Holofoil,10/145,Holo Rare,Fire,70,Basic,[1R] V-Flame (50),Wx2,None,1,,,
130757,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/130757_200w.jpg,3,1919,https://cpt.tcgcsv.com/9k32,2026-02-10T13:49:05.077,1,,0.01,0.16,5.01,0.15,,Normal,11/145,Common,Fire,50,Basic,"[R] Flickering Flame (10)
<br>Your opponent's Active Pokemon is now Asleep.",Wx2,None,1,,,
130757,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/130757_200w.jpg,3,1919,https://cpt.tcgcsv.com/9k32,2026-02-10T13:49:05.077,1,,0.08,0.33,2.39,0.3,0.3,Reverse Holofoil,11/145,Common,Fire,50,Basic,"[R] Flickering Flame (10)
<br>Your opponent's Active Pokemon is now Asleep.",Wx2,None,1,,,
130758,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/130758_200w.jpg,3,1919,https://cpt.tcgcsv.com/bk32,2022-12-04T00:33:08.087,1,,0.04,0.2,4.0,0.15,,Normal,12/145,Uncommon,Fire,80,Stage 1,[R] Will-O-Wisp (30),Wx2,None,1,,,
130758,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/130758_200w.jpg,3,1919,https://cpt.tcgcsv.com/bk32,2022-12-04T00:33:08.087,1,,0.1,0.28,2.0,0.27,,Reverse Holofoil,12/145,Uncommon,Fire,80,Stage 1,[R] Will-O-Wisp (30),Wx2,None,1,,,
130759,Chandelure,Chandelure,https://tcgplayer-cdn.tcgplayer.com/product/130759_200w.jpg,3,1919,https://cpt.tcgcsv.com/ck32,2024-07-20T10:08:40.993,1,"<b>Ability — Shady Move</b>
<br>Once during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 Pokemon to another Pokemon.",0.12,0.52,3.25,0.52,0.39,Holofoil,13/145,Holo Rare,Fire,140,Stage 2,"[R] Super Singe (50)
<br>Your opponent's Active Pokemon is now Burned.",Wx2,None,1,,,
130759,Chandelure,Chandelure,https://tcgplayer-cdn.tcgplayer.com/product/130759_200w.jpg,3,1919,https://cpt.tcgcsv.com/ck32,2024-07-20T10:08:40.993,1,"<b>Ability — Shady Move</b>
<br>Once during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 Pokemon to another Pokemon.",0.19,0.47,2.47,0.45,0.47,Reverse Holofoil,13/145,Holo Rare,Fire,140,Stage 2,"[R] Super Singe (50)
<br>Your opponent's Active Pokemon is now Burned.",Wx2,None,1,,,
130760,Oricorio (14),Oricorio 14,https://tcgplayer-cdn.tcgplayer.com/product/130760_200w.jpg,3,1919,https://cpt.tcgcsv.com/dk32,2026-02-10T13:49:32.727,1,,0.15,0.27,35.0,0.27,0.25,Normal,14/145,Rare,Fire,90,Basic,"[R] Passionate Dance
<br>Search your deck for up to 3 Basic Fire Pokemon and put them onto your Bench. Then, shuffle your deck.",Wx2,None,1,"[RR] Kindle (30)
<br>Discard an Energy from this Pokemon. If you do, discard an Energy from your opponent's Active Pokemon.",,
130760,Oricorio (14),Oricorio 14,https://tcgplayer-cdn.tcgplayer.com/product/130760_200w.jpg,3,1919,https://cpt.tcgcsv.com/dk32,2026-02-10T13:49:32.727,1,,0.1,0.39,5.0,0.38,,Reverse Holofoil,14/145,Rare,Fire,90,Basic,"[R] Passionate Dance
<br>Search your deck for up to 3 Basic Fire Pokemon and put them onto your Bench. Then, shuffle your deck.",Wx2,None,1,"[RR] Kindle (30)
<br>Discard an Energy from this Pokemon. If you do, discard an Energy from your opponent's Active Pokemon.",,
130761,Salandit,Salandit,https://tcgplayer-cdn.tcgplayer.com/product/130761_200w.jpg,3,1919,https://cpt.tcgcsv.com/fk32,2022-12-04T00:32:24.873,1,,0.02,0.15,4.74,0.1,,Normal,15/145,Common,Fire,70,Basic,[R] Scratch (10),Wx2,None,1,"[2] Venoshock (20+)
<br>If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",,
130761,Salandit,Salandit,https://tcgplayer-cdn.tcgplayer.com/product/130761_200w.jpg,3,1919,https://cpt.tcgcsv.com/fk32,2022-12-04T00:32:24.873,1,,0.06,0.33,2.0,0.32,,Reverse Holofoil,15/145,Common,Fire,70,Basic,[R] Scratch (10),Wx2,None,1,"[2] Venoshock (20+)
<br>If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",,
130762,Salazzle,Salazzle,https://tcgplayer-cdn.tcgplayer.com/product/130762_200w.jpg,3,1919,https://cpt.tcgcsv.com/gk32,2022-12-04T00:32:15.227,1,"<b>Ability — Hot Poison</b>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may leave your opponent's Active Pokemon Burned and Poisoned.",0.08,0.25,1.95,0.21,,Normal,16/145,Rare,Fire,110,Basic,"[2R] Flamethrower (90)
<br>Discard an Energy from this Pokemon.",Wx2,None,1,,,
130762,Salazzle,Salazzle,https://tcgplayer-cdn.tcgplayer.com/product/130762_200w.jpg,3,1919,https://cpt.tcgcsv.com/gk32,2022-12-04T00:32:15.227,1,"<b>Ability — Hot Poison</b>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may leave your opponent's Active Pokemon Burned and Poisoned.",0.18,0.4,2.39,0.42,,Reverse Holofoil,16/145,Rare,Fire,110,Basic,"[2R] Flamethrower (90)
<br>Discard an Energy from this Pokemon.",Wx2,None,1,,,
130763,Turtonator,Turtonator,https://tcgplayer-cdn.tcgplayer.com/product/130763_200w.jpg,3,1919,https://cpt.tcgcsv.com/hk32,2025-02-05T21:23:53.86,1,,0.06,0.25,1.49,0.19,,Normal,17/145,Rare,Fire,110,Basic,"[2] Body Slam (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Wx2,None,3,[1RR] Heat Blast (90),,
130763,Turtonator,Turtonator,https://tcgplayer-cdn.tcgplayer.com/product/130763_200w.jpg,3,1919,https://cpt.tcgcsv.com/hk32,2025-02-05T21:23:53.86,1,,0.1,0.3,2.31,0.3,0.18,Reverse Holofoil,17/145,Rare,Fire,110,Basic,"[2] Body Slam (30)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Wx2,None,3,[1RR] Heat Blast (90),,
130764,Turtonator GX,Turtonator GX,https://tcgplayer-cdn.tcgplayer.com/product/130764_200w.jpg,3,1919,https://cpt.tcgcsv.com/jk32,2026-02-16T15:48:31.427,1,,1.29,2.0,11.08,1.89,2.13,Holofoil,18/145,Ultra Rare,Fire,190,Basic,"[2] Shell Trap (20)
<br>During your opponent's next turn, if this Pokemon is damaged by an attack <i>(even if this Pokemon is Knocked Out)</i>, put 8 damage counters on the Attacking Pokemon.",Wx2,None,3,"[1RR] Bright Flame (160)
<br>Discard 2 Fire Energy from this Pokemon.","<b><font color=""teal"">[R] Nitro Tank GX</b>
<br>Attach 5 Fire Energy cards from your discard pile to your Pokemon in any way you like. <i>(You can't use more than 1 GX attack in a game.)</i></font>",
130765,Turtonator GX (Full Art),Turtonator GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/130765_200w.jpg,3,1919,https://cpt.tcgcsv.com/kk32,2024-06-08T08:07:38.193,1,,2.7,4.03,10.0,4.05,4.66,Holofoil,131/145,Ultra Rare,Fire,190,Basic,"[2] Shell Trap (20)
<br>During your opponent's next turn, if this Pokemon is damaged by an attack <i>(even if this Pokemon is Knocked Out)</i>, put 8 damage counters on the Attacking Pokemon.",Wx2,None,3,"[1RR] Bright Flame (160)
<br>Discard 2 Fire Energy from this Pokemon.","<b><font color=""teal"">[R] Nitro Tank GX</b>
<br>Attach 5 Fire Energy cards from your discard pile to your Pokemon in any way you like. <i>(You can't use more than 1 GX attack in a game.)</i></font>",
130766,Turtonator GX (Secret),Turtonator GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/130766_200w.jpg,3,1919,https://cpt.tcgcsv.com/lk32,2022-12-04T01:02:09.347,1,,7.33,9.13,29.97,8.3,12.0,Holofoil,148/145,Secret Rare,Fire,190,Basic,"[2] Shell Trap (20)
<br>During your opponent's next turn, if this Pokemon is damaged by an attack <i>(even if this Pokemon is Knocked Out)</i>, put 8 damage counters on the Attacking Pokemon.",Wx2,None,3,"[1RR] Bright Flame (160)
<br>Discard 2 Fire Energy from this Pokemon.","<b><font color=""teal"">[R] Nitro Tank GX</b>
<br>Attach 5 Fire Energy cards from your discard pile to your Pokemon in any way you like. <i>(You can't use more than 1 GX attack in a game.)</i></font>",
130767,Alolan Sandshrew,Alolan Sandshrew,https://tcgplayer-cdn.tcgplayer.com/product/130767_200w.jpg,3,1919,https://cpt.tcgcsv.com/mk32,2025-02-05T21:23:53.91,1,,0.01,0.2,4.0,0.21,,Normal,19/145,Common,Water,60,Basic,"[0] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn.",Mx2,None,1,[2W] Ice Ball (30),,
130767,Alolan Sandshrew,Alolan Sandshrew,https://tcgplayer-cdn.tcgplayer.com/product/130767_200w.jpg,3,1919,https://cpt.tcgcsv.com/mk32,2025-02-05T21:23:53.91,1,,0.19,0.67,4.95,0.69,,Reverse Holofoil,19/145,Common,Water,60,Basic,"[0] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn.",Mx2,None,1,[2W] Ice Ball (30),,
130918,Alolan Sandslash,Alolan Sandslash,https://tcgplayer-cdn.tcgplayer.com/product/130918_200w.jpg,3,1919,https://cpt.tcgcsv.com/nn32,2026-02-27T00:02:24.2,1,"<b>Ability — Slush Rush</b>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.",0.06,0.35,2.39,0.4,0.23,Normal,20/145,Rare,Water,110,Stage 1,"[2W] Smash Turn (50)
<br>Switch this Pokemon with 1 of your Benched Pokemon.",Mx2,None,2,,,
130918,Alolan Sandslash,Alolan Sandslash,https://tcgplayer-cdn.tcgplayer.com/product/130918_200w.jpg,3,1919,https://cpt.tcgcsv.com/nn32,2026-02-27T00:02:24.2,1,"<b>Ability — Slush Rush</b>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.",0.25,0.75,4.95,0.84,,Reverse Holofoil,20/145,Rare,Water,110,Stage 1,"[2W] Smash Turn (50)
<br>Switch this Pokemon with 1 of your Benched Pokemon.",Mx2,None,2,,,
130919,Alolan Vulpix,Alolan Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/130919_200w.jpg,3,1919,https://cpt.tcgcsv.com/pn32,2026-02-17T14:02:52.453,1,,0.03,0.46,19.5,0.46,0.54,Normal,21/145,Common,Water,60,Basic,"[0] Beacon 
<br>Search your deck for up to 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Mx2,None,1,,,
130919,Alolan Vulpix,Alolan Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/130919_200w.jpg,3,1919,https://cpt.tcgcsv.com/pn32,2026-02-17T14:02:52.453,1,,0.49,1.25,3.99,1.59,1.76,Reverse Holofoil,21/145,Common,Water,60,Basic,"[0] Beacon 
<br>Search your deck for up to 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Mx2,None,1,,,
130920,Alolan Ninetales GX,Alolan Ninetales GX,https://tcgplayer-cdn.tcgplayer.com/product/130920_200w.jpg,3,1919,https://cpt.tcgcsv.com/qn32,2026-02-02T19:02:58.787,1,,2.82,5.09,96.95,4.87,5.12,Holofoil,22/145,Ultra Rare,Water,210,Stage 1,"[2] Ice Blade 
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Mx2,None,1,"[1WW] Blizzard Edge (160)
<br>Discard 2 Energy from this Pokemon.","<b><font color=""teal"">[2] Ice Path GX</b>
<br>Move all damage counters from this Pokemon to your opponent's Active Pokemon.<i>(You can't use more than 1 GX attack in a game.)</i></font>",
130921,Alolan Ninetales GX (Full Art),Alolan Ninetales GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/130921_200w.jpg,3,1919,https://cpt.tcgcsv.com/rn32,2026-02-02T19:03:04.013,1,,14.0,20.46,29.77,19.6,,Holofoil,132/145,Ultra Rare,Water,210,Stage 1,"[2] Ice Blade 
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Mx2,None,1,"[1WW] Blizzard Edge (160)
<br>Discard 2 Energy from this Pokemon.","<b><font color=""teal"">[2] Ice Path GX</b>
<br>Move all damage counters from this Pokemon to your opponent's Active Pokemon.<i>(You can't use more than 1 GX attack in a game.)</i></font>",
130922,Alolan Ninetales GX (Secret),Alolan Ninetales GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/130922_200w.jpg,3,1919,https://cpt.tcgcsv.com/sn32,2026-01-21T19:26:56.3,1,,60.0,91.51,108.85,67.18,106.72,Holofoil,150/145,Secret Rare,Water,210,Stage 1,"[2] Ice Blade 
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Mx2,None,1,"[1WW] Blizzard Edge (160)
<br>Discard 2 Energy from this Pokemon.","<b><font color=""teal"">[2] Ice Path GX</b>
<br>Move all damage counters from this Pokemon to your opponent's Active Pokemon.<i>(You can't use more than 1 GX attack in a game.)</i></font>",
130923,Tentacool,Tentacool,https://tcgplayer-cdn.tcgplayer.com/product/130923_200w.jpg,3,1919,https://cpt.tcgcsv.com/tn32,2022-12-04T00:30:47.763,1,,0.01,0.17,4.0,0.15,,Normal,23/145,Common,Water,60,Basic,"[1] Sludge Shock (10)
<br>The Defending Pokemon can't be healed during your opponent's next turn.",Gx2,None,1,,,
130923,Tentacool,Tentacool,https://tcgplayer-cdn.tcgplayer.com/product/130923_200w.jpg,3,1919,https://cpt.tcgcsv.com/tn32,2022-12-04T00:30:47.763,1,,0.06,0.37,2.29,0.25,,Reverse Holofoil,23/145,Common,Water,60,Basic,"[1] Sludge Shock (10)
<br>The Defending Pokemon can't be healed during your opponent's next turn.",Gx2,None,1,,,
