productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance,extAttack3
84022,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/84022_200w.jpg,3,1399,https://cpt.tcgcsv.com/sDH,2025-11-11T05:44:07.893,1,45/95,Common,Water,60,Basic,"[W] Muddy Water (10) 
<br>Does 10 damage to 1 of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,Lx2,1,1.0,2.49,19.99,1.78,,Reverse Holofoil,,None,
84104,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84104_200w.jpg,3,1399,https://cpt.tcgcsv.com/6GH,2023-12-11T21:27:27.88,1,46/95,Common,Grass,80,Basic,"[1] Drawup Power - Search your deck for an Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",[G] Spit Up (20),Rx2,1,0.15,0.32,2.26,0.32,,Normal,,W-20,
84104,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/84104_200w.jpg,3,1399,https://cpt.tcgcsv.com/6GH,2023-12-11T21:27:27.88,1,46/95,Common,Grass,80,Basic,"[1] Drawup Power - Search your deck for an Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",[G] Spit Up (20),Rx2,1,0.42,0.89,9.99,0.91,,Reverse Holofoil,,W-20,
84246,Cheerleader's Cheer,Cheerleaders Cheer,https://tcgplayer-cdn.tcgplayer.com/product/84246_200w.jpg,3,1399,https://cpt.tcgcsv.com/XJH,2023-12-11T21:30:08.38,1,71/95,Uncommon,Supporter,0,Supporter,Draw 3 cards.  Your opponent may draw a card.,,,,0.1,0.31,1.51,0.31,,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
84246,Cheerleader's Cheer,Cheerleaders Cheer,https://tcgplayer-cdn.tcgplayer.com/product/84246_200w.jpg,3,1399,https://cpt.tcgcsv.com/XJH,2023-12-11T21:30:08.38,1,71/95,Uncommon,Supporter,0,Supporter,Draw 3 cards.  Your opponent may draw a card.,,,,0.24,1.0,2.25,1.48,0.24,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
84257,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84257_200w.jpg,3,1399,https://cpt.tcgcsv.com/9KH,2025-10-10T23:16:34.497,1,28/95,Uncommon,Grass,80,Stage 1,[G] Seed Bomb (30),,Rx2,1,0.15,0.5,1.7,0.56,,Normal,"Sunny Heal - Once during your turn (before your attack), you may remove 1 damage counter from your Active Pokemon.  This power can't be used if Cherrim is affected by a Special Condition.  (Poke-POWER)",W-20,
84257,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84257_200w.jpg,3,1399,https://cpt.tcgcsv.com/9KH,2025-10-10T23:16:34.497,1,28/95,Uncommon,Grass,80,Stage 1,[G] Seed Bomb (30),,Rx2,1,0.58,1.37,9.99,1.41,,Reverse Holofoil,"Sunny Heal - Once during your turn (before your attack), you may remove 1 damage counter from your Active Pokemon.  This power can't be used if Cherrim is affected by a Special Condition.  (Poke-POWER)",W-20,
84264,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84264_200w.jpg,3,1399,https://cpt.tcgcsv.com/jKH,2023-12-11T21:27:33.263,1,47/95,Common,Grass,50,Basic,[1] Tackle (10),,Rx2,1,0.01,0.25,2.29,0.35,,Normal,,W-20,
84264,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84264_200w.jpg,3,1399,https://cpt.tcgcsv.com/jKH,2023-12-11T21:27:33.263,1,47/95,Common,Grass,50,Basic,[1] Tackle (10),,Rx2,1,1.2,1.4,9.99,1.25,,Reverse Holofoil,,W-20,
84310,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84310_200w.jpg,3,1399,https://cpt.tcgcsv.com/dLH,2023-12-11T21:27:38.62,1,48/95,Common,Lightning,60,Basic,[1] Ram (10),[1G] Lightning Ball (20),Fx2,1,0.1,0.3,2.26,0.31,0.2,Normal,,,
84310,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84310_200w.jpg,3,1399,https://cpt.tcgcsv.com/dLH,2023-12-11T21:27:38.62,1,48/95,Common,Lightning,60,Basic,[1] Ram (10),[1G] Lightning Ball (20),Fx2,1,1.14,3.5,9.99,2.93,,Reverse Holofoil,,,
84488,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84488_200w.jpg,3,1399,https://cpt.tcgcsv.com/NPH,2025-12-11T04:00:24.58,1,14/95,Rare,Psychic,110,Stage 2,[P] Supersonic (30) The Defending Pokemon is now Confused.,[2P] Hurricane Wing (30x) Flip 4 coins.  This attack does 30 damage times the number of heads.,Lx2,0,0.67,1.25,96.95,1.12,,Normal,,F-20,
84488,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/84488_200w.jpg,3,1399,https://cpt.tcgcsv.com/NPH,2025-12-11T04:00:24.58,1,14/95,Rare,Psychic,110,Stage 2,[P] Supersonic (30) The Defending Pokemon is now Confused.,[2P] Hurricane Wing (30x) Flip 4 coins.  This attack does 30 damage times the number of heads.,Lx2,0,3.26,19.35,25.0,8.33,,Reverse Holofoil,,F-20,
84489,Crobat (Prime),Crobat Prime,https://tcgplayer-cdn.tcgplayer.com/product/84489_200w.jpg,3,1399,https://cpt.tcgcsv.com/PPH,2023-12-11T21:38:12.273,1,84/95,Ultra Rare,Psychic,130,Stage 2,"[P] Severe Poison 
<br>The Defending Pokemon is now Poisoned. Put 4 damage counters instead of 1 of that Pokemon between turns.","[P] Skill Dive 
<br>Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Lx2,0,30.0,54.9,96.95,52.21,,Holofoil,,F-20,
84988,Dual Ball,Dual Ball,https://tcgplayer-cdn.tcgplayer.com/product/84988_200w.jpg,3,1399,https://cpt.tcgcsv.com/N_H,2025-02-05T21:13:35.667,1,72/95,Uncommon,Item,,,,,,,0.25,0.68,1.8,0.77,,Normal,"Flip 2 coins.  For each heads, search your deck for a Basic Pokemon card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,
84988,Dual Ball,Dual Ball,https://tcgplayer-cdn.tcgplayer.com/product/84988_200w.jpg,3,1399,https://cpt.tcgcsv.com/N_H,2025-02-05T21:13:35.667,1,72/95,Uncommon,Item,,,,,,,1.25,3.17,4.0,3.35,,Reverse Holofoil,"Flip 2 coins.  For each heads, search your deck for a Basic Pokemon card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,
85013,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85013_200w.jpg,3,1399,https://cpt.tcgcsv.com/h0J,2023-12-11T18:23:03.873,1,29/95,Uncommon,Colorless,60,Basic,[1] Return (10) Draw until you have 6 cards in your hand.,,Fx2,1,0.15,0.36,1.49,0.4,,Normal,,,
85013,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85013_200w.jpg,3,1399,https://cpt.tcgcsv.com/h0J,2023-12-11T18:23:03.873,1,29/95,Uncommon,Colorless,60,Basic,[1] Return (10) Draw until you have 6 cards in your hand.,,Fx2,1,1.18,1.43,9.99,1.27,,Reverse Holofoil,,,
85187,Emcee's Chatter,Emcees Chatter,https://tcgplayer-cdn.tcgplayer.com/product/85187_200w.jpg,3,1399,https://cpt.tcgcsv.com/M5J,2025-12-11T04:02:49.297,1,73/95,Uncommon,Supporter,0,Supporter,"Flip a coin.  If heads, draw 3 cards.  If tails, draw 2 cards.",,,,0.08,0.32,1.5,0.32,0.23,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85187,Emcee's Chatter,Emcees Chatter,https://tcgplayer-cdn.tcgplayer.com/product/85187_200w.jpg,3,1399,https://cpt.tcgcsv.com/M5J,2025-12-11T04:02:49.297,1,73/95,Uncommon,Supporter,0,Supporter,"Flip a coin.  If heads, draw 3 cards.  If tails, draw 2 cards.",,,,0.43,0.77,1.88,1.91,1.5,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85234,Energy Returner,Energy Returner,https://tcgplayer-cdn.tcgplayer.com/product/85234_200w.jpg,3,1399,https://cpt.tcgcsv.com/J6J,2023-12-11T21:30:35.48,1,74/95,Uncommon,Trainer,0,Trainer,"Search your discard pile for 4 basic Energy cards, show them to your opponent, and put them into your hand.",,,,0.09,0.26,1.49,0.36,,Normal,,,
85234,Energy Returner,Energy Returner,https://tcgplayer-cdn.tcgplayer.com/product/85234_200w.jpg,3,1399,https://cpt.tcgcsv.com/J6J,2023-12-11T21:30:35.48,1,74/95,Uncommon,Trainer,0,Trainer,"Search your discard pile for 4 basic Energy cards, show them to your opponent, and put them into your hand.",,,,0.23,0.4,2.93,0.55,,Reverse Holofoil,,,
85264,Engineer's Adjustments,Engineers Adjustments,https://tcgplayer-cdn.tcgplayer.com/product/85264_200w.jpg,3,1399,https://cpt.tcgcsv.com/j7J,2023-12-11T21:30:42.533,1,75/95,Uncommon,Supporter,0,Supporter,"Discard an Energy card from your hand.  Then, draw 4 cards.",,,,0.15,0.34,2.47,0.35,0.25,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85264,Engineer's Adjustments,Engineers Adjustments,https://tcgplayer-cdn.tcgplayer.com/product/85264_200w.jpg,3,1399,https://cpt.tcgcsv.com/j7J,2023-12-11T21:30:42.533,1,75/95,Uncommon,Supporter,0,Supporter,"Discard an Energy card from your hand.  Then, draw 4 cards.",,,,0.71,1.96,4.19,2.18,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
85276,Entei & Raikou Legend (bottom),Entei and Raikou Legend bottom,https://tcgplayer-cdn.tcgplayer.com/product/85276_200w.jpg,3,1399,https://cpt.tcgcsv.com/x7J,2024-04-18T20:08:32.12,1,91/95,Ultra Rare,Fire Lightning,140,Legend,[1R] Detonation Spin (90) Discard a R Energy attached to Entei and Raikou LEGEND.,[1L] Thunder Fall - Discard all Energy attached to Entei and Raikou LEGEND.  This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's).  This attack's damage isn't affected by Weakness or Resistance.,FWx2,0,79.2,89.87,113.57,86.92,,Holofoil,,,
85277,Entei & Raikou Legend (top),Entei and Raikou Legend top,https://tcgplayer-cdn.tcgplayer.com/product/85277_200w.jpg,3,1399,https://cpt.tcgcsv.com/z7J,2024-04-18T20:08:11.22,1,90/95,Ultra Rare,Fire Lightning,140,Legend,[1R] Detonation Spin (90) Discard a R Energy attached to Entei and Raikou LEGEND.,[1L] Thunder Fall - Discard all Energy attached to Entei and Raikou LEGEND.  This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's).  This attack's damage isn't affected by Weakness or Resistance.,FWx2,0,89.84,119.99,119.99,103.43,,Holofoil,,,
85399,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85399_200w.jpg,3,1399,https://cpt.tcgcsv.com/_9J,2023-11-30T18:38:10.937,1,15/95,Rare,Colorless,80,Stage 1,[2] Wing Attack (30),[3] Repeating Drill (20x) Flip 5 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.25,0.49,1.8,0.6,,Normal,,F-20,
85399,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85399_200w.jpg,3,1399,https://cpt.tcgcsv.com/_9J,2023-11-30T18:38:10.937,1,15/95,Rare,Colorless,80,Stage 1,[2] Wing Attack (30),[3] Repeating Drill (20x) Flip 5 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.7,1.0,9.99,1.0,,Reverse Holofoil,,F-20,
85515,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/85515_200w.jpg,3,1399,https://cpt.tcgcsv.com/kdJ,2023-11-30T18:38:17.213,1,16/95,Rare,Water,80,Stage 1,[1WW] Waterfall (60),,Lx2,0,0.2,0.62,4.95,0.7,,Normal,"Water Acceleration - Once during your turn (before your attack), you may attach a W Energy card from your hand to Floatzel.  This power can't be used if Floatzel is affected by a Special Condition.  (Poke-POWER)",,
85515,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/85515_200w.jpg,3,1399,https://cpt.tcgcsv.com/kdJ,2023-11-30T18:38:17.213,1,16/95,Rare,Water,80,Stage 1,[1WW] Waterfall (60),,Lx2,0,0.75,3.71,14.99,2.78,,Reverse Holofoil,"Water Acceleration - Once during your turn (before your attack), you may attach a W Energy card from your hand to Floatzel.  This power can't be used if Floatzel is affected by a Special Condition.  (Poke-POWER)",,
85797,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85797_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZkJ,2025-11-11T05:43:29.143,1,30/95,Uncommon,Psychic,80,Stage 1,[P] Mean Look (20) The Defending Pokemon can't retreat during your opponent's next turn.,,Lx2,0,0.19,0.5,2.99,0.52,0.75,Normal,,F-20,
85797,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85797_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZkJ,2025-11-11T05:43:29.143,1,30/95,Uncommon,Psychic,80,Stage 1,[P] Mean Look (20) The Defending Pokemon can't retreat during your opponent's next turn.,,Lx2,0,0.75,1.07,9.99,1.44,1.17,Reverse Holofoil,,F-20,
85840,Good Rod,Good Rod,https://tcgplayer-cdn.tcgplayer.com/product/85840_200w.jpg,3,1399,https://cpt.tcgcsv.com/QlJ,2024-07-08T13:03:26.663,1,76/95,Uncommon,Trainer,0,Trainer,"Flip a coin.  If heads, search your discard pile for a Pokemon, show it to your opponent, and put it on top of your deck.  If tails, search your discard pile for a Trainer card, show it to your opponent, and put it on top of your deck.",,,,0.1,0.31,10.21,0.31,0.15,Normal,,,
85840,Good Rod,Good Rod,https://tcgplayer-cdn.tcgplayer.com/product/85840_200w.jpg,3,1399,https://cpt.tcgcsv.com/QlJ,2024-07-08T13:03:26.663,1,76/95,Uncommon,Trainer,0,Trainer,"Flip a coin.  If heads, search your discard pile for a Pokemon, show it to your opponent, and put it on top of your deck.  If tails, search your discard pile for a Trainer card, show it to your opponent, and put it on top of your deck.",,,,0.4,0.75,1.5,0.88,,Reverse Holofoil,,,
85919,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85919_200w.jpg,3,1399,https://cpt.tcgcsv.com/pnJ,2026-02-18T20:48:07.927,1,31/95,Uncommon,Grass,90,Stage 1,[1G] Razor Leaf (30),[2G] Sleep Powder (50),Rx2,2,0.22,0.44,96.62,1.28,0.31,Normal,,W-20,
85919,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85919_200w.jpg,3,1399,https://cpt.tcgcsv.com/pnJ,2026-02-18T20:48:07.927,1,31/95,Uncommon,Grass,90,Stage 1,[1G] Razor Leaf (30),[2G] Sleep Powder (50),Rx2,2,2.0,3.49,7.99,3.99,3.49,Reverse Holofoil,,W-20,
86192,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86192_200w.jpg,3,1399,https://cpt.tcgcsv.com/StJ,2025-11-11T05:41:38.583,1,49/95,Common,Water,50,Basic,[1] Beat (10),[1W] Fin Smack (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.2,0.41,2.35,0.44,0.37,Normal,,,
86192,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86192_200w.jpg,3,1399,https://cpt.tcgcsv.com/StJ,2025-11-11T05:41:38.583,1,49/95,Common,Water,50,Basic,[1] Beat (10),[1W] Fin Smack (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Lx2,1,1.9,44.99,49.99,2.99,,Reverse Holofoil,,,
86286,Interviewer's Questions,Interviewers Questions,https://tcgplayer-cdn.tcgplayer.com/product/86286_200w.jpg,3,1399,https://cpt.tcgcsv.com/LwJ,2025-02-05T21:13:35.713,1,77/95,Uncommon,Supporter,0,Supporter,"Look at the top 8 cards of your deck.  Choose as many Energy cards as you like, show them to your opponent, and put them into your hand.  Shuffle the other cards back into your deck.",,,,0.06,0.29,2.28,0.3,0.36,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86286,Interviewer's Questions,Interviewers Questions,https://tcgplayer-cdn.tcgplayer.com/product/86286_200w.jpg,3,1399,https://cpt.tcgcsv.com/LwJ,2025-02-05T21:13:35.713,1,77/95,Uncommon,Supporter,0,Supporter,"Look at the top 8 cards of your deck.  Choose as many Energy cards as you like, show them to your opponent, and put them into your hand.  Shuffle the other cards back into your deck.",,,,0.49,1.26,1.8,0.98,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86330,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86330_200w.jpg,3,1399,https://cpt.tcgcsv.com/DxJ,2025-03-12T19:40:47.753,1,1/95,Holo Rare,Psychic,60,Basic,[P] Time Hollow - Choose a number of your opponent's Stage 1 or Stage 2 Evolved Pokemon up to the amount of Energy attached to Jirachi.  Remove the highest Stage Evolution card from each of those Pokemon and put those cards back into your opponent's hand.,,Px2,1,15.99,26.99,29.99,22.03,,Holofoil,"Stardust Song - Once during your turn, when you put Jirachi from your hand to your Bench, you may flip 3 coins.  For each heads, search your discard pile for a P Energy card and attach it to Jirachi.  (Poke-POWER)",,
86330,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86330_200w.jpg,3,1399,https://cpt.tcgcsv.com/DxJ,2025-03-12T19:40:47.753,1,1/95,Holo Rare,Psychic,60,Basic,[P] Time Hollow - Choose a number of your opponent's Stage 1 or Stage 2 Evolved Pokemon up to the amount of Energy attached to Jirachi.  Remove the highest Stage Evolution card from each of those Pokemon and put those cards back into your opponent's hand.,,Px2,1,16.28,29.44,30.0,14.9,,Reverse Holofoil,"Stardust Song - Once during your turn, when you put Jirachi from your hand to your Bench, you may flip 3 coins.  For each heads, search your discard pile for a P Energy card and attach it to Jirachi.  (Poke-POWER)",,
86359,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/86359_200w.jpg,3,1399,https://cpt.tcgcsv.com/czJ,2026-02-17T19:16:27.85,1,78/95,Uncommon,Supporter,0,Supporter,Each player shuffles his or her hand into his or her deck and draws 4 cards.,,,,5.0,10.98,29.99,6.69,18.37,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86359,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/86359_200w.jpg,3,1399,https://cpt.tcgcsv.com/czJ,2026-02-17T19:16:27.85,1,78/95,Uncommon,Supporter,0,Supporter,Each player shuffles his or her hand into his or her deck and draws 4 cards.,,,,13.4,18.3,33.0,12.76,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86415,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86415_200w.jpg,3,1399,https://cpt.tcgcsv.com/kBJ,2025-02-05T21:13:35.777,1,32/95,Uncommon,Grass,80,Stage 1,[1] Speed Evolution - Search your deck for a card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.,[G] Poison Sting - The Defending Pokemon is Poisoned.,Rx2,2,0.2,0.4,2.09,0.47,,Normal,,,
86415,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86415_200w.jpg,3,1399,https://cpt.tcgcsv.com/kBJ,2025-02-05T21:13:35.777,1,32/95,Uncommon,Grass,80,Stage 1,[1] Speed Evolution - Search your deck for a card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.,[G] Poison Sting - The Defending Pokemon is Poisoned.,Rx2,2,0.37,0.99,5.0,1.82,,Reverse Holofoil,,,
86447,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86447_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZBJ,2023-11-30T19:17:29.57,1,17/95,Rare,Water,130,Stage 2,[W] Water Arrow - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2W] Stream Pump (50+) You may do 50 damage plus 30 more damage.  If you do, return an Energy card attached to Kingdra to your hand.",Lx2,1,1.72,2.8,4.99,2.44,,Normal,,,
86447,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86447_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZBJ,2023-11-30T19:17:29.57,1,17/95,Rare,Water,130,Stage 2,[W] Water Arrow - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2W] Stream Pump (50+) You may do 50 damage plus 30 more damage.  If you do, return an Energy card attached to Kingdra to your hand.",Lx2,1,6.0,7.75,9.03,5.52,,Reverse Holofoil,,,
86448,Kingdra (Prime),Kingdra Prime,https://tcgplayer-cdn.tcgplayer.com/product/86448_200w.jpg,3,1399,https://cpt.tcgcsv.com/-BJ,2023-12-11T21:38:19.143,1,85/95,Ultra Rare,Water,130,Stage 2,"[W] Dragon Steam (60) If your opponent has any R Pokemon in play, this attack's base damage is 20 instead of 60.",,Lx2,1,59.78,61.08,75.0,44.88,,Holofoil,"Spray Splash - Once during your turn (before your attack), you may put 1 damage counter on 1 of your opponent's Pokemon.  This power can't be used if Kingdra is affected by a Special Condition.  (Poke-POWER)",,
86610,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86610_200w.jpg,3,1399,https://cpt.tcgcsv.com/dGJ,2023-11-30T19:17:36.61,1,18/95,Rare,Lightning,90,Stage 1,"[L] Confuse Ray (20) Flip a coin.  If heads, the Defending Pokemon is now Confused.",[2L] Reflect Energy (60) Move an Energy card attached to Lanturn to 1 of your Benched Pokemon.,Fx2,2,0.56,0.7,2.01,0.7,,Normal,,,
