productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
517184,Basic Metal Energy (Cosmos Holo),Basic Metal Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517184_200w.jpg,3,24382,https://cpt.tcgcsv.com/JT86,2026-02-09T23:04:35.52,1,008,Common,Basic Energy,0.1,0.5,9.95,0.47,,Holofoil
578862,Basic Water Energy - 011,Basic Water Energy 011,https://tcgplayer-cdn.tcgplayer.com/product/578862_200w.jpg,3,24382,https://cpt.tcgcsv.com/gzF6,2026-03-11T12:14:28.587,1,011,Common,Basic Energy,0.01,0.25,4.19,0.34,,Holofoil
578862,Basic Water Energy - 011,Basic Water Energy 011,https://tcgplayer-cdn.tcgplayer.com/product/578862_200w.jpg,3,24382,https://cpt.tcgcsv.com/gzF6,2026-03-11T12:14:28.587,1,011,Common,Basic Energy,0.01,0.1,1.49,0.13,0.04,Normal
578863,Basic Fire Energy - 010,Basic Fire Energy 010,https://tcgplayer-cdn.tcgplayer.com/product/578863_200w.jpg,3,24382,https://cpt.tcgcsv.com/hzF6,2026-03-11T11:08:48.95,1,010,Common,Basic Energy,0.01,0.12,1.49,0.14,0.01,Normal
578863,Basic Fire Energy - 010,Basic Fire Energy 010,https://tcgplayer-cdn.tcgplayer.com/product/578863_200w.jpg,3,24382,https://cpt.tcgcsv.com/hzF6,2026-03-11T11:08:48.95,1,010,Common,Basic Energy,0.01,0.23,10.0,0.21,0.04,Holofoil
578864,Basic Grass Energy - 009,Basic Grass Energy 009,https://tcgplayer-cdn.tcgplayer.com/product/578864_200w.jpg,3,24382,https://cpt.tcgcsv.com/jzF6,2026-03-11T11:11:14.58,1,009,Common,Basic Energy,0.01,0.24,5.0,0.21,0.05,Holofoil
578864,Basic Grass Energy - 009,Basic Grass Energy 009,https://tcgplayer-cdn.tcgplayer.com/product/578864_200w.jpg,3,24382,https://cpt.tcgcsv.com/jzF6,2026-03-11T11:11:14.58,1,009,Common,Basic Energy,0.01,0.1,1.49,0.12,0.01,Normal
578865,Basic Psychic Energy - 013,Basic Psychic Energy 013,https://tcgplayer-cdn.tcgplayer.com/product/578865_200w.jpg,3,24382,https://cpt.tcgcsv.com/kzF6,2026-03-11T12:12:42.337,1,013,Common,Basic Energy,0.01,0.08,1.99,0.08,0.01,Normal
578865,Basic Psychic Energy - 013,Basic Psychic Energy 013,https://tcgplayer-cdn.tcgplayer.com/product/578865_200w.jpg,3,24382,https://cpt.tcgcsv.com/kzF6,2026-03-11T12:12:42.337,1,013,Common,Basic Energy,0.01,0.24,10.0,0.17,0.04,Holofoil
578866,Basic Lightning Energy - 012,Basic Lightning Energy 012,https://tcgplayer-cdn.tcgplayer.com/product/578866_200w.jpg,3,24382,https://cpt.tcgcsv.com/lzF6,2026-03-11T12:11:06.593,1,012,Common,Basic Energy,0.01,0.29,10.0,1.33,0.02,Holofoil
578866,Basic Lightning Energy - 012,Basic Lightning Energy 012,https://tcgplayer-cdn.tcgplayer.com/product/578866_200w.jpg,3,24382,https://cpt.tcgcsv.com/lzF6,2026-03-11T12:11:06.593,1,012,Common,Basic Energy,0.01,0.1,1.25,0.12,0.04,Normal
578867,Basic Fighting Energy - 014,Basic Fighting Energy 014,https://tcgplayer-cdn.tcgplayer.com/product/578867_200w.jpg,3,24382,https://cpt.tcgcsv.com/mzF6,2026-03-11T11:10:37.923,1,014,Common,Basic Energy,0.01,0.22,2.0,0.21,0.08,Holofoil
578867,Basic Fighting Energy - 014,Basic Fighting Energy 014,https://tcgplayer-cdn.tcgplayer.com/product/578867_200w.jpg,3,24382,https://cpt.tcgcsv.com/mzF6,2026-03-11T11:10:37.923,1,014,Common,Basic Energy,0.01,0.1,15.0,0.1,0.01,Normal
578868,Basic Darkness Energy - 015,Basic Darkness Energy 015,https://tcgplayer-cdn.tcgplayer.com/product/578868_200w.jpg,3,24382,https://cpt.tcgcsv.com/nzF6,2026-03-11T11:09:34.97,1,015,Common,Basic Energy,0.01,0.11,3.5,0.13,0.01,Normal
578868,Basic Darkness Energy - 015,Basic Darkness Energy 015,https://tcgplayer-cdn.tcgplayer.com/product/578868_200w.jpg,3,24382,https://cpt.tcgcsv.com/nzF6,2026-03-11T11:09:34.97,1,015,Common,Basic Energy,0.01,0.25,2.99,0.2,0.2,Holofoil
578869,Basic Metal Energy - 016,Basic Metal Energy 016,https://tcgplayer-cdn.tcgplayer.com/product/578869_200w.jpg,3,24382,https://cpt.tcgcsv.com/pzF6,2026-03-11T12:11:36.993,1,016,Common,Basic Metal Energy,0.01,0.2,10.0,0.15,0.02,Holofoil
578869,Basic Metal Energy - 016,Basic Metal Energy 016,https://tcgplayer-cdn.tcgplayer.com/product/578869_200w.jpg,3,24382,https://cpt.tcgcsv.com/pzF6,2026-03-11T12:11:36.993,1,016,Common,Basic Metal Energy,0.01,0.05,1.25,0.03,0.01,Normal
599738,Basic Fire Energy (Cracked Ice Holo),Basic Fire Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599738_200w.jpg,3,24382,https://cpt.tcgcsv.com/NVP6,2025-08-08T20:10:34.603,1,010,Common,Basic Energy,1.0,2.13,9.99,2.04,,Holofoil
599740,Basic Grass Energy (Cracked Ice Holo),Basic Grass Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599740_200w.jpg,3,24382,https://cpt.tcgcsv.com/QVP6,2025-12-11T02:13:26.597,1,009,Common,Basic Energy,1.29,2.57,9.99,2.33,9.98,Holofoil
599741,Basic Lightning Energy (Cracked Ice Holo),Basic Lightning Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599741_200w.jpg,3,24382,https://cpt.tcgcsv.com/RVP6,2025-08-08T20:10:11.123,1,012,Common,Basic Energy,0.65,1.29,9.99,1.15,,Holofoil
599742,Basic Metal Energy (Cracked Ice Holo),Basic Metal Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599742_200w.jpg,3,24382,https://cpt.tcgcsv.com/SVP6,2025-08-08T20:10:00.273,1,016,Common,Basic Energy,1.0,1.5,9.99,1.27,,Holofoil
599743,Basic Psychic Energy (Cracked Ice Holo),Basic Psychic Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599743_200w.jpg,3,24382,https://cpt.tcgcsv.com/TVP6,2026-03-12T17:10:10.707,1,013,Common,Basic Energy,1.0,2.0,9.99,2.08,,Holofoil
599745,Basic Water Energy (Cracked Ice Holo),Basic Water Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599745_200w.jpg,3,24382,https://cpt.tcgcsv.com/WVP6,2025-08-08T20:03:52.877,1,011,Common,Basic Energy,0.72,1.77,9.99,1.85,2.99,Holofoil
599746,Basic Fighting Energy (Cracked Ice Holo),Basic Fighting Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599746_200w.jpg,3,24382,https://cpt.tcgcsv.com/XVP6,2026-02-09T22:41:25.493,1,014,Common,Basic Energy,0.49,1.52,292.45,1.54,,Holofoil
599747,Basic Darkness Energy (Cracked Ice Holo),Basic Darkness Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599747_200w.jpg,3,24382,https://cpt.tcgcsv.com/ZVP6,2026-03-05T16:23:50.61,1,015,Common,Basic Energy,2.0,3.8,12.99,3.84,12.98,Holofoil
645286,Basic Grass Energy - 017,Basic Grass Energy 017,https://tcgplayer-cdn.tcgplayer.com/product/645286_200w.jpg,3,24382,https://cpt.tcgcsv.com/L7b7,2026-02-06T19:59:49.48,1,017,Common,Basic Grass Energy,0.01,0.23,2.18,0.18,0.15,Reverse Holofoil
645286,Basic Grass Energy - 017,Basic Grass Energy 017,https://tcgplayer-cdn.tcgplayer.com/product/645286_200w.jpg,3,24382,https://cpt.tcgcsv.com/L7b7,2026-02-06T19:59:49.48,1,017,Common,Basic Grass Energy,0.01,0.09,1.64,0.09,0.04,Normal
645287,Basic Fire Energy - 018,Basic Fire Energy 018,https://tcgplayer-cdn.tcgplayer.com/product/645287_200w.jpg,3,24382,https://cpt.tcgcsv.com/M7b7,2026-02-09T22:48:26.83,1,018,Common,Basic Fire Energy,0.01,0.15,1.31,0.15,0.15,Normal
645287,Basic Fire Energy - 018,Basic Fire Energy 018,https://tcgplayer-cdn.tcgplayer.com/product/645287_200w.jpg,3,24382,https://cpt.tcgcsv.com/M7b7,2026-02-09T22:48:26.83,1,018,Common,Basic Fire Energy,0.01,0.25,2.99,0.2,0.2,Reverse Holofoil
645288,Basic Water Energy - 019,Basic Water Energy 019,https://tcgplayer-cdn.tcgplayer.com/product/645288_200w.jpg,3,24382,https://cpt.tcgcsv.com/N7b7,2026-03-11T12:13:43.02,1,019,Common,Basic Water Energy,0.01,0.25,2.18,0.23,0.12,Reverse Holofoil
645288,Basic Water Energy - 019,Basic Water Energy 019,https://tcgplayer-cdn.tcgplayer.com/product/645288_200w.jpg,3,24382,https://cpt.tcgcsv.com/N7b7,2026-03-11T12:13:43.02,1,019,Common,Basic Water Energy,0.01,0.11,1.31,0.12,0.12,Normal
645289,Basic Lightning Energy - 020,Basic Lightning Energy 020,https://tcgplayer-cdn.tcgplayer.com/product/645289_200w.jpg,3,24382,https://cpt.tcgcsv.com/P7b7,2026-02-10T00:20:51.463,1,020,Common,Basic Lightning Energy,0.01,0.08,1.39,0.05,0.04,Normal
645289,Basic Lightning Energy - 020,Basic Lightning Energy 020,https://tcgplayer-cdn.tcgplayer.com/product/645289_200w.jpg,3,24382,https://cpt.tcgcsv.com/P7b7,2026-02-10T00:20:51.463,1,020,Common,Basic Lightning Energy,0.02,0.2,2.18,0.13,0.08,Reverse Holofoil
645301,Basic Psychic Energy - 021,Basic Psychic Energy 021,https://tcgplayer-cdn.tcgplayer.com/product/645301_200w.jpg,3,24382,https://cpt.tcgcsv.com/28b7,2026-03-11T12:13:10.677,1,021,Common,Basic Psychic Energy,0.01,0.22,2.99,0.11,0.05,Reverse Holofoil
645301,Basic Psychic Energy - 021,Basic Psychic Energy 021,https://tcgplayer-cdn.tcgplayer.com/product/645301_200w.jpg,3,24382,https://cpt.tcgcsv.com/28b7,2026-03-11T12:13:10.677,1,021,Common,Basic Psychic Energy,0.01,0.1,1.32,0.05,0.04,Normal
645302,Basic Fighting Energy - 022,Basic Fighting Energy 022,https://tcgplayer-cdn.tcgplayer.com/product/645302_200w.jpg,3,24382,https://cpt.tcgcsv.com/38b7,2026-03-11T12:10:36.773,1,022,Common,Basic Fighting Energy,0.01,0.22,2.18,0.13,0.08,Reverse Holofoil
645302,Basic Fighting Energy - 022,Basic Fighting Energy 022,https://tcgplayer-cdn.tcgplayer.com/product/645302_200w.jpg,3,24382,https://cpt.tcgcsv.com/38b7,2026-03-11T12:10:36.773,1,022,Common,Basic Fighting Energy,0.01,0.1,1.36,0.06,0.04,Normal
645303,Basic Darkness Energy - 023,Basic Darkness Energy 023,https://tcgplayer-cdn.tcgplayer.com/product/645303_200w.jpg,3,24382,https://cpt.tcgcsv.com/58b7,2026-03-11T12:10:05.19,1,023,Common,Basic Darkness Energy,0.01,0.1,1.56,0.08,0.03,Normal
645303,Basic Darkness Energy - 023,Basic Darkness Energy 023,https://tcgplayer-cdn.tcgplayer.com/product/645303_200w.jpg,3,24382,https://cpt.tcgcsv.com/58b7,2026-03-11T12:10:05.19,1,023,Common,Basic Darkness Energy,0.05,0.25,2.0,0.19,0.08,Reverse Holofoil
645304,Basic Metal Energy - 024,Basic Metal Energy 024,https://tcgplayer-cdn.tcgplayer.com/product/645304_200w.jpg,3,24382,https://cpt.tcgcsv.com/68b7,2026-02-09T23:05:29.4,1,024,Common,Basic Metal Energy,0.01,0.23,2.99,0.22,0.12,Reverse Holofoil
645304,Basic Metal Energy - 024,Basic Metal Energy 024,https://tcgplayer-cdn.tcgplayer.com/product/645304_200w.jpg,3,24382,https://cpt.tcgcsv.com/68b7,2026-02-09T23:05:29.4,1,024,Common,Basic Metal Energy,0.01,0.11,1.49,0.14,0.15,Normal
