productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance
88946,Sceptile,Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/88946_200w.jpg,3,1422,https://cpt.tcgcsv.com/XBK,2022-09-23T18:22:06.52,1,004/017,Rare,Grass,100,Stage 2,,"[G] Cling (20)
<br>After your attack, remove from Sceptile the number of damage counters equal to the damage you did to the Defending Pokémon. If Sceptile has fewer damage counters than that, remove all of them.","[1GG] Leaf Blade (40+)
<br>Flip a coin. If heads, this attack does 40 damage plus 30 more damage.",R,2,3.67,4.4,19.5,16.75,,Normal,W
88946,Sceptile,Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/88946_200w.jpg,3,1422,https://cpt.tcgcsv.com/XBK,2022-09-23T18:22:06.52,1,004/017,Rare,Grass,100,Stage 2,,"[G] Cling (20)
<br>After your attack, remove from Sceptile the number of damage counters equal to the damage you did to the Defending Pokémon. If Sceptile has fewer damage counters than that, remove all of them.","[1GG] Leaf Blade (40+)
<br>Flip a coin. If heads, this attack does 40 damage plus 30 more damage.",R,2,9.72,11.75,175.98,16.25,,Holofoil,W
89647,Surskit,Surskit,https://tcgplayer-cdn.tcgplayer.com/product/89647_200w.jpg,3,1422,https://cpt.tcgcsv.com/ZSK,2022-09-23T18:22:42.113,1,014/017,Common,Water,50,Basic,,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,L,1,0.5,0.83,5.0,0.96,,Normal,
89677,Swampert,Swampert,https://tcgplayer-cdn.tcgplayer.com/product/89677_200w.jpg,3,1422,https://cpt.tcgcsv.com/zTK,2022-09-23T18:23:59.073,1,005/017,Rare,Water,100,Stage 2,,"[W] Bubble (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1WW] Mud Splash (50)
<br>If your opponent has any Benched Pokémon, choose 1 of them and flip a coin. If heads, this attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L,2,6.37,10.69,15.0,9.26,,Normal,
89677,Swampert,Swampert,https://tcgplayer-cdn.tcgplayer.com/product/89677_200w.jpg,3,1422,https://cpt.tcgcsv.com/zTK,2022-09-23T18:23:59.073,1,005/017,Rare,Water,100,Stage 2,,"[W] Bubble (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1WW] Mud Splash (50)
<br>If your opponent has any Benched Pokémon, choose 1 of them and flip a coin. If heads, this attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L,2,9.99,15.97,29.99,24.65,,Holofoil,
89690,Swellow,Swellow,https://tcgplayer-cdn.tcgplayer.com/product/89690_200w.jpg,3,1422,https://cpt.tcgcsv.com/QTK,2022-09-23T18:25:18.417,1,015/017,Common,Colorless,70,Stage 1,,"[1] Focus Energy
<br>During your next turn, base damage of Swellow's Agility is 70 instead of 30.","[2] Agility (30)
<br>Flip a coin. If heads, prevent all effects of an attack, including damage, done to Swellow during your opponent's next turn.",L,1,0.4,0.61,5.0,0.62,,Normal,F
89967,Torkoal,Torkoal,https://tcgplayer-cdn.tcgplayer.com/product/89967_200w.jpg,3,1422,https://cpt.tcgcsv.com/m_K,2022-09-23T18:26:25.803,1,010/017,Uncommon,Fighting,80,Basic,,"[1] Amnesia
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.","[1F] Body Slam (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",W,2,6.67,9.01,15.0,10.75,,Normal,
90124,Tyranitar ex (Holo),Tyranitar ex Holo,https://tcgplayer-cdn.tcgplayer.com/product/90124_200w.jpg,3,1422,https://cpt.tcgcsv.com/v3L,2022-09-23T18:27:23.463,1,017/017,Ultra Rare,Darkness,150,Stage 2,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>",[1] Scratch (20),"[2FF] Critical Crush (80)
<br>Discard 2 basic Energy cards attached to Tyranitar ex or this attack does nothing.",GR,4,139.99,220.25,345.0,108.22,,Holofoil,P
97806,Armaldo ex (Holo),Armaldo ex Holo,https://tcgplayer-cdn.tcgplayer.com/product/97806_200w.jpg,3,1422,https://cpt.tcgcsv.com/88P,2025-03-17T17:09:52.317,1,016/017,Ultra Rare,Fighting,160,Stage 2,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1F] Twin Blade
<br>Does 30 damage to each Defending Pokemon.","[3FF] Supersonic Claws (80)
<br>This attack's damage is not affected by Resistance.",GW,3,49.69,2185.35,4321.0,46.75,,Holofoil,
97807,Tyranitar ex (Non-Holo),Tyranitar ex Non Holo,https://tcgplayer-cdn.tcgplayer.com/product/97807_200w.jpg,3,1422,https://cpt.tcgcsv.com/98P,2022-09-23T18:27:51.887,1,017/017,Ultra Rare,Darkness,150,Stage 2,,[1] Scratch (20),"[2FF] Critical Crush (80)
<br>Discard 2 basic Energy cards attached to Tyranitar ex or this attack does nothing.",GR,4,109.99,118.96,127.93,50.25,,Normal,P
141227,POP Series 1 Pack,POP Series 1 Pack,https://tcgplayer-cdn.tcgplayer.com/product/141227_200w.jpg,3,1422,https://cpt.tcgcsv.com/zv82,2017-08-16T19:06:59.76,1,,,,,,Each POP Series 1 Pack contains 2 random cards for the Promotional POP Series 1.,,,,,68.87,71.37,88.62,70.64,,Normal,
