productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3
84030,Bulbasaur - 055/112,Bulbasaur 055 112,https://tcgplayer-cdn.tcgplayer.com/product/84030_200w.jpg,3,1419,https://cpt.tcgcsv.com/DDH,2026-02-17T17:15:54.69,1,55/112,Common,Grass,50,Basic,[1] Ram (10),"[1G] Gouge (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",P,None,1,24.99,75.0,75.0,56.81,,Reverse Holofoil,,
84065,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84065_200w.jpg,3,1419,https://cpt.tcgcsv.com/kFH,2024-04-11T17:48:07.713,1,2/112,Holo Rare,Grass,100,Stage 2,"[2] Whirlwind (30) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[2G] Gust (50),L,F,0,10.0,26.02,42.03,13.06,,Normal,"<b>Poke-BODY</b> Sooth Dust <br>
<br>As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.",
84065,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84065_200w.jpg,3,1419,https://cpt.tcgcsv.com/kFH,2024-04-11T17:48:07.713,1,2/112,Holo Rare,Grass,100,Stage 2,"[2] Whirlwind (30) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[2G] Gust (50),L,F,0,28.61,49.95,89.99,42.03,,Holofoil,"<b>Poke-BODY</b> Sooth Dust <br>
<br>As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.",
84065,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/84065_200w.jpg,3,1419,https://cpt.tcgcsv.com/kFH,2024-04-11T17:48:07.713,1,2/112,Holo Rare,Grass,100,Stage 2,"[2] Whirlwind (30) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[2G] Gust (50),L,F,0,19.99,31.0,39.99,34.52,,Reverse Holofoil,"<b>Poke-BODY</b> Sooth Dust <br>
<br>As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.",
84136,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/84136_200w.jpg,3,1419,https://cpt.tcgcsv.com/LGH,2024-04-11T17:48:07.88,1,56/112,Common,Grass,50,Basic,"[1] Signs of Evolution
<br>Search your deck for a Metapod and a Butterfree card, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.","[G] String Shot (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",R,None,1,0.25,0.89,3.49,1.13,,Normal,,
84136,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/84136_200w.jpg,3,1419,https://cpt.tcgcsv.com/LGH,2024-04-11T17:48:07.88,1,56/112,Common,Grass,50,Basic,"[1] Signs of Evolution
<br>Search your deck for a Metapod and a Butterfree card, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.","[G] String Shot (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",R,None,1,16.0,18.0,50.0,12.32,,Reverse Holofoil,,
84154,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84154_200w.jpg,3,1419,https://cpt.tcgcsv.com/6HH,2024-07-26T18:47:29.833,1,88/112,Uncommon,Supporter,,,,,,,,0.1,0.45,20.48,0.48,,Normal,"<em>You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.</em><br>
<br><br>
<br>Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",
84154,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84154_200w.jpg,3,1419,https://cpt.tcgcsv.com/6HH,2024-07-26T18:47:29.833,1,88/112,Uncommon,Supporter,,,,,,,,3.0,4.77,6.99,4.81,,Reverse Holofoil,"<em>You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.</em><br>
<br><br>
<br>Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",
84173,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84173_200w.jpg,3,1419,https://cpt.tcgcsv.com/tHH,2024-04-11T17:48:08.123,1,19/112,Rare,Colorless,90,Basic,"[1] Sing
<br>The Defending Pokemon is now Asleep.","[3] Egg Surprise 
<br>Flip a coin.  If heads, Chansey does 50 damage to the Defending Pokemon.  If tails, remove 5 damage counters from Chansey.  (All if there are less than 5.)",F,None,2,4.0,6.0,7.99,3.8,,Normal,,
84173,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84173_200w.jpg,3,1419,https://cpt.tcgcsv.com/tHH,2024-04-11T17:48:08.123,1,19/112,Rare,Colorless,90,Basic,"[1] Sing
<br>The Defending Pokemon is now Asleep.","[3] Egg Surprise 
<br>Flip a coin.  If heads, Chansey does 50 damage to the Defending Pokemon.  If tails, remove 5 damage counters from Chansey.  (All if there are less than 5.)",F,None,2,14.94,37.0,59.98,10.65,,Reverse Holofoil,,
84199,Charizard ex,Charizard ex,https://tcgplayer-cdn.tcgplayer.com/product/84199_200w.jpg,3,1419,https://cpt.tcgcsv.com/_HH,2024-06-10T13:28:26.663,1,105/112,Ultra Rare,Fire,160,Stage 2,[3] Slash (50),"[RRRRR] Burn Down (200) 
<br>Discard 5 Fire Energy attached to Charizard ex.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, and any other effects on the Defending Pokemon.",LW,None,2,450.0,675.0,899.99,500.0,,Holofoil,"<strong>Poke-BODY</strong> Energy Flame 
<br>
<br>All Energy attached to Charizard ex are Fire Energy instead of its usual type.",
84209,Charmander - 057/112,Charmander 057 112,https://tcgplayer-cdn.tcgplayer.com/product/84209_200w.jpg,3,1419,https://cpt.tcgcsv.com/cJH,2024-04-11T17:48:12.623,1,57/112,Common,Fire,50,Basic,"[R] Singe 
<br>The Defending Pokemon is now Burned.",,W,None,1,1.35,3.19,15.0,3.1,,Normal,,
84209,Charmander - 057/112,Charmander 057 112,https://tcgplayer-cdn.tcgplayer.com/product/84209_200w.jpg,3,1419,https://cpt.tcgcsv.com/cJH,2024-04-11T17:48:12.623,1,57/112,Common,Fire,50,Basic,"[R] Singe 
<br>The Defending Pokemon is now Burned.",,W,None,1,68.88,78.88,88.88,52.49,,Reverse Holofoil,,
84210,Charmander - 058/112,Charmander 058 112,https://tcgplayer-cdn.tcgplayer.com/product/84210_200w.jpg,3,1419,https://cpt.tcgcsv.com/dJH,2025-12-01T22:50:01.137,1,58/112,Common,Fire,50,Basic,[1] Headbutt (10),[2] Slash (20),W,None,1,0.18,1.15,20.71,1.47,,Normal,,
84210,Charmander - 058/112,Charmander 058 112,https://tcgplayer-cdn.tcgplayer.com/product/84210_200w.jpg,3,1419,https://cpt.tcgcsv.com/dJH,2025-12-01T22:50:01.137,1,58/112,Common,Fire,50,Basic,[1] Headbutt (10),[2] Slash (20),W,None,1,79.86,90.05,100.24,79.99,,Reverse Holofoil,,
84211,Charmander - 113/112,Charmander 113 112,https://tcgplayer-cdn.tcgplayer.com/product/84211_200w.jpg,3,1419,https://cpt.tcgcsv.com/fJH,2024-04-11T17:48:13.683,1,113/112,Secret Rare,Fire,50,Basic,[R] Flare (10),"[2] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Charmander.",W,None,1,60.0,87.5,115.0,94.99,,Holofoil,,
84226,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84226_200w.jpg,3,1419,https://cpt.tcgcsv.com/xJH,2024-04-11T17:48:14.173,1,31/112,Uncommon,Fire,70,Stage 1,[1R] Flare (30),"[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,None,1,0.69,1.15,21.0,1.31,,Normal,,
84226,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84226_200w.jpg,3,1419,https://cpt.tcgcsv.com/xJH,2024-04-11T17:48:14.173,1,31/112,Uncommon,Fire,70,Stage 1,[1R] Flare (30),"[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,None,1,24.49,32.0,69.69,35.0,,Reverse Holofoil,,
84350,Clefable ex,Clefable ex,https://tcgplayer-cdn.tcgplayer.com/product/84350_200w.jpg,3,1419,https://cpt.tcgcsv.com/0MH,2024-04-11T17:48:14.417,1,106/112,Ultra Rare,Colorless,100,Stage 1,"[2] Metronome
<br>Choose 1 of the Defending Pokemon's attacks.  Metronome copies that attack except for its Energy cost.  (You must still do anything else in order to use that attack.) <i>(No matter what type that Pokemon is, Clefable ex's type is still Colorless.)</i>  Clefable ex performs that attack.",[2] Moon Impact (40),F,None,2,125.0,125.0,125.0,59.95,,Normal,,
84350,Clefable ex,Clefable ex,https://tcgplayer-cdn.tcgplayer.com/product/84350_200w.jpg,3,1419,https://cpt.tcgcsv.com/0MH,2024-04-11T17:48:14.417,1,106/112,Ultra Rare,Colorless,100,Stage 1,"[2] Metronome
<br>Choose 1 of the Defending Pokemon's attacks.  Metronome copies that attack except for its Energy cost.  (You must still do anything else in order to use that attack.) <i>(No matter what type that Pokemon is, Clefable ex's type is still Colorless.)</i>  Clefable ex performs that attack.",[2] Moon Impact (40),F,None,2,59.49,65.72,79.95,84.0,,Holofoil,,
84354,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84354_200w.jpg,3,1419,https://cpt.tcgcsv.com/6MH,2024-04-11T17:48:14.56,1,59/112,Common,Colorless,50,Basic,"[1] Gesture 
<br>Choose 1 of your opponent's Benched Pokemon and switch it with the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2] Moon Kick (20),F,None,1,0.55,0.99,5.0,1.21,,Normal,,
84354,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84354_200w.jpg,3,1419,https://cpt.tcgcsv.com/6MH,2024-04-11T17:48:14.56,1,59/112,Common,Colorless,50,Basic,"[1] Gesture 
<br>Choose 1 of your opponent's Benched Pokemon and switch it with the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2] Moon Kick (20),F,None,1,14.99,45.0,75.0,14.92,,Reverse Holofoil,,
84373,Cloyster,Cloyster,https://tcgplayer-cdn.tcgplayer.com/product/84373_200w.jpg,3,1419,https://cpt.tcgcsv.com/tMH,2024-04-11T17:48:14.817,1,20/112,Rare,Water,70,Stage 1,"[2] Double Bubble (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.  If either of the coins is heads, the Defending Pokemon is now Paralyzed.",[2W] Shell Attack (50),L,None,1,1.0,1.68,21.75,1.61,,Normal,"<b>Poke-BODY</b> Exoskeleton<br>
<br>Any damage done to Cloyster by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>",
84373,Cloyster,Cloyster,https://tcgplayer-cdn.tcgplayer.com/product/84373_200w.jpg,3,1419,https://cpt.tcgcsv.com/tMH,2024-04-11T17:48:14.817,1,20/112,Rare,Water,70,Stage 1,"[2] Double Bubble (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.  If either of the coins is heads, the Defending Pokemon is now Paralyzed.",[2W] Shell Attack (50),L,None,1,20.92,26.67,32.99,31.34,,Reverse Holofoil,"<b>Poke-BODY</b> Exoskeleton<br>
<br>Any damage done to Cloyster by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>",
84531,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/84531_200w.jpg,3,1419,https://cpt.tcgcsv.com/FQH,2024-04-11T17:48:15.41,1,60/112,Common,Fighting,50,Basic,[1] Beat (10),"[1F] Linear Attack 
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,None,1,6.95,8.0,11.0,6.38,,Normal,,
84531,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/84531_200w.jpg,3,1419,https://cpt.tcgcsv.com/FQH,2024-04-11T17:48:15.41,1,60/112,Common,Fighting,50,Basic,[1] Beat (10),"[1F] Linear Attack 
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,None,1,49.99,49.99,49.99,42.83,,Reverse Holofoil,,
84789,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84789_200w.jpg,3,1419,https://cpt.tcgcsv.com/PWH,2025-11-11T03:37:28.323,1,3/112,Holo Rare,Water,80,Stage 1,"[W] Cold Breath (10) 
<br>The Defending Pokemon is now Asleep.",[3] Aurora Beam (40),M,None,2,10.0,48.07,50.27,11.67,,Normal,"<b>Poke-BODY</b> Safeguard 
<br>
<br>Prevent all effects of attacks, including damage, done to Dewgong by your opponent's Pokemon-ex.",
84789,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84789_200w.jpg,3,1419,https://cpt.tcgcsv.com/PWH,2025-11-11T03:37:28.323,1,3/112,Holo Rare,Water,80,Stage 1,"[W] Cold Breath (10) 
<br>The Defending Pokemon is now Asleep.",[3] Aurora Beam (40),M,None,2,17.99,35.0,69.99,33.33,17.99,Holofoil,"<b>Poke-BODY</b> Safeguard 
<br>
<br>Prevent all effects of attacks, including damage, done to Dewgong by your opponent's Pokemon-ex.",
84789,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/84789_200w.jpg,3,1419,https://cpt.tcgcsv.com/PWH,2025-11-11T03:37:28.323,1,3/112,Holo Rare,Water,80,Stage 1,"[W] Cold Breath (10) 
<br>The Defending Pokemon is now Asleep.",[3] Aurora Beam (40),M,None,2,25.0,31.9,35.0,23.99,,Reverse Holofoil,"<b>Poke-BODY</b> Safeguard 
<br>
<br>Prevent all effects of attacks, including damage, done to Dewgong by your opponent's Pokemon-ex.",
84821,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/84821_200w.jpg,3,1419,https://cpt.tcgcsv.com/rXH,2025-12-01T22:50:30.703,1,61/112,Common,Fighting,50,Basic,"[1] Dig Under 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,0.29,0.7,20.78,0.7,0.69,Normal,,
84821,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/84821_200w.jpg,3,1419,https://cpt.tcgcsv.com/rXH,2025-12-01T22:50:30.703,1,61/112,Common,Fighting,50,Basic,"[1] Dig Under 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,10.33,15.3,39.99,11.88,,Reverse Holofoil,,
84831,Ditto,Ditto,https://tcgplayer-cdn.tcgplayer.com/product/84831_200w.jpg,3,1419,https://cpt.tcgcsv.com/FXH,2024-04-11T17:48:16.24,1,4/112,Holo Rare,Colorless,60,Basic,"[1] Energy Ball (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Ditto but not used to pay for this attack's Energy cost.  You cannot add more than 20 damage in this way.",,F,None,1,55.0,55.0,55.0,104.0,,Normal,"<b>Poke-POWER</b> Form Variation <br>
<br>Once during your turn <em>(before you attack)</em>, you may search your discard pile for a Basic Pokemon (excluding Pokemon-ex and Ditto) and switch it with Ditto.  <em>(Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  Place Ditto in the discard pile.",
84831,Ditto,Ditto,https://tcgplayer-cdn.tcgplayer.com/product/84831_200w.jpg,3,1419,https://cpt.tcgcsv.com/FXH,2024-04-11T17:48:16.24,1,4/112,Holo Rare,Colorless,60,Basic,"[1] Energy Ball (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Ditto but not used to pay for this attack's Energy cost.  You cannot add more than 20 damage in this way.",,F,None,1,69.99,104.45,249.99,73.74,,Holofoil,"<b>Poke-POWER</b> Form Variation <br>
<br>Once during your turn <em>(before you attack)</em>, you may search your discard pile for a Basic Pokemon (excluding Pokemon-ex and Ditto) and switch it with Ditto.  <em>(Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  Place Ditto in the discard pile.",
84850,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/84850_200w.jpg,3,1419,https://cpt.tcgcsv.com/0ZH,2024-04-11T17:48:16.933,1,21/112,Rare,Colorless,70,Stage 1,"[2] Tri Attack (20x) 
<br>Flip 3 coins.  This attack does 20 damage times the number of heads.",,L,F,1,0.45,1.25,5.0,1.36,,Normal,"<b>Poke-BODY</b> Retreat Aid  <br>
<br>As long as Dodrio is on your Bench, you pay 2 less to retreat your Active Pokemon (excluding Pokemon-ex and Baby Pokemon).",
84850,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/84850_200w.jpg,3,1419,https://cpt.tcgcsv.com/0ZH,2024-04-11T17:48:16.933,1,21/112,Rare,Colorless,70,Stage 1,"[2] Tri Attack (20x) 
<br>Flip 3 coins.  This attack does 20 damage times the number of heads.",,L,F,1,13.1,20.98,39.99,14.55,,Reverse Holofoil,"<b>Poke-BODY</b> Retreat Aid  <br>
<br>As long as Dodrio is on your Bench, you pay 2 less to retreat your Active Pokemon (excluding Pokemon-ex and Baby Pokemon).",
84861,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/84861_200w.jpg,3,1419,https://cpt.tcgcsv.com/fZH,2024-04-11T17:48:17.11,1,62/112,Common,Colorless,40,Basic,"[1] Run Around 
<br>Switch Doduo with 1 of your Benched Pokemon.","[2] Random Peck (10+) 
<br>Flip 2 coins.  This attack does 10 damage plus 10 more damage for each heads.",L,F,1,0.18,0.43,20.36,0.44,,Normal,,
84861,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/84861_200w.jpg,3,1419,https://cpt.tcgcsv.com/fZH,2024-04-11T17:48:17.11,1,62/112,Common,Colorless,40,Basic,"[1] Run Around 
<br>Switch Doduo with 1 of your Benched Pokemon.","[2] Random Peck (10+) 
<br>Flip 2 coins.  This attack does 10 damage plus 10 more damage for each heads.",L,F,1,5.0,7.69,13.98,12.97,,Reverse Holofoil,,
84973,Drowsee,Drowsee,https://tcgplayer-cdn.tcgplayer.com/product/84973_200w.jpg,3,1419,https://cpt.tcgcsv.com/t_H,2024-04-11T17:48:17.25,1,32/112,Uncommon,Psychic,50,Basic,"[1] Hypnosis 
<br>The Defending Pokemon is now Asleep.","[P] Ambush (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",P,None,1,2.62,3.57,6.99,3.44,,Normal,,
84973,Drowsee,Drowsee,https://tcgplayer-cdn.tcgplayer.com/product/84973_200w.jpg,3,1419,https://cpt.tcgcsv.com/t_H,2024-04-11T17:48:17.25,1,32/112,Uncommon,Psychic,50,Basic,"[1] Hypnosis 
<br>The Defending Pokemon is now Asleep.","[P] Ambush (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",P,None,1,55.0,55.0,55.0,17.24,,Reverse Holofoil,,
85000,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/85000_200w.jpg,3,1419,https://cpt.tcgcsv.com/00J,2024-04-11T17:48:17.597,1,22/112,Rare,Fighting,80,Stage 1,"[1F] Sonicboom (30) 
<br>This attack's damage isn't affect by Weakness or Resistance.","[2F] Rumble (50) 
<br>The Defending Pokemon can't retreat until the end of your opponent's next turn.",G,None,1,1.5,1.95,5.99,1.72,,Normal,,
85000,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/85000_200w.jpg,3,1419,https://cpt.tcgcsv.com/00J,2024-04-11T17:48:17.597,1,22/112,Rare,Fighting,80,Stage 1,"[1F] Sonicboom (30) 
<br>This attack's damage isn't affect by Weakness or Resistance.","[2F] Rumble (50) 
<br>The Defending Pokemon can't retreat until the end of your opponent's next turn.",G,None,1,26.97,28.49,48.0,19.82,,Reverse Holofoil,,
85165,Electrode ex,Electrode ex,https://tcgplayer-cdn.tcgplayer.com/product/85165_200w.jpg,3,1419,https://cpt.tcgcsv.com/k5J,2024-04-11T17:48:17.78,1,107/112,Ultra Rare,Lightning,90,Stage 1,"[1L] Crush and Burn (30+) 
<br>You may discard as many Energy as you like attached to your Pokemon in play.  If you do, this attack does 30 damage plus 20 more for each Energy you discarded.",,F,None,1,50.0,325.0,600.0,48.33,,Normal,"<b>Poke-POWER</b> Extra Energy Bomb <br>
<br>Once during your turn (before your attack), you may discard Electrode ex and all the cards attached to it <em>(this counts as Knocking Out Electrode ex)</em>.  If you do, search your discard pile for 5 Energy cards and attach them to any of your Pokemon (excluding Pokemon-ex) in any way you like.  This power can't be used if Electrode ex is affected by a Special Condition.",
