productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extCardText,extAttack3,extAttack4
206428,Morpeko - SWSH012,Morpeko SWSH012,https://tcgplayer-cdn.tcgplayer.com/product/206428_200w.jpg,3,2545,https://cpt.tcgcsv.com/BBG2,2023-03-27T13:31:33.683,1,SWSH012,Promo,Lightning,80,Basic,"[2L] Thunder Shock (60)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,1,0.61,1.19,5.03,1.32,,Holofoil,,,,
206429,Gossifleur - SWSH010,Gossifleur SWSH010,https://tcgplayer-cdn.tcgplayer.com/product/206429_200w.jpg,3,2545,https://cpt.tcgcsv.com/CBG2,2026-03-06T14:28:26.543,1,SWSH010,Promo,Grass,50,Basic,"[1] Sing
<br>Your opponent's Active Pokemon is now Asleep.",Rx2,None,1,0.21,0.46,2.0,0.46,0.3,Holofoil,,,,
206430,Galarian Ponyta - SWSH013,Galarian Ponyta SWSH013,https://tcgplayer-cdn.tcgplayer.com/product/206430_200w.jpg,3,2545,https://cpt.tcgcsv.com/DBG2,2026-03-12T17:15:44.217,1,SWSH013,Promo,Psychic,70,Basic,"[1] Heal Pulse
<br>Heal 30 damage from 1 of your Pokemon.",Dx2,F-30,1,4.3,6.53,96.94,6.53,7.18,Holofoil,[1P] Flop (20),,,
208260,Rillaboom - SWSH006 (Prerelease) [Staff],Rillaboom SWSH006 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/208260_200w.jpg,3,2545,https://cpt.tcgcsv.com/dkH2,2024-04-08T15:55:21.49,1,SWSH006,Promo,Grass,170,Stage 2,[1GGG] Hammer In (140),Rx2,None,3,33.99,99.98,99.98,52.09,,Holofoil,,"<strong>Ability — Voltage Beat</strong>
<br>Once during your turn, you may search your deck for up to 2 Grass Energy cards and attach them to 1 of your Pokemon. Then, shuffle your deck.",,
208261,Rillaboom - SWSH006 (Prerelease),Rillaboom SWSH006 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/208261_200w.jpg,3,2545,https://cpt.tcgcsv.com/fkH2,2024-04-08T15:55:14.413,1,SWSH006,Promo,Grass,170,Stage 2,[1GGG] Hammer In (140),Rx2,None,3,4.7,5.9,9.0,6.22,6.52,Holofoil,,"<strong>Ability — Voltage Beat</strong>
<br>Once during your turn, you may search your deck for up to 2 Grass Energy cards and attach them to 1 of your Pokemon. Then, shuffle your deck.",,
208262,Frosmoth - SWSH007 (Prerelease),Frosmoth SWSH007 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/208262_200w.jpg,3,2545,https://cpt.tcgcsv.com/gkH2,2024-04-08T16:09:30.083,1,SWSH007,Promo,Water,90,Stage 1,[1W] Aurora Beam (30),Mx2,None,2,3.5,5.05,14.0,4.91,7.42,Holofoil,,"<strong>Ability — Ice Dance</strong>
<br>As often as you like during your turn, you may attach a Water Energy card from your hand to 1 of your Benched Water Pokemon.",,
208263,Frosmoth - SWSH007 (Prerelease) [Staff],Frosmoth SWSH007 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/208263_200w.jpg,3,2545,https://cpt.tcgcsv.com/hkH2,2024-04-08T16:09:34.74,1,SWSH007,Promo,Water,90,Stage 1,[1W] Aurora Beam (30),Mx2,None,2,74.99,80.0,120.0,75.91,,Holofoil,,"<strong>Ability — Ice Dance</strong>
<br>As often as you like during your turn, you may attach a Water Energy card from your hand to 1 of your Benched Water Pokemon.",,
208264,Galarian Perrserker - SWSH008 (Prerelease) [Staff],Galarian Perrserker SWSH008 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/208264_200w.jpg,3,2545,https://cpt.tcgcsv.com/jkH2,2024-04-08T16:11:13.987,1,SWSH008,Promo,Metal,120,Stage 1,[1MM] Metal Claw (70),Rx2,G-30,2,55.78,71.34,99.98,65.7,,Holofoil,,"<strong>Ability — Steely Spirit</strong>
<br>Your Metal Pokemon's attacks do 20 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.",,
208265,Galarian Perrserker - SWSH008 (Prerelease),Galarian Perrserker SWSH008 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/208265_200w.jpg,3,2545,https://cpt.tcgcsv.com/kkH2,2024-04-08T16:11:00.82,1,SWSH008,Promo,Metal,120,Stage 1,[1MM] Metal Claw (70),Rx2,G-30,2,2.99,4.63,96.94,4.63,6.51,Holofoil,,"<strong>Ability — Steely Spirit</strong>
<br>Your Metal Pokemon's attacks do 20 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.",,
208266,Cinccino - SWSH009 (Prerelease),Cinccino SWSH009 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/208266_200w.jpg,3,2545,https://cpt.tcgcsv.com/lkH2,2026-02-10T14:00:02.82,1,SWSH009,Promo,Colorless,90,Stage 1,"[1] Energy Assist (40)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokemon.",Fx2,G-30,1,7.45,8.85,20.0,10.27,,Holofoil,,"<strong>Ability — Make Do</strong>
<br>You may discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.",,
208267,Cinccino - SWSH009 (Prerelease) [Staff],Cinccino SWSH009 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/208267_200w.jpg,3,2545,https://cpt.tcgcsv.com/mkH2,2024-04-08T16:28:34.563,1,SWSH009,Promo,Colorless,90,Stage 1,"[1] Energy Assist (40)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokemon.",Fx2,G-30,1,110.0,130.0,149.99,84.07,,Holofoil,,"<strong>Ability — Make Do</strong>
<br>You may discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.",,
210578,Snorlax - SWSH032,Snorlax SWSH032,https://tcgplayer-cdn.tcgplayer.com/product/210578_200w.jpg,3,2545,https://cpt.tcgcsv.com/BfJ2,2025-11-25T20:27:57.92,1,SWSH032,Promo,Colorless,150,Basic,[3] Rolling Tackle (80),Fx2,None,4,22.98,31.45,75.0,22.81,,Holofoil,[4] Heavy Impact (130),,,
210579,Morpeko - SWSH031,Morpeko SWSH031,https://tcgplayer-cdn.tcgplayer.com/product/210579_200w.jpg,3,2545,https://cpt.tcgcsv.com/CfJ2,2026-02-12T20:27:18.91,1,SWSH031,Promo,Lightning,80,Basic,"[1] Famished
<br>Draw a card.",Fx2,None,1,0.08,0.34,40.0,0.36,0.14,Holofoil,"[1L] Thunder Shock (40)
<br>Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.",,,
213096,Flapple - SWSH022 (Prerelease),Flapple SWSH022 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213096_200w.jpg,3,2545,https://cpt.tcgcsv.com/XfK2,2025-11-21T19:39:25.727,1,SWSH022,Promo,Grass,80,Stage 1,"[2] Acid Spray (60)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Rx2,None,1,4.32,5.5,12.99,5.11,5.5,Holofoil,,"<strong>Ability — Apple Drop</strong>
<br>Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. If you placed any damage counters in this way, shuffle this Pokemon and all attached cards into your deck.",,
213097,Flapple - SWSH022 (Prerelease) [Staff],Flapple SWSH022 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/213097_200w.jpg,3,2545,https://cpt.tcgcsv.com/ZfK2,2025-02-21T03:12:37.507,1,SWSH022,Promo,Grass,80,Stage 1,"[2] Acid Spray (60)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Rx2,None,1,298.85,298.85,298.85,53.36,,Holofoil,,"<strong>Ability — Apple Drop</strong>
<br>Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. If you placed any damage counters in this way, shuffle this Pokemon and all attached cards into your deck.",,
213144,Luxray - SWSH023 (Prerelease),Luxray SWSH023 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213144_200w.jpg,3,2545,https://cpt.tcgcsv.com/VgK2,2024-04-08T15:49:09.04,1,SWSH023,Promo,Lightning,160,Stage 2,"[L] Raid (60+)
<br>If this Pokemon evolved from Luxio during this turn, this attack does 100 more damage.",Fx2,None,1,8.5,10.52,33.0,11.48,,Holofoil,[1L] Head Bolt (120),,,
213145,Luxray - SWSH023 (Prerelease) [Staff],Luxray SWSH023 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/213145_200w.jpg,3,2545,https://cpt.tcgcsv.com/WgK2,2024-04-08T15:49:14.397,1,SWSH023,Promo,Lightning,160,Stage 2,"[L] Raid (60+)
<br>If this Pokemon evolved from Luxio during this turn, this attack does 100 more damage.",Fx2,None,1,74.99,81.59,99.99,70.0,,Holofoil,[1L] Head Bolt (120),,,
213196,Coalossal - SWSH024 (Prerelease),Coalossal SWSH024 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213196_200w.jpg,3,2545,https://cpt.tcgcsv.com/XhK2,2024-04-08T16:30:37.897,1,SWSH024,Promo,Fighting,160,Stage 2,[3F] Flaming Avalanche (130),Gx2,None,4,2.99,3.9,9.95,3.66,,Holofoil,,"<strong>Ability —Tar Generator</strong>
<br>Once during your turn, you may attach a Fire Energy card, a Fighting Energy card, or 1 of each from your discard pile to your Pokemon in any way you like.",,
213197,Coalossal - SWSH024 (Prerelease) [Staff],Coalossal SWSH024 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/213197_200w.jpg,3,2545,https://cpt.tcgcsv.com/ZhK2,2024-04-08T16:31:58.313,1,SWSH024,Promo,Fighting,160,Stage 2,[3F] Flaming Avalanche (130),Gx2,None,4,38.99,45.0,139.99,17.75,,Holofoil,,"<strong>Ability —Tar Generator</strong>
<br>Once during your turn, you may attach a Fire Energy card, a Fighting Energy card, or 1 of each from your discard pile to your Pokemon in any way you like.",,
213211,Garbodor - SWSH025 (Prerelease),Garbodor SWSH025 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213211_200w.jpg,3,2545,https://cpt.tcgcsv.com/fjK2,2024-04-08T16:11:27.5,1,SWSH025,Promo,Darkness,120,Stage 1,[2D] Sludge Bomb (80),Fx2,None,2,4.78,7.46,14.99,7.42,6.34,Holofoil,,"<strong>Ability — Poisonous Puddle</strong>
<br>Once during your turn, if a Stadium is in play, you may make your opponent's Active Pokemon Poisoned.",,
213212,Garbodor - SWSH025 (Prerelease) [Staff],Garbodor SWSH025 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/213212_200w.jpg,3,2545,https://cpt.tcgcsv.com/gjK2,2024-04-08T16:13:43.367,1,SWSH025,Promo,Darkness,120,Stage 1,[2D] Sludge Bomb (80),Fx2,None,2,52.99,58.13,95.8,47.76,,Holofoil,,"<strong>Ability — Poisonous Puddle</strong>
<br>Once during your turn, if a Stadium is in play, you may make your opponent's Active Pokemon Poisoned.",,
214228,Copperajah V - SWSH030,Copperajah V SWSH030,https://tcgplayer-cdn.tcgplayer.com/product/214228_200w.jpg,3,2545,https://cpt.tcgcsv.com/BJK2,2021-06-15T12:37:11.307,1,SWSH030,Promo,Metal,220,Basic,"[1MM] Adamantine Press (90)
<br>During your opponent's next turn, this Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,G-30,4,0.5,1.0,3.77,0.87,,Holofoil,[1MMM] Wrack Down (180),,,
214233,Zacian V - SWSH018,Zacian V SWSH018,https://tcgplayer-cdn.tcgplayer.com/product/214233_200w.jpg,3,2545,https://cpt.tcgcsv.com/HJK2,2025-11-25T20:25:19.023,1,SWSH018,Promo,Metal,220,Basic,"[MMM] Brave Blade (230)
<br>During your next turn, this Pokemon can't attack.",Rx2,G-30,2,0.3,1.0,8.0,0.85,1.11,Holofoil,,"<strong>Ability — Intrepid Sword</strong>
<br>Once during your turn, you may look at the top 3 cards of your deck and attach any number of Metal Energy cards you find there to this Pokemon. Put the other cards into your hand. If you use this Ability, your turn ends.",,
214234,Zamazenta V - SWSH019,Zamazenta V SWSH019,https://tcgplayer-cdn.tcgplayer.com/product/214234_200w.jpg,3,2545,https://cpt.tcgcsv.com/JJK2,2026-02-23T19:44:11.087,1,SWSH019,Promo,Metal,230,Basic,"[1MM] Assault Tackle (130)
<br>Discard a Special Energy from your opponent's Active Pokémon.",Rx2,G-30,2,0.38,0.99,7.77,0.9,0.99,Holofoil,,"<strong>Ability — Dauntless Shield</strong>
<br>Prevent all damage done to this Pokemon by attacks from your opponent's <strong>Pokemon VMAX</strong>.",,
214235,Polteageist V - SWSH021,Polteageist V SWSH021,https://tcgplayer-cdn.tcgplayer.com/product/214235_200w.jpg,3,2545,https://cpt.tcgcsv.com/KJK2,2026-02-25T17:04:39.367,1,SWSH021,Promo,Psychic,170,Basic,"[2P] Mind Bend (100)
<br>Your opponent's Active Pokemon is now Confused.",Dx2,F-30,1,0.99,1.58,96.95,1.5,1.5,Holofoil,,"<strong>Ability — Teapot of Surprises</strong>
<br>If this Pokemon is in the Active Spot and is damaged by an opponent's attack <em>(even if it is Knocked Out)</em>, choose a random card from your opponent's hand. Your opponent reveals that card and puts it on the bottom of their deck.",,
214237,Mantine - SWSH026,Mantine SWSH026,https://tcgplayer-cdn.tcgplayer.com/product/214237_200w.jpg,3,2545,https://cpt.tcgcsv.com/MJK2,2025-11-21T19:48:40.637,1,SWSH026,Promo,Water,110,Basic,"[W] Water Reserve
<br>Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Lx2,None,1,0.98,1.39,9.99,1.39,1.5,Holofoil,[WW] Wave Splash (60),,,
214238,Noctowl - SWSH027,Noctowl SWSH027,https://tcgplayer-cdn.tcgplayer.com/product/214238_200w.jpg,3,2545,https://cpt.tcgcsv.com/NJK2,2024-05-13T08:33:44.737,1,SWSH027,Promo,Colorless,110,Stage 1,[2] Wing Attack (40),Lx2,F-30,1,0.84,2.0,3.95,2.01,2.23,Holofoil,"[3] Carry Off
<br>Choose 1 of your opponent's Benched Pokemon. They shuffle that Pokemon and all attached cards into their deck. Then, shuffle this Pokemon and all attached cards into your deck.",,,
214239,Duraludon - SWSH028,Duraludon SWSH028,https://tcgplayer-cdn.tcgplayer.com/product/214239_200w.jpg,3,2545,https://cpt.tcgcsv.com/PJK2,2026-02-23T19:13:57.59,1,SWSH028,Promo,Metal,130,Basic,[2M] Metal Claw (70),Rx2,G-30,2,0.25,0.52,3.49,0.52,0.57,Holofoil,"[3M] Steel Beam (150)
<br>This Pokemon also does 40 damage to itself.",,,
214240,Rayquaza - SWSH029,Rayquaza SWSH029,https://tcgplayer-cdn.tcgplayer.com/product/214240_200w.jpg,3,2545,https://cpt.tcgcsv.com/QJK2,2026-03-12T17:23:22.76,1,SWSH029,Promo,Colorless,130,Basic,"[2] Jaw Lock (30)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Lx2,F-30,2,2.6,4.43,96.95,4.2,4.2,Holofoil,"[3] Power Blast (120)
<br>Discard an Energy from this Pokemon.",,,
214241,Pikachu - SWSH020,Pikachu SWSH020,https://tcgplayer-cdn.tcgplayer.com/product/214241_200w.jpg,3,2545,https://cpt.tcgcsv.com/RJK2,2021-10-05T13:11:34.963,1,SWSH020,Promo,Lightning,70,Basic,"[2] Iron Tail (30x)
<br>Flip a coin until you get tails. This attack does 30 damage for each heads.",Fx2,None,1,59.99,99.4,9999.0,80.93,91.16,Holofoil,[1LL] Electro Ball (60),,,
218574,Kangaskhan - SWSH038 (Prerelease),Kangaskhan SWSH038 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/218574_200w.jpg,3,2545,https://cpt.tcgcsv.com/vrM2,2024-04-08T16:14:47.723,1,SWSH038,Promo,Colorless,130,Basic,"[2] Rally Back (30+)
<br>If any of your Pokemon were Knocked Out by damage from an attack from your opponent's Pokemon during their last turn, this attack does 90 more damage.",Fx2,None,2,9.0,11.0,33.0,10.48,,Holofoil,[3] Hammer In (100),,,
218576,Kangaskhan - SWSH038 (Prerelease) [Staff],Kangaskhan SWSH038 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/218576_200w.jpg,3,2545,https://cpt.tcgcsv.com/xrM2,2024-04-08T15:48:43.617,1,SWSH038,Promo,Colorless,130,Basic,"[2] Rally Back (30+)
<br>If any of your Pokemon were Knocked Out by damage from an attack from your opponent's Pokemon during their last turn, this attack does 90 more damage.",Fx2,None,2,99.99,129.99,149.99,64.87,,Holofoil,[3] Hammer In (100),,,
218578,Decidueye - SWSH035 (Prerelease) [Staff],Decidueye SWSH035 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/218578_200w.jpg,3,2545,https://cpt.tcgcsv.com/BrM2,2024-04-08T16:36:14.963,1,SWSH035,Promo,Grass,140,Stage 2,"[1G] Splitting Arrow (90)
<br>This attack also does 20 damage to 2 of your opponent's Benched Pokemon. <em>(Don't apply Weakness or Resistance for Benched Pokemon.)</em>",Rx2,None,2,59.99,65.27,99.99,50.89,,Holofoil,,"<strong>Ability — Deep Forest Camo</strong>
<br>Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon V and Pokemon GX.",,
218579,Decidueye - SWSH035 (Prerelease),Decidueye SWSH035 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/218579_200w.jpg,3,2545,https://cpt.tcgcsv.com/CrM2,2024-04-08T16:36:08.57,1,SWSH035,Promo,Grass,140,Stage 2,"[1G] Splitting Arrow (90)
<br>This attack also does 20 damage to 2 of your opponent's Benched Pokemon. <em>(Don't apply Weakness or Resistance for Benched Pokemon.)</em>",Rx2,None,2,3.6,5.88,12.0,5.65,6.29,Holofoil,,"<strong>Ability — Deep Forest Camo</strong>
<br>Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon V and Pokemon GX.",,
218580,Arctozolt - SWSH036 (Prerelease),Arctozolt SWSH036 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/218580_200w.jpg,3,2545,https://cpt.tcgcsv.com/DrM2,2026-02-12T20:08:50.147,1,SWSH036,Promo,Lightning,130,Stage 1,[1L] Electro Ball (70),Fx2,None,2,6.25,8.33,160.19,8.25,160.19,Holofoil,,"<strong>Ability — Biting Whirlpool</strong>
<br>Whenever your opponent attaches an Energy card from their hand to 1 of their Pokemon, put 2 damage counters on that Pokemon.",,
218581,Arctozolt - SWSH036 (Prerelease) [Staff],Arctozolt SWSH036 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/218581_200w.jpg,3,2545,https://cpt.tcgcsv.com/FrM2,2024-04-08T16:19:42.963,1,SWSH036,Promo,Lightning,130,Stage 1,[1L] Electro Ball (70),Fx2,None,2,43.0,47.11,99.99,43.87,,Holofoil,,"<strong>Ability — Biting Whirlpool</strong>
<br>Whenever your opponent attaches an Energy card from their hand to 1 of their Pokemon, put 2 damage counters on that Pokemon.",,
218582,Hydreigon - SWSH037 (Prerelease) [Staff],Hydreigon SWSH037 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/218582_200w.jpg,3,2545,https://cpt.tcgcsv.com/GrM2,2024-04-08T16:14:00.233,1,SWSH037,Promo,Darkness,160,Stage 2,[1DD] Pitch-Black Fangs (130),Gx2,None,3,85.0,96.79,149.99,103.0,,Holofoil,,"<strong>Ability — Dark Squall</strong>
<br>As often as you like during your turn, you may attach a Darkness Energy card from your hand to 1 of your Pokemon.",,
218583,Hydreigon - SWSH037 (Prerelease),Hydreigon SWSH037 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/218583_200w.jpg,3,2545,https://cpt.tcgcsv.com/HrM2,2025-11-25T20:36:14.947,1,SWSH037,Promo,Darkness,160,Stage 2,[1DD] Pitch-Black Fangs (130),Gx2,None,3,5.74,8.0,13.2,7.72,9.32,Holofoil,,"<strong>Ability — Dark Squall</strong>
<br>As often as you like during your turn, you may attach a Darkness Energy card from your hand to 1 of your Pokemon.",,
220268,Pikachu - SWSH039,Pikachu SWSH039,https://tcgplayer-cdn.tcgplayer.com/product/220268_200w.jpg,3,2545,https://cpt.tcgcsv.com/n7N2,2026-02-17T19:56:03.617,1,SWSH039,Promo,Lightning,60,Basic,"[1] Tail Whip 
<br>Flip a coin. If heads, during your opponent's next turn, the Defending Pokemon can't attack.",Fx2,None,1,3.1,6.88,4321.0,6.1,6.71,Holofoil,,,,
220269,Hatenna - SWSH040,Hatenna SWSH040,https://tcgplayer-cdn.tcgplayer.com/product/220269_200w.jpg,3,2545,https://cpt.tcgcsv.com/p7N2,2026-02-25T16:56:00.46,1,SWSH040,Promo,Psychic,60,Basic,"[1] Find a Friend
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.",Dx2,F-30,1,0.2,0.44,19.5,0.41,0.3,Holofoil,[2] Psyshot (20),,,
220270,Flareon - SWSH041,Flareon SWSH041,https://tcgplayer-cdn.tcgplayer.com/product/220270_200w.jpg,3,2545,https://cpt.tcgcsv.com/q7N2,2026-02-25T19:06:26.107,1,SWSH041,Promo,Fire,110,Stage 1,"[R] Singe
<br>Your opponent's Active Pokemon is now Burned.",Wx2,None,2,4.21,5.16,7.08,5.15,6.92,Holofoil,"[1RR] Kindle (120)
<br>Discard an Energy from this Pokemon. If you do, discard an Energy from your opponent's Active Pokemon.",,,
220271,Eevee - SWSH042,Eevee SWSH042,https://tcgplayer-cdn.tcgplayer.com/product/220271_200w.jpg,3,2545,https://cpt.tcgcsv.com/r7N2,2026-02-25T16:52:38.233,1,SWSH042,Promo,Colorless,60,Basic,"[1] Signs of Evolution
<br>Search your deck for a card that evolves from Eevee, reveal it, and put it into your hand. Then, shuffle your deck.",Fx2,None,1,3.0,6.0,14.95,5.65,8.99,Holofoil,"[2] Wild Kick (30)
<br>Flip a coin. If tails, this attack does nothing.",,,
220273,Galarian Sirfetch'd V - SWSH043,Galarian Sirfetchd V SWSH043,https://tcgplayer-cdn.tcgplayer.com/product/220273_200w.jpg,3,2545,https://cpt.tcgcsv.com/t7N2,2021-06-15T12:43:11.49,1,SWSH043,Promo,Fighting,210,Basic,"[1FF] Meteor Smash (200)
<br>During your next turn, this Pokemon can't attack.",Px2,None,2,0.5,1.12,96.95,1.05,1.26,Holofoil,,"<strong>Ability — Resolute Spear</strong>
<br>Once during your turn, when this Pokemon moves from your Bench to the Active Spot, you may move any amount of Fighting Energy from your other Pokemon to it.",,
220279,Eternatus V - SWSH044,Eternatus V SWSH044,https://tcgplayer-cdn.tcgplayer.com/product/220279_200w.jpg,3,2545,https://cpt.tcgcsv.com/C7N2,2026-02-12T20:18:01.45,1,SWSH044,Promo,Darkness,220,Basic,"[1] Power Accelerator (30)
<br>You may attach a Darkness Energy card from your hand to 1 of your Benched Pokemon.",Fx2,None,2,1.49,3.07,27.3,3.07,2.91,Holofoil,"[3D] Dynamax Cannon (120+)
<br>If your opponent's Active Pokemon is a Pokemon VMAX, this attack does 120 more damage.",,,
