productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extAttack3,extWeakness,extResistance,extRetreatCost,extUPC
188405,Greninja & Zoroark GX,Greninja and Zoroark GX,https://tcgplayer-cdn.tcgplayer.com/product/188405_200w.jpg,3,2420,https://cpt.tcgcsv.com/7nw2,2026-02-02T19:18:37.42,1,,32.0,43.98,130.0,38.24,35.62,Holofoil,107/214,Ultra Rare,Darkness,250,Basic,"[1D] Dark Pulse (30+)
<br>This attack does 30 more damage times the amount of Darkness Energy attached to all of your Pokemon.","<span style=""color:Teal""><strong>[1D+] Dark Union GX</strong>
<br>Put 2 in any combination of Darkness Pokemon GX and Darkness Pokemon EX from your discard pile onto your Bench. If this Pokemon has at least 1 extra Energy attached to it <em>(in addition to this attack's cost)</em>, attach 2 Energy cards from your discard pile to each Pokemon that you put onto your Bench this way. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Fx2,P-20,2,
188406,Lucario & Melmetal GX,Lucario and Melmetal GX,https://tcgplayer-cdn.tcgplayer.com/product/188406_200w.jpg,3,2420,https://cpt.tcgcsv.com/8nw2,2026-01-29T18:23:59.267,1,,22.0,30.0,99.0,28.61,29.99,Holofoil,120/214,Ultra Rare,Metal,260,Basic,"[2] Steel Fist (50)
<br>Search your deck for a Metal Energy card and attach it to this Pokemon. Then, shuffle your deck.",[2MM] Heavy Impact (150),"<span style=""color:Teal""><strong>[1+] Full Metal Wall GX</strong>
<br>For the rest of this game, your Metal Pokemon take 30 less damage from your opponent's attacks <em>(after applying Weakness and Resistance)</em>. If this Pokemon has at least 1 extra Energy attached to it <em>(in addition to this attack's cost)</em>, discard all Energy from your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,P-20,3,
188407,Marshadow & Machamp GX,Marshadow and Machamp GX,https://tcgplayer-cdn.tcgplayer.com/product/188407_200w.jpg,3,2420,https://cpt.tcgcsv.com/9nw2,2026-01-29T18:24:40.17,1,,17.92,29.95,200.0,27.16,29.99,Holofoil,82/214,Ultra Rare,Fighting,270,Basic,"[1F] Revenge (30+)
<br>If any of your Pokemon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage.",[1FF] Hundred-Blows Impact (160),"<span style=""color:Teal""><strong>[1FF+] Acme of Heroism GX (200)</strong>
<br>If this Pokemon has at least 1 extra Energy attached to it <em>(in addition to this attack's cost)</em>, and if it would be Knocked Out by damage from an opponent's attack during their next turn, it is not Knocked Out, and its remaining HP becomes 10. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Px2,None,3,
188408,Muk & Alolan Muk GX,Muk and Alolan Muk GX,https://tcgplayer-cdn.tcgplayer.com/product/188408_200w.jpg,3,2420,https://cpt.tcgcsv.com/bnw2,2026-01-14T15:45:40.297,1,,12.99,17.99,66.0,16.61,14.44,Holofoil,61/214,Ultra Rare,Psychic,270,Basic,"[2P] Severe Poison
<br>Your opponent's Active Pokemon is now Poisoned. Put 8 damage counters instead of 1 on that Pokemon between turns.","[3P] Poison Absorption (120)
<br>If your opponent's Active Pokemon is Poisoned, heal 100 damage from this Pokemon.","<span style=""color:Teal""><strong>[0+] Nasty Goo Mix GX</strong>
<br>Your opponent's Active Pokemon is now Paralyzed and Poisoned. If this Pokemon has at least 4 extra Energy attached to it <em>(in addition to this attack's cost)</em>, put 15 damage counters instead of 1 on that Pokemon between turns. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Px2,None,4,
188409,Reshiram & Charizard GX,Reshiram and Charizard GX,https://tcgplayer-cdn.tcgplayer.com/product/188409_200w.jpg,3,2420,https://cpt.tcgcsv.com/cnw2,2026-02-02T19:13:22.813,1,,37.99,46.64,74.97,43.56,30.59,Holofoil,20/214,Ultra Rare,Fire,270,Basic,"[1R] Outrage (30+)
<br>This attack does 10 more damage for each damage counter on this Pokemon.","[1RRR] Flare Strike (230)
<br>This Pokemon can't use Flare Strike during your next turn.","<span style=""color:Teal""><strong>[RRR+] Double Blaze GX (200+)</strong>
<br>If this Pokemon has at least 3 extra Fire Energy attached to it <em.(in addition to this attack's cost)</em>, this attack does 100 more damage, and this attack's damage isn't affected by any effects on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Wx2,None,3,
188410,Unbroken Bonds 3 Pack Blister [Sceptile],Unbroken Bonds 3 Pack Blister Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/188410_200w.jpg,3,2420,https://cpt.tcgcsv.com/dnw2,2019-04-10T19:09:50.33,1,"Each blister comes with 3 SM—Unbroken Bonds booster packs, a coin, and a promotional card of Sceptile.",249.98,249.98,249.98,242.32,,Normal,,,,,,,,,,,,
188411,Unbroken Bonds 3 Pack Blister [Typhlosion],Unbroken Bonds 3 Pack Blister Typhlosion,https://tcgplayer-cdn.tcgplayer.com/product/188411_200w.jpg,3,2420,https://cpt.tcgcsv.com/fnw2,2019-04-10T19:10:20.74,1,"Each blister comes with 3 SM—Unbroken Bonds booster packs, a coin, and a promotional card of Typhlosion.",243.98,246.98,249.98,238.99,,Normal,,,,,,,,,,,,
188412,Unbroken Bonds Single Pack Blister [Eevee],Unbroken Bonds Single Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/188412_200w.jpg,3,2420,https://cpt.tcgcsv.com/gnw2,2019-04-10T19:15:31.033,1,"Each blister comes with 1 SM—Unbroken Bonds booster packs, a coin, and a promotional card of Eevee.",70.96,77.97,89.0,75.5,,Normal,,,,,,,,,,,,
188413,Unbroken Bonds Single Pack Blister [Pikachu],Unbroken Bonds Single Pack Blister Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/188413_200w.jpg,3,2420,https://cpt.tcgcsv.com/hnw2,2019-04-10T19:16:01.2,1,"Each blister comes with 1 SM—Unbroken Bonds booster packs, a coin, and a promotional card of Pikachu.",83.98,87.5,94.47,81.52,,Normal,,,,,,,,,,,,
189040,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/189040_200w.jpg,3,2420,https://cpt.tcgcsv.com/QDw2,2025-02-07T19:59:42.73,1,,0.03,0.24,10.0,0.19,,Normal,2/214,Common,Grass,40,Basic,"<strong>Ability — Pupate</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2] Hook (10),,Rx2,None,1,
189040,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/189040_200w.jpg,3,2420,https://cpt.tcgcsv.com/QDw2,2025-02-07T19:59:42.73,1,,0.1,0.36,2.0,0.34,,Reverse Holofoil,2/214,Common,Grass,40,Basic,"<strong>Ability — Pupate</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2] Hook (10),,Rx2,None,1,
189041,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/189041_200w.jpg,3,2420,https://cpt.tcgcsv.com/RDw2,2022-12-13T16:24:41.47,1,,0.19,0.45,1.49,0.41,0.47,Reverse Holofoil,3/214,Uncommon,Grass,70,Stage 1,"<strong>Ability — Emerge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2G] Bug Bite (30),,Rx2,None,3,
189041,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/189041_200w.jpg,3,2420,https://cpt.tcgcsv.com/RDw2,2022-12-13T16:24:41.47,1,,0.05,0.22,10.0,0.22,0.19,Normal,3/214,Uncommon,Grass,70,Stage 1,"<strong>Ability — Emerge</strong>
<br>Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",[2G] Bug Bite (30),,Rx2,None,3,
189042,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/189042_200w.jpg,3,2420,https://cpt.tcgcsv.com/SDw2,2022-12-13T16:24:49.373,1,,0.37,0.81,96.95,0.8,0.97,Reverse Holofoil,4/214,Rare,Grass,130,Stage 2,"[1] Triple Charge
<br>Search your deck for up to 3 basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",[2G] Solar Beam (70),,Rx2,None,1,
189042,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/189042_200w.jpg,3,2420,https://cpt.tcgcsv.com/SDw2,2022-12-13T16:24:49.373,1,,0.2,0.33,10.0,0.3,0.25,Normal,4/214,Rare,Grass,130,Stage 2,"[1] Triple Charge
<br>Search your deck for up to 3 basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",[2G] Solar Beam (70),,Rx2,None,1,
189043,Oddish (5),Oddish 5,https://tcgplayer-cdn.tcgplayer.com/product/189043_200w.jpg,3,2420,https://cpt.tcgcsv.com/TDw2,2025-11-20T23:23:04.8,1,,0.03,0.25,10.0,0.25,,Normal,5/214,Common,Grass,50,Basic,"[1] Stun Spore
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1G] Seed Bomb (20),,Rx2,None,1,
189043,Oddish (5),Oddish 5,https://tcgplayer-cdn.tcgplayer.com/product/189043_200w.jpg,3,2420,https://cpt.tcgcsv.com/TDw2,2025-11-20T23:23:04.8,1,,0.2,0.43,10.0,0.43,0.36,Reverse Holofoil,5/214,Common,Grass,50,Basic,"[1] Stun Spore
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1G] Seed Bomb (20),,Rx2,None,1,
189044,Oddish (6),Oddish 6,https://tcgplayer-cdn.tcgplayer.com/product/189044_200w.jpg,3,2420,https://cpt.tcgcsv.com/VDw2,2025-11-21T00:21:31.69,1,,0.15,0.56,10.0,0.54,0.24,Normal,6/214,Common,Grass,60,Basic,[1] Hook (10),,,Rx2,None,1,
189044,Oddish (6),Oddish 6,https://tcgplayer-cdn.tcgplayer.com/product/189044_200w.jpg,3,2420,https://cpt.tcgcsv.com/VDw2,2025-11-21T00:21:31.69,1,,1.91,3.17,4.4,2.36,2.94,Reverse Holofoil,6/214,Common,Grass,60,Basic,[1] Hook (10),,,Rx2,None,1,
189045,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/189045_200w.jpg,3,2420,https://cpt.tcgcsv.com/WDw2,2025-02-07T19:59:42.823,1,,0.1,0.35,1.49,0.37,,Normal,7/214,Uncommon,Grass,80,Stage 1,"<strong>Ability — Irresistible Aroma</strong>
<br>Once during your turn <em>(before your attack)</em>, if your opponent's Bench isn't full, you may flip a coin. If heads, your opponent reveals their hand. Put a Basic Pokémon you find there onto their Bench.",,,Rx2,None,2,
189045,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/189045_200w.jpg,3,2420,https://cpt.tcgcsv.com/WDw2,2025-02-07T19:59:42.823,1,,0.7,1.06,2.39,1.13,,Reverse Holofoil,7/214,Uncommon,Grass,80,Stage 1,"<strong>Ability — Irresistible Aroma</strong>
<br>Once during your turn <em>(before your attack)</em>, if your opponent's Bench isn't full, you may flip a coin. If heads, your opponent reveals their hand. Put a Basic Pokémon you find there onto their Bench.",,,Rx2,None,2,
189046,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/189046_200w.jpg,3,2420,https://cpt.tcgcsv.com/XDw2,2025-11-20T23:21:58.437,1,,0.3,0.69,10.0,0.69,0.7,Reverse Holofoil,8/214,Holo Rare,Grass,140,Stage 2,"<strong>Ability — Variety Pollen</strong>
<br>Once during your turn <em>(before your attack)</em>,you may flip a coin. If heads, you may leave your opponent's Active Pokémon Poisoned, Burned, Asleep, or Confused.","[1GG] Giant Bloom (90)
<br>Heal 30 damage from this Pokémon.",,Rx2,None,3,
189046,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/189046_200w.jpg,3,2420,https://cpt.tcgcsv.com/XDw2,2025-11-20T23:21:58.437,1,,0.25,0.64,10.0,0.67,,Holofoil,8/214,Holo Rare,Grass,140,Stage 2,"<strong>Ability — Variety Pollen</strong>
<br>Once during your turn <em>(before your attack)</em>,you may flip a coin. If heads, you may leave your opponent's Active Pokémon Poisoned, Burned, Asleep, or Confused.","[1GG] Giant Bloom (90)
<br>Heal 30 damage from this Pokémon.",,Rx2,None,3,
189047,Venonat (9),Venonat 9,https://tcgplayer-cdn.tcgplayer.com/product/189047_200w.jpg,3,2420,https://cpt.tcgcsv.com/ZDw2,2023-01-04T05:56:08.44,1,,0.02,0.2,10.0,0.18,,Normal,9/214,Common,Grass,60,Basic,"[1] Radar Eyes
<br>Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.",[2] Flop (20),,Rx2,None,1,
189047,Venonat (9),Venonat 9,https://tcgplayer-cdn.tcgplayer.com/product/189047_200w.jpg,3,2420,https://cpt.tcgcsv.com/ZDw2,2023-01-04T05:56:08.44,1,,0.15,0.32,1.51,0.32,,Reverse Holofoil,9/214,Common,Grass,60,Basic,"[1] Radar Eyes
<br>Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.",[2] Flop (20),,Rx2,None,1,
189048,Venonat (10),Venonat 10,https://tcgplayer-cdn.tcgplayer.com/product/189048_200w.jpg,3,2420,https://cpt.tcgcsv.com/-Dw2,2026-02-05T17:57:39.68,1,,0.12,0.33,10.0,0.32,0.18,Normal,10/214,Common,Grass,60,Basic,"[G] Psybeam (10)
<br>Your opponent's Active Pokémon is now Confused.",,,Rx2,None,1,
189048,Venonat (10),Venonat 10,https://tcgplayer-cdn.tcgplayer.com/product/189048_200w.jpg,3,2420,https://cpt.tcgcsv.com/-Dw2,2026-02-05T17:57:39.68,1,,0.34,0.64,1.99,0.73,,Reverse Holofoil,10/214,Common,Grass,60,Basic,"[G] Psybeam (10)
<br>Your opponent's Active Pokémon is now Confused.",,,Rx2,None,1,
189049,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/189049_200w.jpg,3,2420,https://cpt.tcgcsv.com/_Dw2,2022-12-13T16:26:19.103,1,,0.15,0.47,1.49,0.43,0.45,Normal,11/214,Rare,Grass,90,Stage 1,"[1] Assassin Flight
<br>You can use this attack only if your opponent's Active Pokémon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[G] Poison Powder (30)
<br>Your opponent's Active Pokémon is now Poisoned.",,Rx2,None,0,
189049,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/189049_200w.jpg,3,2420,https://cpt.tcgcsv.com/_Dw2,2022-12-13T16:26:19.103,1,,0.39,0.51,10.0,0.51,,Reverse Holofoil,11/214,Rare,Grass,90,Stage 1,"[1] Assassin Flight
<br>You can use this attack only if your opponent's Active Pokémon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[G] Poison Powder (30)
<br>Your opponent's Active Pokémon is now Poisoned.",,Rx2,None,0,
189050,Venomoth GX,Venomoth GX,https://tcgplayer-cdn.tcgplayer.com/product/189050_200w.jpg,3,2420,https://cpt.tcgcsv.com/0Fw2,2025-12-10T03:34:16.763,1,,1.99,3.61,5.0,3.39,,Holofoil,12/214,Ultra Rare,Grass,200,Stage 1,"[2G] Shinobi Mastery (110+)
<br>If you played Koga's Trap from your hand during this turn, this attack does 90 more damage. If you played Janine from your hand during this turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.","<span style=""color:Teal""><strong>[1] Ten-Card Return GX (60)</strong>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,None,1,
189051,Venomoth GX (Full Art),Venomoth GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/189051_200w.jpg,3,2420,https://cpt.tcgcsv.com/2Fw2,2022-12-13T17:15:33.68,1,,4.0,5.45,20.0,5.4,,Holofoil,193/214,Ultra Rare,Grass,200,Stage 1,"[2G] Shinobi Mastery (110+)
<br>If you played Koga's Trap from your hand during this turn, this attack does 90 more damage. If you played Janine from your hand during this turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.","<span style=""color:Teal""><strong>[1] Ten-Card Return GX (60)</strong>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,None,1,
189052,Venomoth GX (Secret),Venomoth GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/189052_200w.jpg,3,2420,https://cpt.tcgcsv.com/3Fw2,2022-12-13T17:19:18.883,1,,11.89,12.69,99.98,12.76,99.98,Holofoil,216/214,Secret Rare,Grass,200,Stage 1,"[2G] Shinobi Mastery (110+)
<br>If you played Koga's Trap from your hand during this turn, this attack does 90 more damage. If you played Janine from your hand during this turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.","<span style=""color:Teal""><strong>[1] Ten-Card Return GX (60)</strong>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,None,1,
189053,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/189053_200w.jpg,3,2420,https://cpt.tcgcsv.com/5Fw2,2025-02-07T19:59:42.87,1,,0.09,0.31,2.0,0.32,,Reverse Holofoil,13/214,Common,Grass,50,Basic,[G] Razor Leaf (20),,,Rx2,None,1,
189053,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/189053_200w.jpg,3,2420,https://cpt.tcgcsv.com/5Fw2,2025-02-07T19:59:42.87,1,,0.02,0.2,10.0,0.2,,Normal,13/214,Common,Grass,50,Basic,[G] Razor Leaf (20),,,Rx2,None,1,
189054,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/189054_200w.jpg,3,2420,https://cpt.tcgcsv.com/6Fw2,2022-12-13T16:26:41.53,1,,0.03,0.2,10.0,0.15,,Normal,14/214,Uncommon,Grass,80,Stage 1,"[G] Burning Venom
<br>Your opponent's Active Pokémon is now Burned and Poisoned.",[2] Ram (30),,Rx2,None,2,
189054,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/189054_200w.jpg,3,2420,https://cpt.tcgcsv.com/6Fw2,2022-12-13T16:26:41.53,1,,0.24,0.38,3.12,0.38,,Reverse Holofoil,14/214,Uncommon,Grass,80,Stage 1,"[G] Burning Venom
<br>Your opponent's Active Pokémon is now Burned and Poisoned.",[2] Ram (30),,Rx2,None,2,
189055,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/189055_200w.jpg,3,2420,https://cpt.tcgcsv.com/7Fw2,2022-12-13T16:26:48.677,1,,0.15,0.4,10.0,0.4,0.43,Normal,15/214,Rare,Grass,140,Stage 2,"[G] Reactive Poison (10+)
<br>This attack does 60 more damage for each Special Condition affecting your opponent's Active Pokémon.","[2G] Gastro Acid (90)
<br>The Defending Pokémon has no Abilities until the end of your next turn.",,Rx2,None,2,
189055,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/189055_200w.jpg,3,2420,https://cpt.tcgcsv.com/7Fw2,2022-12-13T16:26:48.677,1,,0.25,0.54,10.0,0.53,,Reverse Holofoil,15/214,Rare,Grass,140,Stage 2,"[G] Reactive Poison (10+)
<br>This attack does 60 more damage for each Special Condition affecting your opponent's Active Pokémon.","[2G] Gastro Acid (90)
<br>The Defending Pokémon has no Abilities until the end of your next turn.",,Rx2,None,2,
189058,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/189058_200w.jpg,3,2420,https://cpt.tcgcsv.com/bFw2,2022-12-13T16:26:55.08,1,,0.02,0.2,10.0,0.16,0.1,Normal,16/214,Common,Grass,80,Basic,"[G] Tangle Drag
<br>Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",[2] Gentle Slap (30),,Rx2,None,2,
189058,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/189058_200w.jpg,3,2420,https://cpt.tcgcsv.com/bFw2,2022-12-13T16:26:55.08,1,,0.09,0.3,10.0,0.3,,Reverse Holofoil,16/214,Common,Grass,80,Basic,"[G] Tangle Drag
<br>Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",[2] Gentle Slap (30),,Rx2,None,2,
189059,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/189059_200w.jpg,3,2420,https://cpt.tcgcsv.com/cFw2,2022-12-13T16:27:01.22,1,,0.15,0.3,10.0,0.28,,Normal,17/214,Rare,Grass,130,Stage 1,"[G] Bind Down (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[3] Chlorowhip (90)
<br>If this Pokémon has at least 2 G Energy attached to it, heal 60 damage from this Pokémon.",,Rx2,None,3,
189059,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/189059_200w.jpg,3,2420,https://cpt.tcgcsv.com/cFw2,2022-12-13T16:27:01.22,1,,0.23,0.49,10.0,0.47,,Reverse Holofoil,17/214,Rare,Grass,130,Stage 1,"[G] Bind Down (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[3] Chlorowhip (90)
<br>If this Pokémon has at least 2 G Energy attached to it, heal 60 damage from this Pokémon.",,Rx2,None,3,
