productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack2,extAttack3
91368,Meowstic - 43/106 (XY Flashfire),Meowstic 43 106 XY Flashfire,https://tcgplayer-cdn.tcgplayer.com/product/91368_200w.jpg,3,1840,https://cpt.tcgcsv.com/nzL,2022-10-08T17:46:28.343,1,043/106,Holo Rare,Psychic,90,Stage 1,,"[P] Ear Influence
<br>
Move as many damage counters on your opponent's Pokémon as you like to any of your opponent's other Pokémon in any way you like.",Px2,1,0.48,1.06,3.99,1.16,0.71,Holofoil,,"[PPP] Psychic (60+)
<br>
This attack does 10 more damage for each Energy attached to your opponent's Active Pokémon.",
91369,Heliolisk - 37/106 (XY Flashfire),Heliolisk 37 106 XY Flashfire,https://tcgplayer-cdn.tcgplayer.com/product/91369_200w.jpg,3,1840,https://cpt.tcgcsv.com/pzL,2022-10-07T19:59:36.15,1,037/106,Holo Rare,Lightning,90,Stage 1,,"[1] Parabolic Charge
<br>
Search your deck for up to 2 Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.",Fx2,1,0.23,0.92,3.0,1.24,,Holofoil,M-20,"[2L] Quick Attack (60+)
<br>
Flip a coin. If heads, this attack does 30 more damage.",
91370,Volcarona - 13/101 (BW Plasma Blast),Volcarona 13 101 BW Plasma Blast,https://tcgplayer-cdn.tcgplayer.com/product/91370_200w.jpg,3,1840,https://cpt.tcgcsv.com/qzL,2022-10-11T15:48:16.547,1,013/101,Holo Rare,Fire,100,Stage 1,,"[1] Solar Transporter
<br>Reveal the top 5 cards of your deck and put all Team Plasma cards you find there into your hand.  Discard the other cards.",Wx2,1,0.5,1.29,4.19,1.29,,Holofoil,,"[1RR] Leech Life (50)
<br>
Heal from this Pokémon the same amount of damage you did to the Defending Pokémon.",
91385,Glaceon - 23/116 (BW Plasma Freeze),Glaceon 23 116 BW Plasma Freeze,https://tcgplayer-cdn.tcgplayer.com/product/91385_200w.jpg,3,1840,https://cpt.tcgcsv.com/KzL,2022-10-06T20:58:37.47,1,023/116,Holo Rare,,90,Stage 1,"<strong>Ability — Freeze Zone</strong>
<br>
The Retreat Cost of each of your Team Plasma Pokémon in play is 2 less.","[2W] Icy Wind (60)
<br>
The Defending Pokémon is now Asleep.",Mx2,2,7.5,12.88,19.6,11.95,,Holofoil,,,
91386,Leafeon - 11/116 (BW Plasma Freeze),Leafeon 11 116 BW Plasma Freeze,https://tcgplayer-cdn.tcgplayer.com/product/91386_200w.jpg,3,1840,https://cpt.tcgcsv.com/LzL,2025-11-20T22:47:50.387,1,011/116,Holo Rare,Grass,100,Stage 1,,"[1] Energy Crush (20x)
<br>Does 20 damage times the amount of Energy attached to all of your opponent's Pokémon.",Rx2,2,6.0,99.99,103.99,10.29,6.4,Holofoil,W-20,"[2G] Leaf Blade (60+)
<br>Flip a coin. If heads, this attack does 20 more damage.",
91388,Giratina - 62/135 (BW Plasma Storm),Giratina 62 135 BW Plasma Storm,https://tcgplayer-cdn.tcgplayer.com/product/91388_200w.jpg,3,1840,https://cpt.tcgcsv.com/NzL,2022-10-06T20:52:08.88,1,062/135,Holo Rare,Psychic,130,Basic,,"[2P] Hex (50+)
<br>If the Defending Pokémon is affected by a Special Condition, this attack does 50 more damage.",Dx2,3,3.04,4.13,24.99,6.33,,Holofoil,,"[2PP] Shadow Claw (90)
<br>Discard a random card from your opponent's hand.",
91391,Garchomp - 91/124 (Cracked Ice Holo),Garchomp 91 124 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/91391_200w.jpg,3,1840,https://cpt.tcgcsv.com/RzL,2022-12-31T17:47:31.127,1,091/124,Holo Rare,Dragon,140,Stage 2,,[1] Jet Headbutt (40),Ox2,,4.0,5.19,15.27,5.2,,Holofoil,,"[1WF] Sand Tomb (80)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.",
91392,Hydreigon - 98/124 (Cracked Ice Holo),Hydreigon 98 124 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/91392_200w.jpg,3,1840,https://cpt.tcgcsv.com/SzL,2026-02-04T19:40:57.65,1,098/124,Holo Rare,Dragon,150,Stage 2,,"[2D] Consume (40)
<br>
Heal from this Pokémon the same amount of damage you did to the Defending Pokémon.",Ox2,3,1.0,1.17,4.19,2.87,,Holofoil,,"[2PD] Destructor Beam (90)
<br>
Flip a coin. If heads, discard an Energy attached to the Defending Pokémon.",
91393,Milotic - 28/124,Milotic 28 124,https://tcgplayer-cdn.tcgplayer.com/product/91393_200w.jpg,3,1840,https://cpt.tcgcsv.com/TzL,2026-01-13T13:41:53.24,1,028/124,Rare,Water,110,Stage 1,,"[W] Clear Search
<br>Search your deck for any 3 cards and put them into your hand. Shuffle your deck afterward.",Lx2,1,0.65,1.61,2.0,1.54,,Normal,,"[2W] Water Pulse (60)
<br>
The Defending Pokémon is now Asleep.",
91398,Reshiram - 21/99 (Next Destinies),Reshiram 21 99 Next Destinies,https://tcgplayer-cdn.tcgplayer.com/product/91398_200w.jpg,3,1840,https://cpt.tcgcsv.com/-zL,2022-10-10T19:28:28.723,1,021/099,Holo Rare,Fire,130,Basic,,"[2] Outrage (20+)
<br>
Does 10 more damage for each damage counter on this Pokémon.",Wx2,2,2.33,4.02,5.37,4.59,,Holofoil,,"[1RR] Blue Flare (120)
<br>
Discard 2 Fire Energy attached to this Pokémon.",
91401,Zekrom - 50/99 (Next Destinies),Zekrom 50 99 Next Destinies,https://tcgplayer-cdn.tcgplayer.com/product/91401_200w.jpg,3,1840,https://cpt.tcgcsv.com/2BL,2025-02-05T20:17:46.413,1,050/099,Holo Rare,Lightning,130,Basic,,"[2] Outrage (20+)
<br>
Does 10 more damage for each damage counter on this Pokémon.",Fx2,2,0.75,1.55,3.18,1.56,,Holofoil,,"[1LL] Bolt Strike (120)
<br>
This Pokémon does 40 damage to itself.",
91410,Scrafty - 74/99(Next Destinies),Scrafty 74 99Next Destinies,https://tcgplayer-cdn.tcgplayer.com/product/91410_200w.jpg,3,1840,https://cpt.tcgcsv.com/dBL,2022-10-10T19:51:44.75,1,074/099,Rare,Darkness,90,Stage 1,,"[D] Rock Head (20)
<br>
During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",Fx2,2,0.3,0.48,3.45,1.02,,Normal,P-20,"[2D] Hammer Kick (50+)
<br>
If this Pokémon has fewer remaining HP than the Defending Pokémon, this attack does 30 more damage.",
91460,Scolipede - 40/98 (BW Emerging Powers),Scolipede 40 98 BW Emerging Powers,https://tcgplayer-cdn.tcgplayer.com/product/91460_200w.jpg,3,1840,https://cpt.tcgcsv.com/dCL,2026-01-15T05:10:51.523,1,040/098,Holo Rare,Psychic,140,Stage 2,,"[1P] Toxic Claws (30)
<br>The Defending Pokémon is now Poisoned. Put 2 damage counters instead of 1 on that Pokémon between turns.",Px2,2,0.5,0.87,4.49,0.77,,Holofoil,,"[2P] Wild Horn (50+)
<br>
Flip 2 coins. This attack does 20 more damage for each heads.",
91655,Lucario - 14/95 (Call of Legends),Lucario 14 95 Call of Legends,https://tcgplayer-cdn.tcgplayer.com/product/91655_200w.jpg,3,1840,https://cpt.tcgcsv.com/7HL,2022-10-08T16:21:53.45,1,014/095,Rare,Fighting,90,Stage 1,,"[2] Dimension Sphere (30+)
<br>Does 30 damage plus 20 more damage for each of your Pokémon in the Lost Zone.",Px2,1,1.09,5.76,49.99,3.25,,Normal,,"[1FF] Sky Uppercut (70)
<br>This attack's damage isn't affected by Resistance.",
92246,Pangoro - 68/111 (Cracked Ice Holo),Pangoro 68 111 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/92246_200w.jpg,3,1840,https://cpt.tcgcsv.com/XVL,2026-03-05T16:00:53.05,1,068/111,Holo Rare,Darkness,120,Stage 1,,"[1D] Clobber (30+)
<br>You may discard an Item card from your hand. If you do, this attack does 40 more damage.",Fx2,3,0.69,1.77,4.19,2.24,0.6,Holofoil,P-20,"[2D] Hammer Arm (80)
<br>Discard the top card of your opponent's deck.",
92251,Sylveon - 72/111 (XY Furious Fists),Sylveon 72 111 XY Furious Fists,https://tcgplayer-cdn.tcgplayer.com/product/92251_200w.jpg,3,1840,https://cpt.tcgcsv.com/2WL,2026-02-17T21:51:23.283,1,072/111,Holo Rare,Fairy,90,Stage 1,,"[Y] Curly Ribbon (30)
<br>Move 1 Energy attached to your opponent's Active Pokémon to 1 of his or her Benched Pokémon.",Mx2,1,9.32,15.0,4321.0,23.79,22.72,Holofoil,D-20,"[2Y] Echoed Voice (50)
<br>During your next turn, this Pokémon's Echoed Voice attack does 50 more damage <em>(before applying Weakness and Resistance)</em>.",
92415,Mamoswine - 9/146 (DP Legends Awakened),Mamoswine 9 146 DP Legends Awakened,https://tcgplayer-cdn.tcgplayer.com/product/92415_200w.jpg,3,1840,https://cpt.tcgcsv.com/k-L,2022-10-08T17:21:42.733,1,009/146,Rare,Water,140,Stage 2,,"[2W] Ice Fang (40)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.",M+40,4,0.5,1.45,4.19,1.42,,Normal,L-20,"[3F] Charge Through (60+)
<br>
You may do 60 damage plus 40 more damage and 40 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> If you do, Mamoswine does 40 damage to itself.",
92416,Metagross - 10/146 (DP Legends Awakened),Metagross 10 146 DP Legends Awakened,https://tcgplayer-cdn.tcgplayer.com/product/92416_200w.jpg,3,1840,https://cpt.tcgcsv.com/l-L,2022-10-08T17:49:01.25,1,010/146,Rare,Metal,120,Stage 2,"<strong>Poké-POWER — Magnetic Reversal</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. This power can't be used if Metagross is affected by a Special Condition.","[2M] Extra Comet Punch (50)
<br>
During your next turn, Metagross's Extra Comet Punch's attack's base damage is 100.",R+30,3,0.25,0.71,7.49,1.07,,Normal,P-20,,
93183,Yanmega - 17/146 (DP Legends Awakened),Yanmega 17 146 DP Legends Awakened,https://tcgplayer-cdn.tcgplayer.com/product/93183_200w.jpg,3,1840,https://cpt.tcgcsv.com/HhM,2022-10-11T16:02:22.393,1,017/146,Rare,Grass,90,Stage 1,,"[0] Sonic Wave (10)
<br>
Does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",L+20,,0.24,0.59,2.02,0.59,0.4,Normal,F-20,"[2GG] Pursue and Turn (60+)
<br>If the Defending Pokémon already has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage and switch Yanmega with 1 of your Benched Pokémon.",
93312,Glaceon - 20/100 (DP Majestic Dawn),Glaceon 20 100 DP Majestic Dawn,https://tcgplayer-cdn.tcgplayer.com/product/93312_200w.jpg,3,1840,https://cpt.tcgcsv.com/glM,2025-11-20T23:01:02.193,1,020/100,Holo Rare,Water,90,Stage 1,,"[1W] Ice Shot (30)
<br>Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",M+20,1,28.05,36.68,9999.0,32.57,16.95,Holofoil,,"[2W] Icy Wind (60)
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",
93313,Leafeon - 24/100 (DP Majestic Dawn),Leafeon 24 100 DP Majestic Dawn,https://tcgplayer-cdn.tcgplayer.com/product/93313_200w.jpg,3,1840,https://cpt.tcgcsv.com/hlM,2022-10-08T16:08:26.373,1,024/100,Holo Rare,Grass,90,Stage 1,,"[1G] Spiral Drain (40)
<br>Remove 1 damage counter from Leafeon.",R+20,1,16.63,28.1,30.69,29.31,,Holofoil,W-20,"[2G] Leaf Blade (50+)
<br>Flip a coin. If heads, this attack does 50 damage plus 20 more damage.",
94747,Feraligatr - 17/119 (XY Phantom Forces),Feraligatr 17 119 XY Phantom Forces,https://tcgplayer-cdn.tcgplayer.com/product/94747_200w.jpg,3,1840,https://cpt.tcgcsv.com/ZVM,2022-10-03T15:39:28.55,1,017/119,Rare,Water,150,Stage 2,,"[2W] Hyper Whirlpool (60)
Flip a coin until you get tails. For each heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,3,0.59,0.99,3.0,1.42,,Normal,,"[2WW] Second Strike (80+)
If your opponent's Active Pokémon already has any damage counters on it, this attack does 80 more damage.",
94749,Heliolisk - 30/119 (XY Phantom Forces),Heliolisk 30 119 XY Phantom Forces,https://tcgplayer-cdn.tcgplayer.com/product/94749_200w.jpg,3,1840,https://cpt.tcgcsv.com/_VM,2022-10-07T20:02:03.413,1,030/119,Rare,Lightning,90,Stage 1,,[L] Pound (30),Fx2,1,0.24,0.5,1.49,0.5,,Normal,M-20,"[1L] Parabolic Spark (30x)
Discard as many Lightning Energy attached to your Pokémon as you like. This attack does 30 damage times the number of Energy cards you discarded.",
94750,Pyroar - 12/119 (XY Phantom Forces),Pyroar 12 119 XY Phantom Forces,https://tcgplayer-cdn.tcgplayer.com/product/94750_200w.jpg,3,1840,https://cpt.tcgcsv.com/0WM,2022-10-10T19:04:51.723,1,012/119,Rare,Fire,110,Stage 1,"<strong>Ability — Flare Command</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may discard a Fire Energy attached to this Pokémon. If you do, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.","[1RRR] Inferno Onrush (110)
<br>
This Pokémon does 30 damage to itself.",Wx2,2,0.4,0.53,1.5,0.62,,Normal,,,
94751,Talonflame - 10/119 (XY Phantom Forces),Talonflame 10 119 XY Phantom Forces,https://tcgplayer-cdn.tcgplayer.com/product/94751_200w.jpg,3,1840,https://cpt.tcgcsv.com/2WM,2022-10-11T14:29:54.263,1,010/119,Holo Rare,Fire,130,Stage 2,,"[R] Acrobatics (30+)
<br>
Flip 2 coins. This attack does 30 more damage for each heads.",Lx2,1,0.3,0.76,3.49,0.95,,Holofoil,F-20,"[1RR] Jet Shoot (120)
<br>
During your opponent's next turn, any damage done to this Pokémon by attacks is increased by 40 <em>(after applying Weakness and Resistance)</em>.",
95826,Arcanine G - 15/147,Arcanine G 15 147,https://tcgplayer-cdn.tcgplayer.com/product/95826_200w.jpg,3,1840,https://cpt.tcgcsv.com/xlN,2025-11-21T22:54:13.857,1,015/147,Holo Rare,Fire,90,Basic,"<strong>Poké-BODY — Extreme Speed</strong>
<br>
Arcanine G's Retreat Cost is 1 Colorless less for each Fire Energy attached to Arcanine G.","[2R] Overrun (40)
<br>Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Wx2,2,17.0,26.39,29.0,8.82,,Holofoil,,,
97087,Latias - 21/110,Latias 21 110,https://tcgplayer-cdn.tcgplayer.com/product/97087_200w.jpg,3,1840,https://cpt.tcgcsv.com/MRN,2022-10-08T16:03:18.42,1,021/110,Holo Rare,Fire,70,Basic,,[1R] Combustion (20),C,1,18.0,47.34,96.95,25.42,96.95,Holofoil,PF,"[1RR] Super Singe (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Burned.",
97088,Latios - 22/110 (Holo),Latios 22 110 Holo,https://tcgplayer-cdn.tcgplayer.com/product/97088_200w.jpg,3,1840,https://cpt.tcgcsv.com/NRN,2022-10-08T16:05:25.783,1,022/110,Holo Rare,Water,80,Basic,,"[2] Aqua Wave (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage.",C,2,14.67,29.88,39.99,59.87,,Holofoil,GF,"[1WW] Dragonbreath (50)
<br>Flip a coin. If tails, this attack does nothing. If heads, the Defending Pokémon is now Paralyzed.",
97708,Lugia - 29/115 (EX Unseen Forces),Lugia 29 115 EX Unseen Forces,https://tcgplayer-cdn.tcgplayer.com/product/97708_200w.jpg,3,1840,https://cpt.tcgcsv.com/b6P,2026-02-04T18:36:29.7,1,029/115,Holo Rare,Psychic,80,Basic,,"[3] Aeroblast (20+)
<br>Flip 2 coins. This attack does 20 damage plus 20 more damage for each heads.",P,2,27.99,89.68,94.01,38.99,,Holofoil,,,
97709,Typhlosion - 17/115 (EX Unseen Forces),Typhlosion 17 115 EX Unseen Forces,https://tcgplayer-cdn.tcgplayer.com/product/97709_200w.jpg,3,1840,https://cpt.tcgcsv.com/c6P,2022-10-11T14:47:55.45,1,017/115,Rare,Fire,110,Stage 2,"<strong>Poké-BODY — Burning Aura</strong>
<br>
As long as Typhlosion is your Active Pokémon, put 1 damage counter on each Active Pokémon <em>(both yours and your opponent's)</em> between turns.","[R] Flickering Flames (20)
<br>The Defending Pokémon is now Asleep.",W,1,8.0,17.6,19.99,11.98,,Normal,,"[2R] Rage (50+)
<br>Does 50 damage plus 10 more damage for each damage counter on Typhlosion.",
97710,Blaziken - 1/106 (EX Emerald),Blaziken 1 106 EX Emerald,https://tcgplayer-cdn.tcgplayer.com/product/97710_200w.jpg,3,1840,https://cpt.tcgcsv.com/d6P,2022-09-29T17:18:51.56,1,001/106,Rare,Fire,110,Stage 2,"<strong>Poké-BODY — Blaze</strong>
<br>
As long as Blaziken's remaining HP is 40 or less, Blaziken does 40 more damage to the Defending Pokémon <em>(before applying Weakness and Resistance)</em>.","[1] Searing Flame (10)
<br>The Defending Pokémon is now Burned.",W,2,1.7,1.8,3.14,3.48,3.14,Normal,,"[1RR] Damage Burn (50+)
<br>If the Defending Pokémon already has any damage counters on it, this attack does 50 damage plus 20 more damage.",
97711,Manectric - 7/106,Manectric 7 106,https://tcgplayer-cdn.tcgplayer.com/product/97711_200w.jpg,3,1840,https://cpt.tcgcsv.com/f6P,2022-10-08T17:31:13.137,1,007/106,Rare,Lightning,80,Stage 1,,"[1L] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",F,1,0.8,0.96,3.49,0.9,,Normal,M,"[2L] Tail Shock (40)
<br>Does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
97956,Dark Dragonite - 15/109 (EX Team Rocket Returns),Dark Dragonite 15 109 EX Team Rocket Returns,https://tcgplayer-cdn.tcgplayer.com/product/97956_200w.jpg,3,1840,https://cpt.tcgcsv.com/8cP,2022-09-29T18:59:45.307,1,015/109,Holo Rare,Darkness,120,Stage 2,"<strong>Poké-POWER — Dark Trance</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may move a Darkness Energy card attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Dark Dragonite is affected by a Special Condition.","[WL] Double Wing Attack
<br>Does 30 damage to each Defending Pokémon.",C,2,35.0,37.25,134.18,105.88,,Holofoil,GF-30,[3] Claw Swipe (50),
97957,Dark Tyranitar - 20/109 (EX Team Rocket Returns),Dark Tyranitar 20 109 EX Team Rocket Returns,https://tcgplayer-cdn.tcgplayer.com/product/97957_200w.jpg,3,1840,https://cpt.tcgcsv.com/9cP,2022-09-29T19:07:59.24,1,020/109,Holo Rare,Fighting/Darkness,120,Stage 2,"<strong>Poké-BODY — Sand Damage</strong>
<br>
As long as Dark Tyranitar is your Active Pokémon, put 1 damage counter on each of your opponent's Benched Basic Pokémon between turns. You can't use more than 1 Sand Damage Poké-Body between turns.","[2F] Second Strike (50+)
<br>If the Defending Pokémon already has at least 2 damage counters on it, this attack does 50 damage plus 20 more damage.",G,3,40.0,53.0,69.67,53.82,,Holofoil,,,
107004,Machamp - 8/102 (Base Set Shadowless),Machamp 8 102 Base Set Shadowless,https://tcgplayer-cdn.tcgplayer.com/product/107004_200w.jpg,3,1840,https://cpt.tcgcsv.com/6QS,2025-03-04T18:10:24.503,1,008/102,Holo Rare,Fighting,100,Stage 2,"<strong>Pokémon Power: Strikes Back</strong> Whenever your opponent's attack damages Machamp (even if Machamp is Knocked Out), this power does 10 damage to the attacking Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",[1FFF] Seismic Toss (60),P,3,21.93,37.83,75.0,68.1,63.0,1st Edition Holofoil,,,
117600,Electivire - 25/132 (DP Secret Wonders),Electivire 25 132 DP Secret Wonders,https://tcgplayer-cdn.tcgplayer.com/product/117600_200w.jpg,3,1840,https://cpt.tcgcsv.com/03Z,2025-10-31T00:11:42.663,1,025/132,Holo Rare,Lightning,100,Stage 1,"<strong>Poké-POWER — Motor Drive</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may search your discard pile for a Lightning Energy card and attach it to Electivire. This power can't be used if Electivire is affected by a Special Condition.","[2L] Discharge (50x)
<br>Discard all Lightning Energy attached to Electivire. Flip a coin for each Lightning Energy you discarded. This attack does 50 damage times the number of heads.",F+30,3,1.45,3.94,29.98,3.48,4.47,Holofoil,M-20,,
