productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRetreatCost,extAttack2,extResistance,extUPC
91139,Nuzleaf,Nuzleaf,https://tcgplayer-cdn.tcgplayer.com/product/91139_200w.jpg,3,1464,https://cpt.tcgcsv.com/PsL,2023-06-25T07:53:14.827,1,6/106,Uncommon,Grass,80,Stage 1,,Razor Leaf - 20,Rx2,0.04,0.2,4.0,0.17,,Normal,1,Cut - 40,,
91139,Nuzleaf,Nuzleaf,https://tcgplayer-cdn.tcgplayer.com/product/91139_200w.jpg,3,1464,https://cpt.tcgcsv.com/PsL,2023-06-25T07:53:14.827,1,6/106,Uncommon,Grass,80,Stage 1,,Razor Leaf - 20,Rx2,0.29,0.5,2.0,0.7,,Reverse Holofoil,1,Cut - 40,,
91140,Shiftry,Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/91140_200w.jpg,3,1464,https://cpt.tcgcsv.com/QsL,2022-12-20T19:41:57.563,1,7/106,Holo Rare,Grass,140,Stage 2,"Ability - Leaf Draw - Once during your turn (before your attack), you may discard a Grass Energy card from your hand. If you do, draw 3 cards.","Deranged Dance - 20x
<i>This attack does 20 damage times the number of Benched Pokémon (both yours and your opponent's).</i>",Rx2,0.15,0.5,99.0,0.44,,Holofoil,2,,,
91140,Shiftry,Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/91140_200w.jpg,3,1464,https://cpt.tcgcsv.com/QsL,2022-12-20T19:41:57.563,1,7/106,Holo Rare,Grass,140,Stage 2,"Ability - Leaf Draw - Once during your turn (before your attack), you may discard a Grass Energy card from your hand. If you do, draw 3 cards.","Deranged Dance - 20x
<i>This attack does 20 damage times the number of Benched Pokémon (both yours and your opponent's).</i>",Rx2,0.25,0.5,5.01,0.49,,Reverse Holofoil,2,,,
91141,Roselia,Roselia,https://tcgplayer-cdn.tcgplayer.com/product/91141_200w.jpg,3,1464,https://cpt.tcgcsv.com/RsL,2022-12-20T19:42:03.973,1,8/106,Common,Grass,60,Basic,,"Sleep Powder - 10
Flip a coin. If heads, your opponent's Active Pokémon is now Asleep.",Rx2,0.04,0.2,4.0,0.16,,Normal,1,Cut - 20,,
91141,Roselia,Roselia,https://tcgplayer-cdn.tcgplayer.com/product/91141_200w.jpg,3,1464,https://cpt.tcgcsv.com/RsL,2022-12-20T19:42:03.973,1,8/106,Common,Grass,60,Basic,,"Sleep Powder - 10
Flip a coin. If heads, your opponent's Active Pokémon is now Asleep.",Rx2,0.15,0.5,2.49,0.69,1.0,Reverse Holofoil,1,Cut - 20,,
91142,Roserade,Roserade,https://tcgplayer-cdn.tcgplayer.com/product/91142_200w.jpg,3,1464,https://cpt.tcgcsv.com/SsL,2022-12-20T19:42:10.85,1,9/106,Uncommon,Grass,90,Stage 1,,"<b>Whiplash</b> 
<br>Flip a coin until you get tails. For each heads, discard an Energy attached to your opponent's Active Pokémon.",Rx2,0.08,0.25,1.61,0.28,,Normal,1,"<b>Mega Drain</b> - 70
<br>Heal 20 damage from this Pokemon.",,
91142,Roserade,Roserade,https://tcgplayer-cdn.tcgplayer.com/product/91142_200w.jpg,3,1464,https://cpt.tcgcsv.com/SsL,2022-12-20T19:42:10.85,1,9/106,Uncommon,Grass,90,Stage 1,,"<b>Whiplash</b> 
<br>Flip a coin until you get tails. For each heads, discard an Energy attached to your opponent's Active Pokémon.",Rx2,0.33,0.78,2.02,0.97,,Reverse Holofoil,1,"<b>Mega Drain</b> - 70
<br>Heal 20 damage from this Pokemon.",,
91143,Maractus,Maractus,https://tcgplayer-cdn.tcgplayer.com/product/91143_200w.jpg,3,1464,https://cpt.tcgcsv.com/TsL,2022-12-20T19:42:17.743,1,10/106,Uncommon,Grass,90,Basic,,"<b>Exciting Shake</b>
<br>During your next turn, flip 6 coins instead of 2 for this Pokémon's Prickly Needles attack.",Rx2,0.06,0.25,2.97,0.28,,Normal,1,"<b>Prickly Needles</b> - 20x
<br>Flip 2 coins. This attack does 20 damage times the number of heads.",,
91143,Maractus,Maractus,https://tcgplayer-cdn.tcgplayer.com/product/91143_200w.jpg,3,1464,https://cpt.tcgcsv.com/TsL,2022-12-20T19:42:17.743,1,10/106,Uncommon,Grass,90,Basic,,"<b>Exciting Shake</b>
<br>During your next turn, flip 6 coins instead of 2 for this Pokémon's Prickly Needles attack.",Rx2,0.4,0.73,3.99,0.74,,Reverse Holofoil,1,"<b>Prickly Needles</b> - 20x
<br>Flip 2 coins. This attack does 20 damage times the number of heads.",,
91144,Charizard EX (11),Charizard EX 11,https://tcgplayer-cdn.tcgplayer.com/product/91144_200w.jpg,3,1464,https://cpt.tcgcsv.com/VsL,2026-02-17T18:54:36.423,1,11/106,Ultra Rare,Fire,180,Basic,,"[1] Stoke
<br>Flip a coin. If heads, search your deck for up to 3 basic Energy cards and attach them to this Pokémon. Shuffle your deck afterward.",Wx2,6.0,13.33,96.95,13.62,19.95,Holofoil,2,"[3R] Fire Blast (120)
<br>Discard an Energy attached to this Pokémon.",None,
91145,Charizard EX (12),Charizard EX 12,https://tcgplayer-cdn.tcgplayer.com/product/91145_200w.jpg,3,1464,https://cpt.tcgcsv.com/WsL,2025-11-25T11:51:02.617,1,12/106,Ultra Rare,Fire,180,Basic,,<b>Wing Attack</b> - 60,Wx2,10.97,18.03,96.95,15.84,,Holofoil,2,"<b>Combustion Blast</b> - 150
This Pokemon can't use Combustion Blast during your next turn.",,
91146,M Charizard EX (Y),M Charizard EX Y,https://tcgplayer-cdn.tcgplayer.com/product/91146_200w.jpg,3,1464,https://cpt.tcgcsv.com/XsL,2026-03-09T14:19:23.923,1,13/106,Ultra Rare,Fire,220,Mega,"<b>Mega Evolution rule</b>
When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.","<b>Crimson Dive</b> - 300
This Pokémon does 50 damage to itself.",Wx2,45.0,67.46,153.49,66.28,,Holofoil,1,,,
91147,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/91147_200w.jpg,3,1464,https://cpt.tcgcsv.com/ZsL,2022-12-20T19:43:16.92,1,14/106,Common,Fire,60,Basic,,"<b>Agility</b> - 10
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Wx2,0.1,0.27,4.0,0.31,,Normal,1,<b>Flame Tail</b> - 20,,
91147,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/91147_200w.jpg,3,1464,https://cpt.tcgcsv.com/ZsL,2022-12-20T19:43:16.92,1,14/106,Common,Fire,60,Basic,,"<b>Agility</b> - 10
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Wx2,0.5,0.89,3.99,0.89,,Reverse Holofoil,1,<b>Flame Tail</b> - 20,,
91148,Rapidash,Rapidash,https://tcgplayer-cdn.tcgplayer.com/product/91148_200w.jpg,3,1464,https://cpt.tcgcsv.com/-sL,2022-12-20T19:43:24.893,1,15/106,Uncommon,Fire,90,Stage 1,,"<b>Agility</b> - 20
Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Wx2,0.1,0.4,4.0,0.45,,Normal,,"<b>Overrun</b> - 40
This attack does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",,
91148,Rapidash,Rapidash,https://tcgplayer-cdn.tcgplayer.com/product/91148_200w.jpg,3,1464,https://cpt.tcgcsv.com/-sL,2022-12-20T19:43:24.893,1,15/106,Uncommon,Fire,90,Stage 1,,"<b>Agility</b> - 20
Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",Wx2,0.81,1.85,15.0,1.63,,Reverse Holofoil,,"<b>Overrun</b> - 40
This attack does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",,
91149,Torkoal,Torkoal,https://tcgplayer-cdn.tcgplayer.com/product/91149_200w.jpg,3,1464,https://cpt.tcgcsv.com/_sL,2022-12-20T19:43:32.877,1,16/106,Uncommon,Fire,100,Basic,,<b>Live Coal</b> - 20,Wx2,0.05,0.21,1.54,0.21,,Normal,2,"<b>Flamethrower</b>
<br>Flip a coin. If tails, discard an Energy attached to this Pokémon.",,
91149,Torkoal,Torkoal,https://tcgplayer-cdn.tcgplayer.com/product/91149_200w.jpg,3,1464,https://cpt.tcgcsv.com/_sL,2022-12-20T19:43:32.877,1,16/106,Uncommon,Fire,100,Basic,,<b>Live Coal</b> - 20,Wx2,0.25,0.75,4.0,1.11,,Reverse Holofoil,2,"<b>Flamethrower</b>
<br>Flip a coin. If tails, discard an Energy attached to this Pokémon.",,
91150,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/91150_200w.jpg,3,1464,https://cpt.tcgcsv.com/0tL,2025-12-03T02:38:44.067,1,17/106,Uncommon,Fire,80,Stage 1,,"<b>Firebreathing</b> - 20+
<br>Flip a coin. If heads, this attack does 20 more damage.",Lx2,0.05,0.25,4.0,0.28,0.17,Normal,1,,F-20,
91150,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/91150_200w.jpg,3,1464,https://cpt.tcgcsv.com/0tL,2025-12-03T02:38:44.067,1,17/106,Uncommon,Fire,80,Stage 1,,"<b>Firebreathing</b> - 20+
<br>Flip a coin. If heads, this attack does 20 more damage.",Lx2,0.29,0.54,2.42,0.88,,Reverse Holofoil,1,,F-20,
91151,Litleo (18),Litleo 18,https://tcgplayer-cdn.tcgplayer.com/product/91151_200w.jpg,3,1464,https://cpt.tcgcsv.com/2tL,2026-02-18T18:59:38.167,1,18/106,Common,Fire,70,Basic,,<b>Combustion</b> - 60,Wx2,0.04,0.2,4.0,0.19,0.14,Normal,2,,,
91151,Litleo (18),Litleo 18,https://tcgplayer-cdn.tcgplayer.com/product/91151_200w.jpg,3,1464,https://cpt.tcgcsv.com/2tL,2026-02-18T18:59:38.167,1,18/106,Common,Fire,70,Basic,,<b>Combustion</b> - 60,Wx2,0.1,0.5,2.0,0.51,,Reverse Holofoil,2,,,
91152,Litleo (19),Litleo 19,https://tcgplayer-cdn.tcgplayer.com/product/91152_200w.jpg,3,1464,https://cpt.tcgcsv.com/3tL,2022-12-20T19:43:57.21,1,19/106,Common,Fire,60,Basic,,<b>Fire Mane</b> - 30,Wx2,0.04,0.21,2.99,0.22,0.1,Normal,2,,,
91152,Litleo (19),Litleo 19,https://tcgplayer-cdn.tcgplayer.com/product/91152_200w.jpg,3,1464,https://cpt.tcgcsv.com/3tL,2022-12-20T19:43:57.21,1,19/106,Common,Fire,60,Basic,,<b>Fire Mane</b> - 30,Wx2,0.21,0.47,2.53,0.63,0.26,Reverse Holofoil,2,,,
91153,Pyroar,Pyroar,https://tcgplayer-cdn.tcgplayer.com/product/91153_200w.jpg,3,1464,https://cpt.tcgcsv.com/5tL,2025-11-25T12:10:27.147,1,20/106,Holo Rare,Fire,110,Stage 1,"<b>Ability - Intimidating Mane</b>
<br>Prevent all damage done to this Pokémon by attacks from your opponent's Basic Pokémon.","<b>Scorching Fang</b> - 60+
<br>You may discard a Fire Energy attached to this Pokémon. If you do, this attack does 30 more damage.",Wx2,0.29,0.8,2.23,0.81,,Holofoil,2,,,
91153,Pyroar,Pyroar,https://tcgplayer-cdn.tcgplayer.com/product/91153_200w.jpg,3,1464,https://cpt.tcgcsv.com/5tL,2025-11-25T12:10:27.147,1,20/106,Holo Rare,Fire,110,Stage 1,"<b>Ability - Intimidating Mane</b>
<br>Prevent all damage done to this Pokémon by attacks from your opponent's Basic Pokémon.","<b>Scorching Fang</b> - 60+
<br>You may discard a Fire Energy attached to this Pokémon. If you do, this attack does 30 more damage.",Wx2,0.52,1.3,3.59,1.48,,Reverse Holofoil,2,,,
91154,Qwilfish,Qwilfish,https://tcgplayer-cdn.tcgplayer.com/product/91154_200w.jpg,3,1464,https://cpt.tcgcsv.com/6tL,2022-12-20T20:02:11.153,1,21/106,Rare,Water,80,Basic,"<b>Ability - Counterattack Quills</b>
<br>If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.","<b>Poison Sting</b> - 20
<br>",Gx2,0.2,0.42,1.67,0.42,,Normal,2,,,
91154,Qwilfish,Qwilfish,https://tcgplayer-cdn.tcgplayer.com/product/91154_200w.jpg,3,1464,https://cpt.tcgcsv.com/6tL,2022-12-20T20:02:11.153,1,21/106,Rare,Water,80,Basic,"<b>Ability - Counterattack Quills</b>
<br>If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.","<b>Poison Sting</b> - 20
<br>",Gx2,0.29,0.65,2.99,0.86,,Reverse Holofoil,2,,,
91155,Feebas,Feebas,https://tcgplayer-cdn.tcgplayer.com/product/91155_200w.jpg,3,1464,https://cpt.tcgcsv.com/7tL,2022-12-20T20:02:22.4,1,22/106,Common,Water,30,Basic,,"<b>Surprise Attack - 10</b>
<br>Flip a coin. If tails, this attack does nothing.",Gx2,0.01,0.21,5.0,0.21,,Normal,1,,,
91155,Feebas,Feebas,https://tcgplayer-cdn.tcgplayer.com/product/91155_200w.jpg,3,1464,https://cpt.tcgcsv.com/7tL,2022-12-20T20:02:22.4,1,22/106,Common,Water,30,Basic,,"<b>Surprise Attack - 10</b>
<br>Flip a coin. If tails, this attack does nothing.",Gx2,0.17,0.41,2.0,0.44,0.41,Reverse Holofoil,1,,,
91156,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/91156_200w.jpg,3,1464,https://cpt.tcgcsv.com/8tL,2025-11-25T12:06:36.233,1,23/106,Holo Rare,Water,100,Stage 1,"<b>Ability - Energy Grace</b>
<br>Once during your turn (before your attack) you may Knock Out this Pokémon. If you do, attach 3 basic Energy from your discard pile to 1 of your Pokémon (excluding Pokémon-EX).",<b>Waterfall - 60</b>,Gx2,0.7,1.4,10.0,1.55,1.69,Holofoil,2,,,
91156,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/91156_200w.jpg,3,1464,https://cpt.tcgcsv.com/8tL,2025-11-25T12:06:36.233,1,23/106,Holo Rare,Water,100,Stage 1,"<b>Ability - Energy Grace</b>
<br>Once during your turn (before your attack) you may Knock Out this Pokémon. If you do, attach 3 basic Energy from your discard pile to 1 of your Pokémon (excluding Pokémon-EX).",<b>Waterfall - 60</b>,Gx2,0.98,1.99,6.99,2.91,,Reverse Holofoil,2,,,
91157,Spheal,Spheal,https://tcgplayer-cdn.tcgplayer.com/product/91157_200w.jpg,3,1464,https://cpt.tcgcsv.com/9tL,2025-11-25T12:14:00.017,1,24/106,Common,Water,70,Basic,,<b>Ice Ball - 20</b>,Mx2,0.02,0.25,5.0,0.27,,Normal,2,,,
91157,Spheal,Spheal,https://tcgplayer-cdn.tcgplayer.com/product/91157_200w.jpg,3,1464,https://cpt.tcgcsv.com/9tL,2025-11-25T12:14:00.017,1,24/106,Common,Water,70,Basic,,<b>Ice Ball - 20</b>,Mx2,0.33,0.64,2.0,0.87,,Reverse Holofoil,2,,,
91158,Sealeo,Sealeo,https://tcgplayer-cdn.tcgplayer.com/product/91158_200w.jpg,3,1464,https://cpt.tcgcsv.com/btL,2025-11-24T22:54:38.657,1,25/106,Uncommon,Water,90,Stage 1,,"<b> Rest</b>
<br>Heal 60 damage from this Pokémon. This Pokémon is now Asleep.",Mx2,0.04,0.21,5.0,0.21,,Normal,3,<b>Ice Ball - 60</b>,,
91158,Sealeo,Sealeo,https://tcgplayer-cdn.tcgplayer.com/product/91158_200w.jpg,3,1464,https://cpt.tcgcsv.com/btL,2025-11-24T22:54:38.657,1,25/106,Uncommon,Water,90,Stage 1,,"<b> Rest</b>
<br>Heal 60 damage from this Pokémon. This Pokémon is now Asleep.",Mx2,0.25,0.72,3.0,0.96,,Reverse Holofoil,3,<b>Ice Ball - 60</b>,,
91159,Walrein,Walrein,https://tcgplayer-cdn.tcgplayer.com/product/91159_200w.jpg,3,1464,https://cpt.tcgcsv.com/ctL,2022-12-20T20:02:52.547,1,26/106,Rare,Water,150,Stage 2,,"<b>Powder Snow - 60</b>
<br> Your opponent's Active Pokémon is now Asleep.",Mx2,0.25,0.45,4.0,0.46,0.5,Normal,4,"<b>Big Tusk - 120- </b>
<br>This attack does 120 damage minus 10 damage for each damage counter on this Pokémon.",,
91159,Walrein,Walrein,https://tcgplayer-cdn.tcgplayer.com/product/91159_200w.jpg,3,1464,https://cpt.tcgcsv.com/ctL,2022-12-20T20:02:52.547,1,26/106,Rare,Water,150,Stage 2,,"<b>Powder Snow - 60</b>
<br> Your opponent's Active Pokémon is now Asleep.",Mx2,0.4,0.88,4.0,0.98,,Reverse Holofoil,4,"<b>Big Tusk - 120- </b>
<br>This attack does 120 damage minus 10 damage for each damage counter on this Pokémon.",,
91160,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/91160_200w.jpg,3,1464,https://cpt.tcgcsv.com/dtL,2025-11-25T12:03:30.417,1,27/106,Uncommon,Water,60,Basic,,"<b>Heart Wink</b>
<br>Flip a coin. If heads, your opponent can't draw a card at the beginning of his or her next turn.",Gx2,0.09,0.3,4.0,0.3,,Normal,1,"<b>Spike Draw - 20</b>
<br>Draw a card.",,
91160,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/91160_200w.jpg,3,1464,https://cpt.tcgcsv.com/dtL,2025-11-25T12:03:30.417,1,27/106,Uncommon,Water,60,Basic,,"<b>Heart Wink</b>
<br>Flip a coin. If heads, your opponent can't draw a card at the beginning of his or her next turn.",Gx2,0.5,0.89,96.95,0.95,,Reverse Holofoil,1,"<b>Spike Draw - 20</b>
<br>Draw a card.",,
91161,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/91161_200w.jpg,3,1464,https://cpt.tcgcsv.com/ftL,2022-12-20T20:03:15.04,1,28/106,Common,Water,60,Basic,,<b>Water Gun -- 10</b>,Gx2,0.02,0.2,5.0,0.18,,Normal,1,"<b>Quick Attack -- 10+</b>
Flip a coin. If heads, this attack does 20 more damage.",,
91161,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/91161_200w.jpg,3,1464,https://cpt.tcgcsv.com/ftL,2022-12-20T20:03:15.04,1,28/106,Common,Water,60,Basic,,<b>Water Gun -- 10</b>,Gx2,0.15,0.49,2.0,0.55,,Reverse Holofoil,1,"<b>Quick Attack -- 10+</b>
Flip a coin. If heads, this attack does 20 more damage.",,
91162,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/91162_200w.jpg,3,1464,https://cpt.tcgcsv.com/gtL,2022-12-20T20:03:22.28,1,29/106,Rare,Water,90,Stage 1,,"<b>Rescue</b>
<br>Shuffle 3 Pokemon from your discard pile into your deck.",Gx2,0.1,0.42,1.0,0.42,0.46,Normal,1,"<b>Screw Tail -- 30 </b>
Flip a coin. If heads, discard an energy attached to your opponent's Active Pokemon.",,
91162,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/91162_200w.jpg,3,1464,https://cpt.tcgcsv.com/gtL,2022-12-20T20:03:22.28,1,29/106,Rare,Water,90,Stage 1,,"<b>Rescue</b>
<br>Shuffle 3 Pokemon from your discard pile into your deck.",Gx2,0.34,0.95,2.55,0.96,,Reverse Holofoil,1,"<b>Screw Tail -- 30 </b>
Flip a coin. If heads, discard an energy attached to your opponent's Active Pokemon.",,
91163,Bergmite,Bergmite,https://tcgplayer-cdn.tcgplayer.com/product/91163_200w.jpg,3,1464,https://cpt.tcgcsv.com/htL,2026-01-27T19:23:35.743,1,30/106,Common,Water,70,Basic,,"<b>Stomp Off</b>
<br>Discard the top card of your opponent's deck.",Mx2,0.01,0.2,1.49,0.17,,Normal,2,<b> Tackle -- 30</b>,,
91163,Bergmite,Bergmite,https://tcgplayer-cdn.tcgplayer.com/product/91163_200w.jpg,3,1464,https://cpt.tcgcsv.com/htL,2026-01-27T19:23:35.743,1,30/106,Common,Water,70,Basic,,"<b>Stomp Off</b>
<br>Discard the top card of your opponent's deck.",Mx2,0.09,0.46,19.5,0.45,0.38,Reverse Holofoil,2,<b> Tackle -- 30</b>,,
91164,Avalugg,Avalugg,https://tcgplayer-cdn.tcgplayer.com/product/91164_200w.jpg,3,1464,https://cpt.tcgcsv.com/jtL,2022-12-20T20:03:36.27,1,31/106,Uncommon,Water,130,Stage 1,,"<b>Frost Barrier -- 40</b>
<br>During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 <i>(after applying Weakness and Resistance).</i>",Mx2,0.07,0.25,1.64,0.25,,Normal,4,"<b>Shatter -- 90</b>
<br>Discard any Stadium card in play.",,
91164,Avalugg,Avalugg,https://tcgplayer-cdn.tcgplayer.com/product/91164_200w.jpg,3,1464,https://cpt.tcgcsv.com/jtL,2022-12-20T20:03:36.27,1,31/106,Uncommon,Water,130,Stage 1,,"<b>Frost Barrier -- 40</b>
<br>During your opponent's next turn, any damage done to this Pokémon by attacks is reduced by 20 <i>(after applying Weakness and Resistance).</i>",Mx2,0.4,0.75,2.0,1.03,,Reverse Holofoil,4,"<b>Shatter -- 90</b>
<br>Discard any Stadium card in play.",,
91165,Shinx,Shinx,https://tcgplayer-cdn.tcgplayer.com/product/91165_200w.jpg,3,1464,https://cpt.tcgcsv.com/ktL,2022-12-20T20:03:42.757,1,32/106,Common,Lightning,60,Basic,,"<b>Paralyzing Gaze</b>
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Fx2,0.03,0.23,4.0,0.22,,Normal,1,<br>Static Shock -- 30</b>,M-20,
91165,Shinx,Shinx,https://tcgplayer-cdn.tcgplayer.com/product/91165_200w.jpg,3,1464,https://cpt.tcgcsv.com/ktL,2022-12-20T20:03:42.757,1,32/106,Common,Lightning,60,Basic,,"<b>Paralyzing Gaze</b>
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Fx2,0.15,0.5,2.0,0.48,,Reverse Holofoil,1,<br>Static Shock -- 30</b>,M-20,
91166,Luxio,Luxio,https://tcgplayer-cdn.tcgplayer.com/product/91166_200w.jpg,3,1464,https://cpt.tcgcsv.com/ltL,2022-12-20T20:03:49.373,1,33/106,Uncommon,Lightning,80,Stage 1,,<b>Bite -- 20</b>,Fx2,0.04,0.29,5.0,0.32,,Normal,1,"<b>Electricounter -- 40x</b>
<br>This attack does 40 damage times the number of Prize cards your opponent has taken.",M-20,
91166,Luxio,Luxio,https://tcgplayer-cdn.tcgplayer.com/product/91166_200w.jpg,3,1464,https://cpt.tcgcsv.com/ltL,2022-12-20T20:03:49.373,1,33/106,Uncommon,Lightning,80,Stage 1,,<b>Bite -- 20</b>,Fx2,0.63,0.92,2.0,0.92,,Reverse Holofoil,1,"<b>Electricounter -- 40x</b>
<br>This attack does 40 damage times the number of Prize cards your opponent has taken.",M-20,
91167,Luxray,Luxray,https://tcgplayer-cdn.tcgplayer.com/product/91167_200w.jpg,3,1464,https://cpt.tcgcsv.com/mtL,2022-12-20T20:03:56.8,1,34/106,Rare,Lightning,140,Stage 2,,"<b>Fang Snipe -- 40</b>
<br> Your opponent reveals his or her hand. Discard a Trainer card you find there.",Fx2,0.25,0.5,2.3,0.55,,Normal,1,"<b>Wild Charge -- 120</b>
This Pokémon does 30 damage to itself.",M-20,
