productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extAttack3,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extUPC
83759,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83759_200w.jpg,3,1406,https://cpt.tcgcsv.com/cwH,2023-11-07T21:34:41.513,1,21/127,Rare,Grass,120,Stage 2,"[G] Colorful Powder (20+)
<br>
If Beautifly has 2 or less Energy attached to it, the Defending Pokémon is now Poisoned. If Beautifly has 3 Energy attached to it, the Defending Pokémon is now Burned and Poisoned. If Beautifly has 4 or more Energy attached to it, this attack does 20 damage plus 40 more damage and the Defending Pokémon is now Asleep, Burned, and Poisoned.","[G] Silver Scale (30)
<br>
If the Defending Pokémon has any Resistance, this attack's base damage is 60 instead of 30",,L+30,F-20,,0.5,0.79,5.0,0.72,,Normal,,
83759,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83759_200w.jpg,3,1406,https://cpt.tcgcsv.com/cwH,2023-11-07T21:34:41.513,1,21/127,Rare,Grass,120,Stage 2,"[G] Colorful Powder (20+)
<br>
If Beautifly has 2 or less Energy attached to it, the Defending Pokémon is now Poisoned. If Beautifly has 3 Energy attached to it, the Defending Pokémon is now Burned and Poisoned. If Beautifly has 4 or more Energy attached to it, this attack does 20 damage plus 40 more damage and the Defending Pokémon is now Asleep, Burned, and Poisoned.","[G] Silver Scale (30)
<br>
If the Defending Pokémon has any Resistance, this attack's base damage is 60 instead of 30",,L+30,F-20,,1.22,2.8,4.7,2.99,,Reverse Holofoil,,
83894,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/83894_200w.jpg,3,1406,https://cpt.tcgcsv.com/VzH,2026-02-17T15:37:49.217,1,2/127,Holo Rare,Water,130,Stage 2,"[1W] Aqua Press (20+)
<br>
Does 20 damage plus 10 more damage for each W Energy attached to all Pokemon <em>(both yours and your opponent's)</em>.","[2WW] Double Launcher
<br>
Discard 2 Water Energy attached to Blastoise. Choose 2 of your opponent's Benched Pokémon. This attack does 60 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Blastoise can't use Double Launcher during your next turn.",,L+30,,2,24.4,25.88,27.36,37.06,,Holofoil,"<strong>Poké-POWER — Dig Well</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may look at the top 3 cards of your deck, choose as many Water Energy cards as you like, and attach them to your Pokémon in any way you like. Discard the other cards. This power can't be used if Blastoise is affected by a Special Condition.",
83894,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/83894_200w.jpg,3,1406,https://cpt.tcgcsv.com/VzH,2026-02-17T15:37:49.217,1,2/127,Holo Rare,Water,130,Stage 2,"[1W] Aqua Press (20+)
<br>
Does 20 damage plus 10 more damage for each W Energy attached to all Pokemon <em>(both yours and your opponent's)</em>.","[2WW] Double Launcher
<br>
Discard 2 Water Energy attached to Blastoise. Choose 2 of your opponent's Benched Pokémon. This attack does 60 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Blastoise can't use Double Launcher during your next turn.",,L+30,,2,25.0,28.49,46.48,31.56,27.99,Reverse Holofoil,"<strong>Poké-POWER — Dig Well</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may look at the top 3 cards of your deck, choose as many Water Energy cards as you like, and attach them to your Pokémon in any way you like. Discard the other cards. This power can't be used if Blastoise is affected by a Special Condition.",
83910,Blaziken,Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/83910_200w.jpg,3,1406,https://cpt.tcgcsv.com/dBH,2023-11-07T21:30:54.003,1,3/127,Holo Rare,Fire,130,Stage 2,"[2] Clutch (40)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.","[1RR] Fire Spin (100)
<br>
Discard 2 Energy attached to Blaziken",,W+30,,1,18.5,20.24,29.99,19.28,,Holofoil,"<strong>Poké-POWER — Fire Breath</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may choose 1 of the Defending Pokémon. That Pokémon is now Burned. This power can't be used if Blaziken is affected by a Special Condition.",
83910,Blaziken,Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/83910_200w.jpg,3,1406,https://cpt.tcgcsv.com/dBH,2023-11-07T21:30:54.003,1,3/127,Holo Rare,Fire,130,Stage 2,"[2] Clutch (40)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.","[1RR] Fire Spin (100)
<br>
Discard 2 Energy attached to Blaziken",,W+30,,1,7.0,16.5,50.0,15.0,,Reverse Holofoil,"<strong>Poké-POWER — Fire Breath</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may choose 1 of the Defending Pokémon. That Pokémon is now Burned. This power can't be used if Blaziken is affected by a Special Condition.",
83922,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83922_200w.jpg,3,1406,https://cpt.tcgcsv.com/sBH,2025-11-11T22:41:49.213,1,22/127,Rare,Colorless,120,Stage 1,"[1] Return (20)
<br>
Draw cards until you have 6 cards in your hand.","[4] Double-edge (100)
<br>
Blissey does 60 damage to itself",,F+30,,2,2.35,2.6,8.5,3.02,4.0,Normal,"<strong>Poké-POWER — Nurse Call</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, remove 2 damage counters from 1 of your Pokémon. You can't use more than 1 Nurse Call Poké-Power each turn. This power can't be used if Blissey is affected by a Special Condition.",
83922,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83922_200w.jpg,3,1406,https://cpt.tcgcsv.com/sBH,2025-11-11T22:41:49.213,1,22/127,Rare,Colorless,120,Stage 1,"[1] Return (20)
<br>
Draw cards until you have 6 cards in your hand.","[4] Double-edge (100)
<br>
Blissey does 60 damage to itself",,F+30,,2,2.85,5.82,7.69,4.41,,Reverse Holofoil,"<strong>Poké-POWER — Nurse Call</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, remove 2 damage counters from 1 of your Pokémon. You can't use more than 1 Nurse Call Poké-Power each turn. This power can't be used if Blissey is affected by a Special Condition.",
83991,Broken Time-Space,Broken Time Space,https://tcgplayer-cdn.tcgplayer.com/product/83991_200w.jpg,3,1406,https://cpt.tcgcsv.com/RCH,2022-12-27T15:48:26.227,1,104/127,Uncommon,Stadium,,,,,,,,,1.2,1.76,19.99,2.03,2.44,Normal,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
Each player may evolve a Pokémon that he or she just played or evolved during that turn.",
83991,Broken Time-Space,Broken Time Space,https://tcgplayer-cdn.tcgplayer.com/product/83991_200w.jpg,3,1406,https://cpt.tcgcsv.com/RCH,2022-12-27T15:48:26.227,1,104/127,Uncommon,Stadium,,,,,,,,,2.0,3.25,5.38,4.7,,Reverse Holofoil,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
Each player may evolve a Pokémon that he or she just played or evolved during that turn.",
84000,Bronzong G,Bronzong G,https://tcgplayer-cdn.tcgplayer.com/product/84000_200w.jpg,3,1406,https://cpt.tcgcsv.com/0DH,2023-11-07T21:36:41.78,1,41/127,Uncommon,Metal,90,Basic,"[2M] Psychic Pulse (40)
<br>
Does 10 damage to each of your opponent's Benched Pokémon that has any damage counters on it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,,Px2,R-20,3,0.3,0.58,2.99,0.59,,Normal,"<strong>Poké-POWER — Galactic Switch</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card attached to 1 of your Pokémon SP to another of your Pokémon. Then, put 2 damage counters on Bronzong G. This power can't be used if Bronzong G is affected by a Special Condition.",
84000,Bronzong G,Bronzong G,https://tcgplayer-cdn.tcgplayer.com/product/84000_200w.jpg,3,1406,https://cpt.tcgcsv.com/0DH,2023-11-07T21:36:41.78,1,41/127,Uncommon,Metal,90,Basic,"[2M] Psychic Pulse (40)
<br>
Does 10 damage to each of your opponent's Benched Pokémon that has any damage counters on it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,,Px2,R-20,3,2.45,3.21,9.99,2.82,,Reverse Holofoil,"<strong>Poké-POWER — Galactic Switch</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card attached to 1 of your Pokémon SP to another of your Pokémon. Then, put 2 damage counters on Bronzong G. This power can't be used if Bronzong G is affected by a Special Condition.",
84076,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/84076_200w.jpg,3,1406,https://cpt.tcgcsv.com/xFH,2023-11-07T21:38:50.14,1,67/127,Common,Grass,50,Basic,"[1] Sneaky Attack (10+)
<br>
If Cacnea has any Darkness Energy attached to it, this attack does 10 damage plus 10 more damage.","[G] Shoot Needle
<br>
Flip 2 coins. For each heads, choose 1 of your opponent's Pokémon and this attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> (You can choose the same Pokémon more than once, but you can't do more than 10 damage to that Pokémon in this way.)",,R+10,W-20,1,0.1,0.27,2.42,0.32,,Normal,,
84076,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/84076_200w.jpg,3,1406,https://cpt.tcgcsv.com/xFH,2023-11-07T21:38:50.14,1,67/127,Common,Grass,50,Basic,"[1] Sneaky Attack (10+)
<br>
If Cacnea has any Darkness Energy attached to it, this attack does 10 damage plus 10 more damage.","[G] Shoot Needle
<br>
Flip 2 coins. For each heads, choose 1 of your opponent's Pokémon and this attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> (You can choose the same Pokémon more than once, but you can't do more than 10 damage to that Pokémon in this way.)",,R+10,W-20,1,0.3,1.09,3.0,1.12,,Reverse Holofoil,,
84081,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/84081_200w.jpg,3,1406,https://cpt.tcgcsv.com/FFH,2023-11-07T21:36:52.353,1,42/127,Uncommon,Grass,90,Stage 1,"[2] Spike Wound
<br>
Choose 1 of your opponent's Pokémon that has any damage counters on it. This attack does 50 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[DG] Poison Experiment (20)
<br>
You may discard a Grass or Darkness Energy attached to Cacturne. If you discard a Grass Energy, the Defending Pokémon is now Poisoned. If you discard a Darkness Energy, the Defending Pokémon is now Paralyzed.",,R+20,,2,0.15,0.49,1.65,0.55,,Normal,,
84081,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/84081_200w.jpg,3,1406,https://cpt.tcgcsv.com/FFH,2023-11-07T21:36:52.353,1,42/127,Uncommon,Grass,90,Stage 1,"[2] Spike Wound
<br>
Choose 1 of your opponent's Pokémon that has any damage counters on it. This attack does 50 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[DG] Poison Experiment (20)
<br>
You may discard a Grass or Darkness Energy attached to Cacturne. If you discard a Grass Energy, the Defending Pokémon is now Poisoned. If you discard a Darkness Energy, the Defending Pokémon is now Paralyzed.",,R+20,,2,1.0,2.0,4.43,3.3,,Reverse Holofoil,,
84101,Carnivine (68),Carnivine 68,https://tcgplayer-cdn.tcgplayer.com/product/84101_200w.jpg,3,1406,https://cpt.tcgcsv.com/2GH,2023-11-07T21:38:59.733,1,68/127,Common,Grass,80,Basic,"[0] Poison Breath
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[1G] Sweet Saliva (20)
<br>
Remove 1 damage counter from each of your Benched Pokémon.",,R+20,W-20,2,0.1,0.27,1.55,0.27,,Normal,,
84101,Carnivine (68),Carnivine 68,https://tcgplayer-cdn.tcgplayer.com/product/84101_200w.jpg,3,1406,https://cpt.tcgcsv.com/2GH,2023-11-07T21:38:59.733,1,68/127,Common,Grass,80,Basic,"[0] Poison Breath
<br>
Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[1G] Sweet Saliva (20)
<br>
Remove 1 damage counter from each of your Benched Pokémon.",,R+20,W-20,2,0.45,1.21,3.0,1.75,,Reverse Holofoil,,
84102,Carnivine (43),Carnivine 43,https://tcgplayer-cdn.tcgplayer.com/product/84102_200w.jpg,3,1406,https://cpt.tcgcsv.com/3GH,2023-11-07T21:37:01.43,1,43/127,Uncommon,Grass,80,Basic,"[G] Stretch Vine
<br>
Choose 2 of your opponent's Benched Pokémon. This attack does 10 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2] Absorb (20)
<br>
Remove 2 damage counters from Carnivine.","[GG] Vine Extract (30)
<br>
If the Defending Pokémon already has any damage counters on it, the Defending Pokémon is now Burned and Poisoned.",R+20,W-20,2,0.14,0.32,9.09,0.32,,Normal,,
84102,Carnivine (43),Carnivine 43,https://tcgplayer-cdn.tcgplayer.com/product/84102_200w.jpg,3,1406,https://cpt.tcgcsv.com/3GH,2023-11-07T21:37:01.43,1,43/127,Uncommon,Grass,80,Basic,"[G] Stretch Vine
<br>
Choose 2 of your opponent's Benched Pokémon. This attack does 10 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2] Absorb (20)
<br>
Remove 2 damage counters from Carnivine.","[GG] Vine Extract (30)
<br>
If the Defending Pokémon already has any damage counters on it, the Defending Pokémon is now Burned and Poisoned.",R+20,W-20,2,0.99,2.79,5.0,2.93,1.14,Reverse Holofoil,,
84122,Cascoon,Cascoon,https://tcgplayer-cdn.tcgplayer.com/product/84122_200w.jpg,3,1406,https://cpt.tcgcsv.com/sGH,2023-11-07T21:37:12.267,1,44/127,Uncommon,Grass,80,Stage 1,"[0] Ascension
<br>
Search your deck for a card that evolves from Cascoon and put it onto Cascoon. (This counts as evolving Cascoon.) Shuffle your deck afterward.","[1G] Poison Thread (20)
<br>
The Defending Pokémon is now Poisoned.",,R+20,,2,0.2,0.55,2.08,0.68,0.99,Normal,,
84122,Cascoon,Cascoon,https://tcgplayer-cdn.tcgplayer.com/product/84122_200w.jpg,3,1406,https://cpt.tcgcsv.com/sGH,2023-11-07T21:37:12.267,1,44/127,Uncommon,Grass,80,Stage 1,"[0] Ascension
<br>
Search your deck for a card that evolves from Cascoon and put it onto Cascoon. (This counts as evolving Cascoon.) Shuffle your deck afterward.","[1G] Poison Thread (20)
<br>
The Defending Pokémon is now Poisoned.",,R+20,,2,0.54,1.0,2.74,1.12,,Reverse Holofoil,,
84176,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84176_200w.jpg,3,1406,https://cpt.tcgcsv.com/xHH,2026-02-13T20:14:08.633,1,69/127,Common,Colorless,90,Basic,"[1] Healing Trial
<br>
Flip a coin. If heads, remove 3 damage counters from Chansey. If tails, remove 3 damage counters from the Defending Pokémon.","[2] Pulled Punch (40)
<br>
If the Defending Pokémon already has any damage counters on it, this attack's base damage is 10 instead of 40.",,F+20,,2,0.25,0.46,5.0,0.75,0.34,Normal,,
84176,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84176_200w.jpg,3,1406,https://cpt.tcgcsv.com/xHH,2026-02-13T20:14:08.633,1,69/127,Common,Colorless,90,Basic,"[1] Healing Trial
<br>
Flip a coin. If heads, remove 3 damage counters from Chansey. If tails, remove 3 damage counters from the Defending Pokémon.","[2] Pulled Punch (40)
<br>
If the Defending Pokémon already has any damage counters on it, this attack's base damage is 10 instead of 40.",,F+20,,2,3.25,6.1,8.06,6.19,,Reverse Holofoil,,
84288,Chimchar,Chimchar,https://tcgplayer-cdn.tcgplayer.com/product/84288_200w.jpg,3,1406,https://cpt.tcgcsv.com/NKH,2025-02-05T21:06:04.417,1,70/127,Common,Fire,50,Basic,[1] Bite (10),[1R] Fire Punch (20),,W+10,,1,0.1,0.36,5.0,0.44,,Normal,,
84288,Chimchar,Chimchar,https://tcgplayer-cdn.tcgplayer.com/product/84288_200w.jpg,3,1406,https://cpt.tcgcsv.com/NKH,2025-02-05T21:06:04.417,1,70/127,Common,Fire,50,Basic,[1] Bite (10),[1R] Fire Punch (20),,W+10,,1,1.0,3.78,25.0,5.36,,Reverse Holofoil,,
84395,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/84395_200w.jpg,3,1406,https://cpt.tcgcsv.com/WMH,2025-11-11T22:43:50.01,1,71/127,Common,Grass,60,Basic,"[0] Collect
<br>
Draw a card.","[2] Shoot Through (20)
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,L+10,F-20,1,0.1,0.32,2.39,0.31,0.25,Normal,,
84395,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/84395_200w.jpg,3,1406,https://cpt.tcgcsv.com/WMH,2025-11-11T22:43:50.01,1,71/127,Common,Grass,60,Basic,"[0] Collect
<br>
Draw a card.","[2] Shoot Through (20)
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,L+10,F-20,1,0.69,1.69,4.0,2.05,,Reverse Holofoil,,
84412,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/84412_200w.jpg,3,1406,https://cpt.tcgcsv.com/gNH,2023-11-07T21:37:21.18,1,45/127,Uncommon,Fire,80,Stage 1,"[1R] Firebreathing (20+)
<br>
Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",[2R] High Jump Kick (60),,W+20,,1,0.25,0.39,5.0,0.44,,Normal,,
84412,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/84412_200w.jpg,3,1406,https://cpt.tcgcsv.com/gNH,2023-11-07T21:37:21.18,1,45/127,Uncommon,Fire,80,Stage 1,"[1R] Firebreathing (20+)
<br>
Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",[2R] High Jump Kick (60),,W+20,,1,2.0,2.49,5.5,3.06,,Reverse Holofoil,,
84460,Cranidos,Cranidos,https://tcgplayer-cdn.tcgplayer.com/product/84460_200w.jpg,3,1406,https://cpt.tcgcsv.com/dPH,2026-02-17T17:25:16.463,1,46/127,Uncommon,Fighting,80,Stage 1,"[F] Rock Smash (20+)
<br>
Flip a coin. If heads, this attack does 20 damage plus 20 more damage.","[1F] Knock Over (40)
<br>
You may discard any Stadium card in play.",,G+20,,1,0.19,0.5,1.99,0.73,1.99,Normal,,
84460,Cranidos,Cranidos,https://tcgplayer-cdn.tcgplayer.com/product/84460_200w.jpg,3,1406,https://cpt.tcgcsv.com/dPH,2026-02-17T17:25:16.463,1,46/127,Uncommon,Fighting,80,Stage 1,"[F] Rock Smash (20+)
<br>
Flip a coin. If heads, this attack does 20 damage plus 20 more damage.","[1F] Knock Over (40)
<br>
You may discard any Stadium card in play.",,G+20,,1,1.99,2.62,6.0,4.1,,Reverse Holofoil,,
84494,Crobat G,Crobat G,https://tcgplayer-cdn.tcgplayer.com/product/84494_200w.jpg,3,1406,https://cpt.tcgcsv.com/VPH,2025-11-11T22:45:05.317,1,47/127,Uncommon,Psychic,80,Basic,"[1P] Toxic Fang
<br>
The Defending Pokémon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pokémon between turns.",,,Lx2,F-20,,1.65,2.46,999.99,2.86,2.09,Normal,"<strong>Poké-POWER — Flash Bite</strong>
<br>
Once during your turn, when put Crobat G from your hand onto your Bench, you may put 1 damage counter on 1 of your opponent's Pokémon.",
84494,Crobat G,Crobat G,https://tcgplayer-cdn.tcgplayer.com/product/84494_200w.jpg,3,1406,https://cpt.tcgcsv.com/VPH,2025-11-11T22:45:05.317,1,47/127,Uncommon,Psychic,80,Basic,"[1P] Toxic Fang
<br>
The Defending Pokémon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pokémon between turns.",,,Lx2,F-20,,7.68,10.0,23.0,21.5,17.99,Reverse Holofoil,"<strong>Poké-POWER — Flash Bite</strong>
<br>
Once during your turn, when put Crobat G from your hand onto your Bench, you may put 1 damage counter on 1 of your opponent's Pokémon.",
84557,Cyrus's Conspiracy,Cyruss Conspiracy,https://tcgplayer-cdn.tcgplayer.com/product/84557_200w.jpg,3,1406,https://cpt.tcgcsv.com/9RH,2025-11-11T22:47:09.52,1,105/127,Uncommon,Supporter,,,,,,,,,1.75,3.02,6.5,3.7,,Normal,"You can play only one Supporter each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Search your deck for a Supporter card, a basic Energy card, and a Trainer card that has Team Galactic's Invention in its name, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",
