productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3
83940,Boost Energy,Boost Energy,https://tcgplayer-cdn.tcgplayer.com/product/83940_200w.jpg,3,1411,https://cpt.tcgcsv.com/QBH,2024-04-11T17:34:58.85,1,87/101,Uncommon,Special Energy,0,Special Energy,,"Boost Energy can be attached only to an Evolved Pokemon.  Discard Boost Energy at the end of the turn it was attached.  Boost Energy provides CCC Energy.  The Pokemon Boost Energy is attached to can't retreat.  If the Pokemon Boost Energy is attached to isn't an Evolved Pokemon, discard Boost Energy.",,,,1.72,2.09,25.0,4.27,,Reverse Holofoil,,
84013,Buffer Piece,Buffer Piece,https://tcgplayer-cdn.tcgplayer.com/product/84013_200w.jpg,3,1411,https://cpt.tcgcsv.com/hDH,2024-04-11T17:01:14.473,1,72/101,Uncommon,Item,0,Tool,"Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.  Damage done to the Pokemon Buffer Piece is attached to by an opponent's attack is reduced by 20 (after applying Weakness and Resistance).  At the end of your opponent's turn after you played Buffer Piece, discard Buffer Piece.",,,,0.04,0.25,2.28,0.25,,Normal,,
84013,Buffer Piece,Buffer Piece,https://tcgplayer-cdn.tcgplayer.com/product/84013_200w.jpg,3,1411,https://cpt.tcgcsv.com/hDH,2024-04-11T17:01:14.473,1,72/101,Uncommon,Item,0,Tool,"Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.","Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.  Damage done to the Pokemon Buffer Piece is attached to by an opponent's attack is reduced by 20 (after applying Weakness and Resistance).  At the end of your opponent's turn after you played Buffer Piece, discard Buffer Piece.",,,,0.9,1.5,3.5,2.34,,Reverse Holofoil,,
84198,Charizard Star (Delta Species),Charizard Star Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84198_200w.jpg,3,1411,https://cpt.tcgcsv.com/-HH,2022-12-02T17:43:13.29,1,100/101,Ultra Rare,Darkness,90,Basic,,"[1D] Rotating Claws (20) 
<br>You may discard an Energy card attached to Charizard Star. If you do, search your discard pile for an Energy card (excluding the one you discarded) and attach it to Charizard Star.",W,,3,39500.0,39500.0,39500.0,4000.0,,Holofoil,"[1DDDD] Dark Swirl (150) 
<br>Discard all Energy cards attached to Charizard Star and discard the top 3 cards from your opponent's deck.",
84281,Chikorita (Delta Species),Chikorita Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84281_200w.jpg,3,1411,https://cpt.tcgcsv.com/FKH,2025-11-10T23:28:40.43,1,44/101,Common,Fighting,40,Basic,,[1] Sleep Powder - The Defending Pokemon is now Asleep.,R,W,1,2.15,2.99,5.13,2.97,,Normal,[2] Tackle (20),
84281,Chikorita (Delta Species),Chikorita Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84281_200w.jpg,3,1411,https://cpt.tcgcsv.com/FKH,2025-11-10T23:28:40.43,1,44/101,Common,Fighting,40,Basic,,[1] Sleep Powder - The Defending Pokemon is now Asleep.,R,W,1,19.99,34.99,44.95,19.03,,Reverse Holofoil,[2] Tackle (20),
84376,Cloyster (Delta Species),Cloyster Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84376_200w.jpg,3,1411,https://cpt.tcgcsv.com/xMH,2024-04-11T17:02:34.107,1,14/101,Rare,Fighting,70,Stage 1,"Solid Shell - Prevent all effects of attacks, including damage, done by your opponent's Pokemon to each of your Benched Pokemon that has Delta Species on its card.  (Poke-BODY)",[F] Grind (10+) Does 10 damage plus 10 more damage for each Energy attached to Cloyster.,L,,1,0.25,0.99,5.25,1.02,,Normal,,
84376,Cloyster (Delta Species),Cloyster Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84376_200w.jpg,3,1411,https://cpt.tcgcsv.com/xMH,2024-04-11T17:02:34.107,1,14/101,Rare,Fighting,70,Stage 1,"Solid Shell - Prevent all effects of attacks, including damage, done by your opponent's Pokemon to each of your Benched Pokemon that has Delta Species on its card.  (Poke-BODY)",[F] Grind (10+) Does 10 damage plus 10 more damage for each Energy attached to Cloyster.,L,,1,15.0,17.94,28.56,19.38,,Reverse Holofoil,,
84425,Copycat,Copycat,https://tcgplayer-cdn.tcgplayer.com/product/84425_200w.jpg,3,1411,https://cpt.tcgcsv.com/wNH,2024-04-11T17:02:42.22,1,73/101,Uncommon,Supporter,0,Supporter,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Shuffle your hand into your deck.  Then, count the number of cards in your opponent's hand and draw that many cards.",,,,0.75,1.11,3.99,1.37,,Normal,,
84425,Copycat,Copycat,https://tcgplayer-cdn.tcgplayer.com/product/84425_200w.jpg,3,1411,https://cpt.tcgcsv.com/wNH,2024-04-11T17:02:42.22,1,73/101,Uncommon,Supporter,0,Supporter,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","Shuffle your hand into your deck.  Then, count the number of cards in your opponent's hand and draw that many cards.",,,,2.68,4.99,5.03,5.03,,Reverse Holofoil,,
84504,Croconaw (Delta Species),Croconaw Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84504_200w.jpg,3,1411,https://cpt.tcgcsv.com/6QH,2025-11-19T23:43:14.12,1,27/101,Uncommon,Lightning,70,Stage 1,,"[1] Scary Face - Flip a coin.  If heads, the Defending Pokemon can't attack or retreat during your opponent's next turn.",L,,1,1.7,3.1,4.7,3.13,,Normal,[2L] Slash (50),
84504,Croconaw (Delta Species),Croconaw Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84504_200w.jpg,3,1411,https://cpt.tcgcsv.com/6QH,2025-11-19T23:43:14.12,1,27/101,Uncommon,Lightning,70,Stage 1,,"[1] Scary Face - Flip a coin.  If heads, the Defending Pokemon can't attack or retreat during your opponent's next turn.",L,,1,104.99,113.63,121.67,52.66,,Reverse Holofoil,[2L] Slash (50),
84554,Cyndaquil (Delta Species),Cyndaquil Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84554_200w.jpg,3,1411,https://cpt.tcgcsv.com/6RH,2025-11-19T23:44:39.37,1,45/101,Common,Psychic,40,Basic,,"[1P] Swift (30) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",W,,1,0.3,0.78,2.99,1.04,0.82,Normal,,
84554,Cyndaquil (Delta Species),Cyndaquil Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84554_200w.jpg,3,1411,https://cpt.tcgcsv.com/6RH,2025-11-19T23:44:39.37,1,45/101,Common,Psychic,40,Basic,,"[1P] Swift (30) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",W,,1,29.0,45.63,99.99,18.47,,Reverse Holofoil,,
84755,Delta Rainbow Energy,Delta Rainbow Energy,https://tcgplayer-cdn.tcgplayer.com/product/84755_200w.jpg,3,1411,https://cpt.tcgcsv.com/7WH,2025-11-20T01:45:25.3,1,88/101,Uncommon,Special Energy,0,Special Energy,,"Delta Species Rainbow Energy provides C Energy.  While attached to a Pokemon that has Delta Species on its card, Delta Species Rainbow Energy provides every type of Energy but provides only 1 Energy at a time.  (Has no effect other than providing Energy.)",,,,0.25,0.67,2.29,0.67,0.77,Normal,,
84755,Delta Rainbow Energy,Delta Rainbow Energy,https://tcgplayer-cdn.tcgplayer.com/product/84755_200w.jpg,3,1411,https://cpt.tcgcsv.com/7WH,2025-11-20T01:45:25.3,1,88/101,Uncommon,Special Energy,0,Special Energy,,"Delta Species Rainbow Energy provides C Energy.  While attached to a Pokemon that has Delta Species on its card, Delta Species Rainbow Energy provides every type of Energy but provides only 1 Energy at a time.  (Has no effect other than providing Energy.)",,,,3.59,6.99,26.64,4.13,,Reverse Holofoil,,
84792,Dewgong (Delta Species),Dewgong Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84792_200w.jpg,3,1411,https://cpt.tcgcsv.com/SWH,2024-04-11T17:04:30.31,1,15/101,Rare,Colorless,80,Stage 1,Delta Protection - Any damage done to Dewgong by attacks from your opponent's Pokemon that has Delta Species on its card is reduced by 40 (after applying Weakness and Resistance).  (Poke-BODY),"[2] Ice Beam (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",L,,2,1.33,2.25,4.0,2.75,,Normal,"[3] Surge (40+) If Dewgong has at least 2 W Energy attached to it, this attack does 40 damage plus 20 more damage.",
84792,Dewgong (Delta Species),Dewgong Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84792_200w.jpg,3,1411,https://cpt.tcgcsv.com/SWH,2024-04-11T17:04:30.31,1,15/101,Rare,Colorless,80,Stage 1,Delta Protection - Any damage done to Dewgong by attacks from your opponent's Pokemon that has Delta Species on its card is reduced by 40 (after applying Weakness and Resistance).  (Poke-BODY),"[2] Ice Beam (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",L,,2,25.0,38.98,40.0,33.66,,Reverse Holofoil,"[3] Surge (40+) If Dewgong has at least 2 W Energy attached to it, this attack does 40 damage plus 20 more damage.",
84907,Dragonair (Delta Species),Dragonair Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84907_200w.jpg,3,1411,https://cpt.tcgcsv.com/9-H,2024-04-11T17:04:35.747,1,28/101,Uncommon,Grass,70,Stage 1,,"[1] Wrap - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,,2,2.88,4.8,12.7,5.34,,Normal,[2G] Horn Attack (40),
84907,Dragonair (Delta Species),Dragonair Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84907_200w.jpg,3,1411,https://cpt.tcgcsv.com/9-H,2024-04-11T17:04:35.747,1,28/101,Uncommon,Grass,70,Stage 1,,"[1] Wrap - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,,2,9.74,19.14,31.99,34.1,,Reverse Holofoil,[2G] Horn Attack (40),
84919,Dragonite ex (Delta Species),Dragonite ex Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84919_200w.jpg,3,1411,https://cpt.tcgcsv.com/p-H,2024-04-11T17:04:41.88,1,91/101,Ultra Rare,Grass,150,Stage 2,,[2] Deafen (40) Your opponent can't play any Trainer cards (except for Supporter cards) from his or her hand during your opponent's next turn.,,,2,192.89,385.74,474.9,199.0,,Holofoil,"[2GG] Dragon Roar - Put 8 damage counters on the Defending Pokemon.  If that Pokemon would be Knocked Out by this attack, put any damage counters not necessary to Knock Out the Defending Pokemon on your opponent's Benched Pokemon in any way you like.",
84942,Dratini (Delta Species),Dratini Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84942_200w.jpg,3,1411,https://cpt.tcgcsv.com/S-H,2024-04-11T17:04:46.783,1,46/101,Common,Grass,40,Basic,,[1] Ram (10),,,1,0.96,1.35,4.99,1.56,,Normal,,
84942,Dratini (Delta Species),Dratini Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/84942_200w.jpg,3,1411,https://cpt.tcgcsv.com/S-H,2024-04-11T17:04:46.783,1,46/101,Common,Grass,40,Basic,,[1] Ram (10),,,1,57.44,67.95,99.99,21.94,69.99,Reverse Holofoil,,
85105,Ekans (Delta Species),Ekans Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85105_200w.jpg,3,1411,https://cpt.tcgcsv.com/73J,2024-04-11T16:56:13.39,1,47/101,Common,Fire,50,Basic,,[1] Bite (10),P,,1,0.35,0.8,6.18,1.27,,Normal,[1R] Tail Snap (20),
85105,Ekans (Delta Species),Ekans Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85105_200w.jpg,3,1411,https://cpt.tcgcsv.com/73J,2024-04-11T16:56:13.39,1,47/101,Common,Fire,50,Basic,,[1] Bite (10),P,,1,14.0,22.38,32.0,18.43,14.83,Reverse Holofoil,[1R] Tail Snap (20),
85119,Electabuzz (Delta Species),Electabuzz Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85119_200w.jpg,3,1411,https://cpt.tcgcsv.com/p3J,2024-04-11T16:56:23.81,1,29/101,Uncommon,Fighting,60,Basic,"Power of Evolution - Once during your turn (before your attack), if Electabuzz is an Evolved Pokemon, you may draw a card from the bottom of your deck.  This power can't be used if Electabuzz is affected by a Special Condition.  (Poke-POWER)","[1F] Swift (30) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other affects on the Defending Pokemon.",F,,1,0.74,1.71,5.0,1.92,,Normal,,
85119,Electabuzz (Delta Species),Electabuzz Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85119_200w.jpg,3,1411,https://cpt.tcgcsv.com/p3J,2024-04-11T16:56:23.81,1,29/101,Uncommon,Fighting,60,Basic,"Power of Evolution - Once during your turn (before your attack), if Electabuzz is an Evolved Pokemon, you may draw a card from the bottom of your deck.  This power can't be used if Electabuzz is affected by a Special Condition.  (Poke-POWER)","[1F] Swift (30) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other affects on the Defending Pokemon.",F,,1,49.99,99.99,149.99,15.33,,Reverse Holofoil,,
85173,Elekid (Delta Species),Elekid Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85173_200w.jpg,3,1411,https://cpt.tcgcsv.com/t5J,2026-03-09T13:49:27.183,1,48/101,Common,Fighting,40,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Electabuzz from your hand onto Elekid (this counts as evolving Elekid) and remove all damage counters from Elekid.  (Poke-POWER)",[1] Thunder Spear - Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),F,,1,0.26,0.75,4.99,0.85,,Normal,,
85173,Elekid (Delta Species),Elekid Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85173_200w.jpg,3,1411,https://cpt.tcgcsv.com/t5J,2026-03-09T13:49:27.183,1,48/101,Common,Fighting,40,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Electabuzz from your hand onto Elekid (this counts as evolving Elekid) and remove all damage counters from Elekid.  (Poke-POWER)",[1] Thunder Spear - Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),F,,1,12.0,26.0,33.33,22.0,,Reverse Holofoil,,
85407,Feebas (Delta Species),Feebas Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85407_200w.jpg,3,1411,https://cpt.tcgcsv.com/9bJ,2024-04-11T17:04:52.347,1,49/101,Common,Fire,30,Basic,,[R] Flail (10x) Does 10 damage times the number of damage counters on Feebas.,L,,1,0.27,0.57,5.0,0.71,,Normal,,
85407,Feebas (Delta Species),Feebas Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85407_200w.jpg,3,1411,https://cpt.tcgcsv.com/9bJ,2024-04-11T17:04:52.347,1,49/101,Common,Fire,30,Basic,,[R] Flail (10x) Does 10 damage times the number of damage counters on Feebas.,L,,1,14.01,25.0,297.0,15.97,297.0,Reverse Holofoil,,
85423,Feraligatr (Delta Species),Feraligatr Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85423_200w.jpg,3,1411,https://cpt.tcgcsv.com/tbJ,2024-04-11T17:04:58.013,1,2/101,Holo Rare,Lightning,120,Stage 2,Battle Aura - Each of your Pokemon that has Delta Species on its card does 10 more damage to the Defending Pokemon (before applying Weakness and Resistance).  (Poke-BODY),"[2] Drag Off (20) Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",L,,2,37.43,61.34,129.99,53.12,,Holofoil,[1LL] Sharp Fang (60),
85423,Feraligatr (Delta Species),Feraligatr Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85423_200w.jpg,3,1411,https://cpt.tcgcsv.com/tbJ,2024-04-11T17:04:58.013,1,2/101,Holo Rare,Lightning,120,Stage 2,Battle Aura - Each of your Pokemon that has Delta Species on its card does 10 more damage to the Defending Pokemon (before applying Weakness and Resistance).  (Poke-BODY),"[2] Drag Off (20) Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",L,,2,22.99,70.32,99.99,103.37,,Reverse Holofoil,[1LL] Sharp Fang (60),
85487,Flaaffy (Delta Species),Flaaffy Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85487_200w.jpg,3,1411,https://cpt.tcgcsv.com/McJ,2024-04-11T17:07:13.467,1,30/101,Uncommon,Colorless,70,Stage 1,,"[2] Thundershock (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,,1,3.24,6.39,6.99,4.57,,Normal,,
85487,Flaaffy (Delta Species),Flaaffy Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85487_200w.jpg,3,1411,https://cpt.tcgcsv.com/McJ,2024-04-11T17:07:13.467,1,30/101,Uncommon,Colorless,70,Stage 1,,"[2] Thundershock (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,,1,27.02,28.0,29.0,23.5,,Reverse Holofoil,,
85532,Flygon ex (Delta Species),Flygon ex Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85532_200w.jpg,3,1411,https://cpt.tcgcsv.com/GdJ,2024-04-11T17:07:22.773,1,92/101,Ultra Rare,Psychic,150,Stage 2,"Sand Damage - As long as Flygon ex is your Active Pokemon, put 1 damage counter on each of your opponent's Benched Basic Pokemon between turns.  You can't use more than 1 Sand Damage Poke-Body between turns.  (Poke-BODY)",[1PP] Psychic Pulse (80) Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it.  (Don't apply Weakness and Resistance for Benched Pokemon.),,,2,79.99,140.0,278.85,114.99,79.99,Holofoil,,
85642,Gardevoir ex (Delta Species),Gardevoir ex Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85642_200w.jpg,3,1411,https://cpt.tcgcsv.com/SgJ,2024-04-11T17:07:29.063,1,93/101,Ultra Rare,Fire,150,Stage 2,"Imprison - Once during your turn (before your attack), if Gardevoir ex is your Active Pokemon, you may put an Imprison marker on 1 of your opponent's Pokemon.  Any Pokemon that has any Imprison markers on it can't use any Poke-Powers or Poke-Bodies.  This power can't be used if Gardevoir ex is affected by a Special Condition.  (Poke-POWER)",[2R] Flame Ball (80) You may move a R Energy card attached to Gardevoir ex to 1 of your Benched Pokemon.,P,,2,144.9,182.21,495.59,164.75,,Holofoil,,
85770,Gligar (Delta Species),Gligar Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85770_200w.jpg,3,1411,https://cpt.tcgcsv.com/qkJ,2024-04-11T17:07:35.073,1,16/101,Rare,Lightning,60,Basic,,"[1] Sting Turn - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed and switch Gligar with 1 of your Benched Pokemon.",W,,1,1.04,1.88,4.29,1.94,,Normal,"[1] Tail Sting (10+) If the Defending Pokemon is Pokemon-ex, this attack does 10 damage plus 10 more damage and the Defending Pokemon is now Poisoned.",
85770,Gligar (Delta Species),Gligar Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85770_200w.jpg,3,1411,https://cpt.tcgcsv.com/qkJ,2024-04-11T17:07:35.073,1,16/101,Rare,Lightning,60,Basic,,"[1] Sting Turn - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed and switch Gligar with 1 of your Benched Pokemon.",W,,1,14.99,29.97,35.0,21.33,,Reverse Holofoil,"[1] Tail Sting (10+) If the Defending Pokemon is Pokemon-ex, this attack does 10 damage plus 10 more damage and the Defending Pokemon is now Poisoned.",
86067,Heracross (Delta Species),Heracross Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86067_200w.jpg,3,1411,https://cpt.tcgcsv.com/mrJ,2024-04-11T17:07:41.537,1,3/101,Holo Rare,Fire,70,Basic,"Shining Horn - As long as Heracross is the only Pokemon you have in play, your opponent's Basic Pokemon can't attack.  (Poke-BODY)","[1] Dig Deep - Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",R,,1,16.0,19.6,59.99,32.86,,Holofoil,"[1R] Extra Claws (30+) If the Defending Pokemon is Pokemon-ex, this attack does 30 damage plus 20 more damage.",
86067,Heracross (Delta Species),Heracross Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86067_200w.jpg,3,1411,https://cpt.tcgcsv.com/mrJ,2024-04-11T17:07:41.537,1,3/101,Holo Rare,Fire,70,Basic,"Shining Horn - As long as Heracross is the only Pokemon you have in play, your opponent's Basic Pokemon can't attack.  (Poke-BODY)","[1] Dig Deep - Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",R,,1,40.07,74.95,150.0,55.54,,Reverse Holofoil,"[1R] Extra Claws (30+) If the Defending Pokemon is Pokemon-ex, this attack does 30 damage plus 20 more damage.",
86137,Holon Energy FF,Holon Energy FF,https://tcgplayer-cdn.tcgplayer.com/product/86137_200w.jpg,3,1411,https://cpt.tcgcsv.com/MsJ,2024-04-11T17:29:30.563,1,84/101,Rare,Special Energy,0,Special Energy,,"Holon Energy FF provides C Energy.  If the Pokemon that Holon Energy FF is attached to also has a basic R Energy card attached to it, that Pokemon has no Weakness.  If the Pokemon that Holon Energy is attached to also has a basic F Energy card attached to it, damage done by that Pokemon's attack isn't affected by Resistance.  Ignore these effects if Holon Energy FF is attached to Pokemon-ex.",,,,0.65,1.54,96.95,1.92,1.06,Normal,,
86137,Holon Energy FF,Holon Energy FF,https://tcgplayer-cdn.tcgplayer.com/product/86137_200w.jpg,3,1411,https://cpt.tcgcsv.com/MsJ,2024-04-11T17:29:30.563,1,84/101,Rare,Special Energy,0,Special Energy,,"Holon Energy FF provides C Energy.  If the Pokemon that Holon Energy FF is attached to also has a basic R Energy card attached to it, that Pokemon has no Weakness.  If the Pokemon that Holon Energy is attached to also has a basic F Energy card attached to it, damage done by that Pokemon's attack isn't affected by Resistance.  Ignore these effects if Holon Energy FF is attached to Pokemon-ex.",,,,1.9,2.5,5.0,2.0,,Reverse Holofoil,,
