productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance
84563,Dark Arbok (2),Dark Arbok 2,https://tcgplayer-cdn.tcgplayer.com/product/84563_200w.jpg,3,1373,https://cpt.tcgcsv.com/hRH,2026-02-27T05:26:44.333,1,02/82,Holo Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,35.99,58.57,73.79,45.38,,1st Edition Holofoil,,
84563,Dark Arbok (2),Dark Arbok 2,https://tcgplayer-cdn.tcgplayer.com/product/84563_200w.jpg,3,1373,https://cpt.tcgcsv.com/hRH,2026-02-27T05:26:44.333,1,02/82,Holo Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,8.79,11.99,4321.0,11.04,9.92,Unlimited Holofoil,,
84564,Dark Arbok (19),Dark Arbok 19,https://tcgplayer-cdn.tcgplayer.com/product/84564_200w.jpg,3,1373,https://cpt.tcgcsv.com/jRH,2026-02-05T21:05:45.24,1,19/82,Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,6.0,10.0,14.69,9.72,9.54,1st Edition,,
84564,Dark Arbok (19),Dark Arbok 19,https://tcgplayer-cdn.tcgplayer.com/product/84564_200w.jpg,3,1373,https://cpt.tcgcsv.com/jRH,2026-02-05T21:05:45.24,1,19/82,Rare,Grass,60,Stage 1,"[GG] Stare
<br>Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em> If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.","[GGG] Poison Vapor (10)
<br>The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,2,3.67,6.02,23.0,6.26,10.95,Unlimited,,
84568,Dark Blastoise (3),Dark Blastoise 3,https://tcgplayer-cdn.tcgplayer.com/product/84568_200w.jpg,3,1373,https://cpt.tcgcsv.com/nRH,2024-10-05T02:20:09.143,1,03/82,Holo Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,420.0,517.49,599.01,389.67,,1st Edition Holofoil,,
84568,Dark Blastoise (3),Dark Blastoise 3,https://tcgplayer-cdn.tcgplayer.com/product/84568_200w.jpg,3,1373,https://cpt.tcgcsv.com/nRH,2024-10-05T02:20:09.143,1,03/82,Holo Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,150.0,181.77,329.99,160.71,329.99,Unlimited Holofoil,,
84570,Dark Blastoise (20),Dark Blastoise 20,https://tcgplayer-cdn.tcgplayer.com/product/84570_200w.jpg,3,1373,https://cpt.tcgcsv.com/qRH,2026-02-17T21:04:37.097,1,20/82,Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,40.24,68.39,88.0,55.93,,1st Edition,,
84570,Dark Blastoise (20),Dark Blastoise 20,https://tcgplayer-cdn.tcgplayer.com/product/84570_200w.jpg,3,1373,https://cpt.tcgcsv.com/qRH,2026-02-17T21:04:37.097,1,20/82,Rare,Water,70,Stage 2,"[WW] Hydrocannon (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.","[2W] Rocket Tackle (40)
<br>Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",L,2,17.25,30.55,9999.0,32.65,96.95,Unlimited,,
84572,Dark Charizard (4),Dark Charizard 4,https://tcgplayer-cdn.tcgplayer.com/product/84572_200w.jpg,3,1373,https://cpt.tcgcsv.com/sRH,2023-02-16T09:33:04.003,1,04/82,Holo Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,629.99,697.48,700.0,526.76,,1st Edition Holofoil,,F
84572,Dark Charizard (4),Dark Charizard 4,https://tcgplayer-cdn.tcgplayer.com/product/84572_200w.jpg,3,1373,https://cpt.tcgcsv.com/sRH,2023-02-16T09:33:04.003,1,04/82,Holo Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,289.69,373.24,500.0,325.97,,Unlimited Holofoil,,F
84573,Dark Charizard (21),Dark Charizard 21,https://tcgplayer-cdn.tcgplayer.com/product/84573_200w.jpg,3,1373,https://cpt.tcgcsv.com/tRH,2023-01-10T19:45:29.797,1,21/82,Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,98.93,222.08,285.95,139.01,,1st Edition,,F
84573,Dark Charizard (21),Dark Charizard 21,https://tcgplayer-cdn.tcgplayer.com/product/84573_200w.jpg,3,1373,https://cpt.tcgcsv.com/tRH,2023-01-10T19:45:29.797,1,21/82,Rare,Fire,80,Stage 2,[1] Nail Flick (10),"[RR] Continuous Fireball (50x)
<br>Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.",W,3,37.83,73.08,125.0,69.6,,Unlimited,,F
84574,Dark Charmeleon,Dark Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84574_200w.jpg,3,1373,https://cpt.tcgcsv.com/vRH,2025-11-20T04:12:02.247,1,32/82,Uncommon,Fire,50,Stage 1,[2] Tail Slap (20),"[RRR] Fireball (70)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin.  If heads, discard 1 of those Energy cards. If tails, this attack does nothing <em>(not even damage)</em>.",W,2,12.45,19.99,28.99,21.89,28.99,1st Edition,,
84574,Dark Charmeleon,Dark Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84574_200w.jpg,3,1373,https://cpt.tcgcsv.com/vRH,2025-11-20T04:12:02.247,1,32/82,Uncommon,Fire,50,Stage 1,[2] Tail Slap (20),"[RRR] Fireball (70)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin.  If heads, discard 1 of those Energy cards. If tails, this attack does nothing <em>(not even damage)</em>.",W,2,2.21,4.51,9999.0,6.45,2.48,Unlimited,,
84580,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84580_200w.jpg,3,1373,https://cpt.tcgcsv.com/DRH,2022-11-18T17:04:34.427,1,33/82,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,2,6.0,11.58,30.0,12.34,,1st Edition,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",P
84580,Dark Dragonair,Dark Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/84580_200w.jpg,3,1373,https://cpt.tcgcsv.com/DRH,2022-11-18T17:04:34.427,1,33/82,Uncommon,Colorless,60,Stage 1,"[3] Tail Strike (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,2,1.92,5.99,23466.87,6.45,96.95,Unlimited,"<strong>Pokémon Power: Evolutionary Light</strong> Once during your turn <em>(before your attack)</em>, you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",P
84584,Dark Dragonite (5),Dark Dragonite 5,https://tcgplayer-cdn.tcgplayer.com/product/84584_200w.jpg,3,1373,https://cpt.tcgcsv.com/JRH,2023-08-16T19:02:10.627,1,05/82,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,167.68,300.0,475.62,332.35,,1st Edition Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84584,Dark Dragonite (5),Dark Dragonite 5,https://tcgplayer-cdn.tcgplayer.com/product/84584_200w.jpg,3,1373,https://cpt.tcgcsv.com/JRH,2023-08-16T19:02:10.627,1,05/82,Holo Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,152.94,172.66,200.0,156.79,,Unlimited Holofoil,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84586,Dark Dragonite (22),Dark Dragonite 22,https://tcgplayer-cdn.tcgplayer.com/product/84586_200w.jpg,3,1373,https://cpt.tcgcsv.com/LRH,2026-02-24T22:59:53.54,1,22/82,Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,54.99,75.54,84.23,43.53,,1st Edition,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84586,Dark Dragonite (22),Dark Dragonite 22,https://tcgplayer-cdn.tcgplayer.com/product/84586_200w.jpg,3,1373,https://cpt.tcgcsv.com/LRH,2026-02-24T22:59:53.54,1,22/82,Rare,Colorless,70,Stage 2,"[4] Giant Tail (70)
<br>Flip a coin. If tails, this attack does nothing.",,,2,13.25,20.0,9999.0,22.96,35.24,Unlimited,"<strong>Pokémon Power: Summon Minions</strong> When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",F
84588,Dark Dugtrio (6),Dark Dugtrio 6,https://tcgplayer-cdn.tcgplayer.com/product/84588_200w.jpg,3,1373,https://cpt.tcgcsv.com/NRH,2025-12-10T22:27:06.523,1,06/82,Holo Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,49.5,73.5,96.0,64.63,,1st Edition Holofoil,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84588,Dark Dugtrio (6),Dark Dugtrio 6,https://tcgplayer-cdn.tcgplayer.com/product/84588_200w.jpg,3,1373,https://cpt.tcgcsv.com/NRH,2025-12-10T22:27:06.523,1,06/82,Holo Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,23.99,32.21,50.0,34.98,,Unlimited Holofoil,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84589,Dark Dugtrio (23),Dark Dugtrio 23,https://tcgplayer-cdn.tcgplayer.com/product/84589_200w.jpg,3,1373,https://cpt.tcgcsv.com/PRH,2022-11-18T17:10:01.413,1,23/82,Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,4.6,10.25,9999.0,11.92,,1st Edition,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84589,Dark Dugtrio (23),Dark Dugtrio 23,https://tcgplayer-cdn.tcgplayer.com/product/84589_200w.jpg,3,1373,https://cpt.tcgcsv.com/PRH,2022-11-18T17:10:01.413,1,23/82,Rare,Fighting,50,Stage 1,"[FF] Knock Down (20+)
<br>Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,G,2,3.5,5.96,4321.0,7.63,,Unlimited,"<strong>Pokémon Power: Sinkhole</strong> Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",L
84590,Dark Electrode,Dark Electrode,https://tcgplayer-cdn.tcgplayer.com/product/84590_200w.jpg,3,1373,https://cpt.tcgcsv.com/QRH,2024-03-21T14:47:16.663,1,34/82,Uncommon,Lightning,60,Stage 1,[1] Rolling Tackle (10),"[LL] Energy Bomb (30)
<br>Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon <em>(in any way you choose)</em>. If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",F,1,1.5,3.99,96.93,4.77,4.77,1st Edition,,
84590,Dark Electrode,Dark Electrode,https://tcgplayer-cdn.tcgplayer.com/product/84590_200w.jpg,3,1373,https://cpt.tcgcsv.com/QRH,2024-03-21T14:47:16.663,1,34/82,Uncommon,Lightning,60,Stage 1,[1] Rolling Tackle (10),"[LL] Energy Bomb (30)
<br>Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon <em>(in any way you choose)</em>. If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",F,1,0.5,1.17,4.99,1.64,,Unlimited,,
84597,Dark Flareon,Dark Flareon,https://tcgplayer-cdn.tcgplayer.com/product/84597_200w.jpg,3,1373,https://cpt.tcgcsv.com/ZRH,2026-02-24T23:02:00.787,1,35/82,Uncommon,Fire,50,Stage 1,"[1] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.","[RR] Playing with Fire (30+)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage.",W,1,11.5,16.46,29.0,21.2,,1st Edition,,
84597,Dark Flareon,Dark Flareon,https://tcgplayer-cdn.tcgplayer.com/product/84597_200w.jpg,3,1373,https://cpt.tcgcsv.com/ZRH,2026-02-24T23:02:00.787,1,35/82,Uncommon,Fire,50,Stage 1,"[1] Rage (10+)
<br>Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.","[RR] Playing with Fire (30+)
<br>Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage.",W,1,2.31,4.86,4321.0,6.51,,Unlimited,,
84600,Dark Gloom,Dark Gloom,https://tcgplayer-cdn.tcgplayer.com/product/84600_200w.jpg,3,1373,https://cpt.tcgcsv.com/0SH,2025-04-04T18:52:30.2,1,36/82,Uncommon,Grass,50,Stage 1,"[GG] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",,F,2,1.61,4.0,29.99,4.74,5.15,1st Edition,"<strong>Pokémon Power: Pollen Stench</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",
84600,Dark Gloom,Dark Gloom,https://tcgplayer-cdn.tcgplayer.com/product/84600_200w.jpg,3,1373,https://cpt.tcgcsv.com/0SH,2025-04-04T18:52:30.2,1,36/82,Uncommon,Grass,50,Stage 1,"[GG] Poisonpowder (10)
<br>The Defending Pokémon is now Poisoned.",,F,2,0.39,1.0,4321.0,2.4,0.7,Unlimited,"<strong>Pokémon Power: Pollen Stench</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",
84601,Dark Golbat (7),Dark Golbat 7,https://tcgplayer-cdn.tcgplayer.com/product/84601_200w.jpg,3,1373,https://cpt.tcgcsv.com/2SH,2025-12-10T22:27:39.137,1,07/82,Holo Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,44.0,62.99,175.0,50.98,41.94,1st Edition Holofoil,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84601,Dark Golbat (7),Dark Golbat 7,https://tcgplayer-cdn.tcgplayer.com/product/84601_200w.jpg,3,1373,https://cpt.tcgcsv.com/2SH,2025-12-10T22:27:39.137,1,07/82,Holo Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,17.51,26.98,124.98,25.88,26.98,Unlimited Holofoil,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84602,Dark Golbat (24),Dark Golbat 24,https://tcgplayer-cdn.tcgplayer.com/product/84602_200w.jpg,3,1373,https://cpt.tcgcsv.com/3SH,2026-02-16T15:52:28.26,1,24/82,Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,6.23,12.01,19.75,11.74,,1st Edition,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84602,Dark Golbat (24),Dark Golbat 24,https://tcgplayer-cdn.tcgplayer.com/product/84602_200w.jpg,3,1373,https://cpt.tcgcsv.com/3SH,2026-02-16T15:52:28.26,1,24/82,Rare,Grass,50,Stage 1,"[GG] Flitter
<br>Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. <em>(Any other effects that would happen after applying Weakness and Resistance still happen.)</em>",,P,,3.5,5.5,17.94,6.56,5.23,Unlimited,"<strong>Pokémon Power: Sneak Attack</strong> When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",F
84604,Dark Golduck,Dark Golduck,https://tcgplayer-cdn.tcgplayer.com/product/84604_200w.jpg,3,1373,https://cpt.tcgcsv.com/6SH,2025-12-01T22:12:45.94,1,37/82,Uncommon,Water,60,Stage 1,"[P] Third Eye
<br>Discard 1 Energy card attached to Dark Golduck in order to draw up to 3 cards.",[1PP] Super Psy (50),L,2,2.0,6.74,96.95,10.96,10.49,1st Edition,,
