productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3
83757,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83757_200w.jpg,3,1404,https://cpt.tcgcsv.com/9wH,2024-04-11T17:56:35.133,1,2/107,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Hunch<br>
<br>As long as Beautifly's remaining HP is 40 or less, Beautifly does 40 more damage to the Defending Pokemon <em>(before applying Weakness and Resistance).  </em>","[G] Luring Antenna (20) 
<br>Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  If you do, this attack does 20 damage to the new Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2G] Cutting Wind (50),R,None,1,7.8,10.0,11.84,10.5,,Normal,
83757,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83757_200w.jpg,3,1404,https://cpt.tcgcsv.com/9wH,2024-04-11T17:56:35.133,1,2/107,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Hunch<br>
<br>As long as Beautifly's remaining HP is 40 or less, Beautifly does 40 more damage to the Defending Pokemon <em>(before applying Weakness and Resistance).  </em>","[G] Luring Antenna (20) 
<br>Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  If you do, this attack does 20 damage to the new Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2G] Cutting Wind (50),R,None,1,6.7,11.62,13.89,13.64,,Holofoil,
83757,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83757_200w.jpg,3,1404,https://cpt.tcgcsv.com/9wH,2024-04-11T17:56:35.133,1,2/107,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Hunch<br>
<br>As long as Beautifly's remaining HP is 40 or less, Beautifly does 40 more damage to the Defending Pokemon <em>(before applying Weakness and Resistance).  </em>","[G] Luring Antenna (20) 
<br>Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  If you do, this attack does 20 damage to the new Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",[2G] Cutting Wind (50),R,None,1,4.99,13.44,27.1,29.5,,Reverse Holofoil,
83785,Beldum,Beldum,https://tcgplayer-cdn.tcgplayer.com/product/83785_200w.jpg,3,1404,https://cpt.tcgcsv.com/KwH,2025-12-02T02:56:04.073,1,55/107,Common,Psychic,50,Basic,,"[2] Flip Over (30)
<br>Beldum does 10 damage to itself, and don't apply Weakness and Resistance to this damage.",,P,None,1,0.1,0.3,20.29,0.29,,Normal,
83785,Beldum,Beldum,https://tcgplayer-cdn.tcgplayer.com/product/83785_200w.jpg,3,1404,https://cpt.tcgcsv.com/KwH,2025-12-02T02:56:04.073,1,55/107,Common,Psychic,50,Basic,,"[2] Flip Over (30)
<br>Beldum does 10 damage to itself, and don't apply Weakness and Resistance to this damage.",,P,None,1,9.36,13.47,17.58,11.93,,Reverse Holofoil,
83938,Boost Energy,Boost Energy,https://tcgplayer-cdn.tcgplayer.com/product/83938_200w.jpg,3,1404,https://cpt.tcgcsv.com/NBH,2025-11-11T02:53:30.853,1,93/107,Uncommon,Special Energy,,,"Boost Energy can be attached only to an Evolved Pokemon.  Discard Boost Energy at the end of the turn it was attached.  Boost Energy provides 3 Colorless Energy.  The Pokemon Boost Energy is attached to can't retreat.  If the Pokemon Boost Energy is attached to isn't an Evolved Pokemon, discard Boost Energy.",,,,,,0.72,1.17,3.5,1.47,,Normal,
83938,Boost Energy,Boost Energy,https://tcgplayer-cdn.tcgplayer.com/product/83938_200w.jpg,3,1404,https://cpt.tcgcsv.com/NBH,2025-11-11T02:53:30.853,1,93/107,Uncommon,Special Energy,,,"Boost Energy can be attached only to an Evolved Pokemon.  Discard Boost Energy at the end of the turn it was attached.  Boost Energy provides 3 Colorless Energy.  The Pokemon Boost Energy is attached to can't retreat.  If the Pokemon Boost Energy is attached to isn't an Evolved Pokemon, discard Boost Energy.",,,,,,5.24,6.6,14.69,6.58,,Reverse Holofoil,
83955,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83955_200w.jpg,3,1404,https://cpt.tcgcsv.com/7CH,2024-04-11T17:56:36.21,1,3/107,Holo Rare,Fighting,80,Stage 1,,"[1] Leaf Poison (20) 
<br>If Breloom has any Grass Energy attached to it, the Defending Pokemon is now Poisoned.","[2F] Hustle Punch (70-) 
<br>During your next turn, Hustle Punch's attack's base damage is 50 instead of 70.",P,None,1,19.94,27.0,28.0,27.0,,Normal,
83955,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83955_200w.jpg,3,1404,https://cpt.tcgcsv.com/7CH,2024-04-11T17:56:36.21,1,3/107,Holo Rare,Fighting,80,Stage 1,,"[1] Leaf Poison (20) 
<br>If Breloom has any Grass Energy attached to it, the Defending Pokemon is now Poisoned.","[2F] Hustle Punch (70-) 
<br>During your next turn, Hustle Punch's attack's base damage is 50 instead of 70.",P,None,1,15.0,15.46,29.99,24.25,,Holofoil,
83955,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83955_200w.jpg,3,1404,https://cpt.tcgcsv.com/7CH,2024-04-11T17:56:36.21,1,3/107,Holo Rare,Fighting,80,Stage 1,,"[1] Leaf Poison (20) 
<br>If Breloom has any Grass Energy attached to it, the Defending Pokemon is now Poisoned.","[2F] Hustle Punch (70-) 
<br>During your next turn, Hustle Punch's attack's base damage is 50 instead of 70.",P,None,1,33.95,37.16,50.0,24.94,,Reverse Holofoil,
84112,Carvanha,Carvanha,https://tcgplayer-cdn.tcgplayer.com/product/84112_200w.jpg,3,1404,https://cpt.tcgcsv.com/gGH,2024-04-11T17:56:36.443,1,56/107,Common,Darkness,50,Basic,,[W] Sharp Fin (10),"[1D] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Carvanha.",G,P,1,0.58,0.75,2.5,1.21,,Normal,
84112,Carvanha,Carvanha,https://tcgplayer-cdn.tcgplayer.com/product/84112_200w.jpg,3,1404,https://cpt.tcgcsv.com/gGH,2024-04-11T17:56:36.443,1,56/107,Common,Darkness,50,Basic,,[W] Sharp Fin (10),"[1D] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Carvanha.",G,P,1,10.0,43.45,69.25,18.39,,Reverse Holofoil,
84334,Claydol,Claydol,https://tcgplayer-cdn.tcgplayer.com/product/84334_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLH,2024-04-11T17:56:36.543,1,5/107,Holo Rare,Fighting,80,Stage 1,"<b>Poke-POWER</b> Psychic Trace <br>
<br>Once during your turn <em>(before your attack)</em>, if Claydol is your Active Pokemon, you may shuffle your hand into your deck.  Then draw a number of cards equal to the number of cards in your opponent's hand.  This power can't be used if Claydol is affected by a Special Condition.","[2] Ancient Mantra (20) 
<br>If Claydol has any Psychic Energy attached to it, the Defending Pokemon is now Confused.  If Claydol has any Fighting Energy attached to it, this attack does 20 damage plus 20 more damage.",,W,None,1,6.0,8.45,26.0,5.32,,Normal,
84334,Claydol,Claydol,https://tcgplayer-cdn.tcgplayer.com/product/84334_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLH,2024-04-11T17:56:36.543,1,5/107,Holo Rare,Fighting,80,Stage 1,"<b>Poke-POWER</b> Psychic Trace <br>
<br>Once during your turn <em>(before your attack)</em>, if Claydol is your Active Pokemon, you may shuffle your hand into your deck.  Then draw a number of cards equal to the number of cards in your opponent's hand.  This power can't be used if Claydol is affected by a Special Condition.","[2] Ancient Mantra (20) 
<br>If Claydol has any Psychic Energy attached to it, the Defending Pokemon is now Confused.  If Claydol has any Fighting Energy attached to it, this attack does 20 damage plus 20 more damage.",,W,None,1,8.55,12.0,19.99,10.62,,Holofoil,
84334,Claydol,Claydol,https://tcgplayer-cdn.tcgplayer.com/product/84334_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLH,2024-04-11T17:56:36.543,1,5/107,Holo Rare,Fighting,80,Stage 1,"<b>Poke-POWER</b> Psychic Trace <br>
<br>Once during your turn <em>(before your attack)</em>, if Claydol is your Active Pokemon, you may shuffle your hand into your deck.  Then draw a number of cards equal to the number of cards in your opponent's hand.  This power can't be used if Claydol is affected by a Special Condition.","[2] Ancient Mantra (20) 
<br>If Claydol has any Psychic Energy attached to it, the Defending Pokemon is now Confused.  If Claydol has any Fighting Energy attached to it, this attack does 20 damage plus 20 more damage.",,W,None,1,10.27,12.5,34.21,19.82,,Reverse Holofoil,
84432,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/84432_200w.jpg,3,1404,https://cpt.tcgcsv.com/GNH,2024-04-11T17:56:36.637,1,57/107,Common,Water,40,Basic,"<b>Poke-BODY</b> Exoskeleton <br>
<br>Any damage done to Corphish by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>","[1] Double Chop (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.",,L,None,1,0.13,0.4,1.79,0.51,,Normal,
84432,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/84432_200w.jpg,3,1404,https://cpt.tcgcsv.com/GNH,2024-04-11T17:56:36.637,1,57/107,Common,Water,40,Basic,"<b>Poke-BODY</b> Exoskeleton <br>
<br>Any damage done to Corphish by attacks is reduced by 10 <em>(after applying Weakness and Resistance). </em>","[1] Double Chop (10x) 
<br>Flip 2 coins.  This attack does 10 damage times the number of heads.",,L,None,1,3.2,5.4,8.44,11.25,,Reverse Holofoil,
84463,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/84463_200w.jpg,3,1404,https://cpt.tcgcsv.com/hPH,2024-04-11T17:56:36.813,1,6/107,Holo Rare,Darkness,70,Stage 1,"<b>Poke-BODY</b> Darkness Protection <br>
<br>Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each Darkness Energy attached to Crawdaunt <em>(after applying Weakness and Resistance).</em>  You can't reduce more than 20 damage in this way.","[2] Bubblebeam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2D] Cross-Cut (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",G,P,1,3.99,5.5,7.0,8.11,,Normal,
84463,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/84463_200w.jpg,3,1404,https://cpt.tcgcsv.com/hPH,2024-04-11T17:56:36.813,1,6/107,Holo Rare,Darkness,70,Stage 1,"<b>Poke-BODY</b> Darkness Protection <br>
<br>Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each Darkness Energy attached to Crawdaunt <em>(after applying Weakness and Resistance).</em>  You can't reduce more than 20 damage in this way.","[2] Bubblebeam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2D] Cross-Cut (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",G,P,1,14.19,16.68,39.99,24.22,,Holofoil,
84463,Crawdaunt,Crawdaunt,https://tcgplayer-cdn.tcgplayer.com/product/84463_200w.jpg,3,1404,https://cpt.tcgcsv.com/hPH,2024-04-11T17:56:36.813,1,6/107,Holo Rare,Darkness,70,Stage 1,"<b>Poke-BODY</b> Darkness Protection <br>
<br>Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each Darkness Energy attached to Crawdaunt <em>(after applying Weakness and Resistance).</em>  You can't reduce more than 20 damage in this way.","[2] Bubblebeam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2D] Cross-Cut (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",G,P,1,41.61,45.79,49.95,41.64,,Reverse Holofoil,
84493,Crobat ex,Crobat ex,https://tcgplayer-cdn.tcgplayer.com/product/84493_200w.jpg,3,1404,https://cpt.tcgcsv.com/TPH,2024-04-11T17:56:37.097,1,96/107,Ultra Rare,Grass,130,Stage 2,"<b>Poke-POWER</b> Distortion <br>
<br>Once during your turn<em> (before your attack)</em>, if Crobat ex is your Active Pokemon, you may put 1 damage counter on 1 of your opponent's Pokemon.  This power can't be used if Crobat ex is affected by a Special Condition.","[2] Cross Attack (20x) 
<br>Flip 4 coins.  This attack does 20 damage times the number of heads.  If you get 2 or more heads, the Defending Pokemon is now Confused.","[1GG] Pester (60) 
<br>If the Defending Pokemon is affected by a Special Condition, this attack does 60 damage plus 40 more damage.",L,F,0,101.31,120.65,139.99,96.86,,Holofoil,
84520,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84520_200w.jpg,3,1404,https://cpt.tcgcsv.com/qQH,2024-04-11T17:56:37.373,1,85/107,Uncommon,Item,,,"Attach Crystal Shard to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.<br>
<br><br>
<br><br>
<br>As long as this card is attached to a Pokemon, that Pokemon's type is Colorless.  If that Pokemon attacks, discard this card at the end of the turn.",,,,,,0.3,0.73,3.97,0.89,,Normal,
84520,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84520_200w.jpg,3,1404,https://cpt.tcgcsv.com/qQH,2024-04-11T17:56:37.373,1,85/107,Uncommon,Item,,,"Attach Crystal Shard to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.<br>
<br><br>
<br><br>
<br>As long as this card is attached to a Pokemon, that Pokemon's type is Colorless.  If that Pokemon attacks, discard this card at the end of the turn.",,,,,,2.0,4.22,6.97,4.22,,Reverse Holofoil,
84759,Deoxys (Attack Forme),Deoxys Attack Forme,https://tcgplayer-cdn.tcgplayer.com/product/84759_200w.jpg,3,1404,https://cpt.tcgcsv.com/cWH,2024-04-11T17:56:37.567,1,17/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change  <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Energy Crush (10+) 
<br>Does 10 damage plus 10 more for each Energy attached to all of your opponent's Pokemon.",,P,None,1,4.95,6.64,11.99,5.76,,Normal,
84759,Deoxys (Attack Forme),Deoxys Attack Forme,https://tcgplayer-cdn.tcgplayer.com/product/84759_200w.jpg,3,1404,https://cpt.tcgcsv.com/cWH,2024-04-11T17:56:37.567,1,17/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change  <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Energy Crush (10+) 
<br>Does 10 damage plus 10 more for each Energy attached to all of your opponent's Pokemon.",,P,None,1,148.69,263.04,449.99,185.0,,Reverse Holofoil,
84761,Deoxys (Defense Forme),Deoxys Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84761_200w.jpg,3,1404,https://cpt.tcgcsv.com/fWH,2024-04-11T17:56:37.69,1,18/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Barrier Attack (20) 
<br>During your opponent's next turn, any damage done to Deoxys by attacks is reduced by 30 <i>(after applying Weakness and Resistance).</i>",,P,None,1,3.68,8.19,96.95,7.77,96.95,Normal,
84761,Deoxys (Defense Forme),Deoxys Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84761_200w.jpg,3,1404,https://cpt.tcgcsv.com/fWH,2024-04-11T17:56:37.69,1,18/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Barrier Attack (20) 
<br>During your opponent's next turn, any damage done to Deoxys by attacks is reduced by 30 <i>(after applying Weakness and Resistance).</i>",,P,None,1,39.99,124.99,199.99,79.46,,Reverse Holofoil,
84763,Deoxys (Normal Forme),Deoxys Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84763_200w.jpg,3,1404,https://cpt.tcgcsv.com/hWH,2024-04-11T17:56:37.787,1,16/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Link Blast (40) 
<br>If Deoxys and the Defending Pokemon have a different amount of Energy attached to them, this attack's base damage is 20 instead of 40.",,P,None,1,3.45,5.03,39.99,6.33,,Normal,
84763,Deoxys (Normal Forme),Deoxys Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84763_200w.jpg,3,1404,https://cpt.tcgcsv.com/hWH,2024-04-11T17:56:37.787,1,16/107,Rare,Psychic,70,Basic,"<b>Poke-POWER</b> Form Change <br>
Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys and switch it with Deoxys.  <em>(Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Link Blast (40) 
<br>If Deoxys and the Defending Pokemon have a different amount of Energy attached to them, this attack's base damage is 20 instead of 40.",,P,None,1,200.99,220.0,559.99,149.48,,Reverse Holofoil,
84770,Deoxys ex (Attack Forme),Deoxys ex Attack Forme,https://tcgplayer-cdn.tcgplayer.com/product/84770_200w.jpg,3,1404,https://cpt.tcgcsv.com/qWH,2024-04-11T17:56:37.883,1,98/107,Ultra Rare,Psychic,110,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Psyburst (50+) 
<br>You may discard 2 Energy attached to Deoxys ex.  If you do, this attack does 50 damage plus 20 more damage for each Energy attached to the Defending Pokemon.",,P,None,2,59.15,59.15,59.15,149.65,,Holofoil,
84771,Deoxys ex (Defense Forme),Deoxys ex Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84771_200w.jpg,3,1404,https://cpt.tcgcsv.com/rWH,2024-04-11T17:56:37.997,1,99/107,Ultra Rare,Psychic,90,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Psychic Shield (50) 
<br>Prevent all effects of attacks, including damage, done to Deoxys ex by your opponent's Pokemon-ex during your opponent's next turn.",,P,None,2,500.0,500.0,500.0,195.0,,Normal,
84771,Deoxys ex (Defense Forme),Deoxys ex Defense Forme,https://tcgplayer-cdn.tcgplayer.com/product/84771_200w.jpg,3,1404,https://cpt.tcgcsv.com/rWH,2024-04-11T17:56:37.997,1,99/107,Ultra Rare,Psychic,90,Basic,"<b>Poke-POWER</b> Form Change <br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[2P] Psychic Shield (50) 
<br>Prevent all effects of attacks, including damage, done to Deoxys ex by your opponent's Pokemon-ex during your opponent's next turn.",,P,None,2,164.67,164.67,164.67,164.67,,Holofoil,
84772,Deoxys ex (Normal Forme),Deoxys ex Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84772_200w.jpg,3,1404,https://cpt.tcgcsv.com/sWH,2024-08-27T13:47:56.367,1,97/107,Ultra Rare,Psychic,100,Basic,"<b>Poke-POWER</b> Form Change 
<br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Energy Burst (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Deoxys ex and the Defending Pokemon.",,P,None,1,105.19,110.0,199.99,136.98,,Holofoil,
84873,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84873_200w.jpg,3,1404,https://cpt.tcgcsv.com/tZH,2024-04-11T17:56:38.237,1,30/107,Uncommon,Fighting,80,Stage 1,,"[F] Spinning Horn 
<br>Does 10 to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2F] Rock Hurl (50) 
<br>This attack's damage is not affected by Resistance.",G,None,1,5.0,6.99,7.0,5.69,,Normal,
