productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3
84003,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84003_200w.jpg,3,1369,https://cpt.tcgcsv.com/5DH,2023-11-07T21:06:30.207,1,55/100,Common,Psychic,60,Basic,,"[P] Gyro Swap
<br>
Put a number of damage counters on the Defending Pokémon equal to the number of Colorless Energy in Bronzor's Retreat Cost (after applying effects to the Retreat Cost).","[2] Psyshock (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P+10,2,0.09,0.25,1.49,0.27,,Normal,R-20,
84003,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/84003_200w.jpg,3,1369,https://cpt.tcgcsv.com/5DH,2023-11-07T21:06:30.207,1,55/100,Common,Psychic,60,Basic,,"[P] Gyro Swap
<br>
Put a number of damage counters on the Defending Pokémon equal to the number of Colorless Energy in Bronzor's Retreat Cost (after applying effects to the Retreat Cost).","[2] Psyshock (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P+10,2,0.75,1.76,2.24,1.87,,Reverse Holofoil,R-20,
84011,Budew,Budew,https://tcgplayer-cdn.tcgplayer.com/product/84011_200w.jpg,3,1369,https://cpt.tcgcsv.com/fDH,2023-11-07T21:01:37.933,1,33/100,Uncommon,Psychic,40,Basic,"<strong>Poké-BODY — Poison Enzyme</strong>
<br>
Prevent all effects of attacks, including damage, done to Budew by your opponent's Poisoned Pokémon.
<br>
<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>","[0] Buddy-buddy
<br>
Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",,R+10,1,5.0,8.0,18.99,6.24,,Normal,,
84011,Budew,Budew,https://tcgplayer-cdn.tcgplayer.com/product/84011_200w.jpg,3,1369,https://cpt.tcgcsv.com/fDH,2023-11-07T21:01:37.933,1,33/100,Uncommon,Psychic,40,Basic,"<strong>Poké-BODY — Poison Enzyme</strong>
<br>
Prevent all effects of attacks, including damage, done to Budew by your opponent's Poisoned Pokémon.
<br>
<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>","[0] Buddy-buddy
<br>
Search your deck for a Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",,R+10,1,10.19,11.57,18.44,16.61,,Reverse Holofoil,,
84190,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/84190_200w.jpg,3,1369,https://cpt.tcgcsv.com/QHH,2022-12-23T15:53:32.89,1,103/100,Secret Rare,Fire,120,Stage 2,"<strong>Poké-BODY — Energy Burn</strong>
<br>
All Energy attached to Charizard are Fire Energy instead of their usual type.","[RRRR] Fire Spin (100)
<br>
Discard 2 Energy attached to Charizard.",,Wx2,3,180.0,311.65,540.0,600.0,,Holofoil,F-30,
84216,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84216_200w.jpg,3,1369,https://cpt.tcgcsv.com/lJH,2022-12-23T15:55:06.09,1,101/100,Secret Rare,Fire,50,Basic,,[1] Scratch (10),"[1R] Ember (30)
<br>
Discard a Fire Energy attached to Charmander.",Wx2,1,134.98,199.99,205.0,180.07,,Holofoil,,
84232,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84232_200w.jpg,3,1369,https://cpt.tcgcsv.com/GJH,2022-12-23T15:56:23.547,1,102/100,Secret Rare,Fire,80,Stage 1,,[3] Slash (30),"[1RR] Flamethrower (50)
<br>
Discard a Fire Energy attached to Charmeleon.",Wx2,1,75.0,96.99,172.7,117.47,,Holofoil,,
84252,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84252_200w.jpg,3,1369,https://cpt.tcgcsv.com/3KH,2023-11-07T20:58:03.307,1,14/100,Rare,Grass,80,Stage 1,"<strong>Poké-BODY — Sunny Day</strong>
<br>
Each of your Grass Pokémon's and Fire Pokémon's attacks does 10 more damage to the Defending Pokémon <em>(before applying Weakness and Resistance)</em>.","[0] Salty-sweet Pollen (20)
<br>
Remove 2 damage counters from 1 of your Pokémon.",[2G] Solarbeam (50),R+20,1,0.94,2.17,10.0,1.4,,Normal,W-20,
84252,Cherrim,Cherrim,https://tcgplayer-cdn.tcgplayer.com/product/84252_200w.jpg,3,1369,https://cpt.tcgcsv.com/3KH,2023-11-07T20:58:03.307,1,14/100,Rare,Grass,80,Stage 1,"<strong>Poké-BODY — Sunny Day</strong>
<br>
Each of your Grass Pokémon's and Fire Pokémon's attacks does 10 more damage to the Defending Pokémon <em>(before applying Weakness and Resistance)</em>.","[0] Salty-sweet Pollen (20)
<br>
Remove 2 damage counters from 1 of your Pokémon.",[2G] Solarbeam (50),R+20,1,2.29,4.88,5.11,4.87,,Reverse Holofoil,W-20,
84261,Cherubi,Cherubi,https://tcgplayer-cdn.tcgplayer.com/product/84261_200w.jpg,3,1369,https://cpt.tcgcsv.com/fKH,2026-02-17T17:26:54.793,1,56/100,Common,Grass,50,Basic,,"[0] Nap
<br>
Remove 2 damage counters from Cherubi.","[G] Bullet Seed (10x)
<br>
Flip 4 coins. This attack does 10 damage times the number of heads.",R+10,1,0.23,0.46,1.75,0.65,,Normal,W-20,
84394,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/84394_200w.jpg,3,1369,https://cpt.tcgcsv.com/VMH,2026-02-17T17:28:04.82,1,57/100,Common,Grass,50,Basic,"<strong>Honey</strong> — Once during your turn, when you put Combee from your hand onto your Bench, you may search your discard pile for a Basic Pokémon and put it onto your Bench.","[1] Alert
<br>
Draw a card. Then, you may switch Combee with 1 of your Benched Pokémon.",,R+10,1,0.05,0.29,2.31,0.41,0.21,Normal,F-20,
84394,Combee,Combee,https://tcgplayer-cdn.tcgplayer.com/product/84394_200w.jpg,3,1369,https://cpt.tcgcsv.com/VMH,2026-02-17T17:28:04.82,1,57/100,Common,Grass,50,Basic,"<strong>Honey</strong> — Once during your turn, when you put Combee from your hand onto your Bench, you may search your discard pile for a Basic Pokémon and put it onto your Bench.","[1] Alert
<br>
Draw a card. Then, you may switch Combee with 1 of your Benched Pokémon.",,R+10,1,0.56,1.38,5.0,1.46,,Reverse Holofoil,F-20,
84417,Conductive Quarry,Conductive Quarry,https://tcgplayer-cdn.tcgplayer.com/product/84417_200w.jpg,3,1369,https://cpt.tcgcsv.com/mNH,2023-11-07T21:13:27.623,1,82/100,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
Once during each player's turn, the player may flip a coin. If heads, that player searches his or her discard pile for a Lightning or Metal Energy card, shows it to the opponent, and put its into his or her hand.",,,,,0.13,0.29,3.5,0.33,0.47,Normal,,
84417,Conductive Quarry,Conductive Quarry,https://tcgplayer-cdn.tcgplayer.com/product/84417_200w.jpg,3,1369,https://cpt.tcgcsv.com/mNH,2023-11-07T21:13:27.623,1,82/100,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
Once during each player's turn, the player may flip a coin. If heads, that player searches his or her discard pile for a Lightning or Metal Energy card, shows it to the opponent, and put its into his or her hand.",,,,,0.8,0.94,2.42,0.89,,Reverse Holofoil,,
84542,Cyclone Energy,Cyclone Energy,https://tcgplayer-cdn.tcgplayer.com/product/84542_200w.jpg,3,1369,https://cpt.tcgcsv.com/SQH,2025-02-05T21:12:38.437,1,94/100,Uncommon,Special Energy,,,"Cyclone Energy provides Colorless Energy. When you attach this card from your hand to your Active Pokémon, switch 1 of the Defending Pokémon with 1 of your opponent's Benched Pokémon. Your opponent chooses the Benched Pokémon to switch.",,,,,0.28,0.5,2.71,0.71,,Normal,,
84542,Cyclone Energy,Cyclone Energy,https://tcgplayer-cdn.tcgplayer.com/product/84542_200w.jpg,3,1369,https://cpt.tcgcsv.com/SQH,2025-02-05T21:12:38.437,1,94/100,Uncommon,Special Energy,,,"Cyclone Energy provides Colorless Energy. When you attach this card from your hand to your Active Pokémon, switch 1 of the Defending Pokémon with 1 of your opponent's Benched Pokémon. Your opponent chooses the Benched Pokémon to switch.",,,,,0.7,1.33,2.99,1.49,,Reverse Holofoil,,
84923,Drapion,Drapion,https://tcgplayer-cdn.tcgplayer.com/product/84923_200w.jpg,3,1369,https://cpt.tcgcsv.com/t-H,2026-02-21T02:06:00.67,1,15/100,Rare,Darkness,110,Stage 1,,"[0] Scorpion Grapple (10)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon can't retreat during your opponent's next turn.","[2] Cross Poison (20x)
<br>
Flip 4 coins. This attack does 20 damage times the number of heads. If 2 or more of them are heads, the Defending Pokémon is now Poisoned.",P+20,3,0.5,0.9,5.0,0.94,,Normal,,"[1DD] Derail (60)
<br>
Discard all Special Energy cards attached to the Defending Pokémon."
84923,Drapion,Drapion,https://tcgplayer-cdn.tcgplayer.com/product/84923_200w.jpg,3,1369,https://cpt.tcgcsv.com/t-H,2026-02-21T02:06:00.67,1,15/100,Rare,Darkness,110,Stage 1,,"[0] Scorpion Grapple (10)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon can't retreat during your opponent's next turn.","[2] Cross Poison (20x)
<br>
Flip 4 coins. This attack does 20 damage times the number of heads. If 2 or more of them are heads, the Defending Pokémon is now Poisoned.",P+20,3,1.5,1.75,3.59,2.46,,Reverse Holofoil,,"[1DD] Derail (60)
<br>
Discard all Special Energy cards attached to the Defending Pokémon."
84945,Drifblim,Drifblim,https://tcgplayer-cdn.tcgplayer.com/product/84945_200w.jpg,3,1369,https://cpt.tcgcsv.com/W-H,2023-11-07T20:58:21.483,1,16/100,Rare,Psychic,90,Stage 1,,"[0] Delivery
<br>
Put any 1 card from your discard pile into your hand.","[0] Lifting
Search your deck for up to 2 Basic Pokémon and put them onto your Bench. For each Basic Pokémon you put onto your Bench, you may search your deck for a basic Energy card and attach it to that Pokémon. Shuffle your deck afterward.",D+20,,0.89,1.43,5.0,1.6,,Normal,C-20,"[1P] Ominous Wind (40)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused and can't retreat during your opponent's next turn."
84945,Drifblim,Drifblim,https://tcgplayer-cdn.tcgplayer.com/product/84945_200w.jpg,3,1369,https://cpt.tcgcsv.com/W-H,2023-11-07T20:58:21.483,1,16/100,Rare,Psychic,90,Stage 1,,"[0] Delivery
<br>
Put any 1 card from your discard pile into your hand.","[0] Lifting
Search your deck for up to 2 Basic Pokémon and put them onto your Bench. For each Basic Pokémon you put onto your Bench, you may search your deck for a basic Energy card and attach it to that Pokémon. Shuffle your deck afterward.",D+20,,2.28,5.1,7.66,5.88,,Reverse Holofoil,C-20,"[1P] Ominous Wind (40)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused and can't retreat during your opponent's next turn."
84957,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84957_200w.jpg,3,1369,https://cpt.tcgcsv.com/9_H,2025-02-06T20:26:08.773,1,58/100,Common,Psychic,50,Basic,,"[1] Constrict
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[P] Linear Attack
<br>
Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",D+10,1,0.15,0.35,1.19,0.37,0.37,Normal,C-20,
84957,Drifloon,Drifloon,https://tcgplayer-cdn.tcgplayer.com/product/84957_200w.jpg,3,1369,https://cpt.tcgcsv.com/9_H,2025-02-06T20:26:08.773,1,58/100,Common,Psychic,50,Basic,,"[1] Constrict
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[P] Linear Attack
<br>
Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",D+10,1,0.99,3.61,5.58,2.72,4.49,Reverse Holofoil,C-20,
84958,Drifloon (Shiny),Drifloon Shiny,https://tcgplayer-cdn.tcgplayer.com/product/84958_200w.jpg,3,1369,https://cpt.tcgcsv.com/b_H,2022-12-23T18:45:56.18,1,SH1,Shiny Holo Rare,Psychic,50,Basic,"<strong>Poké-BODY — Unburden</strong>
<br>
If Drifloon has a Pokémon Tool card attached to it, Drifloon's Retreat Cost is 2 Colorless more.",[1] Tackle (10),"[1P] Big Explosion (50)
<br>Drifloon does 50 damage to itself.",D+10,,42.0,50.0,99.99,56.29,44.0,Reverse Holofoil,C-20,
85029,Dusclops (34),Dusclops 34,https://tcgplayer-cdn.tcgplayer.com/product/85029_200w.jpg,3,1369,https://cpt.tcgcsv.com/C0J,2025-01-13T22:22:31.267,1,34/100,Uncommon,Psychic,80,Stage 1,,"[P] Dark One-eye (20)
<br>
You may discard a card from your hand. If you do, your opponent discards a card from his or her hand.","[2P] Ambush (40+)
<br>
Flip a coin. If heads, this attack does 40 damage plus 20 more damage.",D+20,1,0.18,0.57,2.79,0.55,,Normal,C-20,
85029,Dusclops (34),Dusclops 34,https://tcgplayer-cdn.tcgplayer.com/product/85029_200w.jpg,3,1369,https://cpt.tcgcsv.com/C0J,2025-01-13T22:22:31.267,1,34/100,Uncommon,Psychic,80,Stage 1,,"[P] Dark One-eye (20)
<br>
You may discard a card from your hand. If you do, your opponent discards a card from his or her hand.","[2P] Ambush (40+)
<br>
Flip a coin. If heads, this attack does 40 damage plus 20 more damage.",D+20,1,0.51,1.5,5.0,1.18,,Reverse Holofoil,C-20,
85030,Dusclops (35),Dusclops 35,https://tcgplayer-cdn.tcgplayer.com/product/85030_200w.jpg,3,1369,https://cpt.tcgcsv.com/D0J,2023-11-07T21:03:19.777,1,35/100,Uncommon,Psychic,80,Stage 1,,"[1P] Confuse Ray (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.","[2P] Trick Room (40+)
<br>
If you have a Stadium card in play, this attack does 40 damage plus 20 more damage. If your opponent has a Stadium card in play, remove 2 damage counters from Dusclops.",D+20,1,0.28,0.55,1.5,0.61,,Normal,C-20,
85030,Dusclops (35),Dusclops 35,https://tcgplayer-cdn.tcgplayer.com/product/85030_200w.jpg,3,1369,https://cpt.tcgcsv.com/D0J,2023-11-07T21:03:19.777,1,35/100,Uncommon,Psychic,80,Stage 1,,"[1P] Confuse Ray (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused.","[2P] Trick Room (40+)
<br>
If you have a Stadium card in play, this attack does 40 damage plus 20 more damage. If your opponent has a Stadium card in play, remove 2 damage counters from Dusclops.",D+20,1,0.57,1.28,2.66,0.93,,Reverse Holofoil,C-20,
85037,Dusknoir (1),Dusknoir 1,https://tcgplayer-cdn.tcgplayer.com/product/85037_200w.jpg,3,1369,https://cpt.tcgcsv.com/M0J,2024-10-30T12:24:07.653,1,1/100,Holo Rare,Psychic,120,Stage 2,"<strong>Poké-POWER — Shadow Command</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may draw 2 cards. If you have 7 or more cards in your hand, discard a number of cards until you have 6 cards in your hand. Then, put 2 damage counters on Dusknoir. This power can't be used if Dusknoir is affected by a Special Condition.","[1P] Damage Even
<br>
Count the number of damage counters on Dusknoir. Put that many damage counters on 1 of your opponent's Pokémon.","[1PP] Night Spin (50)
<br>
Prevent all effects of an attack, including damage, done to Dusknoir by your opponent's Pokémon that has 2 or less Energy attached to it during your opponent's next turn.",D+30,3,1.8,2.64,7.11,5.55,,Holofoil,C-20,
85037,Dusknoir (1),Dusknoir 1,https://tcgplayer-cdn.tcgplayer.com/product/85037_200w.jpg,3,1369,https://cpt.tcgcsv.com/M0J,2024-10-30T12:24:07.653,1,1/100,Holo Rare,Psychic,120,Stage 2,"<strong>Poké-POWER — Shadow Command</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may draw 2 cards. If you have 7 or more cards in your hand, discard a number of cards until you have 6 cards in your hand. Then, put 2 damage counters on Dusknoir. This power can't be used if Dusknoir is affected by a Special Condition.","[1P] Damage Even
<br>
Count the number of damage counters on Dusknoir. Put that many damage counters on 1 of your opponent's Pokémon.","[1PP] Night Spin (50)
<br>
Prevent all effects of an attack, including damage, done to Dusknoir by your opponent's Pokémon that has 2 or less Energy attached to it during your opponent's next turn.",D+30,3,2.7,13.04,96.95,3.96,96.95,Reverse Holofoil,C-20,
85038,Dusknoir (17),Dusknoir 17,https://tcgplayer-cdn.tcgplayer.com/product/85038_200w.jpg,3,1369,https://cpt.tcgcsv.com/N0J,2023-11-07T20:58:29.983,1,17/100,Rare,Psychic,120,Stage 2,"<strong>Poké-BODY — Spirit Pulse</strong>
<br>
As long as Dusknoir is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon that has any Energy attached to it between turns.","[2P] Darkness Mist (60+)
<br>
If the Defending Pokémon already has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage.",,D+30,2,0.7,1.33,5.0,1.04,,Normal,C-20,
85038,Dusknoir (17),Dusknoir 17,https://tcgplayer-cdn.tcgplayer.com/product/85038_200w.jpg,3,1369,https://cpt.tcgcsv.com/N0J,2023-11-07T20:58:29.983,1,17/100,Rare,Psychic,120,Stage 2,"<strong>Poké-BODY — Spirit Pulse</strong>
<br>
As long as Dusknoir is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon that has any Energy attached to it between turns.","[2P] Darkness Mist (60+)
<br>
If the Defending Pokémon already has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage.",,D+30,2,1.99,2.35,4.44,2.48,,Reverse Holofoil,C-20,
85043,Dusknoir LV.X,Dusknoir LVX,https://tcgplayer-cdn.tcgplayer.com/product/85043_200w.jpg,3,1369,https://cpt.tcgcsv.com/T0J,2023-11-07T21:16:00.563,1,96/100,Ultra Rare,Psychic,140,Level-Up,"<strong>Poké-POWER — Ectoplasm</strong>
<br>
If Dusknoir is your Active Pokémon and would be Knocked Out by damage from your opponent's attack, you may discard all cards attached to Dusknoir LV.X and put Dusknoir LV.X as a Stadium card into play instead of discarding it. This counts as Dusknoir being Knocked Out and your opponent takes a Prize card. As long as you have Dusknoir LV.X as a Stadium card in play put 1 damage counter on each of your opponent's Pokémon between turns. If another Stadium card comes into play or Dusknoir LV.X is discarded by the effect of any attacks, Poké-Powers, Poké-Bodies, Trainer, or Supporter cards, return Dusknoir LV.X to your hand.
<br>
[Put this card onto your Active Dusknoir. Dusknoir LV.X can use any attack, Poké-Power, or Poké-Body from its previous Level.]",,,Dx2,3,46.56,51.99,89.99,46.38,,Holofoil,C-20,
85052,Duskull (59),Duskull 59,https://tcgplayer-cdn.tcgplayer.com/product/85052_200w.jpg,3,1369,https://cpt.tcgcsv.com/32J,2025-11-11T23:56:33.47,1,59/100,Common,Psychic,50,Basic,,"[P] Silhouette
<br>
Put 1 damage counter on the Defending Pokémon. If the Defending Pokémon already has any damage counters on it, put 2 damage counters on that Pokémon instead.",[2] Will-o'-the-wisp (20),D+10,1,0.2,0.31,8.15,0.32,0.25,Normal,C-20,
85052,Duskull (59),Duskull 59,https://tcgplayer-cdn.tcgplayer.com/product/85052_200w.jpg,3,1369,https://cpt.tcgcsv.com/32J,2025-11-11T23:56:33.47,1,59/100,Common,Psychic,50,Basic,,"[P] Silhouette
<br>
Put 1 damage counter on the Defending Pokémon. If the Defending Pokémon already has any damage counters on it, put 2 damage counters on that Pokémon instead.",[2] Will-o'-the-wisp (20),D+10,1,4.95,5.33,18.0,5.49,5.33,Reverse Holofoil,C-20,
85053,Duskull (60),Duskull 60,https://tcgplayer-cdn.tcgplayer.com/product/85053_200w.jpg,3,1369,https://cpt.tcgcsv.com/52J,2025-11-11T23:56:53.733,1,60/100,Common,Psychic,50,Basic,,[1] Tackle (10),"[1P] Surprise Attack (30)
<br>
Flip a coin. If tails, this attack does nothing.",D+10,1,0.09,0.46,19.5,0.49,0.43,Normal,C-20,
85053,Duskull (60),Duskull 60,https://tcgplayer-cdn.tcgplayer.com/product/85053_200w.jpg,3,1369,https://cpt.tcgcsv.com/52J,2025-11-11T23:56:53.733,1,60/100,Common,Psychic,50,Basic,,[1] Tackle (10),"[1P] Surprise Attack (30)
<br>
Flip a coin. If tails, this attack does nothing.",D+10,1,15.0,17.17,19.33,10.0,,Reverse Holofoil,C-20,
85054,Duskull (Shiny),Duskull Shiny,https://tcgplayer-cdn.tcgplayer.com/product/85054_200w.jpg,3,1369,https://cpt.tcgcsv.com/62J,2022-12-23T19:00:59.03,1,SH2,Shiny Holo Rare,Psychic,60,Basic,,"[0] Counting Song
<br>Put up to 3 damage counters on Duskull. Then, put that many damage counters on the Defending Pokémon.",[P] Ram (10),D+10,1,94.98,107.36,163.12,73.3,,Reverse Holofoil,C-20,"[1P] Night Bind (20)
<br>Flip a coin. If heads, your opponent can't attach any Energy from his or her hand to the Active Pokémon during his or her next turn."
