productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3,extAttack4
141631,Tsareena GX - SM56,Tsareena GX SM56,https://tcgplayer-cdn.tcgplayer.com/product/141631_200w.jpg,3,1528,https://cpt.tcgcsv.com/FG82,2022-10-19T14:11:25.02,1,SM56,Promo,Grass,230,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[G] Side Eye
<br>Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. The new Active Pokémon is now Confused.","[2G] Jumping Side Kick (90+)
<br>If your opponent's Active Pokémon is Confused, this attack does 90 more damage.",Rx2,2,3.01,6.4,15.0,5.46,,Holofoil,,"<span style=""color:Teal""></strong>[1GG] Queen's Command GX</strong>
<br>Your opponent discards 4 cards from their hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
141939,Ash-Greninja EX - XY133 (XY Black Star Promos),Ash Greninja EX XY133 XY Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/141939_200w.jpg,3,1528,https://cpt.tcgcsv.com/PN82,2022-10-11T18:33:41.773,1,XY133,Promo,Water,170,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1W] Dancing Shuriken
<br>Flip 3 coins. This attack does 20 damage times the number of heads to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[1WW] Ninja Blade (130)
<br>This Pokémon can't use Ninja Blade during your next turn.",Gx2,1,4.5,8.0,14.95,7.99,,Holofoil,,,
147230,Aurorus EX - XY102 (XY Black Star Promos),Aurorus EX XY102 XY Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/147230_200w.jpg,3,1528,https://cpt.tcgcsv.com/DVb2,2022-10-11T18:35:10.15,1,XY102,Promo,Water,180,Basic,"<strong>Ability — Frozen Charm</strong>
<br>
Each of your Pokémon that has any Water Energy attached to it can't be Paralyzed. (If any of those Pokémon are Paralyzed, remove that Special Condition.)
<br><br><em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1WWW] Crystal Breath (160)
<br>This Pokémon can't attack during your next turn.",,Mx2,3,7.99,9.5,19.95,7.48,,Holofoil,,,
147231,Empoleon BREAK - XY134 (XY Black Star Promos),Empoleon BREAK XY134 XY Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/147231_200w.jpg,3,1528,https://cpt.tcgcsv.com/FVb2,2023-01-26T20:15:56.05,1,XY134,Promo,Water,170,BREAK Evolution,"<strong>BREAK Evolution Rule</strong>
<br>
Empoleon BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.","[1W] Emperor's Command (30x)
<br>This attack does 30 damage times the number of Pokémon your opponent has in play.",,,,5.0,5.46,8.97,9.05,,Holofoil,,,
147232,Rayquaza EX - XY66,Rayquaza EX XY66,https://tcgplayer-cdn.tcgplayer.com/product/147232_200w.jpg,3,1528,https://cpt.tcgcsv.com/GVb2,2022-10-18T22:53:51.713,1,XY66,Promo,Colorless,170,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Mega Ascension
<br>Search your deck for M Rayquaza EX, reveal it, and put it into your hand. Shuffle your deck afterward.","[4] Aeroscream (130)
<br>Flip a coin. If tails, discard 2 Energy attached to this Pokémon.",Lx2,2,8.0,10.0,20.97,17.88,,Holofoil,F-20,,
147233,M Mawile EX - XY104,M Mawile EX XY104,https://tcgplayer-cdn.tcgplayer.com/product/147233_200w.jpg,3,1528,https://cpt.tcgcsv.com/HVb2,2023-01-26T20:21:42.077,1,XY104,Promo,Fairy,150,Mega Evolution,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[YYY] Twin Grapple (130)
<br>Flip 2 coins. For each heads, discard an Energy attached to your opponent's Active Pokémon.",,Mx2,2,4.29,13.31,17.95,13.92,,Holofoil,D-20,,
147234,Ho-Oh BREAK - XY154 (XY Black Star Promo),Ho Oh BREAK XY154 XY Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/147234_200w.jpg,3,1528,https://cpt.tcgcsv.com/JVb2,2022-10-12T20:42:56.05,1,XY154,Promo,Fire,150,BREAK Evolution,"<strong>BREAK Evolution Rule</strong>
<br>
Ho-Oh BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.","[2RRR] Shining Flame (160)
<br>This Pokémon can't use Shining Flame during your next turn.",,,,7.5,11.52,26.69,12.31,,Holofoil,,,
147235,M Aerodactyl EX - XY98,M Aerodactyl EX XY98,https://tcgplayer-cdn.tcgplayer.com/product/147235_200w.jpg,3,1528,https://cpt.tcgcsv.com/KVb2,2022-10-13T20:51:24.257,1,XY98,Promo,Fighting,210,Mega,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2F] Rock Drill Dive (110)
<br>This attack does 10 damage to each Benched Pokémon (both yours and your opponent's). <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,Lx2,1,6.0,11.25,19.9,11.34,,Holofoil,F-20,,
147236,M Beedrill EX - XY158,M Beedrill EX XY158,https://tcgplayer-cdn.tcgplayer.com/product/147236_200w.jpg,3,1528,https://cpt.tcgcsv.com/LVb2,2022-10-13T20:53:19.467,1,XY158,Promo,Grass,200,Mega,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br><em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[GG] Hazard Stinger (40)
<br>Discard all Energy attached to this Pokémon. Your opponent's Active Pokémon is now Paralyzed and Poisoned. Put 4 damage counters instead of 1 on that Pokémon between turns.",,Rx2,,7.0,10.97,24.95,11.15,,Holofoil,,,
148152,Charizard GX - SM60 (SM Black Star Promos),Charizard GX SM60 SM Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/148152_200w.jpg,3,1528,https://cpt.tcgcsv.com/3hc2,2022-10-11T19:34:36.057,1,SM60,Promo,Fire,250,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[3] Wing Attack (70),"[2RRR] Crimson Storm (300)
<br> Discard 3 Fire Energy from this Pokémon.",Wx2,2,5.0,19.99,50.0,27.46,,Holofoil,,"<span style=""color:Teal""><strong>[2R] Raging Out GX</strong>
<br>Discard the top 10 cards of your opponent's deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
148409,Primarina GX - SM39,Primarina GX SM39,https://tcgplayer-cdn.tcgplayer.com/product/148409_200w.jpg,3,1528,https://cpt.tcgcsv.com/cnc2,2022-10-18T22:47:04.013,1,SM39,Promo,Water,250,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Bubble Beat (10+)
<br>This attack does 20 more damage times the amount of Water Energy attached to your Pokémon.","[1WWW] Roaring Seas (120)
<br>Discard an Energy from your opponent's Active Pokémon.",Gx2,2,5.99,9.77,24.95,9.74,,Holofoil,,"<span style=""color:Teal""><strong>[2] Grand Echo GX</strong>
<br>Heal all damage from all of your Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
148410,M Garchomp EX - XY168,M Garchomp EX XY168,https://tcgplayer-cdn.tcgplayer.com/product/148410_200w.jpg,3,1528,https://cpt.tcgcsv.com/dnc2,2023-01-26T20:20:51.793,1,XY168,Promo,Dragon,210,Mega,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1WFF] Crimson Edge (180)
<br>This Pokémon does 10 damage to itself for each damage counter on it.",,Yx2,,29.99,39.97,49.95,27.15,,Holofoil,,,
149387,Zoroark GX - SM84,Zoroark GX SM84,https://tcgplayer-cdn.tcgplayer.com/product/149387_200w.jpg,3,1528,https://cpt.tcgcsv.com/MMc2,2022-10-19T15:09:58.977,1,SM84,Promo,Darkness,210,Stage 1,"<strong>Ability — Trade</strong>
<br>Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, draw 2 cards.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Riotous Beating (20x)
<br>
This attack does 20 damage for each of your Pokémon in play.","<span style=""color:Teal""><strong>[DD] Trickster GX</strong>
<br>Choose 1 of your opponent's Pokémon's attacks and use it as this attack. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,2,3.99,6.58,10.0,6.59,,Holofoil,P-20,,
149388,Pheromosa GX - SM66,Pheromosa GX SM66,https://tcgplayer-cdn.tcgplayer.com/product/149388_200w.jpg,3,1528,https://cpt.tcgcsv.com/NMc2,2022-10-18T22:19:16.647,1,SM66,Promo,Grass,170,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[G] Fast Raid (30)
<br>If you go first, you can use this attack on your first turn.","[GG] Cruel Spike (60)
<br>Your opponent's Active Pokémon is now Confused.",Rx2,1,3.5,5.28,9.99,5.3,,Holofoil,,"<span style=""color:DarkRed""><strong>[GG] Beauty GX (50x)</strong>
<br>This attack does 50 damage for each Prize card your opponent has taken. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
149389,Buzzwole GX - SM69 (SM Black Star Promos),Buzzwole GX SM69 SM Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/149389_200w.jpg,3,1528,https://cpt.tcgcsv.com/PMc2,2022-10-11T19:23:03.993,1,SM69,Promo,Fighting,190,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[F] Jet Punch (30)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[FFF] Knuckle Impact (160)
<br>This Pokémon can't attack during your next turn.",Px2,2,2.0,6.22,20.0,6.97,,Holofoil,,"<span style=""color:DarkRed""><strong>[FFF] Absorption GX</strong>
<br>This attack does 40 damage for each of your remaining Prize cards.<em> (You can't use more than 1 GX attack in a game.)</em></span>",
152605,Silvally GX - SM91,Silvally GX SM91,https://tcgplayer-cdn.tcgplayer.com/product/152605_200w.jpg,3,1528,https://cpt.tcgcsv.com/73f2,2022-10-18T23:28:42.377,1,SM91,Promo,Colorless,210,Stage 1,"<strong>Ability — Gyro Unit</strong>
<br>Your Basic Pokémon in play have no Retreat Cost.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[3] Turbo Drive (120)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.","<span style=""color:Teal""><strong>[3] Rebel GX (50x)</strong>
<br>This attack does 50 damage for each of your opponent's Benched Pokémon.<em> (You can't use more than 1 GX attack in a game.)</em></span>",Fx2,2,4.0,6.25,9.95,6.97,,Holofoil,,,
152931,Espeon GX - SM35 (SM Black Star Promos),Espeon GX SM35 SM Black Star Promos,https://tcgplayer-cdn.tcgplayer.com/product/152931_200w.jpg,3,1528,https://cpt.tcgcsv.com/Fbf2,2022-10-12T19:58:02.66,1,SM35,Promo,Psychic,200,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Psybeam (30)
<br>Your opponent's Active Pokémon is now Confused.","[2P] Psychic (60+)
<br>This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.",Px2,1,12.99,15.94,29.95,22.88,,Holofoil,None,"<span style=""color:Teal""><strong>[2P] Divide GX</strong>
<br>Put 10 damage counters on your opponent's Pokémon in any way you like. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
152932,Umbreon GX - SM36,Umbreon GX SM36,https://tcgplayer-cdn.tcgplayer.com/product/152932_200w.jpg,3,1528,https://cpt.tcgcsv.com/Gbf2,2022-10-19T14:33:22.617,1,SM36,Promo,Darkness,200,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[D] Strafe (30)
<br>
You may switch this Pokémon with 1 of your Benched Pokémon.","[2D] Shadow Bullet (90)
<br>
This attack does 30 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Fx2,2,17.99,22.75,26.0,22.28,,Holofoil,P-20,"<span style=""color:Teal""><strong>[1D] Dark Call GX</strong>
<br>Discard 2 Energy from your opponent's Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
152933,Decidueye GX - SM37 (SM Black Star Promo),Decidueye GX SM37 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/152933_200w.jpg,3,1528,https://cpt.tcgcsv.com/Hbf2,2023-01-26T20:14:29.557,1,SM37,Promo,Grass,240,Stage 2,"<strong>Ability — Feather Arrow</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put 2 damage counters on 1 of your opponent's Pokémon.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[2G] Razor Leaf (90),"<span style=""color:Teal""><strong>[G] Hollow Hunt GX</strong>
<br>Put 3 cards from your discard pile into your hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,2,2.52,5.29,24.95,5.98,,Holofoil,,,
152934,Flygon EX - XY61 (XY Black Star Promo),Flygon EX XY61 XY Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/152934_200w.jpg,3,1528,https://cpt.tcgcsv.com/Jbf2,2022-10-12T20:04:18.543,1,XY61,Promo,Dragon,170,Basic,"<strong>Ability — Voice of the Sands</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokémon is your Active Pokémon, you may have your opponent switch his or her Active Pokémon with 1 of his or her Benched Pokémon.
<br><br><em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1GFF] Spiral Buzz (80+)
<br>Flip a coin until you get tails. This attack does 30 more damage for each heads.",,Yx2,2,2.99,5.99,11.95,7.82,,Holofoil,,,
152939,M Lucario EX - 55a/111,M Lucario EX 55a 111,https://tcgplayer-cdn.tcgplayer.com/product/152939_200w.jpg,3,1528,https://cpt.tcgcsv.com/Pbf2,2022-10-15T13:06:48.967,1,055a/111,Promo,Fighting,220,Mega,"<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[FFF] Rising Fist (140)
<br>Discard an Energy attached to your opponent's Active Pokémon.",,Px2,2,13.01,19.48,27.97,17.6,,Holofoil,,,
152944,Charizard EX - 11/106,Charizard EX 11 106,https://tcgplayer-cdn.tcgplayer.com/product/152944_200w.jpg,3,1528,https://cpt.tcgcsv.com/Vbf2,2022-10-11T19:29:33.977,1,011/106,Promo,Fire,180,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Stoke
<br>Flip a coin. If heads, search your deck for up to 3 basic Energy cards and attach them to this Pokémon. Shuffle your deck afterward.","[3R] Fire Blast (120)
<br>Discard an Energy attached to this Pokémon.",Wx2,2,7.5,14.98,19.99,15.38,,Holofoil,,,
152945,Kangaskhan EX - 78/106,Kangaskhan EX 78 106,https://tcgplayer-cdn.tcgplayer.com/product/152945_200w.jpg,3,1528,https://cpt.tcgcsv.com/Wbf2,2022-10-12T20:58:43.45,1,078/106,Promo,Colorless,180,Basic,"<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Triple Draw
<br>Draw 3 cards.","[3] Kindred Kick (70+)
<br>Flip a coin. If heads, this attack does 30 more damage.",Fx2,3,1.59,5.6,10.0,4.74,,Holofoil,,,
152946,M Tyranitar EX - 43/98,M Tyranitar EX 43 98,https://tcgplayer-cdn.tcgplayer.com/product/152946_200w.jpg,3,1528,https://cpt.tcgcsv.com/Xbf2,2022-10-15T13:35:21.82,1,043/098,Promo,Darkness,240,Basic,"<em>Theta Double — This Pokémon may have up to 2 Pokémon Tool cards attached to it.
<br><br>
<em>Mega Evolution rule — When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.</em>
<br><br>
<em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[2DD] Destroyer King (110+)
<br>This attack does 60 more damage for each damage counter on your opponent's Active Pokémon.",,Fx2,4,8.47,18.73,22.27,18.13,,Holofoil,P-20,,
153074,Hoopa EX - 36/98 (Ancient Origins),Hoopa EX 36 98 Ancient Origins,https://tcgplayer-cdn.tcgplayer.com/product/153074_200w.jpg,3,1528,https://cpt.tcgcsv.com/vff2,2022-10-12T20:46:15.527,1,036/098,Promo,Psychic,170,Basic,"<strong>Ability — Scoundrel Ring</strong>
<br>
When you play this Pokémon from your hand onto your Bench, you may search your deck for up to 3 Pokémon-EX (except for Hoopa-EX), reveal them, and put them into your hand. Shuffle your deck afterward.
<br><br><em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>","[PPP] Hyperspace Fury
<br>Discard 2 Energy attached to this Pokémon. This attack does 100 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,Px2,2,10.99,10.99,10.99,0.99,,Holofoil,,,
153453,Kommo-o GX - SM71 (SM Black Star Promo),Kommo o GX SM71 SM Black Star Promo,https://tcgplayer-cdn.tcgplayer.com/product/153453_200w.jpg,3,1528,https://cpt.tcgcsv.com/5pf2,2022-10-13T20:28:42.72,1,SM71,Promo,Dragon,240,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Adamantine Press (30)
<br>During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","[2LF] Shred (130)
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokémon.",Yx2,2,6.5,7.99,10.0,9.98,,Holofoil,,"<span style=""color:Teal""><strong>[2LF] Ultra Uppercut GX (240)</strong>
<br><em>(You can't use more than 1 GX attack in a game.)</em></span>",
155588,Raichu GX - SM90,Raichu GX SM90,https://tcgplayer-cdn.tcgplayer.com/product/155588_200w.jpg,3,1528,https://cpt.tcgcsv.com/Nfg2,2022-10-18T22:49:03.113,1,SM90,Promo,Lightning,210,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Powerful Spark (20+)
<br>This attack does 20 more damage times the amount of Lightning Energy attached to your Pokémon.","[1LL] Thunder (160)
<br>This Pokémon does 30 damage to itself.",Fx2,1,2.99,5.0,25.0,4.76,,Holofoil,M-20,"<span style=""color:Teal""><strong>[1LL] Voltail GX (120)</strong>
<br>Your opponent's Active Pokémon is now Paralyzed. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
155600,Guzzlord GX - 63a/111,Guzzlord GX 63a 111,https://tcgplayer-cdn.tcgplayer.com/product/155600_200w.jpg,3,1528,https://cpt.tcgcsv.com/0gg2,2022-10-12T20:33:00.87,1,063a/111,Promo,Darkness,210,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[D] Eat Sloppily
<br>Discard the top 5 cards of your deck. If any of those cards are Energy cards, attach them to this Pokémon.",[2DDD] Tyrannical Hole (180),Fx2,4,14.0,33.67,37.04,10.17,,Holofoil,P-20,"<span style=""color:DarkRed""><strong>[DDDDD] Glutton GX (100)</strong>
<br>If your opponent's Pokémon is Knocked Out by damage from this attack, take 2 more Prize cards.
<em> (You can't use more than 1 GX attack in a game.)</em></span>",
156258,Alolan Raichu - SM65,Alolan Raichu SM65,https://tcgplayer-cdn.tcgplayer.com/product/156258_200w.jpg,3,1528,https://cpt.tcgcsv.com/bwg2,2022-10-13T20:54:02.2,1,SM65,Promo,Lightning,110,Stage 1,,"[L] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 30 more damage.",[2L] Electric Surfer (70),Fx2,1,5.45,9.0,10.98,10.6,,Holofoil,M-20,,
