productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack2
272482,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/272482_200w.jpg,3,3068,https://cpt.tcgcsv.com/G_b3,2025-11-14T14:04:59.343,1,TG11/TG30,Ultra Rare,Metal,110,Stage 1,"<strong>Ability — Metal Transfer</strong>
<br>As often as you like during your turn, you may move a Metal Energy from 1 of your Pokémon to another of your Pokémon.",[2M] Zen Headbutt (70,Rx2,3,1.7,2.63,999.99,2.43,2.5,Holofoil,G-30,
272483,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/272483_200w.jpg,3,3068,https://cpt.tcgcsv.com/H_b3,2026-02-05T12:32:49.917,1,TG12/TG30,Ultra Rare,Colorless,50,Basic,"<strong>Ability — Stand Sentry</strong>
<br>Basic Energy attached to your Benched Pokémon can't be discarded by an effect of your opponent's Item or Supporter cards.",[2] Flap (20),Lx2,1,2.5,4.0,999.99,3.84,6.99,Holofoil,F-30,
272484,Starmie V,Starmie V,https://tcgplayer-cdn.tcgplayer.com/product/272484_200w.jpg,3,3068,https://cpt.tcgcsv.com/J_b3,2025-11-21T18:34:28.477,1,TG13/TG30,Ultra Rare,Water,190,Basic,,"[2] Swift (5)
<br>This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon",Lx2,,90.0,109.72,300.0,100.87,99.8,Holofoil,,"[WW] Energy Spiral (50)
<Br>This attack does 50 damage for each Energy attached to"
272485,Ice Rider Calyrex V,Ice Rider Calyrex V,https://tcgplayer-cdn.tcgplayer.com/product/272485_200w.jpg,3,3068,https://cpt.tcgcsv.com/K_b3,2025-12-04T15:12:34.687,1,TG14/TG30,Ultra Rare,Water,210,Basic,,[W] Pierce (40),Mx2,2,5.49,7.39,100.0,6.62,6.62,Holofoil,,"[1WW] Glacial Lance (200)
<br>Discard 2 Energy from this Pokémon."
272486,Ice Rider Calyrex VMAX,Ice Rider Calyrex VMAX,https://tcgplayer-cdn.tcgplayer.com/product/272486_200w.jpg,3,3068,https://cpt.tcgcsv.com/L_b3,2026-01-13T20:04:32.877,1,TG15/TG30,Ultra Rare,Water,320,VMAX,,"[2] Ride of the High King (10+)
<Br>This attack does 30 more damage for each of your opponent's Benched Pokémon.",Mx2,2,4.0,6.99,999.99,5.55,7.88,Holofoil,,"[WW] Max Lance (10+)
<br>You may discard up to 2 Energy from this Pokémon. If you do, this attack does 120-more damage for each card discarded you in this way"
272487,Galarian Articuno V,Galarian Articuno V,https://tcgplayer-cdn.tcgplayer.com/product/272487_200w.jpg,3,3068,https://cpt.tcgcsv.com/M_b3,2022-05-27T04:03:19.25,1,TG16/TG30,Ultra Rare,Psychic,210,Basic,"<strong>Ability — Reconstitute</strong>
<br>You must discard 2 cards from your hand in order to use this Ability. Once during your turn, you may draw a card.","[2P] Psyray (11)
<br>Your opponent's Active Pokémon is now Confused.",Dx2,2,9.49,12.26,999.99,11.46,13.13,Holofoil,F-30,
272488,Shadow Rider Calyrex V,Shadow Rider Calyrex V,https://tcgplayer-cdn.tcgplayer.com/product/272488_200w.jpg,3,3068,https://cpt.tcgcsv.com/N_b3,2023-12-11T20:56:20.65,1,TG17/TG30,Ultra Rare,Psychic,210,Basic,,"[P] Shadow Mist (10)
<br>During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.",Dx2,1,7.25,9.12,200.0,8.57,9.31,Holofoil,F-30,"[3] Astral Barrage
<br>Choose 2 of your opponent's Pokémon and put 5 damage counters on each of them."
272489,Shadow Rider Calyrex VMAX,Shadow Rider Calyrex VMAX,https://tcgplayer-cdn.tcgplayer.com/product/272489_200w.jpg,3,3068,https://cpt.tcgcsv.com/P_b3,2026-02-05T12:33:35.143,1,TG18/TG30,Ultra Rare,Psychic,320,VMAX,"<strong>Ability — Underworld Door</strong>
<br>Once during your turn, you may attach a Psychic Energy card from your hand to 1 of your Benched Psychic Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.","[3] Max Geist (10+)
<br>This attack does 30 more damage for each Psychic Energy attached to all of your Pokémon.",Dx2,2,5.57,11.06,39.26,9.86,12.74,Holofoil,F-30,
272491,Galarian Zapdos V,Galarian Zapdos V,https://tcgplayer-cdn.tcgplayer.com/product/272491_200w.jpg,3,3068,https://cpt.tcgcsv.com/R_b3,2026-02-05T12:32:25.033,1,TG19/TG30,Ultra Rare,Fighting,200,Basic,"<strong>Ability — Fighting Instinct</strong>
<br>This Pokémon's attacks cost less for each of opponent's Pokémon V in play.","[3F] Thunderous Kick (170)
<br>Before doing damage, discard a Special Energy from your opponent's Active Pokémon.",Px2,1,7.0,11.32,33.34,10.52,14.89,Holofoil,,
272492,Galarian Moltres V,Galarian Moltres V,https://tcgplayer-cdn.tcgplayer.com/product/272492_200w.jpg,3,3068,https://cpt.tcgcsv.com/S_b3,2026-02-05T12:32:20.387,1,TG20/TG30,Ultra Rare,Darkness,220,Basic,"<strong>Ability — Direflame Wings</strong>
<br>Once during your turn, you may attach a Darkness Energy card from your discard pile to this Pokémon. You can't use more than 1 Direflame Wings Ability each turn.","[1DD] Aura Burn (190)
<br>This Pokémon also does 30 damage to itself.",Gx2,2,13.1,16.58,40.0,15.7,20.18,Holofoil,,
272493,Zacian V,Zacian V,https://tcgplayer-cdn.tcgplayer.com/product/272493_200w.jpg,3,3068,https://cpt.tcgcsv.com/T_b3,2022-05-27T04:03:19.25,1,TG21/TG30,Ultra Rare,Metal,220,Basic,"<strong>Ability — Intrepid Sword</strong>
<br>Once during your turn, you may look at the top 3 cards of your deck and attach any number of Metal Energy cards you find there to this Pokémon. Put the other cards into your hand. If you use this Ability, your turn ends.","[MMM] Brave Blade (230)
<br>During your next turn, this Pokémon can't attack.",Rx2,2,12.75,18.74,100.0,16.32,16.14,Holofoil,G-30,
272494,Zamazenta V,Zamazenta V,https://tcgplayer-cdn.tcgplayer.com/product/272494_200w.jpg,3,3068,https://cpt.tcgcsv.com/V_b3,2026-01-13T20:08:10.01,1,TG22/TG30,Ultra Rare,Metal,230,Basic,"<strong>Ability — Dauntless Shield</strong>
<br>Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon VMAX","[1MM] Assault Tackle (130)
<br>Discard a Special Energy from your opponent's Active Pokémon.",Rx2,2,4.0,7.03,96.95,6.89,5.94,Holofoil,G-30,
272495,Garchomp V,Garchomp V,https://tcgplayer-cdn.tcgplayer.com/product/272495_200w.jpg,3,3068,https://cpt.tcgcsv.com/W_b3,2026-01-05T19:09:59.84,1,TG23/TG30,Ultra Rare,Dragon,200,Basic,,[1WF] Dragon Claw (120),,,56.25,69.99,199.99,63.02,74.99,Holofoil,,"[1WFF] Sonic Strike
<br>Discard 3 Energy from this Pokémon. This attack does 220 damage to 1 of your opponent's Pokémon. <em<(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
272496,Allister,Allister,https://tcgplayer-cdn.tcgplayer.com/product/272496_200w.jpg,3,3068,https://cpt.tcgcsv.com/X_b3,2026-02-05T12:31:22.563,1,TG24/TG30,Ultra Rare,Supporter,,,"Draw 3 cards. If you drew any cards in this way, discard up to 3 cards from your hand. <em>(You must discard at least 1 card.)</em>",,,,3.0,4.85,999.99,4.54,4.97,Holofoil,,
272497,Bea,Bea,https://tcgplayer-cdn.tcgplayer.com/product/272497_200w.jpg,3,3068,https://cpt.tcgcsv.com/Z_b3,2026-02-05T12:31:40.787,1,TG25/TG30,Ultra Rare,Supporter,,,"Discard the top 5 cards of your deck, and attach any Energy cards you discarded in this way to your Benched Fighting Pokémon in any way you like.",,,,1.0,4.95,29.0,4.17,5.62,Holofoil,,
272498,Melony,Melony,https://tcgplayer-cdn.tcgplayer.com/product/272498_200w.jpg,3,3068,https://cpt.tcgcsv.com/-_b3,2026-02-05T12:33:20.94,1,TG26/TG30,Ultra Rare,Supporter,,,"Attach a Water Energy card from your discard pile to 1 of your Pokémon V. If you do, draw 3 cards",,,,3.1,4.18,999.99,3.94,4.55,Holofoil,,
272499,Milo,Milo,https://tcgplayer-cdn.tcgplayer.com/product/272499_200w.jpg,3,3068,https://cpt.tcgcsv.com/__b3,2023-06-27T14:31:15.54,1,TG27/TG30,Ultra Rare,Supporter,,,"Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way",,,,1.06,2.29,20.0,2.13,2.0,Holofoil,,
272500,Piers,Piers,https://tcgplayer-cdn.tcgplayer.com/product/272500_200w.jpg,3,3068,https://cpt.tcgcsv.com/00c3,2026-02-03T18:11:09.21,1,TG28/TG30,Ultra Rare,Supporter,,,"Search your deck for an Energy card and a Darkness Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",,,,2.75,4.19,96.95,4.25,4.99,Holofoil,,
272501,Ice Rider Calyrex VMAX (Secret),Ice Rider Calyrex VMAX Secret,https://tcgplayer-cdn.tcgplayer.com/product/272501_200w.jpg,3,3068,https://cpt.tcgcsv.com/20c3,2025-12-04T15:13:22.523,1,TG29/TG30,Secret Rare,Water,320,VMAX,,"[2] Ride of the High King (10+)
<Br>This attack does 30 more damage for each of your opponent's Benched Pokémon.",Mx2,2,2.96,4.37,999.99,3.7,4.62,Holofoil,,"[WW] Max Lance (10+)
<br>You may discard up to 2 Energy from this Pokémon. If you do, this attack does 120-more damage for each card discarded you in this way"
272502,Shadow Rider Calyrex VMAX (Secret),Shadow Rider Calyrex VMAX Secret,https://tcgplayer-cdn.tcgplayer.com/product/272502_200w.jpg,3,3068,https://cpt.tcgcsv.com/30c3,2025-12-04T15:14:32.553,1,TG30/TG30,Secret Rare,Psychic,320,VMAX,"<strong>Ability — Underworld Door</strong>
<br>Once during your turn, you may attach a Psychic Energy card from your hand to 1 of your Benched Psychic Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.","[3] Max Geist (10+)
<br>This attack does 30 more damage for each Psychic Energy attached to all of your Pokémon.",Mx2,2,2.99,4.58,999.99,3.77,5.04,Holofoil,,
