productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extAttack3,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
84119,Cascoon,Cascoon,https://tcgplayer-cdn.tcgplayer.com/product/84119_200w.jpg,3,1393,https://cpt.tcgcsv.com/pGH,2023-12-21T20:53:22.993,1,26/109,Uncommon,Grass,70,Stage 1,"[G] Poison Thread 
<br>The Defending Pokemon is now Poisoned.",,,R,None,2,3.85,6.98,25.0,5.74,,Reverse Holofoil,"<b>Poke-BODY</b> Hard Cocoon
<br>During your opponent's turn, if Cascoon would be damaged by an opponent's attack <em>(after applying Weakness and Resistance)</em>, flip a coin.  If heads, reduce that damage by 30."
84180,Chansey ex,Chansey ex,https://tcgplayer-cdn.tcgplayer.com/product/84180_200w.jpg,3,1393,https://cpt.tcgcsv.com/DHH,2023-12-21T21:08:51.83,1,96/109,Ultra Rare,Colorless,120,Basic,"[2] Healing Egg 
<br>Remove 2 damage counters (1 if there is only 1) from each of your Pokemon.  Remove no damage counters from Chansey ex.","[3] Double-edge (80) 
<br>Chansey ex does 60 damage to itself.",,F,None,3,39.99,58.52,75.0,55.76,,Holofoil,
84400,Combusken - 27/109,Combusken 27 109,https://tcgplayer-cdn.tcgplayer.com/product/84400_200w.jpg,3,1393,https://cpt.tcgcsv.com/0NH,2026-02-16T20:14:00.303,1,27/109,Uncommon,Fire,70,Stage 1,[R] Flare (20),"[3] Double Kick (40x) 
<br>Flip 2 coins.  This attack does 40 damage times the number of heads.",,W,None,1,0.5,1.02,21.09,1.02,,Normal,
84400,Combusken - 27/109,Combusken 27 109,https://tcgplayer-cdn.tcgplayer.com/product/84400_200w.jpg,3,1393,https://cpt.tcgcsv.com/0NH,2026-02-16T20:14:00.303,1,27/109,Uncommon,Fire,70,Stage 1,[R] Flare (20),"[3] Double Kick (40x) 
<br>Flip 2 coins.  This attack does 40 damage times the number of heads.",,W,None,1,8.88,15.98,40.0,15.08,11.88,Reverse Holofoil,
84401,Combusken - 28/109,Combusken 28 109,https://tcgplayer-cdn.tcgplayer.com/product/84401_200w.jpg,3,1393,https://cpt.tcgcsv.com/2NH,2023-12-21T20:53:51.467,1,28/109,Uncommon,Fire,80,Stage 1,"[2] Lunge (50)
<br>Flip a coin.  If tails, this attack does nothing.",,,W,None,1,1.67,2.82,22.68,2.37,,Normal,"<b>Poke-BODY</b> Natural Care
<br>When you attach a Fire Energy card from your hand to Combusken, remove all Special Conditions from Combusken."
84401,Combusken - 28/109,Combusken 28 109,https://tcgplayer-cdn.tcgplayer.com/product/84401_200w.jpg,3,1393,https://cpt.tcgcsv.com/2NH,2023-12-21T20:53:51.467,1,28/109,Uncommon,Fire,80,Stage 1,"[2] Lunge (50)
<br>Flip a coin.  If tails, this attack does nothing.",,,W,None,1,9.44,16.5,20.99,9.44,,Reverse Holofoil,"<b>Poke-BODY</b> Natural Care
<br>When you attach a Fire Energy card from your hand to Combusken, remove all Special Conditions from Combusken."
84683,Darkness Energy (Special),Darkness Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/84683_200w.jpg,3,1393,https://cpt.tcgcsv.com/HTH,2023-12-21T21:08:29.853,1,93/109,Rare,Special Energy,,,,,,,,,0.5,1.13,33.97,1.13,0.75,Normal,"If the Pokemon Darkness Energy is attached to attacks, the attack does 10 more damage to the Active Pokemon <em>(before applying Weakness and Resistance). </em> Ignore this effect unless the Attacking Pokemon is Darkness or has Dark in its name.  Darkness Energy provides Darkness energy. <em> (Doesn't count as a basic Energy card.)</em>"
84683,Darkness Energy (Special),Darkness Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/84683_200w.jpg,3,1393,https://cpt.tcgcsv.com/HTH,2023-12-21T21:08:29.853,1,93/109,Rare,Special Energy,,,,,,,,,1.15,2.45,4.48,1.94,,Reverse Holofoil,"If the Pokemon Darkness Energy is attached to attacks, the attack does 10 more damage to the Active Pokemon <em>(before applying Weakness and Resistance). </em> Ignore this effect unless the Attacking Pokemon is Darkness or has Dark in its name.  Darkness Energy provides Darkness energy. <em> (Doesn't count as a basic Energy card.)</em>"
84734,Delcatty - 5/109,Delcatty 5 109,https://tcgplayer-cdn.tcgplayer.com/product/84734_200w.jpg,3,1393,https://cpt.tcgcsv.com/JVH,2023-12-21T20:34:16.717,1,5/109,Holo Rare,Colorless,70,Stage 1,"[1] Max Energy Source (10x) 
<br>Does 10 damage times the number of Energy attached to all of your Active Pokemon.",,,F,None,1,12.64,29.5,38.58,16.58,,Holofoil,"<b>Poke-POWER</b> Energy Draw 
<br>Once during your turn <em>(before your attack)</em>, you may discard 1 Energy card from your hand.  Then draw up to 3 cards from your deck.  This power can't be used if Delcatty is affected by a Special Condition."
84734,Delcatty - 5/109,Delcatty 5 109,https://tcgplayer-cdn.tcgplayer.com/product/84734_200w.jpg,3,1393,https://cpt.tcgcsv.com/JVH,2023-12-21T20:34:16.717,1,5/109,Holo Rare,Colorless,70,Stage 1,"[1] Max Energy Source (10x) 
<br>Does 10 damage times the number of Energy attached to all of your Active Pokemon.",,,F,None,1,9.99,13.11,16.72,14.72,15.0,Reverse Holofoil,"<b>Poke-POWER</b> Energy Draw 
<br>Once during your turn <em>(before your attack)</em>, you may discard 1 Energy card from your hand.  Then draw up to 3 cards from your deck.  This power can't be used if Delcatty is affected by a Special Condition."
84735,Delcatty - 29/109,Delcatty 29 109,https://tcgplayer-cdn.tcgplayer.com/product/84735_200w.jpg,3,1393,https://cpt.tcgcsv.com/KVH,2025-12-01T22:33:57.283,1,29/109,Uncommon,Colorless,80,Stage 1,"[1] Energy Call (10) 
<br>Attach 1 Energy card from your discard pile to your Active Pokemon.","[2] Cannonball (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Delcatty but not used to pay for this attack's Energy cost.",,F,None,1,0.39,0.74,4.9,0.73,0.73,Normal,
84735,Delcatty - 29/109,Delcatty 29 109,https://tcgplayer-cdn.tcgplayer.com/product/84735_200w.jpg,3,1393,https://cpt.tcgcsv.com/KVH,2025-12-01T22:33:57.283,1,29/109,Uncommon,Colorless,80,Stage 1,"[1] Energy Call (10) 
<br>Attach 1 Energy card from your discard pile to your Active Pokemon.","[2] Cannonball (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Delcatty but not used to pay for this attack's Energy cost.",,F,None,1,6.42,8.67,11.58,10.43,,Reverse Holofoil,
84871,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84871_200w.jpg,3,1393,https://cpt.tcgcsv.com/rZH,2023-12-21T20:36:18.87,1,17/109,Rare,Fighting,80,Stage 1,"[1F] Rend (20+) 
<br>If the Defending Pokemon has any damage counters on it, this attack does 20 damage plus 20 more damage.","[3F] Double Spin (60x) 
<br>Flip 2 coins.  This attack does 60 damage times the number of heads.",,G,None,1,0.5,1.31,21.45,1.38,,Normal,
84871,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84871_200w.jpg,3,1393,https://cpt.tcgcsv.com/rZH,2023-12-21T20:36:18.87,1,17/109,Rare,Fighting,80,Stage 1,"[1F] Rend (20+) 
<br>If the Defending Pokemon has any damage counters on it, this attack does 20 damage plus 20 more damage.","[3F] Double Spin (60x) 
<br>Flip 2 coins.  This attack does 60 damage times the number of heads.",,G,None,1,3.0,4.58,41.98,8.79,,Reverse Holofoil,
85056,Dustox,Dustox,https://tcgplayer-cdn.tcgplayer.com/product/85056_200w.jpg,3,1393,https://cpt.tcgcsv.com/82J,2024-02-15T14:59:47.697,1,6/109,Holo Rare,Grass,90,Stage 2,"[1G] Toxic 
<br>The Defending Pokemon is now Poisoned.  Put 2 Damage Counters instead of 1 on the Defending Pokemon between turns.",[2G] Gust (50),,P,None,0,9.54,14.99,21.25,15.31,,Holofoil,"<b>Poke-BODY</b> Protective Dust 
<br>Prevent all effects of attacks, except damage, done to Dustox by the Attacking Pokemon."
85056,Dustox,Dustox,https://tcgplayer-cdn.tcgplayer.com/product/85056_200w.jpg,3,1393,https://cpt.tcgcsv.com/82J,2024-02-15T14:59:47.697,1,6/109,Holo Rare,Grass,90,Stage 2,"[1G] Toxic 
<br>The Defending Pokemon is now Poisoned.  Put 2 Damage Counters instead of 1 on the Defending Pokemon between turns.",[2G] Gust (50),,P,None,0,9.62,12.18,24.2,12.37,,Reverse Holofoil,"<b>Poke-BODY</b> Protective Dust 
<br>Prevent all effects of attacks, except damage, done to Dustox by the Attacking Pokemon."
85120,Electabuzz ex,Electabuzz ex,https://tcgplayer-cdn.tcgplayer.com/product/85120_200w.jpg,3,1393,https://cpt.tcgcsv.com/q3J,2026-02-16T18:11:05.417,1,97/109,Ultra Rare,Lightning,90,Basic,"[L] Thundershock (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[1LL] Quick Attack (40+) 
<br>Flip a coin.  If heads, this attack does 40 damage plus 20 more damage.",,F,M,2,36.25,50.1,149.99,44.23,29.99,Holofoil,
85128,Electrike - 30/109,Electrike 30 109,https://tcgplayer-cdn.tcgplayer.com/product/85128_200w.jpg,3,1393,https://cpt.tcgcsv.com/B3J,2023-12-21T20:54:19.497,1,30/109,Uncommon,Lightning,50,Basic,"[L] Charge
<br>Attach a Lightning Energy card from your discard pile to Electrike.","[1L] Thunder Jolt (30) 
<br>Flip a coin.  If tails, Electrike does 10 damage to itself.",,F,M,1,0.79,1.36,5.24,1.36,,Normal,
85128,Electrike - 30/109,Electrike 30 109,https://tcgplayer-cdn.tcgplayer.com/product/85128_200w.jpg,3,1393,https://cpt.tcgcsv.com/B3J,2023-12-21T20:54:19.497,1,30/109,Uncommon,Lightning,50,Basic,"[L] Charge
<br>Attach a Lightning Energy card from your discard pile to Electrike.","[1L] Thunder Jolt (30) 
<br>Flip a coin.  If tails, Electrike does 10 damage to itself.",,F,M,1,9.5,24.99,45.0,4.99,,Reverse Holofoil,
85129,Electrike - 52/109,Electrike 52 109,https://tcgplayer-cdn.tcgplayer.com/product/85129_200w.jpg,3,1393,https://cpt.tcgcsv.com/C3J,2023-12-21T20:58:58.3,1,52/109,Common,Lightning,50,Basic,[1] Headbutt (10),,,F,M,1,0.29,0.56,2.0,0.56,0.33,Normal,
85129,Electrike - 52/109,Electrike 52 109,https://tcgplayer-cdn.tcgplayer.com/product/85129_200w.jpg,3,1393,https://cpt.tcgcsv.com/C3J,2023-12-21T20:58:58.3,1,52/109,Common,Lightning,50,Basic,[1] Headbutt (10),,,F,M,1,4.7,5.79,11.0,6.09,,Reverse Holofoil,
85130,Electrike - 53/109,Electrike 53 109,https://tcgplayer-cdn.tcgplayer.com/product/85130_200w.jpg,3,1393,https://cpt.tcgcsv.com/D3J,2025-12-01T22:34:32.077,1,53/109,Common,Lightning,50,Basic,"[1] Super Thunder Wave  
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Tackle (20),,F,M,1,0.16,0.5,20.57,0.55,,Normal,
85130,Electrike - 53/109,Electrike 53 109,https://tcgplayer-cdn.tcgplayer.com/product/85130_200w.jpg,3,1393,https://cpt.tcgcsv.com/D3J,2025-12-01T22:34:32.077,1,53/109,Common,Lightning,50,Basic,"[1] Super Thunder Wave  
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Tackle (20),,F,M,1,3.93,5.12,8.74,5.19,,Reverse Holofoil,
85220,Energy Removal 2,Energy Removal 2,https://tcgplayer-cdn.tcgplayer.com/product/85220_200w.jpg,3,1393,https://cpt.tcgcsv.com/q6J,2023-12-21T21:04:42.06,1,80/109,Uncommon,Item,,,,,,,,,0.13,0.47,20.5,0.45,0.99,Normal,"Flip a coin.  If heads, choose 1 Energy card attached to 1 of your opponent's Pokemon and discard it."
85220,Energy Removal 2,Energy Removal 2,https://tcgplayer-cdn.tcgplayer.com/product/85220_200w.jpg,3,1393,https://cpt.tcgcsv.com/q6J,2023-12-21T21:04:42.06,1,80/109,Uncommon,Item,,,,,,,,,0.6,1.87,6.24,1.92,,Reverse Holofoil,"Flip a coin.  If heads, choose 1 Energy card attached to 1 of your opponent's Pokemon and discard it."
85225,Energy Restore,Energy Restore,https://tcgplayer-cdn.tcgplayer.com/product/85225_200w.jpg,3,1393,https://cpt.tcgcsv.com/w6J,2023-12-21T21:04:52.993,1,81/109,Uncommon,Item,,,,,,,,,0.15,0.47,20.5,0.47,,Normal,"Flip 3 coins.  For each heads, put a basic Energy card from your discard pile into your hand.  If you don't have that many basic Energy cards in your discard pile, put all of them into your hand."
85225,Energy Restore,Energy Restore,https://tcgplayer-cdn.tcgplayer.com/product/85225_200w.jpg,3,1393,https://cpt.tcgcsv.com/w6J,2023-12-21T21:04:52.993,1,81/109,Uncommon,Item,,,,,,,,,1.32,1.8,4.38,2.14,,Reverse Holofoil,"Flip 3 coins.  For each heads, put a basic Energy card from your discard pile into your hand.  If you don't have that many basic Energy cards in your discard pile, put all of them into your hand."
85237,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85237_200w.jpg,3,1393,https://cpt.tcgcsv.com/M6J,2025-11-20T03:26:40.387,1,90/109,Common,Item,,,,,,,,,0.01,0.23,20.24,0.2,0.15,Normal,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward."
85237,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85237_200w.jpg,3,1393,https://cpt.tcgcsv.com/M6J,2025-11-20T03:26:40.387,1,90/109,Common,Item,,,,,,,,,1.75,3.49,10.2,4.49,,Reverse Holofoil,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward."
85252,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85252_200w.jpg,3,1393,https://cpt.tcgcsv.com/37J,2023-12-21T21:05:19.747,1,82/109,Uncommon,Item,,,,,,,,,1.11,2.08,5.0,2.19,,Normal,Move a basic Energy card from 1 of your Pokemon to another of your Pokemon.
85252,Energy Switch,Energy Switch,https://tcgplayer-cdn.tcgplayer.com/product/85252_200w.jpg,3,1393,https://cpt.tcgcsv.com/37J,2023-12-21T21:05:19.747,1,82/109,Uncommon,Item,,,,,,,,,4.5,7.76,66.0,11.49,,Reverse Holofoil,Move a basic Energy card from 1 of your Pokemon to another of your Pokemon.
85438,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85438_200w.jpg,3,1393,https://cpt.tcgcsv.com/NbJ,2022-11-16T19:50:34.647,1,105/109,Common,Basic Energy,,,,,,,,,0.14,0.3,20.38,0.38,,Normal,
85438,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85438_200w.jpg,3,1393,https://cpt.tcgcsv.com/NbJ,2022-11-16T19:50:34.647,1,105/109,Common,Basic Energy,,,,,,,,,3.49,7.93,40.85,7.93,,Reverse Holofoil,
85458,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85458_200w.jpg,3,1393,https://cpt.tcgcsv.com/bcJ,2025-12-01T22:35:01.113,1,108/109,Common,Basic Energy,,,,,,,,,0.01,0.3,20.32,0.32,0.29,Normal,
85458,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85458_200w.jpg,3,1393,https://cpt.tcgcsv.com/bcJ,2025-12-01T22:35:01.113,1,108/109,Common,Basic Energy,,,,,,,,,5.75,7.76,39.99,7.53,,Reverse Holofoil,
85632,Gardevoir,Gardevoir,https://tcgplayer-cdn.tcgplayer.com/product/85632_200w.jpg,3,1393,https://cpt.tcgcsv.com/GgJ,2026-02-16T18:18:20.193,1,7/109,Holo Rare,Psychic,100,Stage 2,"[P] Energy Burst (10x) 
<br>Does 10 damage times the total amount of Energy attached to Gardevoir and the Defending Pokemon.",,,P,None,2,36.45,57.74,83.44,51.09,,Holofoil,"<b>Poke-POWER</b> Psy Shadow 
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for a Psychic Energy card and attach it to 1 of your Pokemon.  Put 2 damage counters on that Pokemon.  Shuffle your deck afterward.  This power can't be used if Gardevoir is affected by a Special Condition."
85632,Gardevoir,Gardevoir,https://tcgplayer-cdn.tcgplayer.com/product/85632_200w.jpg,3,1393,https://cpt.tcgcsv.com/GgJ,2026-02-16T18:18:20.193,1,7/109,Holo Rare,Psychic,100,Stage 2,"[P] Energy Burst (10x) 
<br>Does 10 damage times the total amount of Energy attached to Gardevoir and the Defending Pokemon.",,,P,None,2,43.99,49.99,80.98,49.58,43.99,Reverse Holofoil,"<b>Poke-POWER</b> Psy Shadow 
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for a Psychic Energy card and attach it to 1 of your Pokemon.  Put 2 damage counters on that Pokemon.  Shuffle your deck afterward.  This power can't be used if Gardevoir is affected by a Special Condition."
