productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extAttack3
83574,Arcanine (H2),Arcanine H2,https://tcgplayer-cdn.tcgplayer.com/product/83574_200w.jpg,3,1372,https://cpt.tcgcsv.com/vrH,2022-12-01T20:16:04.96,1,H02/H32,Holo Rare,Fire,80,Stage 1,"<strong>Poké-POWER — Energy Recharge</strong>
<br>
When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.","[1] Shake (10)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.",W,2,,,,,,,"[1RR] White Flames (70)
<br>Discard all Fire Energy cards attached to Arcanine.",,
83577,Arcanine (3),Arcanine 3,https://tcgplayer-cdn.tcgplayer.com/product/83577_200w.jpg,3,1372,https://cpt.tcgcsv.com/zrH,2022-12-01T21:10:27.083,1,003/144,Rare,Fire,80,Stage 1,"<strong>Poké-POWER — Energy Recharge</strong>
<br>
When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.","[1] Shake (10)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.",W,2,74.28,74.28,80.0,81.24,,Normal,"[1RR] White Flames (70)
<br>Discard all Fire Energy cards attached to Arcanine.",,
83577,Arcanine (3),Arcanine 3,https://tcgplayer-cdn.tcgplayer.com/product/83577_200w.jpg,3,1372,https://cpt.tcgcsv.com/zrH,2022-12-01T21:10:27.083,1,003/144,Rare,Fire,80,Stage 1,"<strong>Poké-POWER — Energy Recharge</strong>
<br>
When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.","[1] Shake (10)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any.",W,2,79.99,79.99,79.99,149.99,,Reverse Holofoil,"[1RR] White Flames (70)
<br>Discard all Fire Energy cards attached to Arcanine.",,
83644,Articuno (H3),Articuno H3,https://tcgplayer-cdn.tcgplayer.com/product/83644_200w.jpg,3,1372,https://cpt.tcgcsv.com/VsH,2022-12-01T20:19:22.17,1,H03/H32,Holo Rare,Water,80,Basic,"<strong>Poké-BODY — Water Immunity</strong>
<br>
You can't attach Water Energy cards from your hand to Articuno","[1] Freeze Solid (10)
<br>If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno.",M,2,,,,,,,"[2WW] Ice Cyclone (50)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon.  If tails, this attack does 10 damage to each of your Pokémon in play. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F-30,
83645,Articuno (4),Articuno 4,https://tcgplayer-cdn.tcgplayer.com/product/83645_200w.jpg,3,1372,https://cpt.tcgcsv.com/WsH,2022-12-01T21:10:41.55,1,004/144,Rare,Water,80,Basic,"<strong>Poké-BODY — Water Immunity</strong>
<br>
You can't attach Water Energy cards from your hand to Articuno","[1] Freeze Solid (10)
<br> If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno.",M,2,40.99,47.04,70.0,56.26,,Normal,"[2WW] Ice Cyclone (50)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon.  If tails, this attack does 10 damage to each of your Pokémon in play. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F-30,
83645,Articuno (4),Articuno 4,https://tcgplayer-cdn.tcgplayer.com/product/83645_200w.jpg,3,1372,https://cpt.tcgcsv.com/WsH,2022-12-01T21:10:41.55,1,004/144,Rare,Water,80,Basic,"<strong>Poké-BODY — Water Immunity</strong>
<br>
You can't attach Water Energy cards from your hand to Articuno","[1] Freeze Solid (10)
<br> If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno.",M,2,119.95,124.97,129.99,58.04,,Reverse Holofoil,"[2WW] Ice Cyclone (50)
<br>Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon.  If tails, this attack does 10 damage to each of your Pokémon in play. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F-30,
83764,Beedrill (H4),Beedrill H4,https://tcgplayer-cdn.tcgplayer.com/product/83764_200w.jpg,3,1372,https://cpt.tcgcsv.com/jwH,2022-12-01T20:23:39.677,1,H04/H32,Holo Rare,Grass,80,Stage 2,"<strong>Poké-POWER — Venom Spray</em>
<br>
When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.","[2] Needle Rush (10+)
<br>Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage.",R,,150.0,249.99,325.0,173.86,,Holofoil,,,
83765,Beedrill (5),Beedrill 5,https://tcgplayer-cdn.tcgplayer.com/product/83765_200w.jpg,3,1372,https://cpt.tcgcsv.com/kwH,2022-12-01T20:22:56.857,1,005/144,Rare,Grass,80,Stage 2,"<strong>Poké-POWER — Venom Spray</em>
<br>
When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.","[2] Needle Rush (10+)
<br>Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage.",R,,22.67,24.98,60.0,23.4,,Normal,,,
83765,Beedrill (5),Beedrill 5,https://tcgplayer-cdn.tcgplayer.com/product/83765_200w.jpg,3,1372,https://cpt.tcgcsv.com/kwH,2022-12-01T20:22:56.857,1,005/144,Rare,Grass,80,Stage 2,"<strong>Poké-POWER — Venom Spray</em>
<br>
When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.","[2] Needle Rush (10+)
<br>Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage.",R,,38.78,56.99,59.99,37.32,,Reverse Holofoil,,,
83947,Bounce Energy,Bounce Energy,https://tcgplayer-cdn.tcgplayer.com/product/83947_200w.jpg,3,1372,https://cpt.tcgcsv.com/ZBH,2022-12-01T20:24:46.78,1,142/144,Uncommon,Special Energy,,,"This card provides 2 Colorless Energy. You can attach this card to your Pokémon that has basic Energy cards attached to it.
<br>
When you play this card from your hand and attach it to 1 of your Pokémon, return a basic Energy card attached to that Pokémon to your hand.",,,,3.03,4.6,10.9,4.2,,Normal,,,
83947,Bounce Energy,Bounce Energy,https://tcgplayer-cdn.tcgplayer.com/product/83947_200w.jpg,3,1372,https://cpt.tcgcsv.com/ZBH,2022-12-01T20:24:46.78,1,142/144,Uncommon,Special Energy,,,"This card provides 2 Colorless Energy. You can attach this card to your Pokémon that has basic Energy cards attached to it.
<br>
When you play this card from your hand and attach it to 1 of your Pokémon, return a basic Energy card attached to that Pokémon to your hand.",,,,22.98,23.64,79.99,23.95,,Reverse Holofoil,,,
84048,Buried Fossil,Buried Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84048_200w.jpg,3,1372,https://cpt.tcgcsv.com/-DH,2022-12-01T20:27:21.227,1,047/144,Common,Colorless,30,Basic,"<strong>Poké-POWER — Reconstruction</strong>
<br>
Once during your turn <em>(before your attack)</em>, if you have a basic Energy card in your hand, you may search your deck for an Omanyte or Kabuto card, show it to your opponent, and put it into your hand. Then, put a basic Energy card from your hand into your deck. Shuffle your deck afterward.
<br>
<em>Evolves into Omanyte, Kabuto, Aerodactyl
<br>
You may play a Pokémon card that evolves from Mysterious Fossil on top of Buried Fossil. (This counts as evolving Buried Fossil.) Buried Fossil can't be affected by Special Conditions.</em>",,,1,14.75,18.18,25.0,17.43,,Normal,,,
84048,Buried Fossil,Buried Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84048_200w.jpg,3,1372,https://cpt.tcgcsv.com/-DH,2022-12-01T20:27:21.227,1,047/144,Common,Colorless,30,Basic,"<strong>Poké-POWER — Reconstruction</strong>
<br>
Once during your turn <em>(before your attack)</em>, if you have a basic Energy card in your hand, you may search your deck for an Omanyte or Kabuto card, show it to your opponent, and put it into your hand. Then, put a basic Energy card from your hand into your deck. Shuffle your deck afterward.
<br>
<em>Evolves into Omanyte, Kabuto, Aerodactyl
<br>
You may play a Pokémon card that evolves from Mysterious Fossil on top of Buried Fossil. (This counts as evolving Buried Fossil.) Buried Fossil can't be affected by Special Conditions.</em>",,,1,34.99,49.96,55.95,48.16,,Reverse Holofoil,,,
84144,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/84144_200w.jpg,3,1372,https://cpt.tcgcsv.com/VGH,2022-12-01T20:28:55.973,1,145/144,Secret Rare,Colorless,60,Basic,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Grass, Water, or Psychic basic Energy card from your hand to Celebi, Celebi's type (color) becomes the same as that type of Energy until the end of the turn.","[GW] Empathetic Healing
<br>Remove 2 damage counters from Celebi and each Pokémon that's the same type (color) as Celebi.",R,1,,,,,,,"[1GP] Mind Bend (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,
84186,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/84186_200w.jpg,3,1372,https://cpt.tcgcsv.com/LHH,2022-12-01T20:30:35.393,1,146/144,Secret Rare,Colorless,110,Stage 2,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Fire, Lightning, or Fighting basic Energy card from your hand to Charizard, Charizard's type (color) becomes the same as that type of Energy until the end of the turn.","[RRF] Fireblast (40)
<br>Discard an Energy card attached to Charizard.",W,4,,,,,,,"[1RLL] Dragon Tail (50x)
<br>Flip 2 coins. This attack does 50 damage times the number of heads.",,
84364,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84364_200w.jpg,3,1372,https://cpt.tcgcsv.com/jMH,2022-12-01T20:32:16.59,1,048/144,Common,Colorless,30,Basic,"<em>If your Active Pokémon is a Baby Pokémon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends.</em>","[1] Energy Recycle
<br>Shuffle a basic Energy card from your discard pile into your deck.",,1,31.96,31.96,96.95,20.97,96.95,Normal,,,
84364,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84364_200w.jpg,3,1372,https://cpt.tcgcsv.com/jMH,2022-12-01T20:32:16.59,1,048/144,Common,Colorless,30,Basic,"<em>If your Active Pokémon is a Baby Pokémon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends.</em>","[1] Energy Recycle
<br>Shuffle a basic Energy card from your discard pile into your deck.",,1,59.04,59.04,68.87,71.71,,Reverse Holofoil,,,
84483,Crobat (H5),Crobat H5,https://tcgplayer-cdn.tcgplayer.com/product/84483_200w.jpg,3,1372,https://cpt.tcgcsv.com/HPH,2022-12-01T20:40:12.257,1,H05/H32,Holo Rare,Grass,90,Stage 2,"<strong>Poké-POWER — Carry Off</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.","[2G] Double Cross (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the defending Pokémon is now Confused and Poisoned.",P,,,,,,,,,,
84484,Crobat (6),Crobat 6,https://tcgplayer-cdn.tcgplayer.com/product/84484_200w.jpg,3,1372,https://cpt.tcgcsv.com/JPH,2022-12-01T20:40:50.047,1,006/144,Rare,Grass,90,Stage 2,"<strong>Poké-POWER — Carry Off</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.","[2G] Double Cross (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the defending Pokémon is now Confused and Poisoned.",P,,169.87,223.65,277.42,41.34,,Normal,,,
84484,Crobat (6),Crobat 6,https://tcgplayer-cdn.tcgplayer.com/product/84484_200w.jpg,3,1372,https://cpt.tcgcsv.com/JPH,2022-12-01T20:40:50.047,1,006/144,Rare,Grass,90,Stage 2,"<strong>Poké-POWER — Carry Off</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.","[2G] Double Cross (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the defending Pokémon is now Confused and Poisoned.",P,,40.22,50.11,59.99,77.73,,Reverse Holofoil,,,
84485,Crobat (147),Crobat 147,https://tcgplayer-cdn.tcgplayer.com/product/84485_200w.jpg,3,1372,https://cpt.tcgcsv.com/KPH,2022-12-01T20:36:32.953,2,147/144,Secret Rare,Colorless,80,Stage 2,"<strong>Poké-BODY — Crystal Type</strong>
<br>
Whenever you attach a Grass, Fire, or Psychic basic Energy card from your hand to Crobat, Crobat's type (color) becomes the same as that type of Energy until the end of the turn.","[1GR] Poison Flame (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Burned and Poisoned.",P,,324.99,352.49,379.99,275.0,,Reverse Holofoil,"[GPP] Squared Attack (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",,
84519,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84519_200w.jpg,3,1372,https://cpt.tcgcsv.com/pQH,2022-12-01T20:46:00.81,1,122/144,Uncommon,Tool,,,"Attach Crystal Shard to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.
<br>
As long as this card is attached to a Pokémon, that Pokémon's type (color) is Colorless. If that Pokémon attacks, discard this card at the end of the turn.",,,,2.25,3.9,9.99,3.83,,Normal,,,
84519,Crystal Shard,Crystal Shard,https://tcgplayer-cdn.tcgplayer.com/product/84519_200w.jpg,3,1372,https://cpt.tcgcsv.com/pQH,2022-12-01T20:46:00.81,1,122/144,Uncommon,Tool,,,"Attach Crystal Shard to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it. If that Pokémon is Knocked Out, discard this card.
<br>
As long as this card is attached to a Pokémon, that Pokémon's type (color) is Colorless. If that Pokémon attacks, discard this card at the end of the turn.",,,,12.59,19.99,29.99,9.72,,Reverse Holofoil,,,
84539,Cyclone Energy,Cyclone Energy,https://tcgplayer-cdn.tcgplayer.com/product/84539_200w.jpg,3,1372,https://cpt.tcgcsv.com/PQH,2022-12-01T20:46:44.073,1,143/144,Uncommon,Special Energy,,,"This card provides Colorless Energy.
<br>
When you play this card from your hand and attach it to your Active Pokémon, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",,,,3.76,5.0,7.6,5.47,4.99,Normal,,,
84539,Cyclone Energy,Cyclone Energy,https://tcgplayer-cdn.tcgplayer.com/product/84539_200w.jpg,3,1372,https://cpt.tcgcsv.com/PQH,2022-12-01T20:46:44.073,1,143/144,Uncommon,Special Energy,,,"This card provides Colorless Energy.
<br>
When you play this card from your hand and attach it to your Active Pokémon, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",,,,29.64,34.95,43.99,29.39,,Reverse Holofoil,,,
84746,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84746_200w.jpg,3,1372,https://cpt.tcgcsv.com/XVH,2026-02-10T17:03:22.99,1,049/144,Common,Water,50,Basic,,"[1] Limited Delivery
<br>Search your deck for a Technical Machine or Pokémon Tool card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",M,1,20.25,23.0,96.95,21.31,96.95,Normal,"[1W] Kick Away (20)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching Pokémon.)</em>",,
84746,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84746_200w.jpg,3,1372,https://cpt.tcgcsv.com/XVH,2026-02-10T17:03:22.99,1,049/144,Common,Water,50,Basic,,"[1] Limited Delivery
<br>Search your deck for a Technical Machine or Pokémon Tool card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",M,1,60.0,61.15,62.3,50.5,,Reverse Holofoil,"[1W] Kick Away (20)
<br>Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. <em>(Do the damage before switching Pokémon.)</em>",,
84782,Desert Shaman,Desert Shaman,https://tcgplayer-cdn.tcgplayer.com/product/84782_200w.jpg,3,1372,https://cpt.tcgcsv.com/GWH,2022-12-01T20:49:51.6,1,123/144,Uncommon,Supporter,,,"You can play only 1 Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Shuffle your hand into your deck and draw up to 4 cards. Your opponent does the same.",,,,26.43,30.0,49.99,25.91,,Normal,,,
84782,Desert Shaman,Desert Shaman,https://tcgplayer-cdn.tcgplayer.com/product/84782_200w.jpg,3,1372,https://cpt.tcgcsv.com/GWH,2022-12-01T20:49:51.6,1,123/144,Uncommon,Supporter,,,"You can play only 1 Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Shuffle your hand into your deck and draw up to 4 cards. Your opponent does the same.",,,,51.23,51.29,53.53,50.98,,Reverse Holofoil,,,
84785,Dewgong (H6),Dewgong H6,https://tcgplayer-cdn.tcgplayer.com/product/84785_200w.jpg,3,1372,https://cpt.tcgcsv.com/KWH,2022-12-01T20:51:17.097,1,H06/H32,Holo Rare,Water,80,Stage 1,,"[1W] Freeze Lock (20)
<br>Flip a coin. If heads, your opponent can't attach Energy cards from his or her hand to his or her Active Pokémon during his or her next turn.",M,2,299.99,353.33,449.99,379.99,,Holofoil,"[2WW] Crushing Ice (40+)
<br>This attack does 40 damage plus 10 more damage for each Colorless Energy in the Defending Pokémon's Retreat Cost. Damage is calculated using the Defending Pokémon's Retreat Cost after applying effects to the Retreat Cost.",,
84786,Dewgong (7),Dewgong 7,https://tcgplayer-cdn.tcgplayer.com/product/84786_200w.jpg,3,1372,https://cpt.tcgcsv.com/LWH,2022-12-01T21:11:00.827,1,007/144,Rare,Water,80,Stage 1,,"[1W] Freeze Lock (20)
<br>Flip a coin. If heads, your opponent can't attach Energy cards from his or her hand to his or her Active Pokémon during his or her next turn.",M,2,38.0,39.95,65.0,24.51,,Normal,"[2WW] Crushing Ice (40+)
<br>This attack does 40 damage plus 10 more damage for each Colorless Energy in the Defending Pokémon's Retreat Cost. Damage is calculated using the Defending Pokémon's Retreat Cost after applying effects to the Retreat Cost.",,
84818,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/84818_200w.jpg,3,1372,https://cpt.tcgcsv.com/nXH,2022-12-01T20:53:12.943,1,050/144,Common,Fighting,40,Basic,,"[F] Burrow (10)
<br>Flip a coin. If heads, prevent all damage done by attacks to Diglett during your opponent's next turn. <em>(Any other effects of attack still happen.)</em>",G,1,25.5,30.44,34.29,25.35,,Normal,,L-30,
84830,Ditto,Ditto,https://tcgplayer-cdn.tcgplayer.com/product/84830_200w.jpg,3,1372,https://cpt.tcgcsv.com/DXH,2022-12-05T12:10:40.53,1,051/144,Common,Colorless,50,Basic,"<strong>Poké-BODY — Prismatic Body</strong>
<br>
Each basic Energy card attached to Ditto provides every type of Energy but provides only 1 Energy at a time.","[1] Copy
<br>Choose 1 of the Defending Pokémon's attacks. Copy copies that attack. This attack does nothing if Ditto doesn't have the Energy necessary to use that attack. <em>(You must still do anything else required in order to use that attack.)</em>",F,1,120.0,120.0,120.0,49.69,,Normal,,,
84999,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/84999_200w.jpg,3,1372,https://cpt.tcgcsv.com/__H,2022-12-01T20:56:28.02,1,052/144,Common,Fighting,70,Stage 1,,"[1F] Burrow (20)
<br>Flip a coin. If heads, prevent all damage done by attacks to Dugtrio during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",G,1,16.99,21.0,25.0,18.77,,Normal,"[3] Dig Under
<br>Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. Don't apply Weakness or Resistance. <em>(any other effects that would happen after applying Weakness and Resistance still happen.)</em>",L-30,
84999,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/84999_200w.jpg,3,1372,https://cpt.tcgcsv.com/__H,2022-12-01T20:56:28.02,1,052/144,Common,Fighting,70,Stage 1,,"[1F] Burrow (20)
<br>Flip a coin. If heads, prevent all damage done by attacks to Dugtrio during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",G,1,530.0,530.0,530.0,74.99,,Reverse Holofoil,"[3] Dig Under
<br>Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. Don't apply Weakness or Resistance. <em>(any other effects that would happen after applying Weakness and Resistance still happen.)</em>",L-30,
85006,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85006_200w.jpg,3,1372,https://cpt.tcgcsv.com/80J,2022-12-01T20:57:19.657,1,053/144,Common,Colorless,40,Basic,"<strong>Poké-BODY — Slippery Skin</strong>
<br>
As long as the Defending Pokémon is an Evolved Pokémon, Dunsparce's Retreat Cost is 0.","[1] Tail Shake (10)
<br>The Defending Pokémon is now Asleep.",F,1,31.38,39.51,96.95,40.03,,Normal,,,
