productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
83619,Armaldo,Armaldo,https://tcgplayer-cdn.tcgplayer.com/product/83619_200w.jpg,3,1392,https://cpt.tcgcsv.com/psH,2023-12-21T21:12:20.363,1,1/100,Holo Rare,Fighting,120,Stage 2,"<b>Poke-BODY</b> Primal Veil 
<br>As Long as Armaldo is your Active Pokemon, each player can't play any Supporter cards.",[1FF] Blade Arms (60),,G,None,3,9.18,12.08,19.99,16.82,,Holofoil
83619,Armaldo,Armaldo,https://tcgplayer-cdn.tcgplayer.com/product/83619_200w.jpg,3,1392,https://cpt.tcgcsv.com/psH,2023-12-21T21:12:20.363,1,1/100,Holo Rare,Fighting,120,Stage 2,"<b>Poke-BODY</b> Primal Veil 
<br>As Long as Armaldo is your Active Pokemon, each player can't play any Supporter cards.",[1FF] Blade Arms (60),,G,None,3,7.88,10.99,13.99,11.85,,Reverse Holofoil
83631,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83631_200w.jpg,3,1392,https://cpt.tcgcsv.com/FsH,2025-12-01T22:42:13.58,1,56/100,Common,Metal,50,Basic,,"[1M] Steel Headbutt (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",,R,G,1,0.45,1.0,998.99,1.25,1.04,Normal
83631,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83631_200w.jpg,3,1392,https://cpt.tcgcsv.com/FsH,2025-12-01T22:42:13.58,1,56/100,Common,Metal,50,Basic,,"[1M] Steel Headbutt (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",,R,G,1,34.97,42.5,56.51,4.53,,Reverse Holofoil
83679,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83679_200w.jpg,3,1392,https://cpt.tcgcsv.com/CtH,2023-12-21T21:21:40.98,1,30/100,Uncommon,Water,70,Stage 1,,"[1] Drizzle 
<br>If you have Water Energy cards in your hand, attach as many Water Energy cards as you like to any of your Active Pokemon.","[3] Max Bubbles (30x) 
<br>Flip a coin for each Energy attached to all of your Active Pokemon.  This attack does 30 damage times the number of heads.",L,None,1,0.86,1.51,21.02,1.52,,Normal
83679,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83679_200w.jpg,3,1392,https://cpt.tcgcsv.com/CtH,2023-12-21T21:21:40.98,1,30/100,Uncommon,Water,70,Stage 1,,"[1] Drizzle 
<br>If you have Water Energy cards in your hand, attach as many Water Energy cards as you like to any of your Active Pokemon.","[3] Max Bubbles (30x) 
<br>Flip a coin for each Energy attached to all of your Active Pokemon.  This attack does 30 damage times the number of heads.",L,None,1,8.74,12.27,20.0,9.8,,Reverse Holofoil
83688,Azurill,Azurill,https://tcgplayer-cdn.tcgplayer.com/product/83688_200w.jpg,3,1392,https://cpt.tcgcsv.com/NtH,2023-12-21T21:22:03.207,1,31/100,Uncommon,Colorless,40,Basic,"<b>Poke-POWER</b> Baby Evolution
<br>Once during your turn (before your attack), you may put a Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.","[1] Jump Catch 
<br>Search your deck for a Trainer card, show it to your opponent, and put it in to your hand.  Shuffle your deck afterward.",,F,None,1,6.34,7.69,13.5,6.67,,Normal
83688,Azurill,Azurill,https://tcgplayer-cdn.tcgplayer.com/product/83688_200w.jpg,3,1392,https://cpt.tcgcsv.com/NtH,2023-12-21T21:22:03.207,1,31/100,Uncommon,Colorless,40,Basic,"<b>Poke-POWER</b> Baby Evolution
<br>Once during your turn (before your attack), you may put a Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.","[1] Jump Catch 
<br>Search your deck for a Trainer card, show it to your opponent, and put it in to your hand.  Shuffle your deck afterward.",,F,None,1,12.78,25.73,36.38,34.31,,Reverse Holofoil
83709,Baltoy,Baltoy,https://tcgplayer-cdn.tcgplayer.com/product/83709_200w.jpg,3,1392,https://cpt.tcgcsv.com/cvH,2023-12-21T21:22:12.23,1,32/100,Uncommon,Fighting,50,Basic,,"[1] Rapid Spin (10) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.  You switch Baltoy with 1 of your Benched Pokemon, if any.",,G,None,1,0.74,1.46,4.74,1.45,,Normal
83709,Baltoy,Baltoy,https://tcgplayer-cdn.tcgplayer.com/product/83709_200w.jpg,3,1392,https://cpt.tcgcsv.com/cvH,2023-12-21T21:22:12.23,1,32/100,Uncommon,Fighting,50,Basic,,"[1] Rapid Spin (10) 
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any.  You switch Baltoy with 1 of your Benched Pokemon, if any.",,G,None,1,2.64,4.98,7.73,5.22,,Reverse Holofoil
83954,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83954_200w.jpg,3,1392,https://cpt.tcgcsv.com/6CH,2023-12-21T21:22:32.013,1,33/100,Uncommon,Grass,80,Stage 1,,"[1] Super Poison Breath 
<br>Each defending Pokemon is now Poisoned.","[2F] Sky Uppercut (50) 
<br>This attack's damage is not affected by Resistance.",R,None,1,1.0,1.51,21.68,1.67,,Normal
83954,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/83954_200w.jpg,3,1392,https://cpt.tcgcsv.com/6CH,2023-12-21T21:22:32.013,1,33/100,Uncommon,Grass,80,Stage 1,,"[1] Super Poison Breath 
<br>Each defending Pokemon is now Poisoned.","[2F] Sky Uppercut (50) 
<br>This attack's damage is not affected by Resistance.",R,None,1,12.49,110.85,209.2,7.7,,Reverse Holofoil
84069,Cacnea - 57/100,Cacnea 57 100,https://tcgplayer-cdn.tcgplayer.com/product/84069_200w.jpg,3,1392,https://cpt.tcgcsv.com/pFH,2023-12-21T21:27:52.687,1,57/100,Common,Grass,50,Basic,"<b>Poke-BODY</b> Poison Payback 
<br>If Cacnea is your Active Pokemon and is damaged by an opponent's attack <em>(even if Cacnea is Knocked Out),</em> the Attacking Pokemon is now Poisoned.",[1] Light Punch (10),,R,None,1,0.22,0.53,20.59,0.6,,Normal
84069,Cacnea - 57/100,Cacnea 57 100,https://tcgplayer-cdn.tcgplayer.com/product/84069_200w.jpg,3,1392,https://cpt.tcgcsv.com/pFH,2023-12-21T21:27:52.687,1,57/100,Common,Grass,50,Basic,"<b>Poke-BODY</b> Poison Payback 
<br>If Cacnea is your Active Pokemon and is damaged by an opponent's attack <em>(even if Cacnea is Knocked Out),</em> the Attacking Pokemon is now Poisoned.",[1] Light Punch (10),,R,None,1,3.56,5.73,19.5,3.56,,Reverse Holofoil
84070,Cacnea - 58/100,Cacnea 58 100,https://tcgplayer-cdn.tcgplayer.com/product/84070_200w.jpg,3,1392,https://cpt.tcgcsv.com/qFH,2025-12-01T22:43:11.263,1,58/100,Common,Grass,50,Basic,,"[1] Poison Sting (10) 
<br>Flip a coin.  If heads the Defending Pokemon is now Poisoned.",,R,None,1,0.45,0.93,20.97,0.93,,Normal
84070,Cacnea - 58/100,Cacnea 58 100,https://tcgplayer-cdn.tcgplayer.com/product/84070_200w.jpg,3,1392,https://cpt.tcgcsv.com/qFH,2025-12-01T22:43:11.263,1,58/100,Common,Grass,50,Basic,,"[1] Poison Sting (10) 
<br>Flip a coin.  If heads the Defending Pokemon is now Poisoned.",,R,None,1,4.84,5.65,8.4,5.11,,Reverse Holofoil
84078,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/84078_200w.jpg,3,1392,https://cpt.tcgcsv.com/BFH,2026-02-16T20:24:29.863,1,2/100,Holo Rare,Grass,80,Stage 1,"<b>Poke-BODY</b> Poison Payback 
<br>If Cacturne is your Active Pokemon and is damaged by an opponent's attack <em>(even if Cacturne is Knocked Out)</em>, the Attacking Pokemon is now Poisoned.","[3] Feint Attack (40) 
<br>Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies or any other effects on that Pokemon.",,F,None,1,18.5,19.49,30.24,18.39,,Holofoil
84078,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/84078_200w.jpg,3,1392,https://cpt.tcgcsv.com/BFH,2026-02-16T20:24:29.863,1,2/100,Holo Rare,Grass,80,Stage 1,"<b>Poke-BODY</b> Poison Payback 
<br>If Cacturne is your Active Pokemon and is damaged by an opponent's attack <em>(even if Cacturne is Knocked Out)</em>, the Attacking Pokemon is now Poisoned.","[3] Feint Attack (40) 
<br>Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies or any other effects on that Pokemon.",,F,None,1,7.0,19.99,20.33,19.97,,Reverse Holofoil
84328,Claw Fossil,Claw Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84328_200w.jpg,3,1392,https://cpt.tcgcsv.com/BLH,2023-12-21T21:38:03.267,1,90/100,Common,Item,40,,"Play Claw Fossil as if it were a Basic Pokemon.  While in play, Claw Fossil counts as a Colorless Pokemon (instead of a Trainer card).  Claw Fossil has no attacks of it's own, can't retreat, and can't be affected by any Special Conditions.  If Claw Fossil is Knocked Out, it doesn't count as a Knocked Out Pokemon.  (Discard it anyway.) At any time during your turn before your attack, you may discard Claw Fossil from play.
<br>
<br>
<br><b>Poke-BODY</b> Jagged Stone 
<br>If Claw Fossil is your Active Pokemon and is damaged by an opponent's attack <em>(even if Claw Fossil is Knocked Out)</em>, put 1 damage counter on the Attacking Pokemon.",,,,,,0.12,0.37,20.4,0.37,,Normal
84328,Claw Fossil,Claw Fossil,https://tcgplayer-cdn.tcgplayer.com/product/84328_200w.jpg,3,1392,https://cpt.tcgcsv.com/BLH,2023-12-21T21:38:03.267,1,90/100,Common,Item,40,,"Play Claw Fossil as if it were a Basic Pokemon.  While in play, Claw Fossil counts as a Colorless Pokemon (instead of a Trainer card).  Claw Fossil has no attacks of it's own, can't retreat, and can't be affected by any Special Conditions.  If Claw Fossil is Knocked Out, it doesn't count as a Knocked Out Pokemon.  (Discard it anyway.) At any time during your turn before your attack, you may discard Claw Fossil from play.
<br>
<br>
<br><b>Poke-BODY</b> Jagged Stone 
<br>If Claw Fossil is your Active Pokemon and is damaged by an opponent's attack <em>(even if Claw Fossil is Knocked Out)</em>, put 1 damage counter on the Attacking Pokemon.",,,,,,0.46,1.0,6.99,1.73,,Reverse Holofoil
84451,Cradily,Cradily,https://tcgplayer-cdn.tcgplayer.com/product/84451_200w.jpg,3,1392,https://cpt.tcgcsv.com/2PH,2026-02-16T20:23:26.467,1,3/100,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Super Suction Cups 
<br>As Long as Cradily is your Active Pokemon, your opponent's Pokemon can't Retreat.","[1] Lure Poison 
<br>Before using this effect, you may switch the Defending Pokemon with 1 of your opponent's Benched Pokemon, if any.  The Defending Pokemon is now Poisoned.","[2G] Spiral Drain (50) 
<br>Remove 2 damage counters from Cradily (remove 1 if there is only 1).",R,None,2,5.32,9.9,96.95,9.01,9.74,Holofoil
84451,Cradily,Cradily,https://tcgplayer-cdn.tcgplayer.com/product/84451_200w.jpg,3,1392,https://cpt.tcgcsv.com/2PH,2026-02-16T20:23:26.467,1,3/100,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Super Suction Cups 
<br>As Long as Cradily is your Active Pokemon, your opponent's Pokemon can't Retreat.","[1] Lure Poison 
<br>Before using this effect, you may switch the Defending Pokemon with 1 of your opponent's Benched Pokemon, if any.  The Defending Pokemon is now Poisoned.","[2G] Spiral Drain (50) 
<br>Remove 2 damage counters from Cradily (remove 1 if there is only 1).",R,None,2,8.0,10.24,11.9,8.0,,Reverse Holofoil
84545,Cyndaquil,Cyndaquil,https://tcgplayer-cdn.tcgplayer.com/product/84545_200w.jpg,3,1392,https://cpt.tcgcsv.com/WQH,2023-12-21T21:28:09.267,1,59/100,Common,Fire,50,Basic,,[1] Tackle (10),"[R] Singe 
<br>Flip a coin.  If heads, the Defending Pokemon is now Burned.",W,None,1,0.72,1.43,4.99,1.5,,Normal
84545,Cyndaquil,Cyndaquil,https://tcgplayer-cdn.tcgplayer.com/product/84545_200w.jpg,3,1392,https://cpt.tcgcsv.com/WQH,2023-12-21T21:28:09.267,1,59/100,Common,Fire,50,Basic,,[1] Tackle (10),"[R] Singe 
<br>Flip a coin.  If heads, the Defending Pokemon is now Burned.",W,None,1,12.25,32.5,49.99,17.85,,Reverse Holofoil
84736,Delcatty,Delcatty,https://tcgplayer-cdn.tcgplayer.com/product/84736_200w.jpg,3,1392,https://cpt.tcgcsv.com/LVH,2023-12-21T21:22:39.573,1,34/100,Uncommon,Colorless,80,Stage 1,,[2] Scratch (30),"[3] Ultra Energy Source (10x) 
<br>Does 10 damage times the number of basic Energy cards attached to all of the Active Pokemon <i>(both yours and your opponent's)</i>.",F,None,1,1.11,1.68,21.5,1.68,,Normal
84736,Delcatty,Delcatty,https://tcgplayer-cdn.tcgplayer.com/product/84736_200w.jpg,3,1392,https://cpt.tcgcsv.com/LVH,2023-12-21T21:22:39.573,1,34/100,Uncommon,Colorless,80,Stage 1,,[2] Scratch (30),"[3] Ultra Energy Source (10x) 
<br>Does 10 damage times the number of basic Energy cards attached to all of the Active Pokemon <i>(both yours and your opponent's)</i>.",F,None,1,4.19,7.99,12.99,5.47,,Reverse Holofoil
84887,Double Full Heal,Double Full Heal,https://tcgplayer-cdn.tcgplayer.com/product/84887_200w.jpg,3,1392,https://cpt.tcgcsv.com/MZH,2024-08-13T17:19:35.853,1,86/100,Uncommon,Item,,,Remove all Special Conditions from each of your Active Pokemon.,,,,,,0.13,0.35,20.38,0.37,,Normal
84887,Double Full Heal,Double Full Heal,https://tcgplayer-cdn.tcgplayer.com/product/84887_200w.jpg,3,1392,https://cpt.tcgcsv.com/MZH,2024-08-13T17:19:35.853,1,86/100,Uncommon,Item,,,Remove all Special Conditions from each of your Active Pokemon.,,,,,,0.88,2.14,3.56,2.26,,Reverse Holofoil
85008,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85008_200w.jpg,3,1392,https://cpt.tcgcsv.com/b0J,2025-12-01T22:43:40.907,1,60/100,Common,Colorless,50,Basic,,"[1] Strike and Run 
<br>Search your deck for up to 3 Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.  You may switch Dunsparce with 1 of your Benched Pokemon.","[1] Sudden Flash (10) 
<br>Flip a coin.  If heads, each Defending Pokemon is now Paralyzed.",F,None,1,0.6,1.37,21.52,1.64,4.49,Normal
85008,Dunsparce,Dunsparce,https://tcgplayer-cdn.tcgplayer.com/product/85008_200w.jpg,3,1392,https://cpt.tcgcsv.com/b0J,2025-12-01T22:43:40.907,1,60/100,Common,Colorless,50,Basic,,"[1] Strike and Run 
<br>Search your deck for up to 3 Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.  You may switch Dunsparce with 1 of your Benched Pokemon.","[1] Sudden Flash (10) 
<br>Flip a coin.  If heads, each Defending Pokemon is now Paralyzed.",F,None,1,1.0,4.53,5.75,3.85,,Reverse Holofoil
85024,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85024_200w.jpg,3,1392,https://cpt.tcgcsv.com/v0J,2023-12-21T21:13:08.6,1,4/100,Holo Rare,Psychic,70,Stage 1,,"[1P] Judgement 
<br>Flip 2 Coins.  If both of them are heads, the Defending Pokemon is Knocked Out.","[2P] Random Curse
<br>Put a total of 5 damage counters on all Defending Pokemon in any way you like.",D,F,1,20.98,22.38,38.99,22.77,,Holofoil
85024,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85024_200w.jpg,3,1392,https://cpt.tcgcsv.com/v0J,2023-12-21T21:13:08.6,1,4/100,Holo Rare,Psychic,70,Stage 1,,"[1P] Judgement 
<br>Flip 2 Coins.  If both of them are heads, the Defending Pokemon is Knocked Out.","[2P] Random Curse
<br>Put a total of 5 damage counters on all Defending Pokemon in any way you like.",D,F,1,14.29,20.24,30.73,21.75,,Reverse Holofoil
85044,Duskull - 61/100,Duskull 61 100,https://tcgplayer-cdn.tcgplayer.com/product/85044_200w.jpg,3,1392,https://cpt.tcgcsv.com/V0J,2023-12-21T21:28:41.587,1,61/100,Common,Psychic,40,Basic,,"[1] Surprise 
<br>Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.","[P] Confuse Ray
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",D,F,1,0.67,1.82,22.5,2.42,3.99,Normal
85044,Duskull - 61/100,Duskull 61 100,https://tcgplayer-cdn.tcgplayer.com/product/85044_200w.jpg,3,1392,https://cpt.tcgcsv.com/V0J,2023-12-21T21:28:41.587,1,61/100,Common,Psychic,40,Basic,,"[1] Surprise 
<br>Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.","[P] Confuse Ray
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",D,F,1,18.0,19.0,19.99,13.41,,Reverse Holofoil
85045,Duskull - 62/100,Duskull 62 100,https://tcgplayer-cdn.tcgplayer.com/product/85045_200w.jpg,3,1392,https://cpt.tcgcsv.com/W0J,2023-12-21T21:28:57.867,1,62/100,Common,Psychic,40,Basic,,"[P] Haunt 
<br>Put 1 damage counter on the Defending Pokemon.","[2] Dark Mind (10) 
<br>Does 10 damage to 1 of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",D,F,1,0.67,1.34,21.38,1.37,1.49,Normal
85045,Duskull - 62/100,Duskull 62 100,https://tcgplayer-cdn.tcgplayer.com/product/85045_200w.jpg,3,1392,https://cpt.tcgcsv.com/W0J,2023-12-21T21:28:57.867,1,62/100,Common,Psychic,40,Basic,,"[P] Haunt 
<br>Put 1 damage counter on the Defending Pokemon.","[2] Dark Mind (10) 
<br>Does 10 damage to 1 of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",D,F,1,18.71,29.12,109.99,20.15,,Reverse Holofoil
85073,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85073_200w.jpg,3,1392,https://cpt.tcgcsv.com/t2J,2023-12-21T21:29:59.913,1,63/100,Common,Colorless,50,Basic,,"[1] Signs of Evolution 
<br>Search your deck for up to 3 cards that evolve from Eevee, Show them to your opponent, and put them into your Hand.  Shuffle your deck afterward.","[1] Quick Attack (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",F,None,1,3.0,4.81,23.8,4.88,,Normal
85073,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85073_200w.jpg,3,1392,https://cpt.tcgcsv.com/t2J,2023-12-21T21:29:59.913,1,63/100,Common,Colorless,50,Basic,,"[1] Signs of Evolution 
<br>Search your deck for up to 3 cards that evolve from Eevee, Show them to your opponent, and put them into your Hand.  Shuffle your deck afterward.","[1] Quick Attack (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",F,None,1,55.47,70.0,199.99,52.83,,Reverse Holofoil
85100,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/85100_200w.jpg,3,1392,https://cpt.tcgcsv.com/03J,2023-12-21T21:30:09.983,1,64/100,Common,Grass,50,Basic,,"[1] Bind (10) 
<br>Flip a coin.  If heads the Defending Pokemon is now Paralyzed.",,P,None,1,0.18,0.5,20.5,0.48,0.53,Normal
85100,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/85100_200w.jpg,3,1392,https://cpt.tcgcsv.com/03J,2023-12-21T21:30:09.983,1,64/100,Common,Grass,50,Basic,,"[1] Bind (10) 
<br>Flip a coin.  If heads the Defending Pokemon is now Paralyzed.",,P,None,1,2.86,4.17,6.04,4.77,,Reverse Holofoil
85110,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/85110_200w.jpg,3,1392,https://cpt.tcgcsv.com/d3J,2025-12-01T22:44:34.593,1,35/100,Uncommon,Lightning,60,Basic,,"[1] Plasma 
<br>Flip a coin.  If heads, search your discard pile for a Lightning Energy card and attach it to Electabuzz.","[2L] Thunder Spear (40) 
<br>Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,1.34,1.74,3.98,1.83,2.99,Normal
85110,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/85110_200w.jpg,3,1392,https://cpt.tcgcsv.com/d3J,2025-12-01T22:44:34.593,1,35/100,Uncommon,Lightning,60,Basic,,"[1] Plasma 
<br>Flip a coin.  If heads, search your discard pile for a Lightning Energy card and attach it to Electabuzz.","[2L] Thunder Spear (40) 
<br>Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,12.4,12.63,25.0,12.37,,Reverse Holofoil
85169,Elekid,Elekid,https://tcgplayer-cdn.tcgplayer.com/product/85169_200w.jpg,3,1392,https://cpt.tcgcsv.com/p5J,2023-12-21T21:23:00.44,1,36/100,Uncommon,Lightning,40,Basic,"<b>Poke-POWER</b> Baby Evolution 
<br>Once during your turn <em>(before your attack)</em>, you may put a Electabuzz from your hand onto Elekid <em>(this counts as evolving Elekid)</em>,and remove all damage counters from Elekid.","[L] Gather Energy
<br>Search your deck for a basic Energy card and attach it to 1 of your Pokemon.  Shuffle your deck afterward.",,F,None,1,1.15,2.41,21.67,2.41,,Normal
85169,Elekid,Elekid,https://tcgplayer-cdn.tcgplayer.com/product/85169_200w.jpg,3,1392,https://cpt.tcgcsv.com/p5J,2023-12-21T21:23:00.44,1,36/100,Uncommon,Lightning,40,Basic,"<b>Poke-POWER</b> Baby Evolution 
<br>Once during your turn <em>(before your attack)</em>, you may put a Electabuzz from your hand onto Elekid <em>(this counts as evolving Elekid)</em>,and remove all damage counters from Elekid.","[L] Gather Energy
<br>Search your deck for a basic Energy card and attach it to 1 of your Pokemon.  Shuffle your deck afterward.",,F,None,1,7.68,22.0,24.0,9.22,,Reverse Holofoil
