productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRetreatCost,extCardText
83795,Bellossom,Bellossom,https://tcgplayer-cdn.tcgplayer.com/product/83795_200w.jpg,3,1396,https://cpt.tcgcsv.com/WwH,2026-02-17T11:11:41.347,1,003/111,Holo Rare,Grass,70,Stage 2,"[G] Sweet Nectar
<br>Flip a coin. If heads, remove all damage counters from 1 of your Pokémon.","[1GG] Flower Dance (30x)
<br>Does 30 damage times the number of cards with Bellossom in their names that you have in play <em>(including this one)</em>.",R,,14.2,20.99,59.99,23.56,59.99,Unlimited Holofoil,2,
83812,Berry,Berry,https://tcgplayer-cdn.tcgplayer.com/product/83812_200w.jpg,3,1396,https://cpt.tcgcsv.com/gxH,2025-02-05T21:05:28.75,1,099/111,Common,Tool,,,,,,,0.2,0.64,4.99,0.64,,1st Edition,,"Attach Berry to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
At any time between turns, if there are at least 2 damage counters on the Pokémon Berry is attached to, you may remove 2 of them and discard Berry. At the start of each turn, if there are at least 2 damage counters on the Pokémon Berry is attached to, remove 2 of them and discard Berry."
83812,Berry,Berry,https://tcgplayer-cdn.tcgplayer.com/product/83812_200w.jpg,3,1396,https://cpt.tcgcsv.com/gxH,2025-02-05T21:05:28.75,1,099/111,Common,Tool,,,,,,,0.09,0.3,20.29,0.39,0.35,Unlimited,,"Attach Berry to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
At any time between turns, if there are at least 2 damage counters on the Pokémon Berry is attached to, you may remove 2 of them and discard Berry. At the start of each turn, if there are at least 2 damage counters on the Pokémon Berry is attached to, remove 2 of them and discard Berry."
83841,Bill's Teleporter,Bills Teleporter,https://tcgplayer-cdn.tcgplayer.com/product/83841_200w.jpg,3,1396,https://cpt.tcgcsv.com/RxH,2025-02-05T21:05:28.797,1,091/111,Uncommon,Item,,,,,,,0.44,1.0,4.99,1.12,,1st Edition,,"Flip a coin. If heads, draw 4 cards."
83841,Bill's Teleporter,Bills Teleporter,https://tcgplayer-cdn.tcgplayer.com/product/83841_200w.jpg,3,1396,https://cpt.tcgcsv.com/RxH,2025-02-05T21:05:28.797,1,091/111,Uncommon,Item,,,,,,,0.15,0.45,5.99,0.51,,Unlimited,,"Flip a coin. If heads, draw 4 cards."
84098,Card-Flip Game (Goldenrod Game Corner),Card Flip Game Goldenrod Game Corner,https://tcgplayer-cdn.tcgplayer.com/product/84098_200w.jpg,3,1396,https://cpt.tcgcsv.com/-FH,2026-02-13T20:29:56.457,1,092/111,Uncommon,Item,,,,,,,0.75,1.41,3.99,1.62,,1st Edition,,"Choose 1 of your opponent's face-down Prizes. Guess whether it is an Energy card, a Trainer card, or a Pokémon (Basic or Evolution) card. Flip the card face up <em>(and leave it face up)</em>. If you guessed right, draw 2 cards."
84098,Card-Flip Game (Goldenrod Game Corner),Card Flip Game Goldenrod Game Corner,https://tcgplayer-cdn.tcgplayer.com/product/84098_200w.jpg,3,1396,https://cpt.tcgcsv.com/-FH,2026-02-13T20:29:56.457,1,092/111,Uncommon,Item,,,,,,,0.46,0.82,20.68,0.88,1.01,Unlimited,,"Choose 1 of your opponent's face-down Prizes. Guess whether it is an Energy card, a Trainer card, or a Pokémon (Basic or Evolution) card. Flip the card face up <em>(and leave it face up)</em>. If you guessed right, draw 2 cards."
84272,Chikorita (53),Chikorita 53,https://tcgplayer-cdn.tcgplayer.com/product/84272_200w.jpg,3,1396,https://cpt.tcgcsv.com/sKH,2026-03-09T15:13:59.597,1,53/111,Common,Grass,40,Basic,[1] Tackle (10),"[G] Deflector
<br>During your opponent's next turn, whenever Chikorita takes damage, divide that damage in half (rounded down to the nearest 10). <em>(Any other effects still happen.)</em>",R,,2.0,3.67,96.95,5.88,4.43,1st Edition,1,
84272,Chikorita (53),Chikorita 53,https://tcgplayer-cdn.tcgplayer.com/product/84272_200w.jpg,3,1396,https://cpt.tcgcsv.com/sKH,2026-03-09T15:13:59.597,1,53/111,Common,Grass,40,Basic,[1] Tackle (10),"[G] Deflector
<br>During your opponent's next turn, whenever Chikorita takes damage, divide that damage in half (rounded down to the nearest 10). <em>(Any other effects still happen.)</em>",R,,0.41,0.99,19.99,1.49,,Unlimited,1,
84273,Chikorita (54),Chikorita 54,https://tcgplayer-cdn.tcgplayer.com/product/84273_200w.jpg,3,1396,https://cpt.tcgcsv.com/tKH,2026-03-09T15:14:45.147,1,054/111,Common,Grass,50,Basic,"[1] Growl
<br>If the Defending Pokémon attacks Chikorita during your opponent's next turn, any damage done to Chikorita is reduced by 10 <em>(before applying Weakness and Resistance)</em>. <em>(Benching or evolving either Pokemon ends this effect.)</em>",[1G] Razor Leaf (20),R,,2.75,4.06,29.99,4.6,4.6,1st Edition,1,
84273,Chikorita (54),Chikorita 54,https://tcgplayer-cdn.tcgplayer.com/product/84273_200w.jpg,3,1396,https://cpt.tcgcsv.com/tKH,2026-03-09T15:14:45.147,1,054/111,Common,Grass,50,Basic,"[1] Growl
<br>If the Defending Pokémon attacks Chikorita during your opponent's next turn, any damage done to Chikorita is reduced by 10 <em>(before applying Weakness and Resistance)</em>. <em>(Benching or evolving either Pokemon ends this effect.)</em>",[1G] Razor Leaf (20),R,,0.56,1.03,96.95,1.9,2.01,Unlimited,1,
84300,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84300_200w.jpg,3,1396,https://cpt.tcgcsv.com/0LH,2025-11-25T22:36:51.343,1,055/111,Common,Lightning,50,Basic,"[L] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[W] Flail (10x)
<br>Does 10 damage times the number of damage counters on Chinchou.",F,,0.89,1.74,7.99,1.78,,1st Edition,1,
84300,Chinchou,Chinchou,https://tcgplayer-cdn.tcgplayer.com/product/84300_200w.jpg,3,1396,https://cpt.tcgcsv.com/0LH,2025-11-25T22:36:51.343,1,055/111,Common,Lightning,50,Basic,"[L] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[W] Flail (10x)
<br>Does 10 damage times the number of damage counters on Chinchou.",F,,0.24,0.45,20.36,0.52,,Unlimited,1,
84352,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84352_200w.jpg,3,1396,https://cpt.tcgcsv.com/3MH,2023-06-09T14:35:32.86,1,030/111,Uncommon,Colorless,50,Basic,"[2] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.","[3] Squaredance
<br>Flip a number of coins equal to the total number of Pokémon in play. For each heads, you may search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",F,P-30,3.98,5.99,19.99,5.61,,1st Edition,1,
84352,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/84352_200w.jpg,3,1396,https://cpt.tcgcsv.com/3MH,2023-06-09T14:35:32.86,1,030/111,Uncommon,Colorless,50,Basic,"[2] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.","[3] Squaredance
<br>Flip a number of coins equal to the total number of Pokémon in play. For each heads, you may search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",F,P-30,1.5,3.0,21.77,3.15,3.15,Unlimited,1,
84362,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84362_200w.jpg,3,1396,https://cpt.tcgcsv.com/gMH,2023-02-10T20:01:10.84,1,020/111,Rare,Colorless,30,Basic,"[1] Eeeeeeek
<br>Shuffle your hand into your deck, then draw 7 cards.",,,,18.37,20.05,24.99,16.89,,1st Edition,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
84362,Cleffa,Cleffa,https://tcgplayer-cdn.tcgplayer.com/product/84362_200w.jpg,3,1396,https://cpt.tcgcsv.com/gMH,2023-02-10T20:01:10.84,1,020/111,Rare,Colorless,30,Basic,"[1] Eeeeeeek
<br>Shuffle your hand into your deck, then draw 7 cards.",,,,7.4,11.65,4321.0,11.94,,Unlimited,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
84495,Croconaw (31),Croconaw 31,https://tcgplayer-cdn.tcgplayer.com/product/84495_200w.jpg,3,1396,https://cpt.tcgcsv.com/WPH,2026-01-15T12:40:24.593,1,031/111,Uncommon,Water,70,Stage 1,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1WW] Jaw Clamp (30)
<br>Until the end of your opponent's next turn, as long as Croconaw is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing.",G,,3.55,5.14,96.95,5.64,96.95,1st Edition,2,
84495,Croconaw (31),Croconaw 31,https://tcgplayer-cdn.tcgplayer.com/product/84495_200w.jpg,3,1396,https://cpt.tcgcsv.com/WPH,2026-01-15T12:40:24.593,1,031/111,Uncommon,Water,70,Stage 1,"[1] Screech
<br>Until the end of your next turn, if an attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, that attack does 20 more damage to the Defending Pokémon.","[1WW] Jaw Clamp (30)
<br>Until the end of your opponent's next turn, as long as Croconaw is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing.",G,,0.64,2.05,96.95,3.13,4.42,Unlimited,2,
84496,Croconaw (32),Croconaw 32,https://tcgplayer-cdn.tcgplayer.com/product/84496_200w.jpg,3,1396,https://cpt.tcgcsv.com/XPH,2026-01-15T12:41:04.227,1,032/111,Uncommon,Water,80,Stage 1,[2] Tackle (20),"[1WW] Sweep Away (50)
<br>Discard the top 3 cards from your deck.",G,,2.19,4.37,12.5,4.57,,1st Edition,2,
84496,Croconaw (32),Croconaw 32,https://tcgplayer-cdn.tcgplayer.com/product/84496_200w.jpg,3,1396,https://cpt.tcgcsv.com/XPH,2026-01-15T12:41:04.227,1,032/111,Uncommon,Water,80,Stage 1,[2] Tackle (20),"[1WW] Sweep Away (50)
<br>Discard the top 3 cards from your deck.",G,,0.43,1.0,4.99,1.44,1.35,Unlimited,2,
84543,Cyndaquil (56),Cyndaquil 56,https://tcgplayer-cdn.tcgplayer.com/product/84543_200w.jpg,3,1396,https://cpt.tcgcsv.com/TQH,2025-11-25T22:40:38.263,1,056/111,Common,Fire,40,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack Cyndaquil during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>","[1R] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",W,,5.0,16.41,96.95,16.74,57.13,1st Edition,1,
84543,Cyndaquil (56),Cyndaquil 56,https://tcgplayer-cdn.tcgplayer.com/product/84543_200w.jpg,3,1396,https://cpt.tcgcsv.com/TQH,2025-11-25T22:40:38.263,1,056/111,Common,Fire,40,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack Cyndaquil during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>","[1R] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",W,,0.3,1.23,9.99,1.67,,Unlimited,1,
84544,Cyndaquil (57),Cyndaquil 57,https://tcgplayer-cdn.tcgplayer.com/product/84544_200w.jpg,3,1396,https://cpt.tcgcsv.com/VQH,2025-11-25T22:41:35.783,1,057/111,Common,Fire,50,Basic,"[R] Fireworks (20)
<br>Flip a coin. If tails, discard 1 Energy card attached to Cyndaquil.","[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",W,,5.25,13.65,96.95,11.41,7.93,1st Edition,1,
84544,Cyndaquil (57),Cyndaquil 57,https://tcgplayer-cdn.tcgplayer.com/product/84544_200w.jpg,3,1396,https://cpt.tcgcsv.com/VQH,2025-11-25T22:41:35.783,1,057/111,Common,Fire,50,Basic,"[R] Fireworks (20)
<br>Flip a coin. If tails, discard 1 Energy card attached to Cyndaquil.","[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",W,,0.25,0.86,3.99,1.84,2.22,Unlimited,1,
84695,Darkness Energy,Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/84695_200w.jpg,3,1396,https://cpt.tcgcsv.com/WTH,2025-11-25T23:04:12.5,1,104/111,Rare,Special Energy,,,,,,,5.5,7.19,13.49,8.92,,1st Edition,,"If the Pokémon Darkness Energy is attached to damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, the attack does 10 more damage to the Defending Pokémon. At the end of every turn, put 1 damage counter on the Pokémon Darkness Energy is attached to, unless it's Darkness or has Dark in its name. Darkness Energy provides Darkness Energy. <em>(Doesn't count as a basic Energy card.)</em>"
84695,Darkness Energy,Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/84695_200w.jpg,3,1396,https://cpt.tcgcsv.com/WTH,2025-11-25T23:04:12.5,1,104/111,Rare,Special Energy,,,,,,,2.75,4.68,145.43,5.32,96.95,Unlimited,,"If the Pokémon Darkness Energy is attached to damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, the attack does 10 more damage to the Defending Pokémon. At the end of every turn, put 1 damage counter on the Pokémon Darkness Energy is attached to, unless it's Darkness or has Dark in its name. Darkness Energy provides Darkness Energy. <em>(Doesn't count as a basic Energy card.)</em>"
84872,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84872_200w.jpg,3,1396,https://cpt.tcgcsv.com/sZH,2023-06-26T10:00:24.657,1,021/111,Rare,Fighting,70,Stage 1,"[F] Flail (10x)
<br>Does 10 damage times the number of damage counters on Donphan.","[FFF] Rapid Spin (50)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with his or her Active Pokémon, then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",G,L-30,4.0,5.61,96.95,5.48,4.49,1st Edition,3,
84872,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84872_200w.jpg,3,1396,https://cpt.tcgcsv.com/sZH,2023-06-26T10:00:24.657,1,021/111,Rare,Fighting,70,Stage 1,"[F] Flail (10x)
<br>Does 10 damage times the number of damage counters on Donphan.","[FFF] Rapid Spin (50)
<br>If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with his or her Active Pokémon, then, if you have any Benched Pokémon, you switch 1 of them with your Active Pokémon. <em>(Do the damage before switching the Pokémon.)</em>",G,L-30,2.11,3.33,34.49,3.49,29.99,Unlimited,3,
84891,Double Gust,Double Gust,https://tcgplayer-cdn.tcgplayer.com/product/84891_200w.jpg,3,1396,https://cpt.tcgcsv.com/RZH,2026-03-09T15:41:22.787,1,100/111,Common,Trainer,,,,,,,0.87,1.93,96.95,1.98,96.95,1st Edition,,"If you have any Benched Pokémon, your opponent chooses 1 of them and switches it with your Active Pokémon. Then, if your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon."
84891,Double Gust,Double Gust,https://tcgplayer-cdn.tcgplayer.com/product/84891_200w.jpg,3,1396,https://cpt.tcgcsv.com/RZH,2026-03-09T15:41:22.787,1,100/111,Common,Trainer,,,,,,,0.5,1.02,21.38,1.38,2.11,Unlimited,,"If you have any Benched Pokémon, your opponent chooses 1 of them and switches it with your Active Pokémon. Then, if your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon."
85066,Ecogym,Ecogym,https://tcgplayer-cdn.tcgplayer.com/product/85066_200w.jpg,3,1396,https://cpt.tcgcsv.com/l2J,2025-11-25T22:44:59.773,1,084/111,Rare,Stadium,,,,,,,2.49,3.5,10.97,4.04,,1st Edition,,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
Whenever an attack, Pokémon Power, or Trainer card discards another player's non-Colorless Energy card from a Pokémon, return that Energy card to its owner's hand. <em>(Energy cards that are discarded when that Pokémon is Knocked Out don't count.)</em>"
85066,Ecogym,Ecogym,https://tcgplayer-cdn.tcgplayer.com/product/85066_200w.jpg,3,1396,https://cpt.tcgcsv.com/l2J,2025-11-25T22:44:59.773,1,084/111,Rare,Stadium,,,,,,,1.3,2.4,7.14,3.05,3.52,Unlimited,,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
Whenever an attack, Pokémon Power, or Trainer card discards another player's non-Colorless Energy card from a Pokémon, return that Energy card to its owner's hand. <em>(Energy cards that are discarded when that Pokémon is Knocked Out don't count.)</em>"
85109,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/85109_200w.jpg,3,1396,https://cpt.tcgcsv.com/c3J,2026-01-15T12:42:12.583,1,033/111,Uncommon,Lightning,70,Basic,[2] Punch (20),"[LLL] Swift (30)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",F,,2.29,2.98,39.99,2.88,,1st Edition,1,
85109,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/85109_200w.jpg,3,1396,https://cpt.tcgcsv.com/c3J,2026-01-15T12:42:12.583,1,033/111,Uncommon,Lightning,70,Basic,[2] Punch (20),"[LLL] Swift (30)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",F,,0.49,0.99,6.99,1.08,0.81,Unlimited,1,
85168,Elekid,Elekid,https://tcgplayer-cdn.tcgplayer.com/product/85168_200w.jpg,3,1396,https://cpt.tcgcsv.com/n5J,2024-12-20T20:09:04.97,1,022/111,Rare,Lightning,30,Baby,,,,,5.0,8.99,39.99,15.46,,1st Edition,,"<strong>Pokémon Power: Playful Punch</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, do 20 damage to your opponent's Active Pokémon. <em>(Apply Weakness and Resistance.)</em> Either way, this ends your turn. This power can't be used if Elekid is Asleep, Confused, or Paralyzed.
<br><br>
<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
