productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
527895,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/527895_200w.jpg,3,23323,https://cpt.tcgcsv.com/W9f6,2024-07-18T16:15:29.107,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.69,4.98,9999.0,3.86,,Holofoil,010/034,Classic Collection,Fighting,120,Basic,[4] Land Crush (120),Gx2,None,4,
527898,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/527898_200w.jpg,3,23323,https://cpt.tcgcsv.com/-9f6,2025-11-04T03:12:34.923,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",6.5,9.75,9999.0,8.64,,Holofoil,011/034,Classic Collection,Fighting,120,Basic,[2] Low Sweep (40),Px2,None,1,"[1FF] Link Attack (80+)
<br>If Hitmonchan is on your Bench, this attack does 80 more damage."
527899,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/527899_200w.jpg,3,23323,https://cpt.tcgcsv.com/_9f6,2024-07-18T16:14:17.89,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",4.59,7.46,9999.0,6.49,4.97,Holofoil,012/034,Classic Collection,Fighting,120,Basic,"[F] Coordinated Beatdown (20+)
<br>If Hitmonlee is on your Bench, this attack does 20 more damage.",Px2,None,1,[FF] Mach Cross (60)
527900,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/527900_200w.jpg,3,23323,https://cpt.tcgcsv.com/0bf6,2024-07-18T16:13:23.727,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.4,0.74,2.99,0.57,0.74,Holofoil,013/034,Classic Collection,Colorless,60,Basic,"[1] Double Stab (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",Lx2,F-20,1,"[2] Doduo Delivery
<br>Draw 2 cards."
527901,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/527901_200w.jpg,3,23323,https://cpt.tcgcsv.com/2bf6,2024-07-18T16:13:18.78,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>[Poké-BODY] Retreat Aid</strong>
<br>As long as This Pokémon is on your Bench, your Active Pokémon's Retreat Cost is [2] less.",0.5,1.15,96.95,1.18,1.96,Holofoil,014/034,Classic Collection,Colorless,80,Stage 1,"[2] Incessant Peck (20+) 
<br>Flip a coin until you get tails. This attack does 20 damage plus 20 more damage for each heads.",Lx2,F-20,1,
527902,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/527902_200w.jpg,3,23323,https://cpt.tcgcsv.com/3bf6,2026-01-15T02:04:50.39,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",4.87,7.07,9999.0,6.11,9.99,Holofoil,015/034,Classic Collection,Colorless,120,Basic,"[2] Scrunch
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks.",Fx2,P-30,1,"[4] Double-edge (80)
<br>This Pokémon also does 80 damage to itself."
527903,Snorlax,Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/527903_200w.jpg,3,23323,https://cpt.tcgcsv.com/5bf6,2024-07-18T16:18:15.993,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",7.36,39.99,9999.0,10.29,24.99,Holofoil,016/034,Classic Collection,Colorless,150,Basic,"[1] Collect
<br>Draw 2 cards.",Fx2,None,4,"[3] Collapse (120)
<br>This Pokemon is now Asleep."
527905,Lugia ex,Lugia ex,https://tcgplayer-cdn.tcgplayer.com/product/527905_200w.jpg,3,23323,https://cpt.tcgcsv.com/7bf6,2025-11-25T20:47:21.827,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.52,1.3,15.99,1.3,1.12,Holofoil,017/034,Classic Collection,Colorless,230,Basic,"[2] Rising Wind (30)
<br>Search your deck for a Basic Energy card and attach it to this Pokemon. Then, shuffle your deck.",Lx2,F-30,2,"[4] Aero Break (200)
<br>This Pokemon also does 30 damage to itself."
527907,Bill (CLV),Bill CLV,https://tcgplayer-cdn.tcgplayer.com/product/527907_200w.jpg,3,23323,https://cpt.tcgcsv.com/9bf6,2024-07-18T16:09:35.447,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Draw 2 cards.
<br>You may only play 1 Supporter card during your turn.",0.07,0.29,4.95,0.27,0.2,Holofoil,018/034,Classic Collection,Supporter,0,Supporter,,,,,
527908,Boss's Orders (CLV),Bosss Orders CLV,https://tcgplayer-cdn.tcgplayer.com/product/527908_200w.jpg,3,23323,https://cpt.tcgcsv.com/bbf6,2024-07-18T16:12:15.21,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch in 1 of your opponent's Benched Pokémon to the Active Spot.
<br>
You may play only 1 Supporter card during your turn.",0.65,0.99,2.99,0.89,,Holofoil,019/034,Classic Collection,Supporter,,,,,,,
527909,Computer Search (CLV),Computer Search CLV,https://tcgplayer-cdn.tcgplayer.com/product/527909_200w.jpg,3,23323,https://cpt.tcgcsv.com/cbf6,2024-07-18T16:13:10.927,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a card and put it into your hand. Then, shuffle your deck.
<br><br>You may play any number of Item cards during your turn.",0.17,0.39,1.99,0.34,,Holofoil,020/034,Classic Collection,Trainer,,,,,,,
527910,Poke Ball (CLV),Poke Ball CLV,https://tcgplayer-cdn.tcgplayer.com/product/527910_200w.jpg,3,23323,https://cpt.tcgcsv.com/dbf6,2024-07-18T16:16:02.49,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Flip a coin. If heads, search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>
<br>You may play any number of Item cards during your turn.",0.08,0.25,4.99,0.22,0.2,Holofoil,021/034,Classic Collection,Item,,,,,,,
527911,Pokemon Fan Club (CLV),Pokemon Fan Club CLV,https://tcgplayer-cdn.tcgplayer.com/product/527911_200w.jpg,3,23323,https://cpt.tcgcsv.com/fbf6,2024-07-18T16:16:35.05,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Search your deck for up to 2 Basic Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.
<br>
<br>You may play only 1 Supporter card during your turn (before your attack)",0.15,0.3,2.0,0.28,,Holofoil,022/034,Classic Collection,Supporter,,,,,,,
527912,Pokemon Nurse,Pokemon Nurse,https://tcgplayer-cdn.tcgplayer.com/product/527912_200w.jpg,3,23323,https://cpt.tcgcsv.com/gbf6,2025-10-23T11:35:57.797,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can play only one Supporter card each turn.
<br>
<br>Heal all damage from 1 of your Pokémon. If you healed any damage in this way, discard all Energy from that Pokémon.",0.89,2.0,5.29,2.24,3.97,Holofoil,023/034,Classic Collection,Supporter,,,,,,,
527913,Professor Oak (CLV),Professor Oak CLV,https://tcgplayer-cdn.tcgplayer.com/product/527913_200w.jpg,3,23323,https://cpt.tcgcsv.com/hbf6,2024-07-18T16:17:07.117,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Discard your hand, then draw 7 cards.
<br>
<br>You may play only 1 Supporter card during your turn",0.09,0.3,15.0,0.26,0.25,Holofoil,024/034,Classic Collection,Trainer,,,,,,,
527916,Rare Candy (CLV),Rare Candy CLV,https://tcgplayer-cdn.tcgplayer.com/product/527916_200w.jpg,3,23323,https://cpt.tcgcsv.com/lbf6,2024-07-18T16:17:37.077,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Choose 1 of your Basic Pokemon in play. If you have a Stage 2 card in your hand that evolves from that Pokemon, put that card on the Basic Pokemon to evolve it, skipping the stage 1. You can't use this card during your first turn or on a Basic Pokemon that was put into play this turn.
<br>
<br>You may play any number of Item cards during your turn.",0.2,0.36,1.99,0.33,,Holofoil,025/034,Classic Collection,Item,,,,,,,
527917,Rocket's Admin. (CLV),Rockets Admin CLV,https://tcgplayer-cdn.tcgplayer.com/product/527917_200w.jpg,3,23323,https://cpt.tcgcsv.com/mbf6,2025-11-11T03:29:29.487,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You may play only one Supporter card each turn.
<br>
<br>Each player shuffles his or her hand into their deck.  Then, each player draws a card for each of their remaining Prize cards.",0.13,0.3,3.99,0.3,0.25,Holofoil,026/034,Classic Collection,Supporter,,,,,,,
527918,Sun Seed,Sun Seed,https://tcgplayer-cdn.tcgplayer.com/product/527918_200w.jpg,3,23323,https://cpt.tcgcsv.com/nbf6,2026-03-06T16:27:31.433,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
The attacks by the Venusaur this card is attached to do 100 more damage to your opponent’s Active Pokémon <em>(before applying Weakness and Resistance).</em>",0.01,0.25,9999.0,0.22,0.13,Holofoil,027/034,Classic Collection,Tool,,,,,,,
527919,Super Rod (CLV),Super Rod CLV,https://tcgplayer-cdn.tcgplayer.com/product/527919_200w.jpg,3,23323,https://cpt.tcgcsv.com/pbf6,2024-07-18T16:19:29.88,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Shuffle up to 3 in any combination of Pokémon and Basic Energy cards from your discard pile into your deck.
<br>
You may play any number of Item cards during your turn.",0.25,0.5,2.02,0.48,,Holofoil,028/034,Classic Collection,Item,,,,,,,
527920,Switch (CLV),Switch CLV,https://tcgplayer-cdn.tcgplayer.com/product/527920_200w.jpg,3,23323,https://cpt.tcgcsv.com/qbf6,2024-07-18T16:19:54.87,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch your Active Pokémon with 1 of your Benched Pokémon.
<br>
You may play as many Item cards as you like during your turn.",0.09,0.25,4.49,0.23,0.23,Holofoil,029/034,Classic Collection,Item,,,,,,,
527921,Ultra Ball (CLV),Ultra Ball CLV,https://tcgplayer-cdn.tcgplayer.com/product/527921_200w.jpg,3,23323,https://cpt.tcgcsv.com/rbf6,2024-07-18T16:20:14.83,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>You may play any number of Item cards during your turn.",0.11,0.34,3.89,0.32,0.31,Holofoil,030/034,Classic Collection,Trainer — Item,,,,,,,
527924,Basic Grass Energy,Basic Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/527924_200w.jpg,3,23323,https://cpt.tcgcsv.com/vbf6,2025-10-31T18:48:37.97,1,,0.4,0.6,1.99,0.47,0.47,Holofoil,033/034,Classic Collection,Basic Energy,,,,,,,
527925,Basic Fighting Energy,Basic Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/527925_200w.jpg,3,23323,https://cpt.tcgcsv.com/wbf6,2025-10-31T18:48:37.837,1,,0.35,0.56,2.22,0.44,,Holofoil,034/034,Classic Collection,Basic Energy,,,,,,,
527926,Double Colorless Energy (CLV),Double Colorless Energy CLV,https://tcgplayer-cdn.tcgplayer.com/product/527926_200w.jpg,3,23323,https://cpt.tcgcsv.com/xbf6,2025-10-31T18:48:38.403,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
As long as this card is attached to a Pokémon, it provides [2] Energy",0.2,0.55,5.8,0.51,0.56,Holofoil,032/034,Classic Collection,Special Energy,,,,,,,
527936,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/527936_200w.jpg,3,23323,https://cpt.tcgcsv.com/Lbf6,2024-07-18T16:12:38.35,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",12.94,17.88,9999.0,16.12,18.96,Holofoil,001/034,Classic Collection,Fire,50,Basic,[1] Scratch (10),Wx2,None,1,"[1R] Ember (30)
<br>Discard 1 Fire Energy card attached to Charmander in order to use this attack."
527937,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/527937_200w.jpg,3,23323,https://cpt.tcgcsv.com/Mbf6,2026-02-05T12:18:06.943,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",3.79,5.97,9999.0,5.38,5.96,Holofoil,002/034,Classic Collection,Fire,80,Stage 1,[3] Slash (30),W,None,1,"[1RR] Flamethrower (50)
<br>Discard 1 Fire Energy card attached to Charmeleon in order to use this attack."
527938,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/527938_200w.jpg,3,23323,https://cpt.tcgcsv.com/Nbf6,2024-07-18T16:12:34.673,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>Pokémon Power: Energy Burn</strong> All Energy attached to this Pokémon are Fire Energy instead of their usual type. This Pokémon Power stops working if this Pokémon is Asleep, Confused, or Paralyzed.",158.47,174.99,500.0,136.66,,Holofoil,003/034,Classic Collection,Fire,120,Stage 2,"[RRRR] Fire Spin (100)
<br>Discard 2 Energy from this Pokémon.",W,F-30,3,
527939,Ponyta,Ponyta,https://tcgplayer-cdn.tcgplayer.com/product/527939_200w.jpg,3,23323,https://cpt.tcgcsv.com/Pbf6,2024-07-18T16:16:44.507,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.5,3.08,96.95,2.54,4.96,Holofoil,004/034,Classic Collection,Fire,60,Basic,[R] Flame Tail (20),Wx2,None,1,
527940,Rapidash,Rapidash,https://tcgplayer-cdn.tcgplayer.com/product/527940_200w.jpg,3,23323,https://cpt.tcgcsv.com/Qbf6,2024-07-18T16:17:13,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.99,2.0,96.95,1.76,,Holofoil,005/034,Classic Collection,Fire,100,Stage 1,[R] Combustion (30),Wx2,None,1,"[1R] Ring of Fire (50)
<br>Your opponent's Active Pokémon is now Burned. It can't retreat during your opponent's next turn."
527941,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/527941_200w.jpg,3,23323,https://cpt.tcgcsv.com/Rbf6,2024-07-18T16:15:11.137,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",1.5,2.98,9999.0,2.58,3.96,Holofoil,006/034,Classic Collection,Fire,70,Basic,"[R] Smokescreen (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",W,None,1,"[RR] Smog (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned."
527942,Ho-oh ex,Ho oh ex,https://tcgplayer-cdn.tcgplayer.com/product/527942_200w.jpg,3,23323,https://cpt.tcgcsv.com/Sbf6,2025-10-31T18:48:38.293,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.25,0.75,10.5,0.65,0.66,Holofoil,007/034,Classic Collection,Fire,220,Basic,"[R] Phoenix Breath
<br>Attach up to 2 Basic Energy cards from your discard pile to your Pokemon in any way you like.",Wx2,None,2,"[2RR] Eternal Blaze (180)
<br>During your next turn, this Pokemon can't attack."
527943,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/527943_200w.jpg,3,23323,https://cpt.tcgcsv.com/Tbf6,2024-07-18T16:15:37.5,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",22.95,40.0,100.0,25.57,39.97,Holofoil,008/034,Classic Collection,Lightning,40,Basic,[1] Gnaw (10),F,,1,"[1L] Thunder Jolt (30)
<br>Flip a coin. If tails, this Pokémon does 10 damage to itself."
527944,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/527944_200w.jpg,3,23323,https://cpt.tcgcsv.com/Vbf6,2024-07-18T16:17:10.25,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",3.34,5.0,9999.0,3.32,7.96,Holofoil,009/034,Classic Collection,Lightning,130,Stage 1,[1] Pain-full Punch (40),Fx2,None,1,[1LL] Mach Bolt (120)
527945,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/527945_200w.jpg,3,23323,https://cpt.tcgcsv.com/Wbf6,2024-07-18T16:20:49.35,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.58,1.0,4.68,0.74,0.73,Holofoil,010/034,Classic Collection,Lightning,40,Basic,[1] Tackle (10),F,None,1,
527946,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/527946_200w.jpg,3,23323,https://cpt.tcgcsv.com/Xbf6,2026-02-05T12:32:38.697,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>Pokémon Power: Buzzap</strong> Once during your turn, you may Knock Out this Pokémon and attach it to 1 of your other Pokémon as a Special Energy card. While this card is attached to a Pokémon, it provides every type of Energy but provides only 2 Energy at a time. This Pokémon Power can't be used if this Pokémon is Asleep, Confused or Paralyzed.",1.75,3.2,9999.0,2.48,3.97,Holofoil,011/034,Classic Collection,Lightning,80,Stage 1,"[LLL] Electric Shock (50)
<br>Flip a coin. If tails, this Pokémon does 10 damage to itself.",F,None,1,
527947,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/527947_200w.jpg,3,23323,https://cpt.tcgcsv.com/Zbf6,2024-07-18T16:21:30.973,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.47,3.99,96.95,3.18,,Holofoil,012/034,Classic Collection,Lightning,120,Basic,"[L] Thunder Shock (20)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Lx2,F-20,1,[4] Drill Peck (120)
527948,Clefairy,Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/527948_200w.jpg,3,23323,https://cpt.tcgcsv.com/-bf6,2024-07-18T16:12:48.973,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",4.99,6.61,9999.0,5.31,,Holofoil,013/034,Classic Collection,Colorless,40,Basic,"[1] Sing
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Asleep.",F,P-30,1,"[3] Metronome
<br>Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack."
527949,Clefable,Clefable,https://tcgplayer-cdn.tcgplayer.com/product/527949_200w.jpg,3,23323,https://cpt.tcgcsv.com/_bf6,2024-07-18T16:12:45.38,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",3.95,5.99,9999.0,4.98,,Holofoil,014/034,Classic Collection,Colorless,70,Stage 1,"[1] Metronome
<br>Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.",F,P-30,2,"[2] Minimize
<br>During your opponent's next turn, this Pokémon takes 20 less damage from attacks <em>(after applying Weakness and Resistance).</em>"
527950,Stantler,Stantler,https://tcgplayer-cdn.tcgplayer.com/product/527950_200w.jpg,3,23323,https://cpt.tcgcsv.com/0cf6,2024-07-18T16:18:21.707,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.25,0.56,4.39,0.52,0.74,Holofoil,016/034,Classic Collection,Colorless,70,Basic,"[0] Lead
<br>
Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.",F+20,None,1,"[2] Frighten Horn (20)
<br>
If your opponent's Active Pokémon is a Basic Pokémon, it is now Confused."
527951,Miltank,Miltank,https://tcgplayer-cdn.tcgplayer.com/product/527951_200w.jpg,3,23323,https://cpt.tcgcsv.com/2cf6,2026-03-16T11:37:54.983,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.25,1.1,4.68,1.03,1.24,Holofoil,017/034,Classic Collection,Colorless,90,Basic,"[0] Healing Milk
<br>
Choose 1 of your Pokémon, and then flip 2 coins. For each heads, heal 30 damage from that Pokémon.",F+20,None,2,"[2] Continuous Tumble (20x)
<br>
Flip a coin until you get tails. This attack does 20 damage for each heads."
