productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance,extAttack4,extAttack3
144668,Gallade - 61/135 (Cosmos Holo),Gallade 61 135 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/144668_200w.jpg,3,2289,https://cpt.tcgcsv.com/nT92,2022-09-15T19:45:19.997,1,061/135,Promo,Psychic,140,Stage 2,"[2] Powerful Storm (20x)
<br>
Does 20 damage times the amount of Energy attached to all of your Pokémon.","[2P] Swift Lunge (80)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",Px2,2,1.56,1.61,4.74,4.09,,Holofoil,,,,
145864,Latias - 9/20 (Dragon Vault),Latias 9 20 Dragon Vault,https://tcgplayer-cdn.tcgplayer.com/product/145864_200w.jpg,3,2289,https://cpt.tcgcsv.com/jmb2,2022-09-26T15:30:49.1,1,009/020,Promo,Dragon,100,Basic,"[1] Energy Assist
<br>
Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.","[RP] Sky Heal (40)
<br>
If Latios is on your Bench, heal 20 damage from this Pokémon.",Ox2,1,8.37,15.4,29.99,19.92,,Holofoil,,,,
145865,Latios - 10/20 (Dragon Vault),Latios 10 20 Dragon Vault,https://tcgplayer-cdn.tcgplayer.com/product/145865_200w.jpg,3,2289,https://cpt.tcgcsv.com/kmb2,2022-09-26T15:32:01.663,1,010/020,Promo,Dragon,100,Basic,"[1W] Sky Blade (20+)
<br>If Latias is on your Bench, this attack does 20 more damage.",[2P] Speed Wing (60),Ox2,1,30.0,42.75,50.0,21.44,,Holofoil,,,,
145866,Rayquaza - 11/20 (Dragon Vault),Rayquaza 11 20 Dragon Vault,https://tcgplayer-cdn.tcgplayer.com/product/145866_200w.jpg,3,2289,https://cpt.tcgcsv.com/lmb2,2022-09-26T16:07:37.08,1,011/020,Promo,Dragon,120,Basic,"[L] Dragon Pulse (40)
<br>Discard the top 2 cards of your deck.","[1RL] Shred (90)
<br>This attack's damage isn't affected by any effects on the Defending Pokémon.",Ox2,3,65.0,87.49,149.99,53.45,,Holofoil,,,,
145867,Haxorus - 16/20 (Dragon Vault),Haxorus 16 20 Dragon Vault,https://tcgplayer-cdn.tcgplayer.com/product/145867_200w.jpg,3,2289,https://cpt.tcgcsv.com/mmb2,2022-09-26T15:12:26.013,1,016/020,Promo,Dragon,140,Stage 2,"[2] Axe Slugger (60+)
<br>If the Defending Pokémon is a Colorless Pokémon, this attack does 60 more damage.","[2FM] Dragon Pulse (100)
<br>Discard the top card of your deck.",Ox2,2,7.4,21.0,29.95,26.72,,Holofoil,,,,
145868,Druddigon - 17/20 (Dragon Vault),Druddigon 17 20 Dragon Vault,https://tcgplayer-cdn.tcgplayer.com/product/145868_200w.jpg,3,2289,https://cpt.tcgcsv.com/nmb2,2022-09-15T19:16:41.06,1,017/020,Promo,Dragon,110,Basic,"[2] Tight Jaw (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1RW] Dragon Tail (80x)
<br>Flip 2 coins. This attack does 80 damage times the number of heads.",Ox2,2,4.89,8.37,11.38,10.64,,Holofoil,,,,
146704,Klink - 74/114 (Cracked Ice Holo),Klink 74 114 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/146704_200w.jpg,3,2289,https://cpt.tcgcsv.com/6Jb2,2022-09-26T15:19:25.667,1,074/114,Promo,Metal,60,Basic,"[M] Bind (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,Rx2,2,0.66,1.04,5.99,1.04,,Holofoil,,P-20,,
147237,Articuno - 27/99 (Next Destinies),Articuno 27 99 Next Destinies,https://tcgplayer-cdn.tcgplayer.com/product/147237_200w.jpg,3,2289,https://cpt.tcgcsv.com/MVb2,2022-09-15T18:33:12.77,1,027/099,Promo,Water,120,Basic,"[2W] Ice Beam (50)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",[3W] Ice Wing (80),Mx2,2,2.25,3.44,4.99,4.25,,Holofoil,,F-20,,
147238,Moltres - 14/99 (Next Destinies),Moltres 14 99 Next Destinies,https://tcgplayer-cdn.tcgplayer.com/product/147238_200w.jpg,3,2289,https://cpt.tcgcsv.com/NVb2,2022-09-26T15:50:32.427,1,014/099,Promo,Fire,120,Basic,"[2R] Searing Flame (50)
<br>The Defending Pokémon is now Burned.","[3R] Fire Blast (90)
<br>Discard a Fire Energy attached to this Pokémon.",Wx2,2,2.8,8.0,4321.0,5.47,8.99,Holofoil,,F-20,,
147239,Zapdos - 41/99 (Next Destinies),Zapdos 41 99 Next Destinies,https://tcgplayer-cdn.tcgplayer.com/product/147239_200w.jpg,3,2289,https://cpt.tcgcsv.com/PVb2,2026-03-11T11:57:04.873,1,041/099,Promo,Lightning,120,Basic,"[2L] Random Spark
<br>This attack does 50 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[3L] Thundering Hurricane (50x)
<br>Flip 4 coins. This attack does 50 damage times the number of heads.",Lx2,2,2.47,3.6,18.99,4.31,2.47,Holofoil,,F-20,,
153069,Zoroark - 71/114 (Cracked Ice Holo),Zoroark 71 114 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/153069_200w.jpg,3,2289,https://cpt.tcgcsv.com/pff2,2022-09-26T18:20:22.393,1,071/114,Promo,Darkness,100,Stage 1,"[D] Nasty Plot
<br>Search your deck for a card and put it into your hand.  Shuffle your deck afterward.","[2] Foul Play
<br>Choose 1 of the Defending Pokémon's attacks and use it as this attack.",Fx2,1,1.0,4.69,11.88,11.29,,Holofoil,,P-20,,
153240,Metagross - 7/147 (Cracked Ice Holo),Metagross 7 147 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/153240_200w.jpg,3,2289,https://cpt.tcgcsv.com/Qjf2,2022-09-26T15:47:28.507,1,007/147,Promo,Metal,130,Stage 2,"[1MM] Geo Impact (60)
<br>If you have a Stadium card in play, this attack does 20 damage to each of your opponent's Benched Pokémon that is the same type as the Defending Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,R+30,3,2.49,5.49,29.99,8.59,,Holofoil,"<strong>Poké-BODY — Gravitation </strong>
<br>Each Pokémon in play <em>(both yours and your opponent's)</em> gets -20 HP.  No more than 20 HP can be reduced by all Gravitation Poké-Bodies.",P-20,,
153309,Pyroar - 12/119 (Cosmos Holo),Pyroar 12 119 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/153309_200w.jpg,3,2289,https://cpt.tcgcsv.com/clf2,2022-09-26T15:58:29.04,1,012/119,Promo,Fire,110,Stage 1,"[1RRR] Inferno Onrush (110)
<br>
This Pokémon does 30 damage to itself.",,Wx2,2,0.95,1.1,4.99,1.37,,Holofoil,"<Strong>Ability — Flare Command</strong>
<br>Once during your turn <em>(before your attack)</em>, you may discard a Fire Energy attached to this Pokémon. If you do, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.",,,
153310,Zoroark - 73/146 (Cosmos Holo),Zoroark 73 146 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/153310_200w.jpg,3,2289,https://cpt.tcgcsv.com/dlf2,2022-09-26T18:21:34.023,1,073/146,Promo,Darkness,100,Stage 1,"[D] Corner (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[2D] Night Claw (100)
<br>Flip a coin. If tails, discard 2 Energy attached to this Pokémon.",Fx2,1,0.8,1.0,3.37,2.35,,Holofoil,,P-20,,
153312,Dragonite - 83/116 (Cosmos Holo),Dragonite 83 116 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/153312_200w.jpg,3,2289,https://cpt.tcgcsv.com/glf2,2025-01-20T04:26:34.73,1,083/116,Promo,Dragon,150,Stage 2,"[3] Deafen (60)
<br>Your opponent can't play any Item cards from his or her hand during his or her next turn.","[2GL] Healwing (90)
<br>Heal 30 damage from this Pokémon.",Ox2,3,7.77,9.0,20.0,12.42,,Holofoil,,,,
164178,Furfrou - 114/146 (Cosmos Holo),Furfrou 114 146 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/164178_200w.jpg,3,2289,https://cpt.tcgcsv.com/BHk2,2022-09-15T19:42:07.767,1,114/116,Promo,Colorless,90,Basic,"[3] Energy Cutoff (80)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",,Fx2,1,0.45,1.46,2.5,1.54,,Holofoil,"<strong>Ability — Fur Coat</strong>
<br>
Any damage done to this Pokémon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",,,
164208,Garchomp - 91/124 (Cosmos Holo),Garchomp 91 124 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/164208_200w.jpg,3,2289,https://cpt.tcgcsv.com/bJk2,2022-09-15T19:48:21.817,1,091/124,Promo,Dragon,140,Stage 2,[1] Jet Headbutt (40),"[1WF] Sand Tomb (80)
<br>The Defending Pokémon can't retreat during your opponent's next turn.",Ox2,0,4.92,5.03,7.28,4.79,,Holofoil,,,,
165633,Dusknoir - 63/149 (Cosmos Holo),Dusknoir 63 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/165633_200w.jpg,3,2289,https://cpt.tcgcsv.com/Hgl2,2022-09-15T19:18:31.953,1,063/149,Promo,Psychic,130,Stage 2,"[3P] Shadow Punch (60)
<br>This attack's damage isn't affected by Resistance.",,Dx2,3,1.55,2.73,5.47,3.02,,Holofoil,"<strong>Ability — Sinister Hand</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 of your opponent's Pokémon to another of your opponent's Pokémon.",,,
165634,Blastoise - 16/101 (Cosmos Holo),Blastoise 16 101 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/165634_200w.jpg,3,2289,https://cpt.tcgcsv.com/Jgl2,2022-10-11T17:38:04.523,1,016/101,Promo,Water,140,Stage 2,"[4] Hydro Pump (60+)
<br>Does 10 more damage for each Water Energy attached to this Pokémon.",,Gx2,4,6.21,7.95,15.0,9.0,,Holofoil,"<strong>Ability — Deluge</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may attach a Water Energy card from your hand to 1 of your Pokémon.",,,
170833,Entei - 14/98 (Cosmos Holo),Entei 14 98 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/170833_200w.jpg,3,2289,https://cpt.tcgcsv.com/Hln2,2022-09-15T19:31:36.913,1,014/098,Promo,Fire,120,Basic,"[1] Burning Roar
<br>Discard the top 4 cards of your deck. If any of those cards are Fire Energy cards, attach them to your Pokémon in any way you like.","[RR] Combat Blaze (20+)
<br>This attack does 20 more damage for each of your opponent's Benched Pokémon.",Wx2,2,3.01,4.66,50.0,4.12,,Holofoil,,,,
173090,Beartic - 30/98 (Cosmos Holo),Beartic 30 98 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173090_200w.jpg,3,2289,https://cpt.tcgcsv.com/Qfp2,2022-09-15T18:36:15.123,1,030/098,Promo,Water,130,Stage 1,"[2W] Sheer Cold (50)
<br>The Defending Pokémon can't attack during your opponent's next turn.","[2WW] Icicle Crash (80)
<br>This attack's damage isn't affected by Resistance.",Mx2,3,0.7,1.84,8.0,1.78,,Holofoil,,,,
173091,Beartic - 30/98 (Cracked Ice Holo),Beartic 30 98 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/173091_200w.jpg,3,2289,https://cpt.tcgcsv.com/Rfp2,2022-09-15T18:37:28.967,1,030/098,Promo,Water,130,Stage 1,"[2W] Sheer Cold (50)
<br>The Defending Pokémon can't attack during your opponent's next turn.","[2WW] Icicle Crash (80)
<br>This attack's damage isn't affected by Resistance.",Mx2,3,0.89,1.5,4.19,1.85,,Holofoil,,,,
173092,Roggenrola - 49/98 (Cracked Ice Holo),Roggenrola 49 98 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/173092_200w.jpg,3,2289,https://cpt.tcgcsv.com/Sfp2,2022-09-26T16:11:29.36,1,049/098,Promo,Fighting,60,Basic,"[1] Harden
<br>
During your opponent's next turn, if this Pokémon would be damaged by an attack, prevent that attack's damage done to this Pokémon if that damage is 40 or less.",[2F] Headbutt (40),Gx2,2,3.99,10.39,11.0,7.16,,Holofoil,,,,
173093,Boldore - 51/98 (Cracked Ice Holo),Boldore 51 98 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/173093_200w.jpg,3,2289,https://cpt.tcgcsv.com/Tfp2,2022-09-15T18:44:59.64,1,051/098,Promo,Fighting,90,Stage 1,"[1F] Smack Down (20+)
<br>If the Defending Pokémon has Fighting Resistance, this attack does 60 more damage.",[2FF] Power Gem (80),Gx2,3,2.99,3.8,10.48,3.07,,Holofoil,,,,
173094,Gigalith - 53/98 (Cracked Ice Holo),Gigalith 53 98 Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/173094_200w.jpg,3,2289,https://cpt.tcgcsv.com/Vfp2,2022-09-15T19:57:00.113,1,053/098,Promo,Fighting,140,Stage 2,"[F] Shear
<br>
Discard the top 5 cards of your deck. If any of those cards are Fighting Energy cards, attach them to this Pokémon.","[4] Rock Bullet (40+)
<br>
Does 20 more damage for each Fighting Energy attached to this Pokémon.",Gx2,4,3.22,4.63,10.99,4.99,,Holofoil,,,,
173097,Excadrill - 56/98 (Cosmos Holo),Excadrill 56 98 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173097_200w.jpg,3,2289,https://cpt.tcgcsv.com/Zfp2,2022-09-15T19:37:12.593,1,056/098,Promo,Fighting,110,Stage 1,[1] Metal Claw (30),"[FFF] Drill Run (80)
<br>Discard an Energy attached to the Defending Pokémon.",Wx2,2,5.5,9.99,14.99,4.58,,Holofoil,,L-20,,
173100,Alolan Golem - 42/145 (Cosmos Holo),Alolan Golem 42 145 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173100_200w.jpg,3,2289,https://cpt.tcgcsv.com/0gp2,2022-09-15T18:17:55.37,1,042/145,Promo,Lightning,160,Stage 2,"[2L] Electromagnetic Rock Wrecker (80x)
<br>Flip a coin for each Lightning Energy attached to this Pokémon. This attack does 80 damage for each heads.","[3L] Heavy Slam (200-)
<br>This attack does 30 less damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.",Fx2,4,1.97,1.98,1.99,1.99,,Holofoil,,M-20,,
173101,Crobat - 56/149 (Cosmos Holo),Crobat 56 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173101_200w.jpg,3,2289,https://cpt.tcgcsv.com/2gp2,2022-09-15T19:04:10.983,1,056/149,Promo,Psychic,130,Stage 2,"[P] Triple Poison
<br>Your opponent's Active Pokémon is now Poisoned. Put 3 damage counters instead of 1 on that Pokémon between turns.","[3] Surprise Strike (60+)
<br>If this Pokémon was on the Bench and became your Active Pokémon this turn, this attack does 60 more damage.",Lx2,,2.2,2.27,6.49,3.71,,Holofoil,,F-20,,
173102,Alolan Persian - 79/149 (Cosmos Holo),Alolan Persian 79 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173102_200w.jpg,3,2289,https://cpt.tcgcsv.com/3gp2,2022-09-21T19:18:22.237,1,079/149,Promo,Darkness,90,Stage 1,"[0] Taunt
<br>
Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.","[D] Claw Rend (30+)
<br>
If your opponent's Active Pokémon already has any damage counters on it, this attack does 30 more damage.",Fx2,1,1.0,1.94,3.99,1.94,,Holofoil,,P-20,,
173103,Gigalith - 71/149 (Cosmos Holo),Gigalith 71 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173103_200w.jpg,3,2289,https://cpt.tcgcsv.com/5gp2,2022-09-15T19:54:37.023,1,071/149,Promo,Fighting,160,Stage 2,"[1F] Rock Artillery (50x)
<br>
Discard any amount of Fighting Energy from your Pokémon. This attack does 50 damage for each card you discarded in this way.","[2FF] Rock Tumble (120)
<br>
This attack's damage isn't affected by Resistance.",Gx2,4,0.58,0.79,1.0,0.9,,Holofoil,,,,
173104,Alolan Muk - 58/149 (Cosmos Holo),Alolan Muk 58 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173104_200w.jpg,3,2289,https://cpt.tcgcsv.com/6gp2,2022-09-15T18:20:52.267,1,058/149,Promo,Psychic,120,Stage 1,"[2PP] Crunch (90)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",,Px2,4,2.5,4.23,12.74,4.29,,Holofoil,"<strong>Ability — Power of Alchemy</strong>
<br>
Each Basic Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities.",,,
173105,Sharpedo - 82/149 (Cosmos Holo),Sharpedo 82 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173105_200w.jpg,3,2289,https://cpt.tcgcsv.com/7gp2,2022-09-26T16:26:12.417,1,082/149,Promo,Darkness,110,Stage 1,"[2D] Aqua Impact (60+)
<br>
This attack does 20 more damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.",,Fx2,,0.5,0.65,2.0,1.0,,Holofoil,"<strong>Ability — Rough Skin</strong>
<br>
If this Pokémon is your Active Pokémon and is damaged by an opponent's attack <em>(even if this Pokémon is Knocked Out)</em>, put 3 damage counters on the attacking Pokémon.",P-20,,
173106,Alolan Dugtrio - 87/149 (Cosmos Holo),Alolan Dugtrio 87 149 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173106_200w.jpg,3,2289,https://cpt.tcgcsv.com/8gp2,2025-02-13T03:49:46.747,1,087/149,Promo,Metal,100,Stage 1,"[3] Dig Under
<br>This attack does 50 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance.",,Rx2,2,,,,,,,"<strong>Ability — Tangling Hair</strong>
<br>
Your opponent's Active Pokémon's Retreat Cost is 1 Colorless more.",P-20,,
173107,Suicune - 30/122 (Cosmos Holo),Suicune 30 122 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173107_200w.jpg,3,2289,https://cpt.tcgcsv.com/9gp2,2022-09-26T16:51:03.847,1,030/122,Promo,Water,120,Basic,[WWW] Aurora Beam (110),,Gx2,1,3.0,4.0,13.86,6.84,,Holofoil,"<strong>Ability — Wind Charm</strong>
<br>
As long as this Pokémon is your Active Pokémon, prevent all effects of your opponent's attacks, except damage, done to each of your Pokémon. (Existing effects are not removed.)",,"NO. 245 Aurora Pokémon HT: 6'07"" WT: 412.3 lbs.
<br>
<em>Said to be the embodiment of north winds, it can instantly purify filthy, murky water.</em>",
173108,Raikou - 55/162 (Cosmos Holo),Raikou 55 162 Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/173108_200w.jpg,3,2289,https://cpt.tcgcsv.com/bgp2,2022-09-26T16:05:53.357,1,055/162,Promo,Lightning,120,Basic,"[3] Thunder Lance (50+)
<br>This attack does 20 more damage for each Lightning Energy attached to this Pokémon.",,Fx2,1,1.75,5.0,10.0,5.58,,Holofoil,"<strong>Ability — Shining Body</strong>
<br>
If this Pokémon has any Lightning Energy attached to it, any damage done to this Pokémon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",M-20,,
