productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
138271,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/138271_200w.jpg,3,1957,https://cpt.tcgcsv.com/rk72,2026-01-23T14:14:28.39,1,,0.1,0.31,2.23,0.29,,Reverse Holofoil,1/147,Common,Grass,50,Basic,"[G] Surprise Attack (20)
<br>Flip a coin. If tails, this attack does nothing.",Rx2,None,1,,
138272,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/138272_200w.jpg,3,1957,https://cpt.tcgcsv.com/sk72,2023-06-08T08:44:10.023,1,,0.01,0.2,19.5,0.19,0.1,Normal,2/147,Uncommon,Grass,80,Stage 1,[G] Ram (20),Rx2,None,2,"[2] Shed Skin
<br>Heal 40 damage from this Pokemon.",
138272,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/138272_200w.jpg,3,1957,https://cpt.tcgcsv.com/sk72,2023-06-08T08:44:10.023,1,,0.05,0.3,2.99,0.26,0.27,Reverse Holofoil,2/147,Uncommon,Grass,80,Stage 1,[G] Ram (20),Rx2,None,2,"[2] Shed Skin
<br>Heal 40 damage from this Pokemon.",
138273,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/138273_200w.jpg,3,1957,https://cpt.tcgcsv.com/tk72,2025-02-05T21:24:33.86,1,,0.15,0.35,1.49,0.35,,Normal,3/147,Rare,Grass,120,Stage 2,"[G] Bye-Bye Heal
<br>Heal all damage from all of your Pokemon. Shuffle this Pokemon and all cards attached to it into your deck.",Rx2,None,1,"[2G] Stun Spore (60)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
138273,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/138273_200w.jpg,3,1957,https://cpt.tcgcsv.com/tk72,2025-02-05T21:24:33.86,1,,0.11,0.4,1.36,0.39,,Reverse Holofoil,3/147,Rare,Grass,120,Stage 2,"[G] Bye-Bye Heal
<br>Heal all damage from all of your Pokemon. Shuffle this Pokemon and all cards attached to it into your deck.",Rx2,None,1,"[2G] Stun Spore (60)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
138274,Oddish,Oddish,https://tcgplayer-cdn.tcgplayer.com/product/138274_200w.jpg,3,1957,https://cpt.tcgcsv.com/vk72,2025-02-05T21:24:33.917,1,,0.01,0.2,3.0,0.21,,Normal,4/147,Common,Grass,50,Basic,"[G] Poison Powder
<br>Your opponent's Active Pokemon is now Poisoned.",Rx2,None,1,,
138274,Oddish,Oddish,https://tcgplayer-cdn.tcgplayer.com/product/138274_200w.jpg,3,1957,https://cpt.tcgcsv.com/vk72,2025-02-05T21:24:33.917,1,,0.1,0.3,55.0,0.28,,Reverse Holofoil,4/147,Common,Grass,50,Basic,"[G] Poison Powder
<br>Your opponent's Active Pokemon is now Poisoned.",Rx2,None,1,,
138275,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/138275_200w.jpg,3,1957,https://cpt.tcgcsv.com/wk72,2025-12-10T02:48:07.98,1,,0.03,0.25,20.0,0.25,0.14,Normal,5/147,Uncommon,Grass,80,Stage 1,"[G] Stinky Scent
<br>Your opponent's Active Pokemon is now Confused.",Rx2,None,2,[1G] Razor Leaf (30),
138275,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/138275_200w.jpg,3,1957,https://cpt.tcgcsv.com/wk72,2025-12-10T02:48:07.98,1,,0.04,0.4,1.54,0.4,0.36,Reverse Holofoil,5/147,Uncommon,Grass,80,Stage 1,"[G] Stinky Scent
<br>Your opponent's Active Pokemon is now Confused.",Rx2,None,2,[1G] Razor Leaf (30),
138276,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/138276_200w.jpg,3,1957,https://cpt.tcgcsv.com/xk72,2026-03-11T11:39:14.903,1,"<strong>Ability — Disgusting Pollen</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Basic Pokemon can't attack.",0.25,0.57,5.0,0.56,0.4,Holofoil,6/147,Holo Rare,Grass,140,Stage 2,"[1GG] Downer Shock (60)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Asleep. If tails, your opponent's Active Pokemon is now Confused.",Rx2,None,3,,
138276,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/138276_200w.jpg,3,1957,https://cpt.tcgcsv.com/xk72,2026-03-11T11:39:14.903,1,"<strong>Ability — Disgusting Pollen</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Basic Pokemon can't attack.",0.3,0.65,2.99,0.65,0.45,Reverse Holofoil,6/147,Holo Rare,Grass,140,Stage 2,"[1GG] Downer Shock (60)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Asleep. If tails, your opponent's Active Pokemon is now Confused.",Rx2,None,3,,
138277,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/138277_200w.jpg,3,1957,https://cpt.tcgcsv.com/zk72,2025-12-10T03:02:10.627,1,,0.01,0.19,4.0,0.18,,Normal,7/147,Common,Grass,80,Basic,"[G] Bind Down (10)
<br>The Defending Pokemon can't retreat during your opponent's next turn.",Rx2,None,2,,
138277,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/138277_200w.jpg,3,1957,https://cpt.tcgcsv.com/zk72,2025-12-10T03:02:10.627,1,,0.05,0.29,2.35,0.28,0.15,Reverse Holofoil,7/147,Common,Grass,80,Basic,"[G] Bind Down (10)
<br>The Defending Pokemon can't retreat during your opponent's next turn.",Rx2,None,2,,
138278,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/138278_200w.jpg,3,1957,https://cpt.tcgcsv.com/Bk72,2026-02-05T21:12:18.35,1,,0.05,0.22,1.49,0.17,,Normal,8/147,Rare,Grass,140,Stage 1,"[G] Giga Drain (30)
<br>Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.",Rx2,None,4,"[4] Crosswise Whip (50x)
<br>Flip 4 coins. This attack does 50 damage for each heads.",
138278,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/138278_200w.jpg,3,1957,https://cpt.tcgcsv.com/Bk72,2026-02-05T21:12:18.35,1,,0.09,0.31,1.57,0.27,0.25,Reverse Holofoil,8/147,Rare,Grass,140,Stage 1,"[G] Giga Drain (30)
<br>Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.",Rx2,None,4,"[4] Crosswise Whip (50x)
<br>Flip 4 coins. This attack does 50 damage for each heads.",
138279,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/138279_200w.jpg,3,1957,https://cpt.tcgcsv.com/Ck72,2025-02-05T21:24:34.15,1,,0.01,0.15,3.0,0.13,,Normal,9/147,Common,Grass,60,Basic,"[G] Agility (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Rx2,None,1,,
138279,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/138279_200w.jpg,3,1957,https://cpt.tcgcsv.com/Ck72,2025-02-05T21:24:34.15,1,,0.1,0.3,2.35,0.31,,Reverse Holofoil,9/147,Common,Grass,60,Basic,"[G] Agility (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Rx2,None,1,,
138280,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/138280_200w.jpg,3,1957,https://cpt.tcgcsv.com/Dk72,2026-02-16T16:12:45.857,1,,0.05,0.25,19.5,0.25,0.2,Normal,10/147,Rare,Grass,90,Stage 1,"[G] Swift (30)
<br>This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon.",Rx2,None,1,"[3] Comet Punch (40x)
<br>Flip 4 coins. This attack does 40 damage for each heads.",
138280,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/138280_200w.jpg,3,1957,https://cpt.tcgcsv.com/Dk72,2026-02-16T16:12:45.857,1,,0.11,0.35,2.37,0.31,0.39,Reverse Holofoil,10/147,Rare,Grass,90,Stage 1,"[G] Swift (30)
<br>This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon.",Rx2,None,1,"[3] Comet Punch (40x)
<br>Flip 4 coins. This attack does 40 damage for each heads.",
138281,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/138281_200w.jpg,3,1957,https://cpt.tcgcsv.com/Fk72,2025-02-05T21:24:34.197,1,"<strong>Ability — Guts</strong>
<br>If this Pokemon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokemon is not Knocked Out, and its remaining HP becomes 10.",0.04,0.27,3.0,0.26,,Normal,11/147,Rare,Grass,110,Basic,"[GG] Pitch (50)
<br>Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.",Rx2,None,2,,
138281,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/138281_200w.jpg,3,1957,https://cpt.tcgcsv.com/Fk72,2025-02-05T21:24:34.197,1,"<strong>Ability — Guts</strong>
<br>If this Pokemon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokemon is not Knocked Out, and its remaining HP becomes 10.",0.1,0.4,5.03,0.41,,Reverse Holofoil,11/147,Rare,Grass,110,Basic,"[GG] Pitch (50)
<br>Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.",Rx2,None,2,,
138282,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/138282_200w.jpg,3,1957,https://cpt.tcgcsv.com/Gk72,2025-12-10T02:58:41.51,1,,0.01,0.15,1.49,0.1,,Normal,12/147,Common,Grass,70,Basic,[G] Vine Whip (10),Rx2,None,1,,
138282,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/138282_200w.jpg,3,1957,https://cpt.tcgcsv.com/Gk72,2025-12-10T02:58:41.51,1,,0.06,0.25,19.5,0.17,0.15,Reverse Holofoil,12/147,Common,Grass,70,Basic,[G] Vine Whip (10),Rx2,None,1,,
138283,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/138283_200w.jpg,3,1957,https://cpt.tcgcsv.com/Hk72,2025-11-25T23:46:19.783,1,,0.01,0.19,4.0,0.07,0.04,Normal,13/147,Uncommon,Grass,90,Stage 1,[G] Scratch (30),Rx2,None,1,"[1G] Leaf Supply (50)
<br>You may attach a Grass Energy card from your hand to 1 of your Pokemon.",
138283,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/138283_200w.jpg,3,1957,https://cpt.tcgcsv.com/Hk72,2025-11-25T23:46:19.783,1,,0.05,0.25,3.0,0.15,,Reverse Holofoil,13/147,Uncommon,Grass,90,Stage 1,[G] Scratch (30),Rx2,None,1,"[1G] Leaf Supply (50)
<br>You may attach a Grass Energy card from your hand to 1 of your Pokemon.",
138284,Dewpider,Dewpider,https://tcgplayer-cdn.tcgplayer.com/product/138284_200w.jpg,3,1957,https://cpt.tcgcsv.com/Jk72,2025-02-05T21:24:34.307,1,,0.01,0.15,4.0,0.1,,Normal,14/147,Common,Grass,60,Basic,"[G] Ambush (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",Rx2,None,1,,
138284,Dewpider,Dewpider,https://tcgplayer-cdn.tcgplayer.com/product/138284_200w.jpg,3,1957,https://cpt.tcgcsv.com/Jk72,2025-02-05T21:24:34.307,1,,0.06,0.26,2.0,0.25,,Reverse Holofoil,14/147,Common,Grass,60,Basic,"[G] Ambush (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",Rx2,None,1,,
138285,Araquanid,Araquanid,https://tcgplayer-cdn.tcgplayer.com/product/138285_200w.jpg,3,1957,https://cpt.tcgcsv.com/Kk72,2025-02-05T21:24:34.353,1,,0.04,0.23,3.0,0.18,,Normal,15/147,Rare,Grass,100,Stage 1,"[2] Bubble Net (30)
<br>Energy can't be attached to the Defending Pokemon from your opponent's hand during their next turn.",Rx2,None,1,[2G] Sharp Fang (80),
138285,Araquanid,Araquanid,https://tcgplayer-cdn.tcgplayer.com/product/138285_200w.jpg,3,1957,https://cpt.tcgcsv.com/Kk72,2025-02-05T21:24:34.353,1,,0.09,0.31,2.99,0.29,,Reverse Holofoil,15/147,Rare,Grass,100,Stage 1,"[2] Bubble Net (30)
<br>Energy can't be attached to the Defending Pokemon from your opponent's hand during their next turn.",Rx2,None,1,[2G] Sharp Fang (80),
138286,Wimpod,Wimpod,https://tcgplayer-cdn.tcgplayer.com/product/138286_200w.jpg,3,1957,https://cpt.tcgcsv.com/Lk72,2022-12-05T17:55:36.48,1,"<strong>Ability — Wimp Out</strong>
<br>During your first turn, this Pokemon has no Retreat Cost.",0.03,0.15,4.0,0.13,0.1,Normal,16/147,Common,Grass,70,Basic,[2G] Gnaw (30),Rx2,None,3,,
138286,Wimpod,Wimpod,https://tcgplayer-cdn.tcgplayer.com/product/138286_200w.jpg,3,1957,https://cpt.tcgcsv.com/Lk72,2022-12-05T17:55:36.48,1,"<strong>Ability — Wimp Out</strong>
<br>During your first turn, this Pokemon has no Retreat Cost.",0.1,0.25,2.23,0.24,,Reverse Holofoil,16/147,Common,Grass,70,Basic,[2G] Gnaw (30),Rx2,None,3,,
138294,Golisopod GX,Golisopod GX,https://tcgplayer-cdn.tcgplayer.com/product/138294_200w.jpg,3,1957,https://cpt.tcgcsv.com/Vk72,2025-05-07T14:13:01.143,1,,0.79,1.48,5.49,1.22,1.3,Holofoil,17/147,Ultra Rare,Grass,210,Stage 1,"[G] First Impression (30+)
<br>If this Pokemon was on the Bench and became your Active Pokemon this turn, this attack does 90 more damage.",Rx2,None,3,"[2G] Armor Press (100)
<br>During your opponent's next turn, this Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","<span style=""color:Teal"">[2G] Crossing Cut GX (150)
<br>Switch this Pokemon with 1 of your Benched Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138295,Golisopod GX (Full Art),Golisopod GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/138295_200w.jpg,3,1957,https://cpt.tcgcsv.com/Wk72,2025-05-08T01:16:47.66,1,,2.63,3.98,96.95,3.88,4.26,Holofoil,129/147,Ultra Rare,Grass,210,Stage 1,"[G] First Impression (30+)
<br>If this Pokemon was on the Bench and became your Active Pokemon this turn, this attack does 90 more damage.",Rx2,None,3,"[2G] Armor Press (100)
<br>During your opponent's next turn, this Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","<span style=""color:Teal"">[2G] Crossing Cut GX (150)
<br>Switch this Pokemon with 1 of your Benched Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138296,Golisopod GX (Secret),Golisopod GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/138296_200w.jpg,3,1957,https://cpt.tcgcsv.com/Xk72,2026-03-04T15:35:14.623,1,,7.83,12.0,31.99,12.54,,Holofoil,148/147,Rainbow Rare,Grass,210,Stage 1,"[G] First Impression (30+)
<br>If this Pokemon was on the Bench and became your Active Pokemon this turn, this attack does 90 more damage.",Rx2,None,3,"[2G] Armor Press (100)
<br>During your opponent's next turn, this Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.","<span style=""color:Teal"">[2G] Crossing Cut GX (150)
<br>Switch this Pokemon with 1 of your Benched Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138454,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/138454_200w.jpg,3,1957,https://cpt.tcgcsv.com/6p72,2026-02-23T13:51:14.783,1,,0.02,0.25,1.36,0.34,0.17,Normal,18/147,Common,Fire,70,Basic,[1] Scratch (10),Wx2,None,1,[1R] Flame Tail (20),
138454,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/138454_200w.jpg,3,1957,https://cpt.tcgcsv.com/6p72,2026-02-23T13:51:14.783,1,,0.2,0.6,2.5,0.67,0.3,Reverse Holofoil,18/147,Common,Fire,70,Basic,[1] Scratch (10),Wx2,None,1,[1R] Flame Tail (20),
138485,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/138485_200w.jpg,3,1957,https://cpt.tcgcsv.com/Kp72,2025-02-05T21:24:34.467,1,,0.03,0.25,1.51,0.24,,Normal,19/147,Uncommon,Fire,90,Stage 1,[2] Claw Slash [30],Wx2,None,2,[1RR] Heat Blast (70),
138485,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/138485_200w.jpg,3,1957,https://cpt.tcgcsv.com/Kp72,2025-02-05T21:24:34.467,1,,0.15,0.58,2.69,0.6,,Reverse Holofoil,19/147,Uncommon,Fire,90,Stage 1,[2] Claw Slash [30],Wx2,None,2,[1RR] Heat Blast (70),
138496,Charizard GX,Charizard GX,https://tcgplayer-cdn.tcgplayer.com/product/138496_200w.jpg,3,1957,https://cpt.tcgcsv.com/Xp72,2026-02-10T23:07:29.903,1,,11.49,21.42,96.95,20.71,14.86,Holofoil,20/147,Ultra Rare,Fire,250,Stage 2,[3] Wing Attack (70),Wx2,None,2,"[2RRR] Crimson Storm (300)
<br> Discard 3 Fire Energy from this Pokemon.","<span style=""color:Teal"">[2R] Raging Out GX
<br>Discard the top 10 cards of your opponent's deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138497,Charizard GX (Secret),Charizard GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/138497_200w.jpg,3,1957,https://cpt.tcgcsv.com/Zp72,2026-03-04T15:39:52.567,1,,319.15,491.06,999.98,484.94,399.99,Holofoil,150/147,Rainbow Rare,Fire,250,Stage 2,[3] Wing Attack (70),Wx2,None,2,"[2RRR] Crimson Storm (300)
<br> Discard 3 Fire Energy from this Pokemon.","<span style=""color:Teal"">[2R] Raging Out GX
<br>Discard the top 10 cards of your opponent's deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138498,Ho-Oh GX,Ho Oh GX,https://tcgplayer-cdn.tcgplayer.com/product/138498_200w.jpg,3,1957,https://cpt.tcgcsv.com/-p72,2026-01-29T18:34:24.077,1,,3.5,4.98,36.99,4.74,3.18,Holofoil,21/147,Ultra Rare,Fire,190,Basic,"[2R] Sacred Fire
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Lx2,F-20,2,"[1RRR] Phoenix Burn (180)
<br>This Pokemon can't use Phoenix Burn during your next turn.","<span style=""color:Teal"">[2R] Eternal Flame GX
<br>Put 3 in any combination of Fire Pokemon-GX or Fire Pokemon-EX from your discard pile onto your Bench. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138499,Ho-Oh GX (Full Art),Ho Oh GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/138499_200w.jpg,3,1957,https://cpt.tcgcsv.com/_p72,2026-01-23T15:01:53.6,1,,8.0,14.47,21.8,15.13,,Holofoil,131/147,Ultra Rare,Fire,190,Basic,"[2R] Sacred Fire
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Lx2,F-20,2,"[1RRR] Phoenix Burn (180)
<br>This Pokemon can't use Phoenix Burn during your next turn.","<span style=""color:Teal"">[2R] Eternal Flame GX
<br>Put 3 in any combination of Fire Pokemon-GX or Fire Pokemon-EX from your discard pile onto your Bench. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138500,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/138500_200w.jpg,3,1957,https://cpt.tcgcsv.com/0q72,2025-12-10T02:59:15.87,1,,0.01,0.15,1.49,0.1,,Normal,22/147,Common,Fire,70,Basic,[R] Flare (10),Wx2,None,1,,
138500,Pansear,Pansear,https://tcgplayer-cdn.tcgplayer.com/product/138500_200w.jpg,3,1957,https://cpt.tcgcsv.com/0q72,2025-12-10T02:59:15.87,1,,0.03,0.25,2.23,0.23,0.19,Reverse Holofoil,22/147,Common,Fire,70,Basic,[R] Flare (10),Wx2,None,1,,
138501,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/138501_200w.jpg,3,1957,https://cpt.tcgcsv.com/2q72,2022-12-05T17:54:44.967,1,,0.01,0.15,2.24,0.1,,Normal,23/147,Uncommon,Fire,90,Stage 1,[1] Scratch (30),Wx2,None,1,"[1R] Flare Recharge (50)
<br>Attach a Fire Energy card from your discard pile to 1 of your Benched Pokemon.",
138501,Simisear,Simisear,https://tcgplayer-cdn.tcgplayer.com/product/138501_200w.jpg,3,1957,https://cpt.tcgcsv.com/2q72,2022-12-05T17:54:44.967,1,,0.04,0.25,2.28,0.2,,Reverse Holofoil,23/147,Uncommon,Fire,90,Stage 1,[1] Scratch (30),Wx2,None,1,"[1R] Flare Recharge (50)
<br>Attach a Fire Energy card from your discard pile to 1 of your Benched Pokemon.",
138502,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/138502_200w.jpg,3,1957,https://cpt.tcgcsv.com/3q72,2025-02-05T21:24:34.593,1,,0.02,0.15,1.49,0.11,,Normal,24/147,Uncommon,Fire,110,Basic,"[2] Odor Sleuth
<br>Flip 2 coins. For each heads, put a card from your discard pile into your hand.",Wx2,None,2,"[2R] Searing Flame (60)
<br>Your opponent's Active Pokemon is now Burned.",
138502,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/138502_200w.jpg,3,1957,https://cpt.tcgcsv.com/3q72,2025-02-05T21:24:34.593,1,,0.06,0.27,1.5,0.22,,Reverse Holofoil,24/147,Uncommon,Fire,110,Basic,"[2] Odor Sleuth
<br>Flip 2 coins. For each heads, put a card from your discard pile into your hand.",Wx2,None,2,"[2R] Searing Flame (60)
<br>Your opponent's Active Pokemon is now Burned.",
138503,Salazzle GX,Salazzle GX,https://tcgplayer-cdn.tcgplayer.com/product/138503_200w.jpg,3,1957,https://cpt.tcgcsv.com/5q72,2024-12-29T04:58:10.223,1,,0.99,1.7,9.99,1.69,2.22,Holofoil,25/147,Ultra Rare,Fire,200,Stage 1,"[RR] Diabolical Claws (50x)
<br>This attack does 50 damage for each Prize card you have taken.",Wx2,None,2,[2R] Heat Blast (110),"<span style=""color:Teal"">[RR] Queen's Haze GX
<br>Discard all Energy from your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
