productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText,extAttack3
96376,Trevenant - XY14,Trevenant XY14,https://tcgplayer-cdn.tcgplayer.com/product/96376_200w.jpg,3,1451,https://cpt.tcgcsv.com/xzN,2026-02-17T19:05:09.183,1,XY14,Promo,Psychic,110,Stage 1,"[P] Eerie Wave (20)
<br>Your opponent's Active Pokemon is now Confused.","[1PP] Wood Hammer (90)
<br>Flip a coin. If tails, this Pokemon does 20 damage to itself.",Dx2,3,0.39,0.62,4.95,0.65,,Holofoil,F-20,,
96377,Slurpuff - XY15,Slurpuff XY15,https://tcgplayer-cdn.tcgplayer.com/product/96377_200w.jpg,3,1451,https://cpt.tcgcsv.com/zzN,2026-02-17T19:48:39.92,1,XY15,Promo,Fairy,100,Stage 1,"[1Y] Cotton Guard (30)
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 30 <i>(after applying Weakness and Resistance)</i>.","[2Y] Sleepy Ball (60)
<br>Your opponent's Active Pokemon is now Asleep.",Mx2,2,0.43,0.97,6.69,0.64,1.5,Holofoil,D-20,,
96378,Gogoat - XY16,Gogoat XY16,https://tcgplayer-cdn.tcgplayer.com/product/96378_200w.jpg,3,1451,https://cpt.tcgcsv.com/BzN,2020-06-26T18:09:39.13,1,XY16,Promo,Grass,110,Stage 1,"[1G] Push Down (30)
<br>Your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon.","[2G] Forest Press (60+)
<br>Flip a coin for each Grass Energy attached to this Pokemon. This attack does 30 more damage for each heads.",Rx2,3,1.14,1.59,9.0,3.87,,Holofoil,None,,
96379,Charizard EX - XY17,Charizard EX XY17,https://tcgplayer-cdn.tcgplayer.com/product/96379_200w.jpg,3,1451,https://cpt.tcgcsv.com/CzN,2026-01-15T12:41:45.68,1,XY17,Promo,Fire,180,Basic,"[1R] Mega Ascension
<br>Search your deck for M Charizard-EX, reveal it, and put it into your hand. Shuffle your deck afterward.","[3R] Brave Fire (120)
<br>This Pokemon does 30 damage to itself.",Wx2,3,15.0,23.99,49.62,33.75,36.95,Holofoil,None,,
96380,Chesnaught EX - XY18,Chesnaught EX XY18,https://tcgplayer-cdn.tcgplayer.com/product/96380_200w.jpg,3,1451,https://cpt.tcgcsv.com/DzN,2022-12-08T20:59:32.947,1,XY18,Promo,Grass,180,Basic,"[2G] Pin Missile (40x)
<br>Flip 4 coins. This attack does 40 damage times the number of heads.","[2GG] Wild Tackle (120)
<br>This Pokemon does 20 damage to itself.",Rx2,4,1.27,4.2,15.71,4.45,,Holofoil,None,,
96381,Delphox EX - XY19,Delphox EX XY19,https://tcgplayer-cdn.tcgplayer.com/product/96381_200w.jpg,3,1451,https://cpt.tcgcsv.com/FzN,2021-09-19T10:10:33.467,1,XY19,Promo,Fire,170,Basic,"[R] Psybeam (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Confused.","[3R] Wonder Flare (80+)
<br>Your opponent reveals his or her hand. This attack does 40 more damage for each Energy card in your opponent's hand.",Wx2,2,3.5,6.4,9999.0,6.57,,Holofoil,None,,
96382,Greninja EX - XY20,Greninja EX XY20,https://tcgplayer-cdn.tcgplayer.com/product/96382_200w.jpg,3,1451,https://cpt.tcgcsv.com/GzN,2024-03-04T10:49:27.013,1,XY20,Promo,Water,170,Basic,"[W] Sharpshooting
<br>This attack does 30 damage to 1 of your opponent's Pokemon <i>(Don't apply Weakness and Resistance for Benched Pokemon)</i>.","[1WW] Aqua Blast (120)
<br>Discard 1 Water Energy attached to this Pokemon.",Gx2,1,12.0,17.97,9999.0,17.97,,Holofoil,None,,
96383,Bronzong - XY21 (Prerelease),Bronzong XY21 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/96383_200w.jpg,3,1451,https://cpt.tcgcsv.com/HzN,2025-11-13T15:16:51.533,1,XY21,Promo,Water,90,Stage 1,[1MM] Hammer In (60),,Rx2,3,12.0,13.0,299.4,12.74,19.98,Holofoil,P-20,"<b>Ability - Metal Links</b>
<br>Once during your turn <em>(before you attack)</em>, you may attach a Metal Energy card from your discard pile to 1 of your Benched Pokemon.",
96384,Bronzong - XY21 (Prerelease) [Staff],Bronzong XY21 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/96384_200w.jpg,3,1451,https://cpt.tcgcsv.com/JzN,2024-04-08T16:00:09.917,1,XY21,Promo,Water,90,Stage 1,[1MM] Hammer In (60),,Rx2,3,35.0,67.35,99.69,26.09,,Holofoil,P-20,"<b>Ability - Metal Links</b>
<br>Once during your turn <em>(before you attack)</em>, you may attach a Metal Energy card from your discard pile to 1 of your Benched Pokemon.",
96385,Darkrai - XY22,Darkrai XY22,https://tcgplayer-cdn.tcgplayer.com/product/96385_200w.jpg,3,1451,https://cpt.tcgcsv.com/KzN,2025-11-13T15:19:38.467,1,XY22,Promo,Darkness,120,Basic,"[1D] Hypnoblast (30)
<br>Your opponent's Active Pokemon is now Asleep.","[1DD] Deep Wind (60+)
<br>If your opponent's Active Pokemon is Asleep, this attack does 60 more damage and heal 30 damage from this Pokemon.",Rx2,1,2.66,4.51,12.0,5.01,5.97,Holofoil,P-20,,
96386,Shiftry - XY23,Shiftry XY23,https://tcgplayer-cdn.tcgplayer.com/product/96386_200w.jpg,3,1451,https://cpt.tcgcsv.com/LzN,2025-02-05T21:18:47.837,1,XY23,Promo,Grass,140,Stage 2,"[G] Whisk Away (30+)
<br>Your opponent reveals his or her hand. Choose a Pokemon you find there and put it on the bottom of your opponent's deck. If you do, this attack does 30 more damage.","[2G] Spirit Dance (60+)
<br>Flip 2 coins. This attack does 30 more damage for each heads.",Rx2,2,0.2,0.5,4.95,0.57,,Holofoil,None,,
96387,Greninja - XY24,Greninja XY24,https://tcgplayer-cdn.tcgplayer.com/product/96387_200w.jpg,3,1451,https://cpt.tcgcsv.com/MzN,2021-10-13T13:19:26.107,1,XY24,Promo,Darkness,130,Stage 2,"[1D] Shadow Bullet (60)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokemon <i>(Don't apply Weakness or Resistance for Benched Pokemon)</i>.",,Fx2,1,27.82,46.91,66.0,30.59,,Holofoil,P-20,"<strong>Ability - Mist Concealment</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Pokemon during your opponent's next turn.",
96388,Krookodile EX - XY25,Krookodile EX XY25,https://tcgplayer-cdn.tcgplayer.com/product/96388_200w.jpg,3,1451,https://cpt.tcgcsv.com/NzN,2020-06-26T18:12:56.61,1,XY25,Promo,Darkness,180,Basic,"[2D] Second Bite (40+)
<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.","[2DD] Megaton Fang (130)
<br>Discard a card from your hand. If you can't discard a card, this attack does nothing.",Fx2,3,7.24,9.41,17.92,10.94,,Holofoil,P-20,,
96389,Pyroar - XY26,Pyroar XY26,https://tcgplayer-cdn.tcgplayer.com/product/96389_200w.jpg,3,1451,https://cpt.tcgcsv.com/PzN,2025-11-13T16:27:41.853,1,XY26,Promo,Fire,100,Stage 1,"[1R] Crunch (30)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.","[2RR] Royal Flare (120)
<br>Discard 2 Energy attached to this Pokemon.",Wx2,2,0.3,0.76,4.0,0.73,0.97,Holofoil,None,,
96390,Champions Festival - XY27 (2014),Champions Festival XY27 2014,https://tcgplayer-cdn.tcgplayer.com/product/96390_200w.jpg,3,1451,https://cpt.tcgcsv.com/QzN,2020-06-26T18:05:41.047,1,XY27,Promo,Stadium,,,,,,,200.0,200.0,200.0,350.0,,Holofoil,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96391,Venusaur EX - XY28,Venusaur EX XY28,https://tcgplayer-cdn.tcgplayer.com/product/96391_200w.jpg,3,1451,https://cpt.tcgcsv.com/RzN,2026-02-17T19:06:28.83,1,XY28,Promo,Grass,180,Basic,"[2G] Poison Powder (60)
<br>Your opponent's Active Pokemon is now Poisoned.","[2GG] Jungle Hammer (90)
<br>Heal 30 damage from this Pokemon.",Rx2,4,1.99,4.49,18.99,4.48,5.59,Holofoil,None,,
96392,Charizard EX - XY29,Charizard EX XY29,https://tcgplayer-cdn.tcgplayer.com/product/96392_200w.jpg,3,1451,https://cpt.tcgcsv.com/SzN,2026-02-19T23:15:06.63,1,XY29,Promo,Fire,180,Basic,"[1] Stoke
<br>Flip a coin. If heads, search your deck for up to 3 basic Energy cards and attach them to this Pokemon. Shuffle your deck afterward.","[3R] Fire Blast (120)
<br>Discard an Energy attached to this Pokemon.",Wx2,2,8.2,14.98,96.95,17.84,96.95,Holofoil,None,,
96393,Blastoise EX - XY30,Blastoise EX XY30,https://tcgplayer-cdn.tcgplayer.com/product/96393_200w.jpg,3,1451,https://cpt.tcgcsv.com/TzN,2026-02-19T23:12:17.56,1,XY30,Promo,Water,180,Basic,"[2] Rapid Spin (30)
<br>Switch this Pokemon with 1 of your Benched Pokemon. Then, your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon.","[WWW] Splash Bomb (120)
<br>Flip a coin. If tails, this Pokemon does 30 damage to itself.",Gx2,3,3.22,5.33,10.0,5.66,,Holofoil,None,,
96394,Xerneas - XY31,Xerneas XY31,https://tcgplayer-cdn.tcgplayer.com/product/96394_200w.jpg,3,1451,https://cpt.tcgcsv.com/VzN,2021-11-29T06:15:14.53,1,XY31,Promo,Fairy,130,Basic,"[2Y] Aurora Gain (50)
<br>During your opponent's next turn, this Pokemon has no Weakness.","[2YY] Light of Life (80+)
<br>If your opponent has Yveltal (including Yveltal-EX) in play, this attack does 40 more damage.",Mx2,2,0.71,1.99,96.95,2.42,,Holofoil,D-20,,
96395,Yveltal - XY32,Yveltal XY32,https://tcgplayer-cdn.tcgplayer.com/product/96395_200w.jpg,3,1451,https://cpt.tcgcsv.com/WzN,2026-02-03T01:08:51.437,1,XY32,Promo,Darkness,130,Basic,"[2D] Air Crash (50)
<br>Flip a coin. If heads, discard an Energy card attached to your opponent's Active Pokemon.","[2DD] Wings of Destruction (80+)
<br>If your opponent has Xerneas (including Xerneas-EX) in play, this attack does 40 more damage.",Lx2,2,0.5,0.97,3.0,1.44,1.99,Holofoil,F-20,,
96396,Trevor - XY33,Trevor XY33,https://tcgplayer-cdn.tcgplayer.com/product/96396_200w.jpg,3,1451,https://cpt.tcgcsv.com/XzN,2020-08-12T19:12:05.61,1,XY33,Promo,Supporter,,,,,,,0.49,1.25,2.99,1.85,,Normal,,"Search your deck for a Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward.
<br>
<em>You may play only 1 Supporter card during your turn (before you attack).",
96397,Metagross EX (Shiny),Metagross EX Shiny,https://tcgplayer-cdn.tcgplayer.com/product/96397_200w.jpg,3,1451,https://cpt.tcgcsv.com/ZzN,2016-01-13T15:13:29.613,1,XY34,Promo,Metal,180,Basic,"[1M] Magnetic Laser (20)
<br>You may move a Metal Energy from 1 of your Benched Pokemon to this Pokemon.","[2MM] Squared Attack (50x)
<br>Flip 4 coins. This attack does 50 damage times the number of heads.",Rx2,4,7.69,17.1,40.1,27.23,,Holofoil,P-20,,
96398,M Metagross EX (Shiny),M Metagross EX Shiny,https://tcgplayer-cdn.tcgplayer.com/product/96398_200w.jpg,3,1451,https://cpt.tcgcsv.com/-zN,2021-10-15T15:02:42.47,1,XY35,Promo,Metal,220,Mega,"[4] Gatling Slug (130+)
<br>This attack does 10 ore damage for each Metal Energy attached to this Pokemon.",,Rx2,4,34.0,57.6,105.73,64.74,,Holofoil,P-20,"When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends.",
96413,Kingdra - XY39 (Prerelease),Kingdra XY39 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/96413_200w.jpg,3,1451,https://cpt.tcgcsv.com/hBN,2024-04-08T16:01:49.153,1,XY39,Promo,Dragon,130,Stage 2,"[1] Gather Strength
<br>Search your deck for up to 4 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.","[WWL] Dragon Blast (150)
<br>Discard a Water and a Lightning Energy attached to this Pokemon.",Fx2,1,23.0,33.33,500.0,33.6,,Holofoil,None,"<strong>Alpha Growth </strong> When you attach an Energy card from your hand to this Pokemon <em>(except with an attack, Ability, or Trainer card)</em>, you may attach 2 Energy cards.",
96414,Kingdra - XY39 (Prerelease) [Staff],Kingdra XY39 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/96414_200w.jpg,3,1451,https://cpt.tcgcsv.com/jBN,2024-04-08T15:48:26.697,1,XY39,Promo,Dragon,130,Stage 2,"[1] Gather Strength
<br>Search your deck for up to 4 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.","[WWL] Dragon Blast (150)
<br>Discard a Water and a Lightning Energy attached to this Pokemon.",Fx2,1,299.95,299.98,300.0,135.42,,Holofoil,None,"<strong>Alpha Growth </strong> When you attach an Energy card from your hand to this Pokemon <em>(except with an attack, Ability, or Trainer card)</em>, you may attach 2 Energy cards.",
96415,Ditto,Ditto,https://tcgplayer-cdn.tcgplayer.com/product/96415_200w.jpg,3,1451,https://cpt.tcgcsv.com/kBN,2026-02-05T20:24:23.207,1,XY40,Promo,Colorless,70,Basic,"[1] Stick On (10)
<br>Attach a basic Energy card from your discard pile to this Pokemon.",,Fx2,2,46.65,89.99,196.94,54.23,,Holofoil,None,"<strong>Ability - Metamorphosis Gene </strong>
<br>If this Pokemon is your Active Pokemon, it can use attacks of your opponent's Active Pokemon. <em> (You still need the necessary Energy to use each attack.)</em>",
96416,Diancie EX - XY43,Diancie EX XY43,https://tcgplayer-cdn.tcgplayer.com/product/96416_200w.jpg,3,1451,https://cpt.tcgcsv.com/lBN,2020-06-26T18:06:46.21,1,XY43,Promo,Fairy,140,Basic,"[2] Moonblast (20)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 <i>(before applying Weakness and Resistance).</i>","[1YY] Luminous Swirl (80+)
<br>Flip 2 coins. This attack does 40 more damage for each heads.",Mx2,2,4.99,10.18,16.58,10.09,,Holofoil,D-20,,
96417,M Diancie EX - XY44,M Diancie EX XY44,https://tcgplayer-cdn.tcgplayer.com/product/96417_200w.jpg,3,1451,https://cpt.tcgcsv.com/mBN,2020-06-26T18:13:37.55,1,XY44,Promo,Fairy,190,Mega,"[1YY] Diamond Force (100)
<br>During your opponent's next turn, prevent all damage done to each of your Pokemon from your opponent's Pokemon-EX. <i>(If this Pokemon is no longer your Active Pokemon, this effect ends.)</i>",,Mx2,2,18.0,28.86,64.0,29.4,19.99,Holofoil,D-20,"When 1 of your Pokemon becomes a Mega Evolution Pokemon, your turn ends.",
96418,Gallade EX - XY45,Gallade EX XY45,https://tcgplayer-cdn.tcgplayer.com/product/96418_200w.jpg,3,1451,https://cpt.tcgcsv.com/nBN,2020-08-25T12:23:43.45,1,XY45,Promo,Psychic,170,Basic,"[2P] Assault Sword (40+)
<br>If your opponent's Active Pokemon has no Energy attached to it, this attack does 40 more damage.","[2PP] Cross Slash (130)
<br>This Pokemon can't use Cross Slash during your next turn.",Px2,2,1.8,2.82,5.0,3.12,,Holofoil,None,,
96419,Treecko - XY36,Treecko XY36,https://tcgplayer-cdn.tcgplayer.com/product/96419_200w.jpg,3,1451,https://cpt.tcgcsv.com/pBN,2026-02-20T00:46:34.417,1,XY36,Promo,Grass,60,Basic,"[G] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",,Rx2,1,0.75,1.4,20.15,3.06,,Holofoil,None,,
96420,Torchic - XY37,Torchic XY37,https://tcgplayer-cdn.tcgplayer.com/product/96420_200w.jpg,3,1451,https://cpt.tcgcsv.com/qBN,2025-11-13T16:42:55.647,1,XY37,Promo,Fire,60,Basic,"[R] Ember (20)
<br>Flip a coin. If tails, discard a Fire Energy attached to this Pokemon.",,Wx2,1,1.0,2.22,4.36,2.87,,Holofoil,None,,
96421,Mudkip - XY38,Mudkip XY38,https://tcgplayer-cdn.tcgplayer.com/product/96421_200w.jpg,3,1451,https://cpt.tcgcsv.com/rBN,2020-06-26T18:15:19.06,1,XY38,Promo,Water,60,Basic,[W] Tackle (10),[1W] Mud-Slap (20),Gx2,1,1.5,2.5,5.28,4.79,,Holofoil,None,,
96479,Champions Festival - XY27 (2014 Top Thirty-Two),Champions Festival XY27 2014 Top Thirty Two,https://tcgplayer-cdn.tcgplayer.com/product/96479_200w.jpg,3,1451,https://cpt.tcgcsv.com/CCN,2020-06-26T18:05:25.067,0,XY27,Promo,Stadium,,,,,,,299.99,299.99,299.99,,,Holofoil,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96480,Champions Festival - XY27 (2014 Top Sixteen),Champions Festival XY27 2014 Top Sixteen,https://tcgplayer-cdn.tcgplayer.com/product/96480_200w.jpg,3,1451,https://cpt.tcgcsv.com/DCN,2020-06-26T18:05:18.787,0,XY27,Promo,Stadium,,,,,,,,,,,,,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96481,Champions Festival - XY27 (2014 Quarter Finalist),Champions Festival XY27 2014 Quarter Finalist,https://tcgplayer-cdn.tcgplayer.com/product/96481_200w.jpg,3,1451,https://cpt.tcgcsv.com/FCN,2020-06-26T18:04:20.917,0,XY27,Promo,Stadium,,,,,,,,,,,,,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96482,Champions Festival - XY27 (2014 Semi-Finalist),Champions Festival XY27 2014 Semi Finalist,https://tcgplayer-cdn.tcgplayer.com/product/96482_200w.jpg,3,1451,https://cpt.tcgcsv.com/GCN,2020-06-26T18:04:27.253,0,XY27,Promo,Stadium,,,,,,,,,,,,,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96483,Champions Festival - XY27 (2014 Finalist),Champions Festival XY27 2014 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/96483_200w.jpg,3,1451,https://cpt.tcgcsv.com/HCN,2020-06-26T18:04:13.96,0,XY27,Promo,Stadium,,,,,,,,,,,,,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96484,Champions Festival - XY27 (2014 Champion),Champions Festival XY27 2014 Champion,https://tcgplayer-cdn.tcgplayer.com/product/96484_200w.jpg,3,1451,https://cpt.tcgcsv.com/JCN,2020-06-26T18:04:03.65,0,XY27,Promo,Stadium,,,,,,,,,,,,,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
96485,Champions Festival - XY27 (2014 Staff),Champions Festival XY27 2014 Staff,https://tcgplayer-cdn.tcgplayer.com/product/96485_200w.jpg,3,1451,https://cpt.tcgcsv.com/KCN,2020-06-26T18:05:11.727,0,XY27,Promo,Stadium,,,,,,,376.05,400.0,400.98,,,Holofoil,,"Once during each player's turn, if that player has 6 Pokemon in play, he or she may heal 10 damage from each of his or her Pokemon.

<br><em>This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.</em>",
