productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
283798,Mimikyu,Mimikyu,https://tcgplayer-cdn.tcgplayer.com/product/283798_200w.jpg,3,3179,https://cpt.tcgcsv.com/-wh3,2022-09-06T17:34:33.2,1,"<strong>Ability — Heal Jamming</strong>
<br>
Your opponent's Benched Pokémon can't be healed.",0.01,0.28,9.0,0.22,,Holofoil,081/189,Promo,Psychic,70,Basic,[1P] Claw Slash (30),Dx2,F-30,1,
283801,Hatterene,Hatterene,https://tcgplayer-cdn.tcgplayer.com/product/283801_200w.jpg,3,3179,https://cpt.tcgcsv.com/2xh3,2026-02-03T15:29:33.107,1,"<strong>Ability — Witch Rondo</strong>
<br>
Once during your turn, you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches their Active Pokémon with 1 of their Benched Pokémon.",0.01,0.2,10.0,0.16,0.1,Holofoil,073/198,Promo,Psychic,130,Stage 2,"[2] Psychic (30+)
<br>
This attack does 50 more damage for each Energy attached to your opponent's Active Pokémon.",Dx2,F-30,1,
283805,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/283805_200w.jpg,3,3179,https://cpt.tcgcsv.com/7xh3,2022-12-18T06:10:27.983,1,,0.03,0.29,10.32,0.27,,Normal,049/203,Promo,Lightning,60,Basic,"[L] Energize
<br>
Attach a Lightning Energy card from your discard pile to this Pokémon.",Fx2,,1,[2L] Electro Ball (30)
283807,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/283807_200w.jpg,3,3179,https://cpt.tcgcsv.com/9xh3,2023-03-07T20:48:01.02,1,,0.01,0.2,2.0,0.14,,Normal,069/163,Promo,Fighting,70,Basic,[F] Beat (10),Gx2,,1,[1F] Headbutt (30)
283810,Zubat,Zubat,https://tcgplayer-cdn.tcgplayer.com/product/283810_200w.jpg,3,3179,https://cpt.tcgcsv.com/dxh3,2025-11-21T05:31:32.09,1,,0.01,0.2,19.5,0.16,0.14,Normal,089/163,Promo,Darkness,50,Basic,"[1] Hide in Shadows
<br>
Switch this Pokémon with 1 of your Benched Pokémon.",Fx2,,1,[2] Speed Dive (20)
283811,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/283811_200w.jpg,3,3179,https://cpt.tcgcsv.com/fxh3,2025-10-14T00:38:02.483,1,,0.01,0.2,2.0,0.17,,Normal,055/198,Promo,Psychic,50,Basic,"[P] Sleep Pulse (10)
<br>
Flip a coin. If heads, your opponent's Active Pokémon is now Asleep.",Dx2,F-30,1,
283812,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/283812_200w.jpg,3,3179,https://cpt.tcgcsv.com/gxh3,2023-03-07T20:48:43.24,1,,0.03,0.17,2.0,0.15,,Normal,056/198,Promo,Psychic,80,Stage 1,[P] Will-O-Wisp (30),Dx2,F-30,1,
283815,Spinarak,Spinarak,https://tcgplayer-cdn.tcgplayer.com/product/283815_200w.jpg,3,3179,https://cpt.tcgcsv.com/kxh3,2025-11-20T05:29:23.887,1,,0.01,0.15,2.0,0.11,0.08,Normal,102/189,Promo,Darkness,60,Basic,[D] Hang Down (10),Fx2,,1,[1D] Sting (20)
283818,Ariados,Ariados,https://tcgplayer-cdn.tcgplayer.com/product/283818_200w.jpg,3,3179,https://cpt.tcgcsv.com/nxh3,2022-09-06T17:28:14.247,1,"<strong>Ability — Spider Net</strong>
<br>
When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",0.01,0.15,2.0,0.13,,Normal,103/189,Promo,Darkness,110,Stage 1,"[1D] Poison Sting (30)
<br>Your opponent's Active Pokémon is now Poisoned.",Fx2,,2,
283819,Murkrow,Murkrow,https://tcgplayer-cdn.tcgplayer.com/product/283819_200w.jpg,3,3179,https://cpt.tcgcsv.com/pxh3,2025-11-20T19:53:05.153,1,,0.01,0.15,5.0,0.09,,Normal,093/163,Promo,Darkness,70,Basic,"[1] Scout
<br>
Your opponent reveals their hand.",Lx2,F-30,1,[1D] Peck (20)
283820,Misdreavus,Misdreavus,https://tcgplayer-cdn.tcgplayer.com/product/283820_200w.jpg,3,3179,https://cpt.tcgcsv.com/qxh3,2023-05-17T15:55:02.35,1,,0.01,0.15,5.0,0.08,,Normal,058/189,Promo,Psychic,60,Basic,[1] Mumble (10),Dx2,F-30,1,
283821,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/283821_200w.jpg,3,3179,https://cpt.tcgcsv.com/rxh3,2025-11-20T03:37:30.103,1,,0.03,0.15,2.0,0.13,0.14,Normal,060/172,Promo,Psychic,60,Basic,"[P] Perplex (10)
<br>
Flip a coin. If heads, your opponent's Active Pokémon is now Confused.",Dx2,F-30,1,
283822,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/283822_200w.jpg,3,3179,https://cpt.tcgcsv.com/sxh3,2025-11-21T16:36:03.573,1,,0.01,0.15,2.0,0.09,,Normal,061/172,Promo,Psychic,90,Stage 1,"[P] Fade to Black (30)
<br>
Your opponent's Active Pokémon is now Confused.",Dx2,F-30,2,
283824,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/283824_200w.jpg,3,3179,https://cpt.tcgcsv.com/vxh3,2022-09-06T17:33:07.203,1,,0.01,0.15,2.0,0.14,,Normal,031/192,Promo,Fire,60,Basic,"[R] Scorch
<br>
Your opponent's Active Pokémon is now Burned.",Wx2,,1,
283825,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/283825_200w.jpg,3,3179,https://cpt.tcgcsv.com/wxh3,2022-09-06T17:32:56.1,1,"<strong>Ability — Top Entry</strong>
<br>
Once during your turn, if you drew this Pokémon from your deck at the beginning of your turn and your Bench isn't full, before you put it into your hand, you may put it onto your Bench.",0.01,0.15,2.0,0.14,,Normal,032/192,Promo,Fire,80,Stage 1,"[R] Reignite (20)
<br>
Attach a Fire Energy card from your discard pile to 1 of your Pokémon.",Wx2,,1,
283826,Phantump,Phantump,https://tcgplayer-cdn.tcgplayer.com/product/283826_200w.jpg,3,3179,https://cpt.tcgcsv.com/xxh3,2023-03-07T20:50:09.807,1,,0.01,0.12,19.5,0.09,0.06,Normal,016/264,Promo,Grass,60,Basic,[1] Tackle (10),Rx2,,,[1G] Seed Bomb (20)
283828,Pumpkaboo,Pumpkaboo,https://tcgplayer-cdn.tcgplayer.com/product/283828_200w.jpg,3,3179,https://cpt.tcgcsv.com/Bxh3,2022-10-10T14:22:46.323,1,"<strong>Ability — Pumpkin Pit</strong>
<br>
When you play this Pokémon from your hand onto your Bench during your turn, you may discard a Stadium in play.",0.01,0.15,2.0,0.14,,Normal,076/203,Promo,Psychic,60,Basic,[2] Stampede (20),Dx2,F-30,,
283831,Nickit,Nickit,https://tcgplayer-cdn.tcgplayer.com/product/283831_200w.jpg,3,3179,https://cpt.tcgcsv.com/Fxh3,2023-12-07T16:50:56.297,1,,0.01,0.15,2.0,0.09,,Normal,103/189,Promo,Darkness,60,Basic,[1] Rear Kick (10),Gx2,,1,
283833,Hatenna,Hatenna,https://tcgplayer-cdn.tcgplayer.com/product/283833_200w.jpg,3,3179,https://cpt.tcgcsv.com/Hxh3,2025-11-21T16:31:08.753,1,,0.01,0.15,2.0,0.1,0.09,Normal,018/073,Promo,Psychic,60,Basic,[P] Stamped (10),Dx2,F-30,1,[1P] Magical Shot (30)
283836,Hattrem,Hattrem,https://tcgplayer-cdn.tcgplayer.com/product/283836_200w.jpg,3,3179,https://cpt.tcgcsv.com/Lxh3,2025-11-20T19:30:13.967,1,,0.02,0.15,5.0,0.15,0.15,Normal,072/198,Promo,Psychic,80,Stage 1,[P] Spiral Drain (30),Dx2,F-30,1,
283838,Sinistea,Sinistea,https://tcgplayer-cdn.tcgplayer.com/product/283838_200w.jpg,3,3179,https://cpt.tcgcsv.com/Nxh3,2025-11-20T05:30:04.927,1,,0.01,0.15,2.0,0.1,0.1,Normal,082/189,Promo,Psychic,30,Basic,"[1] Furtive Drop
<br>
Put 2 damage counters on your opponent's Active Pokémon.",Dx2,F-30,1,
283839,Polteageist,Polteageist,https://tcgplayer-cdn.tcgplayer.com/product/283839_200w.jpg,3,3179,https://cpt.tcgcsv.com/Pxh3,2024-03-15T05:20:22.187,1,"<strong>Ability — Tea Break</strong>
<br>
You must discard a Pokémon that has the Mad Party attack from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.",0.02,0.15,2.0,0.15,,Normal,083/189,Promo,Psychic,60,Stage 1,"[2] Mad Party (20x)
<br>
This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.",Dx2,F-30,1,
659627,Trick or Trade BOOster Bundle (120 ct),Trick or Trade BOOster Bundle 120 ct,https://tcgplayer-cdn.tcgplayer.com/product/659627_200w.jpg,3,3179,https://cpt.tcgcsv.com/zSh7,2025-10-22T19:16:07.983,0,"Spooky Surprises Lurk Inside!
<br>Share Pokémon fun and excitement on the spookiest night of the year with a bundle of BOOster packs! Inside you’ll find 120 mini packs, each containing three colorful cards from the Pokémon Trading Card Game.",,,,,,,,,,,,,,,,
