productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extAttack3,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance
129311,Solgaleo GX - SM16,Solgaleo GX SM16,https://tcgplayer-cdn.tcgplayer.com/product/129311_200w.jpg,3,1861,https://cpt.tcgcsv.com/fL22,2025-11-20T20:36:49.5,1,SM16,Promo,Metal,250,Stage 2,"<strong>Ability — Ultra Road</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may switch your Active Pokémon with 1 of your Benched Pokémon.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1MM] Sunsteel Strike (230)
<Br>Discard all Energy from this Pokémon.","<span style=""color:Teal""><strong>[M] Sol Burst GX</strong>
<br>Search your deck for up to 5 Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,3,0.94,2.0,29.99,1.93,2.66,Holofoil,P-20
129312,Lunala GX - SM17,Lunala GX SM17,https://tcgplayer-cdn.tcgplayer.com/product/129312_200w.jpg,3,1861,https://cpt.tcgcsv.com/gL22,2026-02-12T20:41:02.347,1,SM17,Promo,Psychic,250,Stage 2,"<strong>Ability — Psychic Transfer</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may move a Psychic Energy from 1 of your Pokémon to another of your Pokémon.
<br><br>
<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[PPPP] Moongeist Beam (120)
<br>The Defending Pokémon can't be healed during your opponent's next turn.","<b><font color=""teal"">[PPP] Lunar Fall GX</b>
<br>Knock Out 1 of your opponent's Basic Pokemon that isn't a Pokemon GX.<i>(You can't use more than 1 GX attack in a game.)</i>
</font>","<span style=""color:Teal""><strong>[PPP] Lunar Fall GX</strong>
<br>Knock out 1 of your opponent's Basic Pokémon that isn't a Pokémon-GX. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Dx2,2,1.0,3.62,75.0,3.57,,Holofoil,F-20
129313,Zygarde - SM15,Zygarde SM15,https://tcgplayer-cdn.tcgplayer.com/product/129313_200w.jpg,3,1861,https://cpt.tcgcsv.com/hL22,2022-09-14T17:34:23.363,1,SM15,Promo,Fighting,130,Basic,,[2F] Pulse Blast (60),[1FFF] Land's Wrath (130),,Gx2,3,0.4,1.1,5.0,1.24,0.99,Holofoil,None
129894,Mimikyu - SM29,Mimikyu SM29,https://tcgplayer-cdn.tcgplayer.com/product/129894_200w.jpg,3,1861,https://cpt.tcgcsv.com/VZ22,2022-09-13T19:20:57.45,1,SM29,Promo,Psychic,70,Basic,,"[P] Haunt
<br>Put 1 damage counter on your opponent's Active Pokémon.","[2] Astonish
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.",,,1,3.3,8.56,39.99,8.15,39.99,Holofoil,
130683,Rowlet - SM22,Rowlet SM22,https://tcgplayer-cdn.tcgplayer.com/product/130683_200w.jpg,3,1861,https://cpt.tcgcsv.com/Hh32,2022-09-14T14:11:07.367,1,SM22,Promo,Grass,60,Basic,,[1] Tackle (10),[1G] Leafage (20),,Rx2,1,0.65,0.99,96.94,1.45,96.94,Holofoil,
130684,Litten - SM23,Litten SM23,https://tcgplayer-cdn.tcgplayer.com/product/130684_200w.jpg,3,1861,https://cpt.tcgcsv.com/Jh32,2022-09-13T18:16:57.687,1,SM23,Promo,Fire,70,Basic,,[R] Bite (10),[1R] Flare (20),,Wx2,1,0.75,1.25,4.99,1.45,,Holofoil,
130685,Popplio - SM24,Popplio SM24,https://tcgplayer-cdn.tcgplayer.com/product/130685_200w.jpg,3,1861,https://cpt.tcgcsv.com/Kh32,2022-09-14T13:38:42.383,1,SM24,Promo,Water,70,Basic,,[W] Pound (10),[1W] Water Gun (20),,Gx2,1,0.6,0.75,1.57,0.79,,Holofoil,
131085,Mudsdale - SM20 (Prerelease),Mudsdale SM20 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/131085_200w.jpg,3,1861,https://cpt.tcgcsv.com/Kr32,2022-11-15T16:50:46.303,1,SM20,Promo,Fighting,140,Stage 1,,"[1FF] Enhanced Stomp (60+)
<br>If this Pokémon has a Pokémon Tool card attached to it, this attack does 60 more damage.","[1FFF] High Horsepower (180)
<br>This Pokémon does 40 damage to itself.",,Gx2,4,2.31,5.96,26.99,5.56,6.06,Holofoil,
131086,Mudsdale - SM20 (Prerelease) [Staff],Mudsdale SM20 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/131086_200w.jpg,3,1861,https://cpt.tcgcsv.com/Lr32,2022-09-13T19:32:38.243,1,SM20,Promo,Fighting,140,Stage 1,,"[1FF] Enhanced Stomp (60+)
<br>If this Pokémon has a Pokémon Tool card attached to it, this attack does 60 more damage.","[1FFF] High Horsepower (180)
<br>This Pokémon does 40 damage to itself.",,Gx2,4,39.99,55.75,71.5,48.63,,Holofoil,None
131087,Drampa - SM21 (Prerelease),Drampa SM21 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/131087_200w.jpg,3,1861,https://cpt.tcgcsv.com/Mr32,2022-09-13T16:09:28.313,1,SM21,Promo,Dragon,120,Basic,,"[1] Amass
<br>Search your deck for a basic Energy card and attach it to this Pokémon. Then, shuffle your deck.","[3] Power Cyclone (80)
<br>Move an Energy from this Pokémon to 1 of your Benched Pokémon.",,Yx2,2,6.78,10.51,96.95,6.75,96.95,Holofoil,
131088,Drampa - SM21 (Prerelease) [Staff],Drampa SM21 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/131088_200w.jpg,3,1861,https://cpt.tcgcsv.com/Nr32,2022-09-13T16:10:57.45,1,SM21,Promo,Dragon,120,Basic,,"[1] Amass
<br>Search your deck for a basic Energy card and attach it to this Pokémon. Then, shuffle your deck.","[3] Power Cyclone (80)
<br>Move an Energy from this Pokémon to 1 of your Benched Pokémon.",,Yx2,2,39.99,47.0,89.99,44.98,,Holofoil,
131089,Oricorio - SM19 (Prerelease),Oricorio SM19 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/131089_200w.jpg,3,1861,https://cpt.tcgcsv.com/Pr32,2022-09-13T19:47:02.207,1,SM19,Promo,Psychic,90,Basic,,"[1] Supernatural Dance
<br>For each Pokémon in your opponent's discard pile, put 1 damage counter on your opponent's Pokémon in any way you like.","[1] Revelation Dance (30)
<br>If there is no Stadium card in play, this attack does nothing.",,Dx2,1,5.03,7.98,21.0,8.31,,Holofoil,F-20
131090,Oricorio - SM19 (Prerelease) [Staff],Oricorio SM19 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/131090_200w.jpg,3,1861,https://cpt.tcgcsv.com/Qr32,2022-09-13T19:47:47.97,1,SM19,Promo,Psychic,90,Basic,,"[1] Supernatural Dance
<br>For each Pokémon in your opponent's discard pile, put 1 damage counter on your opponent's Pokémon in any way you like.","[1] Revelation Dance (30)
<br>If there is no Stadium card in play, this attack does nothing.",,Dx2,1,24.95,40.69,40.69,20.61,,Holofoil,F-20
131091,Alolan Sandslash - SM18 (Prerelease),Alolan Sandslash SM18 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/131091_200w.jpg,3,1861,https://cpt.tcgcsv.com/Rr32,2022-09-09T19:27:20.937,1,SM18,Promo,Water,110,Stage 1,"<strong>Ability — Slush Rush</strong>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.","[2W] Smash Turn (50)
<br>Switch this Pokémon with 1 of your Benched Pokémon.",,,Mx2,2,10.69,19.69,96.54,12.31,22.98,Holofoil,
131092,Alolan Sandslash - SM18 (Prerelease) [Staff],Alolan Sandslash SM18 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/131092_200w.jpg,3,1861,https://cpt.tcgcsv.com/Sr32,2022-09-09T19:29:31.51,1,SM18,Promo,Water,110,Stage 1,"<strong>Ability — Slush Rush</strong>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.","[2W] Smash Turn (50)
<br>Switch this Pokémon with 1 of your Benched Pokémon.",,,Mx2,2,,,,,,,
131293,Vikavolt - SM28,Vikavolt SM28,https://tcgplayer-cdn.tcgplayer.com/product/131293_200w.jpg,3,1861,https://cpt.tcgcsv.com/Tw32,2026-02-12T20:50:30.88,1,SM28,Promo,Lightning,150,Stage 2,"<strong>Ability — Strong Charge</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may search your deck for a Grass Energy card and a Lightning Energy card and attach them to your Pokémon in any way you like. Then, shuffle your deck.","[3L] Electro Cannon (150)
<br>Discard 3 Energy from this Pokémon.",,,Fx2,3,0.19,0.41,5.0,0.39,0.35,Holofoil,M-20
131294,Turtonator - SM27,Turtonator SM27,https://tcgplayer-cdn.tcgplayer.com/product/131294_200w.jpg,3,1861,https://cpt.tcgcsv.com/Vw32,2026-02-16T21:13:23.133,1,SM27,Promo,Fire,130,Basic,,"[1R] Flame Cloak (30)
<br>Attach a Fire Energy card from your discard pile to this Pokémon.",[2R] Heat Blast (70),,Wx2,3,0.15,0.44,5.25,0.39,0.2,Holofoil,
131727,Tapu Bulu GX - SM32,Tapu Bulu GX SM32,https://tcgplayer-cdn.tcgplayer.com/product/131727_200w.jpg,3,1861,https://cpt.tcgcsv.com/zJ32,2022-09-14T14:51:37.037,1,SM32,Promo,Grass,180,Basic,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[G] Horn Attack (30),"[1GG] Nature's Judgment (120+)
<br>You may discard all Energy from this Pokémon. If you do, this attack does 60 more damage.","<span style=""color:Teal""><strong>[1GG] Tapu Wilderness GX</strong>
<br>Heal all damage from this Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,3,0.89,1.56,5.82,1.56,,Holofoil,
131728,Tapu Koko GX - SM33,Tapu Koko GX SM33,https://tcgplayer-cdn.tcgplayer.com/product/131728_200w.jpg,3,1861,https://cpt.tcgcsv.com/BJ32,2026-02-16T21:13:10.967,1,SM33,Promo,Lightning,170,Basic,"<strong>Ability — Aero Trail</strong>
<br>
When you play this Pokémon from your hand onto your Bench during your turn, you may move any number of Lightning Energy from your other Pokémon to this Pokémon. If you do, switch this Pokémon with your Active Pokémon.
<br><br><em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>",[1LL] Sky-High Claws (130),"<span style=""color:Teal""><strong>[1LL] Tapu Thunder GX</strong>
<br>This attack does 50 damage times the amount of Energy attached to all of your opponent's Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,,2,0.74,1.95,4321.0,1.91,3.49,Holofoil,
131733,Tapu Koko - SM30,Tapu Koko SM30,https://tcgplayer-cdn.tcgplayer.com/product/131733_200w.jpg,3,1861,https://cpt.tcgcsv.com/HJ32,2025-11-20T20:45:16.873,1,SM30,Promo,Lightning,110,Basic,,"[2] Flying Flip
<br>This attack does 20 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",[1LL] Electric Ball (100),,Fx2,,0.3,0.67,5.0,0.59,,Holofoil,M-20
132239,Tapu Koko - SM31,Tapu Koko SM31,https://tcgplayer-cdn.tcgplayer.com/product/132239_200w.jpg,3,1861,https://cpt.tcgcsv.com/PV32,2022-09-14T15:06:49.78,1,SM31,Promo,Lightning,110,Basic,,"[2] Flying Flip
<br>This attack does 20 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",[1LL] Electric Ball (100),,Fx2,,0.21,0.56,4321.0,0.48,,Holofoil,M-20
132240,Bewear GX - SM34,Bewear GX SM34,https://tcgplayer-cdn.tcgplayer.com/product/132240_200w.jpg,3,1861,https://cpt.tcgcsv.com/QV32,2025-11-20T17:00:21.94,1,SM34,Promo,Colorless,210,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[3] Bear Hug (80)
<br>The Defending Pokémon can't retreat during your opponent's next turn.","[4] Double Impact (100x)
<br>Flip 2 coins. This attack does 100 damage for each heads.","<span style=""color:Teal""><strong>[4] Big Throw GX</strong>
<br>
Discard your opponent's Active Pokémon and all cards attached to it. <em>(You can't use more than 1 GX attack in a game.)</em>
</span>",Fx2,3,0.94,2.16,9.95,2.4,,Holofoil,
133820,Primarina GX - SM39,Primarina GX SM39,https://tcgplayer-cdn.tcgplayer.com/product/133820_200w.jpg,3,1861,https://cpt.tcgcsv.com/qx52,2025-11-20T19:19:49.873,1,SM39,Promo,Water,250,Stage 2,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[2] Bubble Beat (10+)
<br>This attack does 20 more damage times the amount of Water Energy attached to your Pokémon.","[1WWW] Roaring Seas (120)
<br>Discard an Energy from your opponent's Active Pokémon.","<span style=""color:Teal""><strong>[2] Grand Echo GX</strong>
<br>Heal all damage from all of your Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,2,6.51,9.99,9999.0,10.31,9.0,Holofoil,
133821,Decidueye GX - SM37,Decidueye GX SM37,https://tcgplayer-cdn.tcgplayer.com/product/133821_200w.jpg,3,1861,https://cpt.tcgcsv.com/rx52,2025-11-20T17:14:11.787,1,SM37,Promo,Grass,240,Stage 2,"<strong>Ability — Feather Arrow</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put 2 damage counters on 1 of your opponent's Pokémon.",[2G] Razor Leaf (90),"<span style=""color:Teal""><strong>[G] Hollow Hunt GX</strong>
<br>Put 3 cards from your discard pile into your hand. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Rx2,2,4.99,7.02,9.48,7.02,6.29,Holofoil,None
133822,Incineroar GX - SM38,Incineroar GX SM38,https://tcgplayer-cdn.tcgplayer.com/product/133822_200w.jpg,3,1861,https://cpt.tcgcsv.com/sx52,2025-11-20T18:16:14.74,1,SM38,Promo,Fire,250,Stage 2,"<em>Pokémon-EX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[R] Hustling Strike (10+)
<br>This attack does 20 more damage for each of your Benched Fire Pokémon.","[1RR] Tiger Swing (80+)
<br>Flip 2 coins. This attack does 50 more damage for each heads.","<span style=""color:Teal""><strong>[1RR] Burning Slam GX</strong>
<br>Your opponent's Active Pokémon is now Burned. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Wx2,3,6.5,9.99,9999.0,13.16,,Holofoil,
133829,Lurantis - SM25,Lurantis SM25,https://tcgplayer-cdn.tcgplayer.com/product/133829_200w.jpg,3,1861,https://cpt.tcgcsv.com/Cx52,2025-10-27T20:53:00.78,1,SM25,Promo,Grass,100,Stage 1,"<strong>Ability — Sunny Day</strong>
<br>The attacks of your Grass Pokémon and Fire Pokémon do 20 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.",[1GG] Solar Beam (80),,,Rx2,2,1.0,1.5,29.98,1.49,,Holofoil,
137525,Espeon GX - SM35,Espeon GX SM35,https://tcgplayer-cdn.tcgplayer.com/product/137525_200w.jpg,3,1861,https://cpt.tcgcsv.com/w072,2025-11-20T18:11:59.217,1,SM35,Promo,Psychic,200,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[1] Psybeam (30)
<br>Your opponent's Active Pokémon is now Confused.","[2P] Psychic (60+)
<br>Does 30 more damage for each Energy attached to your opponent's Active Pokémon.","<span style=""color:Teal""><strong>[2P] Divide GX</strong>
<br>Put 10 damage counters on your opponent's Pokémon in any way you like. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Px2,1,9.99,19.64,9999.0,18.7,16.73,Holofoil,
137526,Umbreon GX - SM36,Umbreon GX SM36,https://tcgplayer-cdn.tcgplayer.com/product/137526_200w.jpg,3,1861,https://cpt.tcgcsv.com/x072,2026-02-12T20:50:18.01,1,SM36,Promo,Darkness,200,Stage 1,"<em>Pokémon-GX rule — When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.</em>","[D] Strafe (30)
<br>You may switch this Pokémon with 1 of your Benched Pokémon.","[2D] Shadow Bullet (90)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","<span style=""color:Teal""><strong>[1D] Dark Call GX</strong>
<br>Discard 2 Energy from your opponent's Pokémon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,2,28.0,44.0,999.99,39.62,31.98,Holofoil,P-20
137876,Tapu Koko GX - SM50,Tapu Koko GX SM50,https://tcgplayer-cdn.tcgplayer.com/product/137876_200w.jpg,3,1861,https://cpt.tcgcsv.com/x972,2026-02-16T21:13:14.837,1,SM50,Promo,Lightning,170,Basic,"<strong>Ability — Aero Trail</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may move any number of Lightning Energy from your other Pokémon to this Pokémon. If you do, switch this Pokémon with your Active Pokémon.",[1LL] Sky-High Claws (130),"<span style=""color:Teal""><strong>[1LL] Tapu Thunder GX (50x)</strong>
<br>This attack does 50 damage times the amount of Energy attached to all of your opponent's Pokémon. <em>You can't use more than 1 GX attack in a game.)</em></span>",,,2,1.19,1.82,9999.0,1.71,2.48,Holofoil,
139088,Seviper - SM46 (Prerelease),Seviper SM46 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/139088_200w.jpg,3,1861,https://cpt.tcgcsv.com/NF72,2025-11-20T20:23:53.597,1,SM46,Promo,Psychic,100,Basic,"<strong>Ability — More Poison</strong>
<br>Put 1 more damage counter on your opponent's Poisoned Pokémon between turns.","[2P] Venomous Fang (30)
<br>Your opponent's active Pokémon is now Poisoned.",,,Px2,2,2.96,5.5,6.74,6.42,,Holofoil,
139089,Seviper - SM46 (Prerelease) [Staff],Seviper SM46 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/139089_200w.jpg,3,1861,https://cpt.tcgcsv.com/PF72,2022-09-14T14:23:37.343,1,SM46,Uncommon,Psychic,100,Basic,"<strong>Ability — More Poison</strong>
<br>Put 1 more damage counter on your opponent's Poisoned Pokémon between turns.","[2P] Venomous Fang (30)
<br>Your opponent's active Pokemon is now Poisoned.",,,Px2,2,19.97,20.19,49.99,23.68,,Holofoil,None
