productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance,extAttack3
86299,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/86299_200w.jpg,3,1442,https://cpt.tcgcsv.com/_wJ,2022-09-23T19:11:36.243,1,014/017,Common,Grass,70,Stage 1,"[1] Gouge (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","[2G] Poisonpowder (40)
<br>The Defending Pokémon is now Poisoned.",P,1,8.75,12.0,20.0,8.38,,Normal,,,
86342,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86342_200w.jpg,3,1442,https://cpt.tcgcsv.com/SxJ,2022-09-23T19:12:24.113,1,003/017,Rare,Lightning,70,Stage 1,"[1L] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[2L] Pin Missile (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",F,,10.62,10.62,10.62,20.93,,Normal,,M,
86342,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86342_200w.jpg,3,1442,https://cpt.tcgcsv.com/SxJ,2022-09-23T19:12:24.113,1,003/017,Rare,Lightning,70,Stage 1,"[1L] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[2L] Pin Missile (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",F,,11.0,14.51,49.95,13.87,49.95,Holofoil,,M,
86847,Low Pressure System,Low Pressure System,https://tcgplayer-cdn.tcgplayer.com/product/86847_200w.jpg,3,1442,https://cpt.tcgcsv.com/ZLJ,2022-09-23T19:13:19.857,1,011/017,Uncommon,Stadium,,,,,,,2.5,7.59,9.97,7.42,,Normal,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
<br>
<br>Each Grass and Lightning Pokemon in play <em>(both yours and your opponent's)</em> gets +10 HP.",,
87236,Marshtomp,Marshtomp,https://tcgplayer-cdn.tcgplayer.com/product/87236_200w.jpg,3,1442,https://cpt.tcgcsv.com/LVJ,2022-09-23T19:13:46.103,1,015/017,Common,Fighting,70,Stage 1,[F] Mud Slap (20),"[3] Double-edge (40)
<br>Marshtomp does 10 damage to itself.",G,1,9.99,12.5,20.0,8.01,,Normal,,,
87487,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/87487_200w.jpg,3,1442,https://cpt.tcgcsv.com/M_J,2022-09-23T19:15:28.223,1,004/017,Rare,Lightning,50,Basic,"[1] Cheer Up
<br>Draw a card. If Plusle is in play, draw 2 cards instead.","[1L] Negative Ion (20)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 10 <em>(before applying Weakness and Resistance)</em>.",F,1,11.87,25.0,109.99,5.78,,Normal,,M,"[LL] Power Bolt
<br>
Choose 1 of your opponent's Pokémon that has any Poké-Powers. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
87487,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/87487_200w.jpg,3,1442,https://cpt.tcgcsv.com/M_J,2022-09-23T19:15:28.223,1,004/017,Rare,Lightning,50,Basic,"[1] Cheer Up
<br>Draw a card. If Plusle is in play, draw 2 cards instead.","[1L] Negative Ion (20)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 10 <em>(before applying Weakness and Resistance)</em>.",F,1,36.5,46.87,149.99,45.51,,Holofoil,,M,"[LL] Power Bolt
<br>
Choose 1 of your opponent's Pokémon that has any Poké-Powers. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
88024,Pichu Bros.,Pichu Bros,https://tcgplayer-cdn.tcgplayer.com/product/88024_200w.jpg,3,1442,https://cpt.tcgcsv.com/vdK,2022-09-23T19:16:28.46,1,016/017,Common,Lightning,60,Basic,"[LL] Bustle (20x)
<br>Flip 2 coins. This attack does 20 damage times the number of heads. If either coin is heads, the Defending Pokémon is now Confused.",,F,1,49.99,75.0,9999.0,52.55,,Normal,,,
88167,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/88167_200w.jpg,3,1442,https://cpt.tcgcsv.com/mhK,2022-09-23T19:17:53.22,1,005/017,Rare,Lightning,50,Basic,"[1] Cheer Up
<br>Draw a card. If Minun is in play, draw 2 cards instead.","[1L] Positive Ion (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",F,1,37.93,37.93,37.93,14.97,,Normal,,M,"[LL] Body Bolt
<br>Choose 1 of your opponent's Pokémon that has any Poké-Bodies. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
88167,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/88167_200w.jpg,3,1442,https://cpt.tcgcsv.com/mhK,2022-09-23T19:17:53.22,1,005/017,Rare,Lightning,50,Basic,"[1] Cheer Up
<br>Draw a card. If Minun is in play, draw 2 cards instead.","[1L] Positive Ion (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",F,1,29.97,32.0,41.94,31.33,41.94,Holofoil,,M,"[LL] Body Bolt
<br>Choose 1 of your opponent's Pokémon that has any Poké-Bodies. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
90283,Vaporeon,Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/90283_200w.jpg,3,1442,https://cpt.tcgcsv.com/H7L,2022-09-23T19:18:36.72,1,006/017,Rare,Water,70,Stage 1,[1] Bite (20),"[1L] Water Gun (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.",L,1,15.0,21.59,41.09,24.89,,Normal,,,
90283,Vaporeon,Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/90283_200w.jpg,3,1442,https://cpt.tcgcsv.com/H7L,2022-09-23T19:18:36.72,1,006/017,Rare,Water,70,Stage 1,[1] Bite (20),"[1L] Water Gun (30+)
<br>Does 30 damage plus 20 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.",L,1,13.0,24.26,55.2,27.75,,Holofoil,,,
97809,Ho-Oh ex (Holo),Ho Oh ex Holo,https://tcgplayer-cdn.tcgplayer.com/product/97809_200w.jpg,3,1442,https://cpt.tcgcsv.com/c8P,2022-09-23T19:09:40.283,1,017/017,Ultra Rare,Fire,110,Basic,"[3] Rainbow Burn (10+)
<br>Does 10 damage plus 20 more damage for each type of basic Energy card attached to Ho-oh ex.",,W,2,167.0,234.0,299.99,199.99,,Holofoil,"<strong>Poké-POWER — Golden Wing</strong>
<br>
If Ho-Oh ex would be Knocked Out by damage from an opponent's attack, you may move up to 2 Energy attached to Ho-Oh ex to your Pokémon in any way you like.
<br><br><em>Pokémon-EX rule — When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.</em>",,
190532,POP Series 3 Pack,POP Series 3 Pack,https://tcgplayer-cdn.tcgplayer.com/product/190532_200w.jpg,3,1442,https://cpt.tcgcsv.com/Gdx2,2019-05-16T15:22:48.253,1,,,,,,,,,,159.94,159.94,159.94,123.94,,Normal,Each POP Series 3 Pack contains 2 random cards for the Promotional POP Series 3.,,
