productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
175273,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/175273_200w.jpg,3,2295,https://cpt.tcgcsv.com/t7q2,2022-12-06T16:10:15.663,1,"<strong>Ability — Natural Cure</strong>
<br>Whenever you attach an Energy card from your hand to this Pokémon, remove all Special Conditions from it.",0.4,0.84,96.95,0.73,96.95,Reverse Holofoil,5/70,Uncommon,Fire,80,Stage 1,"[2] Lunge (60)
<br>Flip a coin. If tails, this attack does nothing.",Wx2,None,1,,
175274,Blaziken,Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/175274_200w.jpg,3,2295,https://cpt.tcgcsv.com/v7q2,2025-11-21T00:56:19.34,1,"<strong>Ability — Firestarter</strong>
<br>Once during your turn (before your attack), you may attach a Fire Energy card from your discard pile to 1 of your Benched Pokemon.",6.75,9.49,13.89,8.46,,Reverse Holofoil,6/70,Holo Rare,Fire,150,Stage 2,"[2R] Fire Stream (90)
<br>Discard a Fire Energy card attached to this Pokemon, then do 20 damage to each of your opponent’s Benched Pokemon. (Don’t apply Weakness or Resistance for Benched Pokemon.)",Wx2,None,2,,
175274,Blaziken,Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/175274_200w.jpg,3,2295,https://cpt.tcgcsv.com/v7q2,2025-11-21T00:56:19.34,1,"<strong>Ability — Firestarter</strong>
<br>Once during your turn (before your attack), you may attach a Fire Energy card from your discard pile to 1 of your Benched Pokemon.",0.91,1.8,8.95,1.88,,Holofoil,6/70,Holo Rare,Fire,150,Stage 2,"[2R] Fire Stream (90)
<br>Discard a Fire Energy card attached to this Pokemon, then do 20 damage to each of your opponent’s Benched Pokemon. (Don’t apply Weakness or Resistance for Benched Pokemon.)",Wx2,None,2,,
175275,Victini Prism Star,Victini Prism Star,https://tcgplayer-cdn.tcgplayer.com/product/175275_200w.jpg,3,2295,https://cpt.tcgcsv.com/w7q2,2025-12-10T22:48:11.52,1,,2.75,7.22,96.95,7.4,4.19,Holofoil,7/70,Prism Rare,Fire,90,Basic,"[RR] Infinity (20x)
<br>This attack does 20 damage times the number of basic Energy cards in your discard pile. Then, shuffle those cards into your deck.",Wx2,None,1,,
175276,Darumaka,Darumaka,https://tcgplayer-cdn.tcgplayer.com/product/175276_200w.jpg,3,2295,https://cpt.tcgcsv.com/x7q2,2024-07-26T17:29:20.403,1,,0.3,0.5,2.0,0.45,,Reverse Holofoil,8/70,Common,Fire,70,Basic,"[2] Damage Rush (10+)
<br>Flip a coin until you get tails. This attack does 30 more damage times the number of heads.",Wx2,None,2,,
175276,Darumaka,Darumaka,https://tcgplayer-cdn.tcgplayer.com/product/175276_200w.jpg,3,2295,https://cpt.tcgcsv.com/x7q2,2024-07-26T17:29:20.403,1,,0.05,0.22,1.49,0.2,,Normal,8/70,Common,Fire,70,Basic,"[2] Damage Rush (10+)
<br>Flip a coin until you get tails. This attack does 30 more damage times the number of heads.",Wx2,None,2,,
175277,Darmanitan,Darmanitan,https://tcgplayer-cdn.tcgplayer.com/product/175277_200w.jpg,3,2295,https://cpt.tcgcsv.com/z7q2,2022-12-06T16:10:49.383,1,,0.04,0.25,1.49,0.2,0.24,Normal,9/70,Uncommon,Fire,130,Stage 1,"[R] Heat Assist
<br>Attach up to 3 Fire Energy cards from your hand to your Pokémon in any way you like.",Wx2,None,2,"[1RR] Darmani-Hands (30+)
<br>Flip 4 coins. This attack does 50 more damage for each heads.",
175277,Darmanitan,Darmanitan,https://tcgplayer-cdn.tcgplayer.com/product/175277_200w.jpg,3,2295,https://cpt.tcgcsv.com/z7q2,2022-12-06T16:10:49.383,1,,0.18,0.6,2.0,0.46,,Reverse Holofoil,9/70,Uncommon,Fire,130,Stage 1,"[R] Heat Assist
<br>Attach up to 3 Fire Energy cards from your hand to your Pokémon in any way you like.",Wx2,None,2,"[1RR] Darmani-Hands (30+)
<br>Flip 4 coins. This attack does 50 more damage for each heads.",
175312,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/175312_200w.jpg,3,2295,https://cpt.tcgcsv.com/g8q2,2024-07-26T17:29:20.463,1,,0.04,0.25,1.49,0.26,0.24,Normal,10/70,Uncommon,Fire,110,Basic,"[R] Super Singe
<br>Your opponent’s Active Pokemon is now Burned.",Wx2,None,2,"[RR] Blackening Breath (120)
<br>If your opponent’s Active Pokemon isn’t Burned, this attack does nothing.",
175312,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/175312_200w.jpg,3,2295,https://cpt.tcgcsv.com/g8q2,2024-07-26T17:29:20.463,1,,0.2,0.78,2.0,0.78,0.85,Reverse Holofoil,10/70,Uncommon,Fire,110,Basic,"[R] Super Singe
<br>Your opponent’s Active Pokemon is now Burned.",Wx2,None,2,"[RR] Blackening Breath (120)
<br>If your opponent’s Active Pokemon isn’t Burned, this attack does nothing.",
175347,Reshiram GX,Reshiram GX,https://tcgplayer-cdn.tcgplayer.com/product/175347_200w.jpg,3,2295,https://cpt.tcgcsv.com/Z8q2,2026-02-16T14:32:42.047,1,,5.0,7.25,96.95,7.13,6.7,Holofoil,11/70,Ultra Rare,Fire,180,Basic,"[1] Flame Charge
<br>Search your deck for 2 basic Fire Energy card and attach them to this Pokemon. Then, shuffle your deck.",Wx2,None,2,"[1RRR] Scorching Pillar (110)
<br>Your opponent’s Active Pokemon is now Burned.","<span style=""color:Teal""><strong>[1RRR] Vermilion GX (180)</strong>
<br>You may attach up to 5 Fire Energy from your hand to your Pokemon in any way you like.<em> (You can't use more than 1 GX attack in a game.)</em></span>"
175348,Litten,Litten,https://tcgplayer-cdn.tcgplayer.com/product/175348_200w.jpg,3,2295,https://cpt.tcgcsv.com/-8q2,2022-12-06T16:11:09.773,1,,0.3,0.74,1.79,0.72,,Reverse Holofoil,12/70,Common,Fire,60,Basic,"[R] Fury Swipes (10x)
<Br>Flip 3 coins. This attack does 10 damage times the amount of heads.",Wx2,None,1,,
175348,Litten,Litten,https://tcgplayer-cdn.tcgplayer.com/product/175348_200w.jpg,3,2295,https://cpt.tcgcsv.com/-8q2,2022-12-06T16:11:09.773,1,,0.06,0.27,1.95,0.28,0.25,Normal,12/70,Common,Fire,60,Basic,"[R] Fury Swipes (10x)
<Br>Flip 3 coins. This attack does 10 damage times the amount of heads.",Wx2,None,1,,
175365,Salandit,Salandit,https://tcgplayer-cdn.tcgplayer.com/product/175365_200w.jpg,3,2295,https://cpt.tcgcsv.com/k9q2,2024-07-26T17:29:20.523,1,,0.06,0.29,1.49,0.29,,Normal,13/70,Common,Fire,60,Basic,"[1] Call For Family
<br>Search your deck for a Basic Pokemon, reveal it, and put it onto your Bench. Then, shuffle your deck.",Wx2,None,1,[1R] Dig Claws (20),
175365,Salandit,Salandit,https://tcgplayer-cdn.tcgplayer.com/product/175365_200w.jpg,3,2295,https://cpt.tcgcsv.com/k9q2,2024-07-26T17:29:20.523,1,,0.5,0.93,6.0,0.84,,Reverse Holofoil,13/70,Common,Fire,60,Basic,"[1] Call For Family
<br>Search your deck for a Basic Pokemon, reveal it, and put it onto your Bench. Then, shuffle your deck.",Wx2,None,1,[1R] Dig Claws (20),
175366,Salazzle,Salazzle,https://tcgplayer-cdn.tcgplayer.com/product/175366_200w.jpg,3,2295,https://cpt.tcgcsv.com/l9q2,2022-12-06T16:11:22.45,1,,0.06,0.25,2.0,0.23,,Normal,14/70,Uncommon,Fire,110,Stage 1,"[R] Ring of Fire (20)
<br>Your opponent's Active Pokémon is now Burned. It can't retreat during your opponent's next turn.",Wx2,None,1,"[1R] Flamethrower (80)
<br>Discard an Energy from this Pokémon.",
175366,Salazzle,Salazzle,https://tcgplayer-cdn.tcgplayer.com/product/175366_200w.jpg,3,2295,https://cpt.tcgcsv.com/l9q2,2022-12-06T16:11:22.45,1,,0.3,0.6,2.0,0.57,,Reverse Holofoil,14/70,Uncommon,Fire,110,Stage 1,"[R] Ring of Fire (20)
<br>Your opponent's Active Pokémon is now Burned. It can't retreat during your opponent's next turn.",Wx2,None,1,"[1R] Flamethrower (80)
<br>Discard an Energy from this Pokémon.",
175369,Horsea (15),Horsea 15,https://tcgplayer-cdn.tcgplayer.com/product/175369_200w.jpg,3,2295,https://cpt.tcgcsv.com/p9q2,2026-02-17T13:59:12.75,1,,0.5,0.8,2.0,0.8,,Reverse Holofoil,15/70,Common,Water,40,Basic,"[W] Splatter
<br>This attack does 20 damage to 1 of your opponent's Pokémon.<em> (Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,1,,
175369,Horsea (15),Horsea 15,https://tcgplayer-cdn.tcgplayer.com/product/175369_200w.jpg,3,2295,https://cpt.tcgcsv.com/p9q2,2026-02-17T13:59:12.75,1,,0.1,0.23,3.0,0.17,,Normal,15/70,Common,Water,40,Basic,"[W] Splatter
<br>This attack does 20 damage to 1 of your opponent's Pokémon.<em> (Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,1,,
175371,Horsea (16),Horsea 16,https://tcgplayer-cdn.tcgplayer.com/product/175371_200w.jpg,3,2295,https://cpt.tcgcsv.com/r9q2,2022-12-06T16:11:51.52,1,,0.78,0.99,2.0,0.96,,Reverse Holofoil,16/70,Common,Water,50,Basic,"[1] Hydro Pump (10+)
<br>This attack does 10 more damage times the amount of Water Energy attached to this Pokémon.",Gx2,None,1,,
175371,Horsea (16),Horsea 16,https://tcgplayer-cdn.tcgplayer.com/product/175371_200w.jpg,3,2295,https://cpt.tcgcsv.com/r9q2,2022-12-06T16:11:51.52,1,,0.05,0.25,9.73,0.22,0.25,Normal,16/70,Common,Water,50,Basic,"[1] Hydro Pump (10+)
<br>This attack does 10 more damage times the amount of Water Energy attached to this Pokémon.",Gx2,None,1,,
175379,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/175379_200w.jpg,3,2295,https://cpt.tcgcsv.com/C9q2,2025-12-10T05:23:02.783,1,,0.06,0.33,1.49,0.32,0.32,Normal,17/70,Uncommon,Water,90,Stage 1,"[1] Hydro Pump (10+)
<br>This attack does 20 more damage times the amount of Water Energy attached to this Pokémon.",Gx2,None,1,,
175379,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/175379_200w.jpg,3,2295,https://cpt.tcgcsv.com/C9q2,2025-12-10T05:23:02.783,1,,0.5,1.26,3.49,1.39,0.75,Reverse Holofoil,17/70,Uncommon,Water,90,Stage 1,"[1] Hydro Pump (10+)
<br>This attack does 20 more damage times the amount of Water Energy attached to this Pokémon.",Gx2,None,1,,
175380,Kingdra GX,Kingdra GX,https://tcgplayer-cdn.tcgplayer.com/product/175380_200w.jpg,3,2295,https://cpt.tcgcsv.com/D9q2,2022-12-06T16:12:14.137,1,,2.75,3.64,11.52,3.31,4.17,Holofoil,18/70,Ultra Rare,Water,230,Stage 2,"[1] Hydro Pump (10+)
<br>This attack does 50 more damage for each Water Energy attached to this Pokemon.",Gx2,None,2,"[W] Reverse Thrust (30)
<br>Switch this Pokemon with 1 of your Benched Pokemon.","<span style=""color:Teal""><strong>[W] Maelstrom GX </strong>
<br>This attack does 40 damage to each of your opponent’s Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
175381,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/175381_200w.jpg,3,2295,https://cpt.tcgcsv.com/F9q2,2022-12-06T16:12:21.893,1,,0.15,0.49,2.49,0.51,,Normal,19/70,Common,Water,30,Basic,"[W] Water Splash: 10)
<br>Flip a coin. If heads, this attack does 10 more damage.",Lx2,None,1,,
175381,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/175381_200w.jpg,3,2295,https://cpt.tcgcsv.com/F9q2,2022-12-06T16:12:21.893,1,,5.4,5.78,6.15,5.4,,Reverse Holofoil,19/70,Common,Water,30,Basic,"[W] Water Splash: 10)
<br>Flip a coin. If heads, this attack does 10 more damage.",Lx2,None,1,,
175382,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/175382_200w.jpg,3,2295,https://cpt.tcgcsv.com/G9q2,2022-12-11T12:27:38.96,1,"<strong>Ability — Commotion</strong>
<br>If this Pokémon is your Active Pokémon and is damaged by an opponent's attack <em>(even if this Pokémon is Knocked Out)</em>, put 2 damage counters on each of your Benched Pokémon.",0.94,1.86,5.0,2.12,,Holofoil,20/70,Holo Rare,Water,160,Stage 1,"[1WW] Wild Tail (160)
<br>You may discard any Stadium card in play.",Lx2,None,4,,
175382,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/175382_200w.jpg,3,2295,https://cpt.tcgcsv.com/G9q2,2022-12-11T12:27:38.96,1,"<strong>Ability — Commotion</strong>
<br>If this Pokémon is your Active Pokémon and is damaged by an opponent's attack <em>(even if this Pokémon is Knocked Out)</em>, put 2 damage counters on each of your Benched Pokémon.",3.45,4.81,5.8,4.72,,Reverse Holofoil,20/70,Holo Rare,Water,160,Stage 1,"[1WW] Wild Tail (160)
<br>You may discard any Stadium card in play.",Lx2,None,4,,
175383,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/175383_200w.jpg,3,2295,https://cpt.tcgcsv.com/H9q2,2025-12-10T05:21:46.47,1,,0.15,0.49,1.19,0.45,,Normal,21/70,Uncommon,Water,120,Basic,"[W] Water Bullet (20)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,2,"[3] Hydro Pump (70+)
<br>This attack does 10 more damage times the amount of Water Energy attached to this Pokémon.",
175383,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/175383_200w.jpg,3,2295,https://cpt.tcgcsv.com/H9q2,2025-12-10T05:21:46.47,1,,3.8,6.75,12.0,6.52,6.75,Reverse Holofoil,21/70,Uncommon,Water,120,Basic,"[W] Water Bullet (20)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,None,2,"[3] Hydro Pump (70+)
<br>This attack does 10 more damage times the amount of Water Energy attached to this Pokémon.",
175384,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/175384_200w.jpg,3,2295,https://cpt.tcgcsv.com/J9q2,2025-12-10T05:25:01.173,1,,0.1,0.37,1.49,0.34,0.35,Normal,22/70,Common,Water,60,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Gx2,None,1,"[W] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage for each heads.",
175384,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/175384_200w.jpg,3,2295,https://cpt.tcgcsv.com/J9q2,2025-12-10T05:25:01.173,1,,1.0,19.98,96.95,2.26,19.98,Reverse Holofoil,22/70,Common,Water,60,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Gx2,None,1,"[W] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage for each heads.",
175385,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/175385_200w.jpg,3,2295,https://cpt.tcgcsv.com/K9q2,2022-12-06T16:12:45.3,1,,0.07,0.35,1.49,0.31,0.31,Normal,23/70,Uncommon,Water,90,Stage 1,[2] Tackle (30),Gx2,None,1,"[1WW] Sweep Away (90)
<br>Discard the top 3 cards from your deck.",
175385,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/175385_200w.jpg,3,2295,https://cpt.tcgcsv.com/K9q2,2022-12-06T16:12:45.3,1,,0.5,0.95,2.0,0.92,,Reverse Holofoil,23/70,Uncommon,Water,90,Stage 1,[2] Tackle (30),Gx2,None,1,"[1WW] Sweep Away (90)
<br>Discard the top 3 cards from your deck.",
175386,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/175386_200w.jpg,3,2295,https://cpt.tcgcsv.com/L9q2,2024-07-26T17:29:20.553,1,"<strong>Ability — Downpour</strong>
<br>As often as you like during your turn (before your attack), you may discard a [W] Energy card from your hand.",4.99,7.23,12.0,4.85,,Reverse Holofoil,24/70,Holo Rare,Water,160,Stage 2,"[WW] Riptide (10+)
<br>This attack does 20 more damage for each Water Energy card in your discard pile. Then, shuffle all your Water Energy cards from your discard pile into your deck.",Gx2,None,3,,
175386,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/175386_200w.jpg,3,2295,https://cpt.tcgcsv.com/L9q2,2024-07-26T17:29:20.553,1,"<strong>Ability — Downpour</strong>
<br>As often as you like during your turn (before your attack), you may discard a [W] Energy card from your hand.",0.5,1.13,11.0,1.13,,Holofoil,24/70,Holo Rare,Water,160,Stage 2,"[WW] Riptide (10+)
<br>This attack does 20 more damage for each Water Energy card in your discard pile. Then, shuffle all your Water Energy cards from your discard pile into your deck.",Gx2,None,3,,
175387,Wooper,Wooper,https://tcgplayer-cdn.tcgplayer.com/product/175387_200w.jpg,3,2295,https://cpt.tcgcsv.com/M9q2,2024-03-27T11:37:27.433,1,,0.88,1.18,2.66,1.15,,Normal,25/70,Common,Water,70,Basic,[1] Ram (10),Gx2,None,1,[1W] Rain Splash (20),
175392,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/175392_200w.jpg,3,2295,https://cpt.tcgcsv.com/S9q2,2023-08-25T10:24:02.317,1,"<strong>Ability — Wash Out</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a Water Energy from 1 of your Benched Pokemon to your Active Pokemon.",4.49,5.37,49.99,5.42,,Reverse Holofoil,26/70,Uncommon,Water,120,Stage 1,"[3] Hydro Pump (60+)
<br>This attack does 20 more damage for each Water Energy attached to this Pokemon.",Gx2,None,2,,
175392,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/175392_200w.jpg,3,2295,https://cpt.tcgcsv.com/S9q2,2023-08-25T10:24:02.317,1,"<strong>Ability — Wash Out</strong>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a Water Energy from 1 of your Benched Pokemon to your Active Pokemon.",0.27,0.87,4.5,0.87,,Normal,26/70,Uncommon,Water,120,Stage 1,"[3] Hydro Pump (60+)
<br>This attack does 20 more damage for each Water Energy attached to this Pokemon.",Gx2,None,2,,
175400,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/175400_200w.jpg,3,2295,https://cpt.tcgcsv.com/0bq2,2024-07-26T17:29:20.617,1,,0.05,0.3,1.49,0.33,0.23,Normal,27/70,Common,Water,90,Basic,"[W] Bubble Jet
<br>This attack does 20 damage times the number of Water Energy attached to this Pokemon to 1 of your opponent’s Pokemon. <em>(Don’t apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,,
175400,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/175400_200w.jpg,3,2295,https://cpt.tcgcsv.com/0bq2,2024-07-26T17:29:20.617,1,,0.9,0.99,2.25,1.11,0.93,Reverse Holofoil,27/70,Common,Water,90,Basic,"[W] Bubble Jet
<br>This attack does 20 damage times the number of Water Energy attached to this Pokemon to 1 of your opponent’s Pokemon. <em>(Don’t apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,,
175403,Feebas,Feebas,https://tcgplayer-cdn.tcgplayer.com/product/175403_200w.jpg,3,2295,https://cpt.tcgcsv.com/5bq2,2025-11-21T00:58:03.027,1,"<strong>Ability — Submerge</strong>
<br>If this Pokemon is on your Bench, it takes no damage from attacks.",0.09,0.41,1.58,0.36,0.4,Normal,28/70,Common,Water,30,Basic,[W] Rain Splash (10),Gx2,None,1,,
175403,Feebas,Feebas,https://tcgplayer-cdn.tcgplayer.com/product/175403_200w.jpg,3,2295,https://cpt.tcgcsv.com/5bq2,2025-11-21T00:58:03.027,1,"<strong>Ability — Submerge</strong>
<br>If this Pokemon is on your Bench, it takes no damage from attacks.",1.75,3.05,29.99,2.82,,Reverse Holofoil,28/70,Common,Water,30,Basic,[W] Rain Splash (10),Gx2,None,1,,
175412,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/175412_200w.jpg,3,2295,https://cpt.tcgcsv.com/gbq2,2022-12-06T16:14:19.133,1,,0.59,1.08,4.0,1.36,,Reverse Holofoil,29/70,Uncommon,Water,120,Stage 1,"[W] Aurora Wave (30)
<br>Your opponent’s Active Pokemon is now Confused.",Gx2,None,1,"[WWW] Aqua Split (40)
<br>This attack does 40 damage to 2 of your opponent’s Benched Pokemon. <em>(Don’t apply Weakness and Resistance for Benched Pokemon.)</em>",
