productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance,extAttack3
83613,Ariados,Ariados,https://tcgplayer-cdn.tcgplayer.com/product/83613_200w.jpg,3,1397,https://cpt.tcgcsv.com/hsH,2022-11-30T18:52:10.99,1,003/147,Rare,Grass,70,Stage 1,"[1G] Spider Force (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage. If tails, this attack does 20 damage and the Defending Pokémon is now Paralyzed.",,R,,10.99,15.47,30.89,20.0,,Reverse Holofoil,"<strong>Poké-BODY — Gluey Slime</strong>
<br>
As long as Ariados is in play, each player must pay an additional Colorless to retreat his or her Active Pokémon. Gluey Slime can't make a player pay more than an additional Colorless to retreat a Pokémon, even if there is more than 1 Ariados in play.",,
83614,Ariados (H3),Ariados H3,https://tcgplayer-cdn.tcgplayer.com/product/83614_200w.jpg,3,1397,https://cpt.tcgcsv.com/jsH,2022-11-30T18:55:18.617,1,H03/H32,Holo Rare,Grass,70,Stage 1,"[1G] Spider Force (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage. If tails, this attack does 20 damage and the defending Pokémon is now Paralyzed.",,R,,49.98,65.99,70.0,67.49,,Holofoil,"<strong>Poké-BODY — Gluey Slime</strong>
<br>
As long as Ariados is in play, each player must pay an additional Colorless to retreat his or her Active Pokémon. Gluey Slime can't make a player pay more than an additional Colorless to retreat a Pokémon, even if there is more than 1 Ariados in play.",,
83680,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83680_200w.jpg,3,1397,https://cpt.tcgcsv.com/DtH,2022-11-30T18:57:27.807,1,004/147,Rare,Water,70,Stage 1,"[2W] Aqua Sonic (40)
<br>Don't apply Resistance.",,L,1,15.5,32.75,50.0,20.01,,Normal,"<strong>Poké-POWER — Bubble Turn</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Azumarill is on your Bench, you may flip a coin. If heads, return Azumarill and all cards attached to it to your hand.",,
83680,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83680_200w.jpg,3,1397,https://cpt.tcgcsv.com/DtH,2022-11-30T18:57:27.807,1,004/147,Rare,Water,70,Stage 1,"[2W] Aqua Sonic (40)
<br>Don't apply Resistance.",,L,1,24.99,25.49,60.0,21.73,,Reverse Holofoil,"<strong>Poké-POWER — Bubble Turn</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Azumarill is on your Bench, you may flip a coin. If heads, return Azumarill and all cards attached to it to your hand.",,
83681,Azumarill (H4),Azumarill H4,https://tcgplayer-cdn.tcgplayer.com/product/83681_200w.jpg,3,1397,https://cpt.tcgcsv.com/FtH,2022-11-30T19:03:05.767,1,H04/H32,Holo Rare,Water,70,Stage 1,"[2W] Aqua Sonic (40)
<br>Don't apply Resistance.",,L,1,90.0,98.78,107.55,119.99,,Holofoil,"<strong>Poké-POWER — Bubble Turn</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Azumarill is on your Bench, you may flip a coin. If heads, return Azumarill and all cards attached to it to your hand.",,
83796,Bellossom,Bellossom,https://tcgplayer-cdn.tcgplayer.com/product/83796_200w.jpg,3,1397,https://cpt.tcgcsv.com/XwH,2022-11-30T19:11:07.317,1,005/147,Rare,Grass,90,Stage 2,"[1GG] Knife Leaf (30x)
<br>Flip 3 coins. This attack does 30 damage times the number of heads.",,R,2,7.83,30.0,30.0,9.38,,Normal,"<strong>Poké-POWER — Flower Supplement</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, attach 1 basic Energy card from your hand to 1 of your Benched Pokémon. This power can't be used if Bellossom is affected by a Special Condition.",W-30,
83796,Bellossom,Bellossom,https://tcgplayer-cdn.tcgplayer.com/product/83796_200w.jpg,3,1397,https://cpt.tcgcsv.com/XwH,2022-11-30T19:11:07.317,1,005/147,Rare,Grass,90,Stage 2,"[1GG] Knife Leaf (30x)
<br>Flip 3 coins. This attack does 30 damage times the number of heads.",,R,2,42.99,47.5,149.99,31.15,,Reverse Holofoil,"<strong>Poké-POWER — Flower Supplement</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, attach 1 basic Energy card from your hand to 1 of your Benched Pokémon. This power can't be used if Bellossom is affected by a Special Condition.",W-30,
83797,Bellossom (H5),Bellossom H5,https://tcgplayer-cdn.tcgplayer.com/product/83797_200w.jpg,3,1397,https://cpt.tcgcsv.com/ZwH,2022-11-30T19:10:29.287,1,H05/H32,Holo Rare,Grass,90,Stage 2,"[1GG] Knife Leaf (30x)
<br>Flip 3 coins. This attack does 30 damage times the number of heads.",,R,2,100.0,101.95,139.99,72.33,,Holofoil,"<strong>Poké-POWER — Flower Supplement</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, attach 1 basic Energy card from your hand to 1 of your Benched Pokémon. This power can't be used if Bellossom is affected by a Special Condition.",W-30,
83804,Bellsprout (45),Bellsprout 45,https://tcgplayer-cdn.tcgplayer.com/product/83804_200w.jpg,3,1397,https://cpt.tcgcsv.com/6xH,2022-11-30T19:11:43.323,1,045/147,Uncommon,Grass,50,Basic,"[1G] Blot (20)
<br>Remove 1 damage counter from Bellsprout.",,R,1,12.66,13.99,19.99,12.06,,Normal,,,
83804,Bellsprout (45),Bellsprout 45,https://tcgplayer-cdn.tcgplayer.com/product/83804_200w.jpg,3,1397,https://cpt.tcgcsv.com/6xH,2022-11-30T19:11:43.323,1,045/147,Uncommon,Grass,50,Basic,"[1G] Blot (20)
<br>Remove 1 damage counter from Bellsprout.",,R,1,36.0,48.0,60.0,39.99,,Reverse Holofoil,,,
83806,Bellsprout (68),Bellsprout 68,https://tcgplayer-cdn.tcgplayer.com/product/83806_200w.jpg,3,1397,https://cpt.tcgcsv.com/8xH,2022-11-30T19:12:32.747,1,068/147,Common,Grass,40,Basic,"[1] Poison Vine
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[G] Sharp Leaf (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",P,1,5.39,5.44,5.72,5.72,,Normal,,,
83919,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83919_200w.jpg,3,1397,https://cpt.tcgcsv.com/pBH,2022-11-30T19:15:08.503,1,006/147,Rare,Colorless,120,Stage 1,"[3] Smash Bomber (50)
<br>Flip a coin. If tails, this attack does nothing.",,F,2,4.76,20.0,24.0,5.64,,Normal,"<strong>Poké-POWER — Happy Healing</strong>
<br>
Once during your turn <em>(before your attack)</em>, choose 1 of your Benched Pokémon and flip a coin. If heads, count the number of Energy attached to Blissey and then remove that many damage counters from the chosen Benched Pokémon. This power can't be used if Blissey is affected by a Special Condition.",,
83919,Blissey,Blissey,https://tcgplayer-cdn.tcgplayer.com/product/83919_200w.jpg,3,1397,https://cpt.tcgcsv.com/pBH,2022-11-30T19:15:08.503,1,006/147,Rare,Colorless,120,Stage 1,"[3] Smash Bomber (50)
<br>Flip a coin. If tails, this attack does nothing.",,F,2,19.25,49.99,50.2,38.47,,Reverse Holofoil,"<strong>Poké-POWER — Happy Healing</strong>
<br>
Once during your turn <em>(before your attack)</em>, choose 1 of your Benched Pokémon and flip a coin. If heads, count the number of Energy attached to Blissey and then remove that many damage counters from the chosen Benched Pokémon. This power can't be used if Blissey is affected by a Special Condition.",,
83920,Blissey (H6),Blissey H6,https://tcgplayer-cdn.tcgplayer.com/product/83920_200w.jpg,3,1397,https://cpt.tcgcsv.com/qBH,2022-11-30T19:14:42.203,1,H06/H32,Holo Rare,Colorless,120,Stage 1,"[3] Smash Bomber (50)
<br>Flip a coin. If tails, this attack does nothing.",,F,2,120.0,120.0,120.0,132.75,,Holofoil,"<strong>Poké-POWER — Happy Healing</strong>
<br>
Once during your turn <em>(before your attack)</em>, choose 1 of your Benched Pokémon and flip a coin. If heads, count the number of Energy attached to Blissey and then remove that many damage counters from the chosen Benched Pokémon. This power can't be used if Blissey is affected by a Special Condition.",,
83937,Boost Energy,Boost Energy,https://tcgplayer-cdn.tcgplayer.com/product/83937_200w.jpg,3,1397,https://cpt.tcgcsv.com/MBH,2022-11-30T19:17:01.37,1,145/147,Uncommon,Special Energy,,,,,,,3.84,8.45,10.0,4.23,,Normal,"Boost Energy can be attached only to an Evolved Pokémon.
<br>
Discard Boost Energy at the end of the turn it was attached. Boost Energy provides 3 Colorless Energy. The Pokémon Boost Energy is attached to can't retreat.
<br>
When the Pokémon Boost Energy is attached to is no longer an Evolved Pokémon, discard Boost Energy.",,
83937,Boost Energy,Boost Energy,https://tcgplayer-cdn.tcgplayer.com/product/83937_200w.jpg,3,1397,https://cpt.tcgcsv.com/MBH,2022-11-30T19:17:01.37,1,145/147,Uncommon,Special Energy,,,,,,,10.03,10.99,49.99,9.78,,Reverse Holofoil,"Boost Energy can be attached only to an Evolved Pokémon.
<br>
Discard Boost Energy at the end of the turn it was attached. Boost Energy provides 3 Colorless Energy. The Pokémon Boost Energy is attached to can't retreat.
<br>
When the Pokémon Boost Energy is attached to is no longer an Evolved Pokémon, discard Boost Energy.",,
84171,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84171_200w.jpg,3,1397,https://cpt.tcgcsv.com/rHH,2022-11-30T19:17:29.583,1,069/147,Common,Colorless,100,Basic,[1] Rollout (10),"[3] Double-edge (40)
<br>Chansey does 40 damage to itself.",F,2,2.41,3.25,9.99,3.4,,Normal,,,
84171,Chansey,Chansey,https://tcgplayer-cdn.tcgplayer.com/product/84171_200w.jpg,3,1397,https://cpt.tcgcsv.com/rHH,2022-11-30T19:17:29.583,1,069/147,Common,Colorless,100,Basic,[1] Rollout (10),"[3] Double-edge (40)
<br>Chansey does 40 damage to itself.",F,2,25.0,44.16,54.99,46.12,,Reverse Holofoil,,,
84301,Chinchou (70),Chinchou 70,https://tcgplayer-cdn.tcgplayer.com/product/84301_200w.jpg,3,1397,https://cpt.tcgcsv.com/2LH,2022-11-30T19:19:17.88,1,070/147,Common,Water,50,Basic,"[1] Float
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Chinchou.",[2] Headbutt (20),G,1,10.99,13.89,20.0,9.2,,Normal,,,
84301,Chinchou (70),Chinchou 70,https://tcgplayer-cdn.tcgplayer.com/product/84301_200w.jpg,3,1397,https://cpt.tcgcsv.com/2LH,2022-11-30T19:19:17.88,1,070/147,Common,Water,50,Basic,"[1] Float
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Chinchou.",[2] Headbutt (20),G,1,29.96,35.0,38.05,29.96,,Reverse Holofoil,,,
84302,Chinchou (71),Chinchou 71,https://tcgplayer-cdn.tcgplayer.com/product/84302_200w.jpg,3,1397,https://cpt.tcgcsv.com/3LH,2022-11-30T19:19:54.533,1,071/147,Common,Lightning,50,Basic,"[1] Jolt
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1L] Confuse Ray (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",F,1,2.35,6.0,10.0,2.29,,Normal,,,
84302,Chinchou (71),Chinchou 71,https://tcgplayer-cdn.tcgplayer.com/product/84302_200w.jpg,3,1397,https://cpt.tcgcsv.com/3LH,2022-11-30T19:19:54.533,1,071/147,Common,Lightning,50,Basic,"[1] Jolt
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[1L] Confuse Ray (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",F,1,15.29,17.89,18.0,17.99,,Reverse Holofoil,,,
84518,Crystal Energy,Crystal Energy,https://tcgplayer-cdn.tcgplayer.com/product/84518_200w.jpg,3,1397,https://cpt.tcgcsv.com/nQH,2022-11-30T19:20:47.7,1,146/147,Uncommon,Special Energy,,,,,,,3.1,4.99,14.5,3.04,,Normal,"Crystal Energy provides 1 Energy of all types (colors) of basic Energy cards attached to the Pokémon Crystal Energy is attached to.
<br>
If there are no basic Energy cards attached to the Pokémon Crystal Energy is attached to, Crystal Energy provides Colorless Energy.",,
84518,Crystal Energy,Crystal Energy,https://tcgplayer-cdn.tcgplayer.com/product/84518_200w.jpg,3,1397,https://cpt.tcgcsv.com/nQH,2022-11-30T19:20:47.7,1,146/147,Uncommon,Special Energy,,,,,,,7.78,8.99,14.99,12.0,,Reverse Holofoil,"Crystal Energy provides 1 Energy of all types (colors) of basic Energy cards attached to the Pokémon Crystal Energy is attached to.
<br>
If there are no basic Energy cards attached to the Pokémon Crystal Energy is attached to, Crystal Energy provides Colorless Energy.",,
84528,Cubone,Cubone,https://tcgplayer-cdn.tcgplayer.com/product/84528_200w.jpg,3,1397,https://cpt.tcgcsv.com/BQH,2023-01-14T08:56:30.473,1,072/147,Common,Fighting,40,Basic,"[1] Teary Eyes
<br>
During your opponent's next turn, any damage done to Cubone by attacks is reduced by 20.",[F] Tackle (10),G,1,6.35,9.29,4321.0,14.05,,Normal,,L-30,
84675,Darkness Cube 01,Darkness Cube 01,https://tcgplayer-cdn.tcgplayer.com/product/84675_200w.jpg,3,1397,https://cpt.tcgcsv.com/wTH,2022-11-30T19:22:38.593,1,119/147,Uncommon,Technical Machine,,,"[D] Plunder (10)
<br>Before doing damage, discard any Trainer cards attached to the Defending Pokémon.",,,,0.99,1.49,5.0,1.42,,Normal,"Attach this card to 1 of your Darkness Pokémon in play. That Pokémon may use this card's attack instead of its own. At the end of your turn, discard Darkness Cube 01.",,
84675,Darkness Cube 01,Darkness Cube 01,https://tcgplayer-cdn.tcgplayer.com/product/84675_200w.jpg,3,1397,https://cpt.tcgcsv.com/wTH,2022-11-30T19:22:38.593,1,119/147,Uncommon,Technical Machine,,,"[D] Plunder (10)
<br>Before doing damage, discard any Trainer cards attached to the Defending Pokémon.",,,,1.99,4.99,24.99,5.09,,Reverse Holofoil,"Attach this card to 1 of your Darkness Pokémon in play. That Pokémon may use this card's attack instead of its own. At the end of your turn, discard Darkness Cube 01.",,
84696,Darkness Energy,Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/84696_200w.jpg,3,1397,https://cpt.tcgcsv.com/XTH,2022-11-30T19:24:32.143,1,142/147,Rare,Special Energy,,,,,,,3.87,4.0,8.88,6.14,,Normal,"If the Pokémon Darkness Energy is attached to damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, the attack does 10 more damage to the Defending Pokémon.
<br>
At the end of every turn, put 1 damage counter on the Pokémon Darkness Energy is attached to, unless it's Darkness or has Dark in its name.
<br>
Darkness Energy provides Darkness Energy. <em>(Doesn't count as a basic Energy card.)</em>",,
84696,Darkness Energy,Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/84696_200w.jpg,3,1397,https://cpt.tcgcsv.com/XTH,2022-11-30T19:24:32.143,1,142/147,Rare,Special Energy,,,,,,,6.13,10.05,79.99,8.11,,Reverse Holofoil,"If the Pokémon Darkness Energy is attached to damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, the attack does 10 more damage to the Defending Pokémon.
<br>
At the end of every turn, put 1 damage counter on the Pokémon Darkness Energy is attached to, unless it's Darkness or has Dark in its name.
<br>
Darkness Energy provides Darkness Energy. <em>(Doesn't count as a basic Energy card.)</em>",,
84848,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/84848_200w.jpg,3,1397,https://cpt.tcgcsv.com/-XH,2022-11-30T19:25:30.863,1,046/147,Uncommon,Colorless,70,Stage 1,"[1] Tri Attack (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.","[2] Peck Attack
<br>Flip 2 coins. If 1 of them is heads, this attack does 20 damage. If both are heads, this attack does 50 damage. If both are tails, the Defending Pokémon is now Confused.",L,1,6.75,9.54,16.99,8.52,,Normal,,F-30,
84848,Dodrio,Dodrio,https://tcgplayer-cdn.tcgplayer.com/product/84848_200w.jpg,3,1397,https://cpt.tcgcsv.com/-XH,2022-11-30T19:25:30.863,1,046/147,Uncommon,Colorless,70,Stage 1,"[1] Tri Attack (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.","[2] Peck Attack
<br>Flip 2 coins. If 1 of them is heads, this attack does 20 damage. If both are heads, this attack does 50 damage. If both are tails, the Defending Pokémon is now Confused.",L,1,13.25,57.48,80.99,14.11,,Reverse Holofoil,,F-30,
84859,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/84859_200w.jpg,3,1397,https://cpt.tcgcsv.com/cZH,2022-11-30T19:26:17.823,1,073/147,Common,Colorless,40,Basic,"[1] Super Speed
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Doduo.",[2] Rear Kick (20),L,1,2.7,5.88,10.0,3.28,,Normal,,F-30,
84859,Doduo,Doduo,https://tcgplayer-cdn.tcgplayer.com/product/84859_200w.jpg,3,1397,https://cpt.tcgcsv.com/cZH,2022-11-30T19:26:17.823,1,073/147,Common,Colorless,40,Basic,"[1] Super Speed
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Doduo.",[2] Rear Kick (20),L,1,17.42,17.42,17.42,17.98,,Reverse Holofoil,,F-30,
84870,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84870_200w.jpg,3,1397,https://cpt.tcgcsv.com/qZH,2022-11-30T19:27:46.937,1,007/147,Rare,Fighting,80,Stage 1,"[F] Earthquake (30)
<br>Does 10 damage to each of your Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[3] Double Stab (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads.",G,2,15.0,22.99,27.1,16.43,,Normal,,L-30,
84870,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84870_200w.jpg,3,1397,https://cpt.tcgcsv.com/qZH,2022-11-30T19:27:46.937,1,007/147,Rare,Fighting,80,Stage 1,"[F] Earthquake (30)
<br>Does 10 damage to each of your Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[3] Double Stab (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads.",G,2,14.99,16.99,18.99,27.23,,Reverse Holofoil,,L-30,
84971,Drowzee (74a),Drowzee 74a,https://tcgplayer-cdn.tcgplayer.com/product/84971_200w.jpg,3,1397,https://cpt.tcgcsv.com/r_H,2022-11-30T19:28:43.88,1,074a/147,Common,Psychic,50,Basic,"[P] Sleep Inducer
<br>Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch the Defending Pokémon with it. The new Defending Pokémon is now Asleep.",[2] Tackle (20),P,1,1.65,2.96,18.99,3.25,,Normal,,,
84971,Drowzee (74a),Drowzee 74a,https://tcgplayer-cdn.tcgplayer.com/product/84971_200w.jpg,3,1397,https://cpt.tcgcsv.com/r_H,2022-11-30T19:28:43.88,1,074a/147,Common,Psychic,50,Basic,"[P] Sleep Inducer
<br>Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch the Defending Pokémon with it. The new Defending Pokémon is now Asleep.",[2] Tackle (20),P,1,15.0,18.02,33.63,24.43,,Reverse Holofoil,,,
84972,Drowzee (74b),Drowzee 74b,https://tcgplayer-cdn.tcgplayer.com/product/84972_200w.jpg,3,1397,https://cpt.tcgcsv.com/s_H,2022-11-30T19:29:47.827,1,074b/147,Common,Psychic,50,Basic,"[P] Sleep Inducer
<br>Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch the Defending Pokémon with it. The new Defending Pokémon is now Asleep.",[2] Tackle (20),P,1,1.5,4.06,6.99,3.53,,Normal,,,
84972,Drowzee (74b),Drowzee 74b,https://tcgplayer-cdn.tcgplayer.com/product/84972_200w.jpg,3,1397,https://cpt.tcgcsv.com/s_H,2022-11-30T19:29:47.827,1,074b/147,Common,Psychic,50,Basic,"[P] Sleep Inducer
<br>Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch the Defending Pokémon with it. The new Defending Pokémon is now Asleep.",[2] Tackle (20),P,1,36.0,37.97,50.0,29.92,,Reverse Holofoil,,,
85080,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85080_200w.jpg,3,1397,https://cpt.tcgcsv.com/D2J,2022-11-30T19:32:15.92,1,075/147,Common,Colorless,50,Basic,"[1] Charge Up
<br>Flip a coin. If heads, search your deck for an Energy card and attack it to Eevee. Shuffle your deck afterward.","[1] Lunge (20)
<br>Flip a coin. If tails, this attack does nothing.",F,1,23.98,29.8,4321.0,29.07,38.86,Normal,,,
85080,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/85080_200w.jpg,3,1397,https://cpt.tcgcsv.com/D2J,2022-11-30T19:32:15.92,1,075/147,Common,Colorless,50,Basic,"[1] Charge Up
<br>Flip a coin. If heads, search your deck for an Energy card and attack it to Eevee. Shuffle your deck afterward.","[1] Lunge (20)
<br>Flip a coin. If tails, this attack does nothing.",F,1,110.0,110.0,110.0,149.99,,Reverse Holofoil,,,
