productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3,extUPC
146678,Palkia,Palkia,https://tcgplayer-cdn.tcgplayer.com/product/146678_200w.jpg,3,2054,https://cpt.tcgcsv.com/BHb2,2026-01-23T17:14:04.597,1,,0.05,0.41,4.0,0.39,0.27,Holofoil,24/73,Holo Rare,Water,130,Basic,"[2] Spiral Drain (30)
<br>Heal 30 damage from this Pokemon.",Gx2,None,2,[1WW] Aqua Blade (100),,
146678,Palkia,Palkia,https://tcgplayer-cdn.tcgplayer.com/product/146678_200w.jpg,3,2054,https://cpt.tcgcsv.com/BHb2,2026-01-23T17:14:04.597,1,,0.19,0.5,2.99,0.5,0.38,Reverse Holofoil,24/73,Holo Rare,Water,130,Basic,"[2] Spiral Drain (30)
<br>Heal 30 damage from this Pokemon.",Gx2,None,2,[1WW] Aqua Blade (100),,
146679,Manaphy,Manaphy,https://tcgplayer-cdn.tcgplayer.com/product/146679_200w.jpg,3,2054,https://cpt.tcgcsv.com/CHb2,2025-11-21T03:52:33.43,1,"<strong>Ability — Blessings of the Deep</strong>
<br>Once during your turn <em>(before your attack)</em>, you may heal 20 damage from 1 of your Pokemon that has any W Energy attached to it.",0.01,0.36,19.5,0.32,0.26,Holofoil,25/73,Holo Rare,Water,60,Basic,[1W] Wave Splash (30),Gx2,None,1,,,
146679,Manaphy,Manaphy,https://tcgplayer-cdn.tcgplayer.com/product/146679_200w.jpg,3,2054,https://cpt.tcgcsv.com/CHb2,2025-11-21T03:52:33.43,1,"<strong>Ability — Blessings of the Deep</strong>
<br>Once during your turn <em>(before your attack)</em>, you may heal 20 damage from 1 of your Pokemon that has any W Energy attached to it.",0.15,0.44,2.47,0.37,0.27,Reverse Holofoil,25/73,Holo Rare,Water,60,Basic,[1W] Wave Splash (30),Gx2,None,1,,,
146680,Keldeo,Keldeo,https://tcgplayer-cdn.tcgplayer.com/product/146680_200w.jpg,3,2054,https://cpt.tcgcsv.com/DHb2,2025-12-10T01:19:40.737,1,,0.06,0.37,3.0,0.31,0.27,Holofoil,26/73,Holo Rare,Water,110,Basic,"[1] Bail Out
<br>Put a Water Pokemon from your discard pile into your hand.",Gx2,None,2,"[WW] Resolute Blade (20+)
<br>This attack does 20 more damage for each of your opponent's Benched Pokemon.",,
146680,Keldeo,Keldeo,https://tcgplayer-cdn.tcgplayer.com/product/146680_200w.jpg,3,2054,https://cpt.tcgcsv.com/DHb2,2025-12-10T01:19:40.737,1,,0.3,0.63,2.99,0.74,,Reverse Holofoil,26/73,Holo Rare,Water,110,Basic,"[1] Bail Out
<br>Put a Water Pokemon from your discard pile into your hand.",Gx2,None,2,"[WW] Resolute Blade (20+)
<br>This attack does 20 more damage for each of your opponent's Benched Pokemon.",,
146681,Shining Volcanion,Shining Volcanion,https://tcgplayer-cdn.tcgplayer.com/product/146681_200w.jpg,3,2054,https://cpt.tcgcsv.com/FHb2,2026-01-14T16:20:07.283,1,,3.99,6.99,96.18,6.74,9.5,Holofoil,27/73,Shiny Holo Rare,Water,130,Basic,"[WWW] Dual Pump
<br>This attack does 50 damage to 2 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Lx2,None,3,"[4] Quad Smash (50x)
<br> Flip 4 coins. This attack does 50 damage for each heads.",,
146682,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/146682_200w.jpg,3,2054,https://cpt.tcgcsv.com/GHb2,2026-01-23T17:14:55.503,1,,0.25,0.96,1.99,0.99,0.72,Normal,28/73,Common,Lightning,60,Basic,"[L] Iron Tail (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.",Fx2,M-20,1,,,
146682,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/146682_200w.jpg,3,2054,https://cpt.tcgcsv.com/GHb2,2026-01-23T17:14:55.503,1,,1.5,2.49,5.95,2.98,,Reverse Holofoil,28/73,Common,Lightning,60,Basic,"[L] Iron Tail (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.",Fx2,M-20,1,,,
146683,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/146683_200w.jpg,3,2054,https://cpt.tcgcsv.com/HHb2,2025-11-21T03:56:01.947,1,,0.01,0.15,4.0,0.12,,Normal,30/73,Common,Lightning,60,Basic,[L] Electro-Ball (10),Fx2,M-20,1,,,
146683,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/146683_200w.jpg,3,2054,https://cpt.tcgcsv.com/HHb2,2025-11-21T03:56:01.947,1,,0.19,0.38,2.0,0.38,0.39,Reverse Holofoil,30/73,Common,Lightning,60,Basic,[L] Electro-Ball (10),Fx2,M-20,1,,,
146684,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/146684_200w.jpg,3,2054,https://cpt.tcgcsv.com/JHb2,2025-02-05T21:25:23.85,1,,0.03,0.2,1.5,0.14,,Normal,31/73,Uncommon,Lightning,90,Stage 1,"[L] Swift (60)
<br>This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon.",Fx2,M-20,0,,,
146684,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/146684_200w.jpg,3,2054,https://cpt.tcgcsv.com/JHb2,2025-02-05T21:25:23.85,1,,0.1,0.35,2.0,0.33,,Reverse Holofoil,31/73,Uncommon,Lightning,90,Stage 1,"[L] Swift (60)
<br>This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon.",Fx2,M-20,0,,,
146685,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/146685_200w.jpg,3,2054,https://cpt.tcgcsv.com/KHb2,2025-11-25T23:40:18.477,1,,0.12,0.35,1.5,0.44,0.23,Normal,33/73,Common,Lightning,70,Basic,"[L] Tag Team Boost (10+)
<br>If Minun is on your Bench, this attack does 50 more damage.",Fx2,M-20,1,,,
146685,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/146685_200w.jpg,3,2054,https://cpt.tcgcsv.com/KHb2,2025-11-25T23:40:18.477,1,,0.6,3.97,8.99,1.21,,Reverse Holofoil,33/73,Common,Lightning,70,Basic,"[L] Tag Team Boost (10+)
<br>If Minun is on your Bench, this attack does 50 more damage.",Fx2,M-20,1,,,
146686,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/146686_200w.jpg,3,2054,https://cpt.tcgcsv.com/LHb2,2025-12-10T01:22:27.817,1,,0.03,0.27,1.75,0.3,,Normal,34/73,Common,Lightning,70,Basic,"[1] Collect
<br>Draw a card.",Fx2,M-20,1,"[L] Spark (20)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,
146686,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/146686_200w.jpg,3,2054,https://cpt.tcgcsv.com/LHb2,2025-12-10T01:22:27.817,1,,0.1,0.51,2.99,0.51,0.34,Reverse Holofoil,34/73,Common,Lightning,70,Basic,"[1] Collect
<br>Draw a card.",Fx2,M-20,1,"[L] Spark (20)
<br>This attack does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,
146687,Raichu GX,Raichu GX,https://tcgplayer-cdn.tcgplayer.com/product/146687_200w.jpg,3,2054,https://cpt.tcgcsv.com/MHb2,2022-12-05T18:33:27.76,1,,2.22,4.83,99.98,5.05,4.47,Holofoil,29/73,Ultra Rare,Lightning,210,Stage 1,"[2] Powerful Spark (20+)
<br>This attack does 20 more damage times the amount of Lightning Energy attached to your Pokemon.",Fx2,M-20,1,"[1LL] Thunder (160)
<br>This Pokemon does 30 damage to itself.","<span style=""color:Teal""><strong>[1LL] Voltail GX (120)</strong>
<br>Your opponent's Active Pokemon is now Paralyzed. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
146688,Raikou,Raikou,https://tcgplayer-cdn.tcgplayer.com/product/146688_200w.jpg,3,2054,https://cpt.tcgcsv.com/NHb2,2025-11-21T03:53:06.88,1,,0.43,0.8,3.25,0.74,0.74,Holofoil,32/73,Holo Rare,Lightning,120,Basic,"[L] Booming Thunder (30)
<br>Attach a Lightning Energy card from your discard pile to 1 of your Benched Pokemon.",Fx2,M-20,2,[1LL] Electric Ball (90),,
146688,Raikou,Raikou,https://tcgplayer-cdn.tcgplayer.com/product/146688_200w.jpg,3,2054,https://cpt.tcgcsv.com/NHb2,2025-11-21T03:53:06.88,1,,0.89,1.74,4.99,1.72,,Reverse Holofoil,32/73,Holo Rare,Lightning,120,Basic,"[L] Booming Thunder (30)
<br>Attach a Lightning Energy card from your discard pile to 1 of your Benched Pokemon.",Fx2,M-20,2,[1LL] Electric Ball (90),,
146692,Zekrom,Zekrom,https://tcgplayer-cdn.tcgplayer.com/product/146692_200w.jpg,3,2054,https://cpt.tcgcsv.com/SHb2,2022-12-05T18:34:12.197,1,,0.12,0.41,2.99,0.39,0.38,Holofoil,35/73,Holo Rare,Lightning,130,Basic,"[2] Outrage (20+)
<br>This attack does 10 more damage for each damage counter on this Pokemon.",Fx2,M-20,3,"[1LL] Storm Blade (130)
<br>Discard 2 Energy from this Pokemon.",,
146692,Zekrom,Zekrom,https://tcgplayer-cdn.tcgplayer.com/product/146692_200w.jpg,3,2054,https://cpt.tcgcsv.com/SHb2,2022-12-05T18:34:12.197,1,,0.11,0.47,2.99,0.46,,Reverse Holofoil,35/73,Holo Rare,Lightning,130,Basic,"[2] Outrage (20+)
<br>This attack does 10 more damage for each damage counter on this Pokemon.",Fx2,M-20,3,"[1LL] Storm Blade (130)
<br>Discard 2 Energy from this Pokemon.",,
146695,Mewtwo GX,Mewtwo GX,https://tcgplayer-cdn.tcgplayer.com/product/146695_200w.jpg,3,2054,https://cpt.tcgcsv.com/WHb2,2026-02-16T14:37:31.62,1,,6.99,9.38,65.99,8.92,7.18,Holofoil,39/73,Ultra Rare,Psychic,190,Basic,"[P] Full Burst (30x)
<br>This attack does 30 damage times the amount of Energy attached to this Pokemon.",Px2,None,1,"[1P] Super Absorption (60)
<br>Heal 30 damage from this Pokemon.","<span style=""color:Teal""><strong>[PPP] Psystrike GX (200)</strong>
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
146696,Mewtwo GX (Full Art),Mewtwo GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/146696_200w.jpg,3,2054,https://cpt.tcgcsv.com/XHb2,2026-02-16T14:37:36.417,1,,14.37,21.13,38.95,20.27,27.67,Holofoil,72/73,Ultra Rare,Psychic,190,Basic,"[P] Full Burst (30x)
<br>This attack does 30 damage times the amount of Energy attached to this Pokemon.",Px2,None,1,"[1P] Super Absorption (60)
<br>Heal 30 damage from this Pokemon.","<span style=""color:Teal""><strong>[PPP] Psystrike GX (200)</strong>
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
146697,Mewtwo GX (Secret),Mewtwo GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/146697_200w.jpg,3,2054,https://cpt.tcgcsv.com/ZHb2,2026-02-16T14:37:41.643,1,,59.13,79.99,90.0,70.55,,Holofoil,76/73,Secret Rare,Psychic,190,Basic,"[P] Full Burst (30x)
<br>This attack does 30 damage times the amount of Energy attached to this Pokemon.",Px2,None,1,"[1P] Super Absorption (60)
<br>Heal 30 damage from this Pokemon.","<span style=""color:Teal""><strong>[PPP] Psystrike GX (200)</strong>
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
146698,Mewtwo GX (Secret Shining),Mewtwo GX Secret Shining,https://tcgplayer-cdn.tcgplayer.com/product/146698_200w.jpg,3,2054,https://cpt.tcgcsv.com/-Hb2,2026-03-13T11:28:12.253,1,,498.98,572.28,999.99,530.93,312.0,Holofoil,78/73,Shiny Holo Rare,Psychic,190,Basic,"[P] Full Burst (30x)
<br>This attack does 30 damage times the amount of Energy attached to this Pokemon.",Px2,None,2,"[1P] Super Absorption (60)
<br>Heal 30 damage from this Pokemon.","<span style=""color:Teal""><strong>[PPP] Psystrike GX (200)</strong>
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",
146699,Shining Mew,Shining Mew,https://tcgplayer-cdn.tcgplayer.com/product/146699_200w.jpg,3,2054,https://cpt.tcgcsv.com/_Hb2,2022-12-05T18:34:47.13,1,,70.0,88.39,119.69,100.39,,Holofoil,40/73,Shiny Holo Rare,Psychic,30,Basic,"[P] Legendary Guidance
<br> Search your deck for up to 2 Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.",Px2,None,0,[P] Beam (10),,
146700,Latios,Latios,https://tcgplayer-cdn.tcgplayer.com/product/146700_200w.jpg,3,2054,https://cpt.tcgcsv.com/0Jb2,2026-01-23T17:03:12.2,1,,0.2,0.58,5.0,0.62,,Holofoil,41/73,Holo Rare,Psychic,110,Basic,"[2] Break Through (30)
<br> This attack does 30 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Px2,None,1,[2P] Lagoon Flight (70),,
146700,Latios,Latios,https://tcgplayer-cdn.tcgplayer.com/product/146700_200w.jpg,3,2054,https://cpt.tcgcsv.com/0Jb2,2026-01-23T17:03:12.2,1,,0.5,1.08,5.0,1.08,0.89,Reverse Holofoil,41/73,Holo Rare,Psychic,110,Basic,"[2] Break Through (30)
<br> This attack does 30 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Px2,None,1,[2P] Lagoon Flight (70),,
146701,Shining Jirachi,Shining Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/146701_200w.jpg,3,2054,https://cpt.tcgcsv.com/2Jb2,2026-02-16T14:39:04.677,1,,17.84,26.97,4321.0,24.74,19.31,Holofoil,42/73,Shiny Holo Rare,Psychic,70,Basic,"[P] Stellar Reign (10)
<br>If your opponent's Active Pokemon is an evolved Pokemon, devolve it by putting all of the Evolution cards on it into your opponent's hand.",Px2,None,0,,,
146702,Marshadow,Marshadow,https://tcgplayer-cdn.tcgplayer.com/product/146702_200w.jpg,3,2054,https://cpt.tcgcsv.com/3Jb2,2026-02-16T14:37:26.25,1,"<strong>Ability — Let Loose</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may have each player shuffle their hand into their deck and draw 4 cards.",0.09,0.62,2.99,0.62,0.78,Holofoil,45/73,Holo Rare,Psychic,70,Basic,"[1P] Shadow Punch (30)
<br>This attack's damage isn't affected by Resistance.",Dx2,F-20,1,,,
146702,Marshadow,Marshadow,https://tcgplayer-cdn.tcgplayer.com/product/146702_200w.jpg,3,2054,https://cpt.tcgcsv.com/3Jb2,2026-02-16T14:37:26.25,1,"<strong>Ability — Let Loose</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may have each player shuffle their hand into their deck and draw 4 cards.",0.95,1.8,3.0,1.76,1.26,Reverse Holofoil,45/73,Holo Rare,Psychic,70,Basic,"[1P] Shadow Punch (30)
<br>This attack's damage isn't affected by Resistance.",Dx2,F-20,1,,,
146703,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/146703_200w.jpg,3,2054,https://cpt.tcgcsv.com/5Jb2,2025-06-08T13:28:48.583,1,,0.03,0.19,1.49,0.17,0.17,Normal,36/73,Common,Psychic,70,Basic,"[1] Poison Sting (10)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Px2,None,2,,,
146703,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/146703_200w.jpg,3,2054,https://cpt.tcgcsv.com/5Jb2,2025-06-08T13:28:48.583,1,,0.1,0.35,1.95,0.36,,Reverse Holofoil,36/73,Common,Psychic,70,Basic,"[1] Poison Sting (10)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Px2,None,2,,,
146705,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/146705_200w.jpg,3,2054,https://cpt.tcgcsv.com/7Jb2,2022-12-05T18:34:26.71,1,"<strong>Ability — Intimidating Pattern</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Active Pokemon's attacks do 30 less damage <em>(before applying Weakness and Resistance)</em>.",0.07,0.23,1.49,0.2,0.2,Normal,37/73,Uncommon,Psychic,120,Stage 1,"[2P] Venomous Fang (70)
<br>Your opponent's Active Pokemon is now Poisoned.",Px2,None,3,,,
146705,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/146705_200w.jpg,3,2054,https://cpt.tcgcsv.com/7Jb2,2022-12-05T18:34:26.71,1,"<strong>Ability — Intimidating Pattern</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Active Pokemon's attacks do 30 less damage <em>(before applying Weakness and Resistance)</em>.",0.24,0.75,3.95,0.7,0.77,Reverse Holofoil,37/73,Uncommon,Psychic,120,Stage 1,"[2P] Venomous Fang (70)
<br>Your opponent's Active Pokemon is now Poisoned.",Px2,None,3,,,
146706,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/146706_200w.jpg,3,2054,https://cpt.tcgcsv.com/8Jb2,2026-02-16T14:37:20.33,1,,0.07,0.25,4.0,0.25,,Normal,38/73,Common,Psychic,90,Basic,"[P] Whiny Voice
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.",Px2,None,1,"[2] Feverish Kiss (30)
<br>Your opponent's Active Pokemon is now Confused.",,
146706,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/146706_200w.jpg,3,2054,https://cpt.tcgcsv.com/8Jb2,2026-02-16T14:37:20.33,1,,0.15,0.49,2.99,0.45,,Reverse Holofoil,38/73,Common,Psychic,90,Basic,"[P] Whiny Voice
<br>Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.",Px2,None,1,"[2] Feverish Kiss (30)
<br>Your opponent's Active Pokemon is now Confused.",,
146707,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/146707_200w.jpg,3,2054,https://cpt.tcgcsv.com/9Jb2,2025-12-10T01:19:12.987,1,,0.01,0.15,1.49,0.12,0.1,Normal,43/73,Common,Psychic,90,Basic,[2P] Mega Punch (60),Dx2,F-20,3,,,
146707,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/146707_200w.jpg,3,2054,https://cpt.tcgcsv.com/9Jb2,2025-12-10T01:19:12.987,1,,0.1,0.31,19.5,0.25,0.21,Reverse Holofoil,43/73,Common,Psychic,90,Basic,[2P] Mega Punch (60),Dx2,F-20,3,,,
146708,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/146708_200w.jpg,3,2054,https://cpt.tcgcsv.com/bJb2,2025-02-05T21:25:24.167,1,,0.04,0.2,1.56,0.16,,Normal,44/73,Uncommon,Psychic,140,Stage 1,"[2P] Triple Smash (10+)
<br>Flip 3 coins. This attack does 60 more damage for each heads.",Dx2,F-20,4,[3P] Golurk Hammer (120),,
146708,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/146708_200w.jpg,3,2054,https://cpt.tcgcsv.com/bJb2,2025-02-05T21:25:24.167,1,,0.2,0.42,2.99,0.43,,Reverse Holofoil,44/73,Uncommon,Psychic,140,Stage 1,"[2P] Triple Smash (10+)
<br>Flip 3 coins. This attack does 60 more damage for each heads.",Dx2,F-20,4,[3P] Golurk Hammer (120),,
146709,Spiritomb,Spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/146709_200w.jpg,3,2054,https://cpt.tcgcsv.com/cJb2,2025-12-10T01:24:50.8,1,"<strong>Ability — Cursed Whirlpool</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Active Pokemon can't retreat.",0.03,0.2,4.0,0.17,,Normal,47/73,Uncommon,Darkness,60,Basic,"[1D] Cursed Drop
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.",None,None,2,,,
146709,Spiritomb,Spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/146709_200w.jpg,3,2054,https://cpt.tcgcsv.com/cJb2,2025-12-10T01:24:50.8,1,"<strong>Ability — Cursed Whirlpool</strong>
<br>As long as this Pokemon is your Active Pokemon, your opponent's Active Pokemon can't retreat.",0.16,0.3,1.55,0.25,,Reverse Holofoil,47/73,Uncommon,Darkness,60,Basic,"[1D] Cursed Drop
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.",None,None,2,,,
146710,Purrloin,Purrloin,https://tcgplayer-cdn.tcgplayer.com/product/146710_200w.jpg,3,2054,https://cpt.tcgcsv.com/dJb2,2025-02-05T21:25:24.293,1,,0.03,0.17,1.49,0.14,,Normal,48/73,Common,Darkness,60,Basic,[1] Scratch (10),Fx2,P-20,1,"[1D] Tail Rap (20x)
<br>Flip 2 coins. This attack does 20 damage for each heads.",,
146710,Purrloin,Purrloin,https://tcgplayer-cdn.tcgplayer.com/product/146710_200w.jpg,3,2054,https://cpt.tcgcsv.com/dJb2,2025-02-05T21:25:24.293,1,,0.1,0.34,1.56,0.29,,Reverse Holofoil,48/73,Common,Darkness,60,Basic,[1] Scratch (10),Fx2,P-20,1,"[1D] Tail Rap (20x)
<br>Flip 2 coins. This attack does 20 damage for each heads.",,
146711,Liepard,Liepard,https://tcgplayer-cdn.tcgplayer.com/product/146711_200w.jpg,3,2054,https://cpt.tcgcsv.com/fJb2,2025-12-10T01:21:24.083,1,,0.03,0.2,1.5,0.16,,Normal,49/73,Uncommon,Darkness,90,Stage 1,"[D] Torment (30)
<br>Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.",Fx2,P-20,1,[1D] Slash (60),,
146711,Liepard,Liepard,https://tcgplayer-cdn.tcgplayer.com/product/146711_200w.jpg,3,2054,https://cpt.tcgcsv.com/fJb2,2025-12-10T01:21:24.083,1,,0.15,0.3,1.51,0.28,0.3,Reverse Holofoil,49/73,Uncommon,Darkness,90,Stage 1,"[D] Torment (30)
<br>Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.",Fx2,P-20,1,[1D] Slash (60),,
146712,Scraggy,Scraggy,https://tcgplayer-cdn.tcgplayer.com/product/146712_200w.jpg,3,2054,https://cpt.tcgcsv.com/gJb2,2025-11-21T03:53:39.977,1,,0.02,0.18,1.49,0.13,,Normal,50/73,Common,Darkness,60,Basic,"[D] Call for Family
<br>Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.",Fx2,P-20,1,[2] Headbutt (20),,
146712,Scraggy,Scraggy,https://tcgplayer-cdn.tcgplayer.com/product/146712_200w.jpg,3,2054,https://cpt.tcgcsv.com/gJb2,2025-11-21T03:53:39.977,1,,0.2,0.36,1.7,0.36,0.29,Reverse Holofoil,50/73,Common,Darkness,60,Basic,"[D] Call for Family
<br>Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.",Fx2,P-20,1,[2] Headbutt (20),,
146713,Scrafty,Scrafty,https://tcgplayer-cdn.tcgplayer.com/product/146713_200w.jpg,3,2054,https://cpt.tcgcsv.com/hJb2,2025-02-05T21:25:24.477,1,,0.03,0.2,1.49,0.2,,Normal,51/73,Uncommon,Darkness,110,Stage 1,"[2] Dangerous Head (20+)
<br>If your opponent's Active Pokemon is a Basic Pokemon, this attack does 50 more damage.",Fx2,P-20,2,[2D] Hammer In (90),,
146713,Scrafty,Scrafty,https://tcgplayer-cdn.tcgplayer.com/product/146713_200w.jpg,3,2054,https://cpt.tcgcsv.com/hJb2,2025-02-05T21:25:24.477,1,,0.15,0.41,1.49,0.43,,Reverse Holofoil,51/73,Uncommon,Darkness,110,Stage 1,"[2] Dangerous Head (20+)
<br>If your opponent's Active Pokemon is a Basic Pokemon, this attack does 50 more damage.",Fx2,P-20,2,[2D] Hammer In (90),,
146714,Zorua,Zorua,https://tcgplayer-cdn.tcgplayer.com/product/146714_200w.jpg,3,2054,https://cpt.tcgcsv.com/jJb2,2026-01-23T18:25:34.55,1,,0.14,0.27,4.0,0.27,0.26,Normal,52/73,Common,Darkness,60,Basic,[D] Stampede (10),Fx2,P-20,1,[2] Ram (20),,
146714,Zorua,Zorua,https://tcgplayer-cdn.tcgplayer.com/product/146714_200w.jpg,3,2054,https://cpt.tcgcsv.com/jJb2,2026-01-23T18:25:34.55,1,,0.5,0.96,1.85,1.07,0.89,Reverse Holofoil,52/73,Common,Darkness,60,Basic,[D] Stampede (10),Fx2,P-20,1,[2] Ram (20),,
146715,Zoroark GX,Zoroark GX,https://tcgplayer-cdn.tcgplayer.com/product/146715_200w.jpg,3,2054,https://cpt.tcgcsv.com/kJb2,2026-02-16T14:39:09.58,1,"<strong>Ability — Trade</strong>
<br>Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, draw 2 cards.",1.94,3.26,10.0,2.81,3.99,Holofoil,53/73,Ultra Rare,Darkness,210,Stage 1,"[2] Riot Beat (20x)
<br>This attack does 20 damage for each of your Pokemon in play.",Fx2,P-20,2,"<span style=""color:Teal""><strong>[DD] Trickster GX</strong>
<br>Choose 1 of your opponent's Pokemon's attacks and use it as this attack. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,
146716,Zoroark GX (Secret),Zoroark GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/146716_200w.jpg,3,2054,https://cpt.tcgcsv.com/lJb2,2022-12-05T18:41:26.817,1,"<strong>Ability — Trade</strong>
<br>Once during your turn <em>(before your attack)</em>, you may discard a card from your hand. If you do, draw 2 cards.",14.0,19.0,31.65,14.77,,Holofoil,77/73,Secret Rare,Darkness,210,Stage 1,"[2] Riot Beat (20x)
<br>This attack does 20 damage for each of your Pokemon in play.",Fx2,P-20,2,"<span style=""color:Teal""><strong>[DD] Trickster GX</strong>
<br>Choose 1 of your opponent's Pokemon's attacks and use it as this attack. <em>(You can't use more than 1 GX attack in a game.)</em></span>",,
146717,Yveltal,Yveltal,https://tcgplayer-cdn.tcgplayer.com/product/146717_200w.jpg,3,2054,https://cpt.tcgcsv.com/mJb2,2022-12-05T18:38:17.387,1,,0.11,0.37,3.3,0.37,0.11,Holofoil,54/73,Holo Rare,Darkness,120,Basic,"[2] Strafe (30)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",Lx2,F-20,2,"[2D] Oblivion Wing (90)
<br>Attach a Darkness Energy card from your discard pile to 1 of your Benched Pokemon.",,
146717,Yveltal,Yveltal,https://tcgplayer-cdn.tcgplayer.com/product/146717_200w.jpg,3,2054,https://cpt.tcgcsv.com/mJb2,2022-12-05T18:38:17.387,1,,0.34,0.75,2.0,0.73,0.79,Reverse Holofoil,54/73,Holo Rare,Darkness,120,Basic,"[2] Strafe (30)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",Lx2,F-20,2,"[2D] Oblivion Wing (90)
<br>Attach a Darkness Energy card from your discard pile to 1 of your Benched Pokemon.",,
146718,Hoopa,Hoopa,https://tcgplayer-cdn.tcgplayer.com/product/146718_200w.jpg,3,2054,https://cpt.tcgcsv.com/nJb2,2025-11-21T03:52:05.21,1,"<strong>Ability — Scoundrel Guard</strong>
<br>Prevent all effects of attacks, including damage, done to this Pokémon by your opponent's Pokémon-GX or Pokémon-EX.",0.06,0.37,2.29,0.37,0.29,Holofoil,55/73,Holo Rare,Darkness,120,Basic,[2D] Super Psy Bolt (80),Fx2,P-20,2,,,
