productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance
672403,Perfect Order Half Booster Boxes,Perfect Order Half Booster Boxes,https://tcgplayer-cdn.tcgplayer.com/product/672403_200w.jpg,3,24587,https://cpt.tcgcsv.com/5-n7,2026-01-13T20:54:56.69,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each half booster box contains 18 booster packs. <em>(Each pack contains 10 random cards)</em>",,,,,,,,,,,,,,,,
672404,Perfect Order Pokemon Center Elite Trainer Box,Perfect Order Pokemon Center Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/672404_200w.jpg,3,24587,https://cpt.tcgcsv.com/6-n7,2026-01-13T20:55:19.817,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! The Pokémon Center Elite Trainer Box includes:<br>
•11 Pokémon booster packs<br>
•Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",349.35,468.66,587.97,280.99,,Normal,,,,,,,,,,
672405,Perfect Order Pokemon Center Elite Trainer Box Case,Perfect Order Pokemon Center Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/672405_200w.jpg,3,24587,https://cpt.tcgcsv.com/7-n7,2026-02-10T20:48:46.017,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each sealed Pokemon Elite Trainer Box includes 4 elite trainer boxes. <br>
Individual Pokémon Elite Trainer Boxes include:<br>
• 11 Pokémon booster packs<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A collector's box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",,,,,,,,,,,,,,,,
672406,Perfect Order Premium Checklane Blister [Meganium Line],Perfect Order Premium Checklane Blister Meganium Line,https://tcgplayer-cdn.tcgplayer.com/product/672406_200w.jpg,3,24587,https://cpt.tcgcsv.com/8-n7,2026-03-17T17:24:38.997,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672407,Perfect Order Premium Checklane Blister [Cinderace Line],Perfect Order Premium Checklane Blister Cinderace Line,https://tcgplayer-cdn.tcgplayer.com/product/672407_200w.jpg,3,24587,https://cpt.tcgcsv.com/9-n7,2026-03-17T17:24:23.617,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672408,Perfect Order Premium Checklane Blister [Steelix Line],Perfect Order Premium Checklane Blister Steelix Line,https://tcgplayer-cdn.tcgplayer.com/product/672408_200w.jpg,3,24587,https://cpt.tcgcsv.com/b-n7,2026-01-13T20:58:52.603,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672409,Perfect Order Premium Checklane Blister [Clawitzer Line],Perfect Order Premium Checklane Blister Clawitzer Line,https://tcgplayer-cdn.tcgplayer.com/product/672409_200w.jpg,3,24587,https://cpt.tcgcsv.com/c-n7,2026-03-17T17:24:31.777,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,,,,,,,,,,,,,,,
672410,Perfect Order Single Pack Blister [Makuhita],Perfect Order Single Pack Blister Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/672410_200w.jpg,3,24587,https://cpt.tcgcsv.com/d-n7,2026-03-17T17:28:48.637,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each blister comes with 1 booster pack, 1 coin, and a promotional card.",15.95,15.97,17.53,17.54,,Normal,,,,,,,,,,
672411,Perfect Order Sleeved Booster Case,Perfect Order Sleeved Booster Case,https://tcgplayer-cdn.tcgplayer.com/product/672411_200w.jpg,3,24587,https://cpt.tcgcsv.com/f-n7,2026-02-10T20:29:24.297,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Each Sleeved Booster Pack Case contains 144 booster packs.",1199.86,1199.88,1199.98,899.95,,Normal,,,,,,,,,,
672412,Perfect Order Sleeved Booster Pack,Perfect Order Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/672412_200w.jpg,3,24587,https://cpt.tcgcsv.com/g-n7,2026-01-13T21:00:35.227,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Packs contain 10 random cards; individual pack has a cardboard guard.",10.44,10.46,14.99,10.45,,Normal,,,,,,,,,,
672413,Perfect Order Sleeved Booster Pack Art Bundle [Set of 4],Perfect Order Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/672413_200w.jpg,3,24587,https://cpt.tcgcsv.com/h-n7,2026-02-03T18:45:23.247,1,"Secret Powers Awaken!<br>
<br>
The pulse of the city beats in sync with the Pokémon and people who call it home—and preserving the order of it all is Mega Zygarde ex, the Legendary Pokémon who embodies strength in numbers! With threatening forces held at bay, peaceful days are ahead for the city's residents, including Pokémon like Mega Clefable ex, Mega Starmie ex, and Meowth ex, in the Pokémon TCG: Mega Evolution—Perfect Order expansion! Collect 4 bundled packs.<br>
Each Sleeved Booster Pack contains 10 random cards.",49.99,77.0,77.91,77.75,,Normal,,,,,,,,,,
